cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,89,0.06909937888,0.5082233836,9.438202247,1.266733298,0.6294586537
1,339,0.2631987578,0.004818092429,0.5221238938,0.006270897411,0.07416526558
2,67,0.05201863354,0.8902242037,2.253731343,0.04081205705,0.3926190081
3,124,0.09627329193,0.5195764677,24.31451613,0.532147378,0.5019011933
4,298,0.2313664596,0.4902076852,7.895973154,0.5477768742,0.5416831207
5,113,0.08773291925,0.5423313598,37.07964602,0.5904135649,0.8422570326
6,258,0.200310559,0.4685125806,3.813953488,0.1298197949,0.2298922979
