bin,n_rows,status,n_folds_trained,min_train_n,min_val_n,mean_auc,worst_auc,fold_stdev,mean_base_rate_val,gate_pass
vol_q1,196731,trained,7,24594,24591,0.536459170081894,0.491276075692303,0.03907253107821133,0.1216995765001133,False
vol_q2,212053,trained,7,26511,26506,0.5358825817610917,0.48083181575695205,0.03731873655193323,0.1213310193918358,False
vol_q3,200921,trained,7,25116,25115,0.5245370602573854,0.47621677896315473,0.033141299435285286,0.12326156821478342,False
vol_q4,216474,trained,7,27061,27059,0.5311276069784757,0.4847096694786075,0.025422063433985082,0.12493334670798731,False
vol_q5,206895,trained,7,25868,25861,0.531206696365972,0.4905839825798965,0.028497657060230146,0.13022366829257515,False
