X,capture_ratio,mean_realised_R,mean_peak_R
0.5,0.033212011187946616,0.13075847651343844,3.9370839595794678
1.0,0.023219109531607513,0.09141558369261067,3.9370839595794678
1.5,0.015313832226000518,0.06029184321667778,3.9370839595794678
2.0,0.008356372477878408,0.03289974004292641,3.9370839595794678
