W,capture_ratio,mean_realised_R,mean_peak_R
0.3,-0.0019794339067820067,-0.007793197483439158,3.9370839595794678
0.5,-0.0041744843417499886,-0.016435295341419534,3.9370839595794678
0.75,-0.004799086106271657,-0.018894404929642828,3.9370839595794678
1.0,-0.004244100718139936,-0.016709380860228443,3.9370839595794678
1.5,-0.0031728644319109684,-0.012491833660796894,3.9370839595794678
