percentile,fwd_mfe_h240_R
1,0.06552868008613587
5,0.3523956000804901
10,0.6643450140953064
20,1.2898459434509277
30,1.895513963699341
40,2.5391289710998537
50,3.2098450660705566
60,3.980909013748169
70,4.889368057250977
80,6.143239974975586
90,8.086120223999023
95,9.873369789123537
99,14.479013977050771
