sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.4385832705,0.3025486421,0.08111717582,0.6447798637,1.802832851,5.814975777,31.78046771,0.6580756014,0.470790378,0.4003436426,heavy_right_tail,0,0.008642006274,0.9943249807,0.5738831615,0.9014164255,1,0,1,0,0,1,1,0,-0.3897193991,0
1,1,0.4385832705,0.4440616447,0.08800168502,0.8799823937,2.852640226,7.685133223,19.12215014,0.7216494845,0.5738831615,0.09965635739,scattered,0,0.01009844132,0.9851365798,0.5481099656,2.852640226,1,0,1,1,1,0,1,0,0.1160547718,0
1.5,1.5,0.4385832705,0.5130907921,0.19130738,1.321695523,3.094795264,6.956129772,13.95189245,0.8041237113,0.6323024055,0.02920962199,scattered,0,0.01189528418,0.8935247522,0.560137457,4.642192896,1,0,1,1,1,0,1,0,0.3380048814,0
2,2,0.4385832705,0.5709309624,0.6827498324,1.626261114,3.287268377,5.825532466,10.76530491,0.8900343643,0.6872852234,0.003436426117,scattered,0,0.009053207077,0.992887631,0.5687285223,6.574536753,1,1,1,1,1,0,1,0,0.5075289005,0
3,3,0.4385832705,0.56694777,0.4943261264,1.27573685,2.473902262,4.07194761,7.207800479,0.8161512027,0.5756013746,0.001718213058,unclassified,0,0.009961037142,0.9881861153,0.4364261168,7.421706786,1,1,1,1,1,1,1,1,0.4313807597,1
4,4,0.4385832705,0.5672471821,0.3773774677,1.05005428,2.027338137,3.256334842,5.485786095,0.7611683849,0.5068728522,0.001718213058,unclassified,0,0.008606103465,0.9944504787,0.3505154639,8.109352548,1,1,1,1,1,1,1,1,0.3766973539,0
