cluster_id,archetype,sl_multiplier,exit_policy,exposure,max_per_currency,architecture,search_worst_roi,search_worst_dd,search_worst_ratio,search_mean_roi,search_mean_dd,search_mean_ratio,search_sign_consistency,search_neg_folds,search_n_total,a3_n_bars,threshold_pair
1,v_shape_recovery,4.0,sl_only,unlimited,,A6,-0.3012191846250558,0.2842385226915041,-1.085560819893822,-0.11150132081093247,0.17115659685647552,-0.5262139773830051,3,8,1345,,"(0.4, 0.6)"
1,v_shape_recovery,4.0,sl_plus_tp_3r,max_per_currency_2,2.0,A6,-0.1816908305603423,0.18138298175528247,-1.088318207865004,-0.06557050433759905,0.10302755541984135,-0.4657318876843963,3,8,933,,"(0.3, 0.5)"
1,v_shape_recovery,4.0,sl_plus_tp_3r,max_per_currency_2,2.0,A1,-0.21856267579363875,0.2158473240337472,-1.088318207865004,-0.05951610582280856,0.13123965164841034,-0.2799365416429835,3,8,1080,,
1,v_shape_recovery,4.0,sl_plus_tp_3r,unlimited,,A6,-0.1981020028780197,0.1866709869735999,-1.0930819414287332,-0.048410405266505745,0.12445107423215997,-0.13475005496726064,2,9,1345,,"(0.4, 0.6)"
1,v_shape_recovery,4.0,sl_plus_tp_3r,max_per_currency_2,2.0,A6,-0.133614100933948,0.13743785232827208,-1.093620988675826,-0.04330596932759429,0.08318787142961027,-0.3712879318285113,3,8,837,,"(0.4, 0.6)"
1,v_shape_recovery,4.0,sl_only,max_per_currency_2,2.0,A6,-0.17577957283630508,0.17514770891236442,-1.0937461103560178,-0.08463358739986793,0.1138481701406051,-0.6649810445070832,2,9,837,,"(0.4, 0.6)"
1,v_shape_recovery,3.5,sl_plus_tp_3r,max_per_currency_2,2.0,A6,-0.1273911235056211,0.13136858564458673,-1.0954930322573528,-0.019442205282663695,0.07650396517371255,-0.11232751274312541,5,6,837,,"(0.4, 0.6)"
1,v_shape_recovery,3.5,sl_plus_tp_3r,unlimited,,A6,-0.19113563130606503,0.1947875454307323,-1.0967704360258042,-0.01602617676488753,0.11480958123376123,0.11263082793702144,3,8,1345,,"(0.4, 0.6)"
1,v_shape_recovery,4.0,sl_plus_tp_2r,unlimited,,A6,-0.15290783927283325,0.16032795977363842,-1.1018067871403152,-0.014044164730227777,0.10028632464650578,0.04380990895027563,3,8,1345,,"(0.4, 0.6)"
1,v_shape_recovery,3.5,sl_plus_tp_2r,unlimited,,A6,-0.16374936240213567,0.16620136245685838,-1.1155656452906313,-0.013666923758095277,0.0942421284205968,0.0045844946370164515,3,8,1345,,"(0.4, 0.6)"
1,v_shape_recovery,4.0,sl_plus_tp_2r,max_per_currency_2,2.0,A6,-0.07422152574618723,0.09828384930999762,-1.1216352132651353,-0.016331456980861248,0.06570734949784358,-0.13390239550942604,3,8,837,,"(0.4, 0.6)"
1,v_shape_recovery,3.5,sl_plus_tp_2r,max_per_currency_2,2.0,A6,-0.07323182249562088,0.10008613855124418,-1.1342602400862734,-0.012821491484955845,0.06341438237618048,-0.1279252618834443,4,7,837,,"(0.4, 0.6)"
