trade_id,pair,entry_time,n_bars,terminal_peak_poolR,prepeak_maxdip_poolR,fulllife_mae_poolR,t_to_peak,t_to_mae,close_N0_poolR,mfe_N0_poolR,mae_N0_poolR,close_N1_poolR,mfe_N1_poolR,mae_N1_poolR,close_N2_poolR,mfe_N2_poolR,mae_N2_poolR,close_N3_poolR,mfe_N3_poolR,mae_N3_poolR,close_N5_poolR,mfe_N5_poolR,mae_N5_poolR,close_N8_poolR,mfe_N8_poolR,mae_N8_poolR,realized_honest_sl2.5,realized_replay_sl2.5,realized_honest_sl3.0,realized_replay_sl3.0,realized_honest_sl3.5,realized_replay_sl3.5,realized_honest_sl4.0,realized_replay_sl4.0,realized_depR,realized_replay_depR,terminal_peak_atr,terminal_peak_depR,prepeak_maxdip_atr,prepeak_maxdip_depR,fulllife_mae_atr,fulllife_mae_depR,close_N0_depR,close_N0_atr,mfe_N0_depR,mfe_N0_atr,mae_N0_depR,mae_N0_atr,close_N1_depR,close_N1_atr,mfe_N1_depR,mfe_N1_atr,mae_N1_depR,mae_N1_atr,close_N2_depR,close_N2_atr,mfe_N2_depR,mfe_N2_atr,mae_N2_depR,mae_N2_atr,close_N3_depR,close_N3_atr,mfe_N3_depR,mfe_N3_atr,mae_N3_depR,mae_N3_atr,close_N5_depR,close_N5_atr,mfe_N5_depR,mfe_N5_atr,mae_N5_depR,mae_N5_atr,close_N8_depR,close_N8_atr,mfe_N8_depR,mfe_N8_atr,mae_N8_depR,mae_N8_atr,realized_atr,realized_bucket,peak_atr_bucket
714,NZDJPY,2013-08-29 08:00:00+00:00,241,8.124956403168259,-1.1216913114347733,-1.1216913114347733,237,8,-0.41698143942115173,0.002247878379623555,-0.5799526219442348,-0.430468709698925,0.002247878379623555,-0.5799526219442348,-0.42372507456003833,0.002247878379623555,-0.5799526219442348,-0.4641868853933582,0.002247878379623555,-0.7148253247219516,-0.34167751370357896,0.002247878379623555,-0.7148253247219516,-0.9407371018746699,0.002247878379623555,-1.1216913114347733,2.965473006776859,2.965473006776859,2.5545608389807155,2.5545608389807155,2.1187935588155344,2.1187935588155344,1.9164443639635929,1.9164443639635929,2.1187935588155344,2.1187935588155344,16.249912806336518,4.642832230381862,-2.2433826228695466,-0.6409664636770133,-2.2433826228695466,-0.6409664636770133,-0.23827510824065812,-0.8339628788423035,0.0012845019312134598,0.00449575675924711,-0.33140149825384846,-1.1599052438884696,-0.24598211982795712,-0.86093741939785,0.0012845019312134598,0.00449575675924711,-0.33140149825384846,-1.1599052438884696,-0.2421286140343076,-0.8474501491200767,0.0012845019312134598,0.00449575675924711,-0.33140149825384846,-1.1599052438884696,-0.26524964879620466,-0.9283737707867163,0.0012845019312134598,0.00449575675924711,-0.4084716141268295,-1.4296506494439032,-0.19524429354490225,-0.6833550274071579,0.0012845019312134598,0.00449575675924711,-0.4084716141268295,-1.4296506494439032,-0.537564058214097,-1.8814742037493397,0.0012845019312134598,0.00449575675924711,-0.6409664636770133,-2.2433826228695466,7.4157774558543705,2-3,1-2R
715,EURJPY,2013-08-30 20:00:00+00:00,241,6.524238711124263,-0.016197493589842567,-0.016197493589842567,228,0,0.1267872774099324,0.160299333112963,-0.016197493589842567,0.18710897767541287,0.4708443826280179,-0.016197493589842567,0.5121759179951016,0.5512733163153675,-0.016197493589842567,1.1053393039392891,1.1120417150799333,-0.016197493589842567,1.5499325762665934,1.9174481204768066,-0.016197493589842567,1.627010304383589,2.026920835773456,-0.016197493589842567,0.9997764573849892,0.9997764573849892,0.9164803811541576,0.9164803811541576,0.6533575501459057,0.6533575501459057,0.6341878563776675,0.6341878563776675,0.6533575501459057,0.6533575501459057,13.048477422248526,3.7281364063567217,-0.032394987179685135,-0.00925571062276718,-0.032394987179685135,-0.00925571062276718,0.07244987280567565,0.2535745548198648,0.09159961892169313,0.320598666225926,-0.00925571062276718,-0.032394987179685135,0.10691941581452163,0.37421795535082575,0.26905393293029595,0.9416887652560358,-0.00925571062276718,-0.032394987179685135,0.29267195314005806,1.0243518359902033,0.31501332360878137,1.102546632630735,-0.00925571062276718,-0.032394987179685135,0.6316224593938795,2.2106786078785783,0.6354524086171047,2.2240834301598666,-0.00925571062276718,-0.032394987179685135,0.8856757578666248,3.099865152533187,1.095684640272461,3.834896240953613,-0.00925571062276718,-0.032394987179685135,0.9297201739334794,3.254020608767178,1.1582404775848318,4.053841671546912,-0.00925571062276718,-0.032394987179685135,2.28675142551067,0-1,1-2R
716,USDCAD,2013-09-04 20:00:00+00:00,241,0.4489813205128282,-0.43792266729820306,-6.929352104269462,4,65,-0.030964229000891477,0.04644634350128811,-0.17693845143365858,-0.24107864007832727,0.10173960957436473,-0.35608863351020287,-0.13049210793232136,0.10173960957436473,-0.35608863351020287,-0.24992556265001756,0.19020883529116947,-0.35608863351020287,0.15924460629027798,0.4489813205128282,-0.43792266729820306,-0.3870528625110944,0.4489813205128282,-0.43792266729820306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8979626410256564,0.25656075457875893,-0.8758453345964061,-0.25024152417040174,-13.858704208538924,-3.9596297738682638,-0.017693845143366558,-0.061928458001782954,0.026540767715021774,0.09289268700257622,-0.10110768653351918,-0.35387690286731716,-0.1377592229019013,-0.48215728015665454,0.05813691975677984,0.20347921914872946,-0.20347921914868733,-0.7121772670204057,-0.07456691881846934,-0.2609842158646427,0.05813691975677984,0.20347921914872946,-0.20347921914868733,-0.7121772670204057,-0.14281460722858144,-0.4998511253000351,0.1086907630235254,0.38041767058233894,-0.20347921914868733,-0.7121772670204057,0.09099691788015885,0.31848921258055596,0.25656075457875893,0.8979626410256564,-0.25024152417040174,-0.8758453345964061,-0.2211730642920539,-0.7741057250221888,0.25656075457875893,0.8979626410256564,-0.25024152417040174,-0.8758453345964061,-3.5,<0,<0.5R
717,GBPNZD,2013-09-05 08:00:00+00:00,241,0.4396301809277138,-0.7225544582515275,-5.82982546442428,1,182,-0.17133991794824927,0.33902133231040443,-0.23414422950935704,-0.44328868451379433,0.4396301809277138,-0.7225544582515275,-0.3335335769312972,0.4396301809277138,-0.7225544582515275,-0.4384106797323446,0.4396301809277138,-0.7225544582515275,-0.9664546973237705,0.4396301809277138,-0.973161953898247,-1.7932765077786743,0.4396301809277138,-2.093883552435206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8792603618554276,0.25121724624440783,-1.445108916503055,-0.4128882618580157,-11.65965092884856,-3.3313288368138743,-0.09790852454185672,-0.34267983589649853,0.1937264756059454,0.6780426646208089,-0.13379670257677545,-0.4682884590187141,-0.25330781972216815,-0.8865773690275887,0.25121724624440783,0.8792603618554276,-0.4128882618580157,-1.445108916503055,-0.19059061538931268,-0.6670671538625944,0.25121724624440783,0.8792603618554276,-0.4128882618580157,-1.445108916503055,-0.2505203884184826,-0.8768213594646892,0.25121724624440783,0.8792603618554276,-0.4128882618580157,-1.445108916503055,-0.5522598270421546,-1.932909394647541,0.25121724624440783,0.8792603618554276,-0.5560925450847125,-1.946323907796494,-1.0247294330163852,-3.5865530155573486,0.25121724624440783,0.8792603618554276,-1.196504887105832,-4.187767104870412,-3.5,<0,<0.5R
718,EURNZD,2013-09-12 04:00:00+00:00,241,2.4220327218449196,-2.9175854367000085,-2.9175854367000085,214,152,-0.3358913538379561,0.04142157950915085,-0.38559724924894384,-0.6137924963630709,0.04142157950915085,-0.8525314182613509,-0.4465999390715288,0.04142157950915085,-0.8525314182613509,-0.5445054906386491,0.04142157950915085,-0.8525314182613509,-0.23120772562388747,0.04142157950915085,-0.8525314182613509,-0.8088504798698506,0.04142157950915085,-1.2298443516084578,-1.0,0.6967148466871538,-1.0,0.6639290389059614,-1.0,0.6405106047765383,-1.0,0.5815251996703077,-1.0,0.6405106047765383,4.844065443689839,1.3840186981970968,-5.835170873400017,-1.6671916781142904,-5.835170873400017,-1.6671916781142904,-0.19193791647883204,-0.6717827076759122,0.023669474005229056,0.0828431590183017,-0.22034128528511077,-0.7711944984978877,-0.3507385693503262,-1.2275849927261417,0.023669474005229056,0.0828431590183017,-0.48716081043505766,-1.7050628365227019,-0.2551999651837307,-0.8931998781430576,0.023669474005229056,0.0828431590183017,-0.48716081043505766,-1.7050628365227019,-0.31114599465065657,-1.0890109812772981,0.023669474005229056,0.0828431590183017,-0.48716081043505766,-1.7050628365227019,-0.1321187003565071,-0.46241545124777494,0.023669474005229056,0.0828431590183017,-0.48716081043505766,-1.7050628365227019,-0.4622002742113432,-1.6177009597397012,0.023669474005229056,0.0828431590183017,-0.7027682009191187,-2.4596887032169157,-3.5,<0,<0.5R
719,USDJPY,2013-09-16 00:00:00+00:00,241,0.9018597886449664,-1.5238759193182472,-3.041391755500799,27,98,-0.10430536342578235,0.1844424109358439,-0.23532307602158523,-0.19461854395300662,0.1844424109358439,-0.32945230643024104,-0.0941292304086377,0.1844424109358439,-0.32945230643024104,-0.22005887649585923,0.1844424109358439,-0.3981412042960081,0.13992182898581573,0.28493172448021287,-0.3981412042960081,0.1691782114101179,0.5088066508575216,-0.3981412042960081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.8037195772899328,0.5153484506542665,-3.0477518386364943,-0.8707862396104269,-6.082783511001598,-1.7379381460004566,-0.05960306481473277,-0.2086107268515647,0.1053956633919108,0.3688848218716878,-0.13447032915519155,-0.47064615204317045,-0.11121059654457521,-0.38923708790601325,0.1053956633919108,0.3688848218716878,-0.1882584608172806,-0.6589046128604821,-0.053788131662078686,-0.1882584608172754,0.1053956633919108,0.3688848218716878,-0.1882584608172806,-0.6589046128604821,-0.12574792942620527,-0.44011775299171846,0.1053956633919108,0.3688848218716878,-0.2275092595977189,-0.7962824085920162,0.07995533084903755,0.27984365797163147,0.16281812827440734,0.5698634489604257,-0.2275092595977189,-0.7962824085920162,0.09667326366292452,0.3383564228202358,0.2907466576328695,1.0176133017150433,-0.2275092595977189,-0.7962824085920162,-3.5,<0,<0.5R
720,USDJPY,2013-09-19 12:00:00+00:00,241,1.165611843600953,-3.1189067760517037,-3.1189067760517037,235,77,0.7386186540224458,0.9295721301072308,-0.10608526449155146,0.518491730202476,0.9295721301072308,-0.10608526449155146,0.6869020875827925,0.9295721301072308,-0.10608526449155146,0.477383690211991,0.9295721301072308,-0.10608526449155146,0.5768386256728075,0.9295721301072308,-0.10608526449155146,0.539708783100775,0.9918972229960336,-0.10608526449155146,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.331223687201906,0.666063910629116,-6.2378135521034075,-1.7822324434581163,-6.2378135521034075,-1.7822324434581163,0.4220678022985404,1.4772373080448915,0.531184074346989,1.8591442602144617,-0.060620151138029404,-0.21217052898310293,0.2962809886871291,1.036983460404952,0.531184074346989,1.8591442602144617,-0.060620151138029404,-0.21217052898310293,0.39251547861873853,1.373804175165585,0.531184074346989,1.8591442602144617,-0.060620151138029404,-0.21217052898310293,0.2727906801211377,0.954767380423982,0.531184074346989,1.8591442602144617,-0.060620151138029404,-0.21217052898310293,0.3296220718130329,1.153677251345615,0.531184074346989,1.8591442602144617,-0.060620151138029404,-0.21217052898310293,0.30840501891472855,1.07941756620155,0.5667984131405905,1.9837944459920671,-0.060620151138029404,-0.21217052898310293,-3.5,<0,<0.5R
721,AUDCHF,2013-09-20 04:00:00+00:00,241,2.3078696840058774,-3.3390794115969196,-3.3390794115969196,213,37,-0.03984581636750058,0.014344493892307285,-0.2789207145725394,-0.6104379067501761,0.11794361644780878,-0.6901295394851948,-0.9021092825603121,0.11794361644780878,-0.9371736009637162,-0.7841656661125033,0.11794361644780878,-1.0073022377705243,-0.9531119275107164,0.11794361644780878,-1.5699251648796997,-0.17532159201702022,0.11794361644780878,-1.5699251648796997,-1.0,0.7020979806159856,-1.0,0.6684149838466547,-1.0,0.5200367533733737,-1.0,0.517532159201702,-1.0,0.5200367533733737,4.615739368011755,1.318782676574787,-6.678158823193839,-1.9080453780553825,-6.678158823193839,-1.9080453780553825,-0.022769037924286042,-0.07969163273500116,0.00819685365274702,0.02868898778461457,-0.15938326547002252,-0.5578414291450788,-0.3488216610001006,-1.2208758135003521,0.06739635225589073,0.23588723289561755,-0.39435973684868275,-1.3802590789703897,-0.5154910186058926,-1.8042185651206242,0.06739635225589073,0.23588723289561755,-0.5355277719792664,-1.8743472019274323,-0.44809466635000184,-1.5683313322250065,0.06739635225589073,0.23588723289561755,-0.5756012787260139,-2.0146044755410486,-0.5446353871489807,-1.9062238550214328,0.06739635225589073,0.23588723289561755,-0.8971000942169712,-3.1398503297593994,-0.1001837668668687,-0.35064318403404043,0.06739635225589073,0.23588723289561755,-0.8971000942169712,-3.1398503297593994,-3.5,<0,<0.5R
722,CADJPY,2013-09-25 16:00:00+00:00,241,0.43991416287358903,-4.378543641176723,-4.378543641176723,231,134,-0.5738010820090447,0.0794493805858497,-0.5885139302656943,-0.59734163921968,0.0794493805858497,-0.7091592859701714,-0.029425696513278442,0.18391060320800595,-0.918081731214484,0.10593250744780658,0.2515897051885694,-0.918081731214484,-0.1456571977407628,0.3060272437381544,-0.918081731214484,-0.2677738382708903,0.3060272437381544,-0.918081731214484,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8798283257471781,0.25137952164205085,-8.757087282353446,-2.50202493781527,-8.757087282353446,-2.50202493781527,-0.32788633257659694,-1.1476021640180893,0.04539964604905697,0.1588987611716994,-0.3362936744375396,-1.1770278605313886,-0.34133807955410284,-1.19468327843936,0.04539964604905697,0.1588987611716994,-0.4052338776972408,-1.4183185719403428,-0.016814683721873395,-0.058851393026556884,0.10509177326171767,0.3678212064160119,-0.5246181321225623,-1.836163462428968,0.06053286139874661,0.21186501489561316,0.14376554582203963,0.5031794103771388,-0.5246181321225623,-1.836163462428968,-0.08323268442329303,-0.2913143954815256,0.17487271070751678,0.6120544874763088,-0.5246181321225623,-1.836163462428968,-0.15301362186908016,-0.5355476765417806,0.17487271070751678,0.6120544874763088,-0.5246181321225623,-1.836163462428968,-3.5,<0,<0.5R
723,EURJPY,2013-09-30 00:00:00+00:00,241,4.513667471137152,-0.9427696084298963,-0.9427696084298963,240,36,-0.04397906484367098,0.03791298693417336,-0.2613468565996059,-0.23607153197684283,0.3159415577848259,-0.28561116823748145,-0.07532046737590295,0.3159415577848259,-0.28561116823748145,0.7254018166739614,0.7607872711458872,-0.44130716791383995,0.911428205897693,1.1651924651104413,-0.44130716791383995,0.3493049862868904,1.4139016593986369,-0.44130716791383995,0.4249828365195633,0.4249828365195633,1.0609437044617,1.0609437044617,0.9808088895386,0.9808088895386,0.7503520903887025,0.7503520903887025,0.9808088895386,0.9808088895386,9.027334942274305,2.5792385549355155,-1.8855392168597926,-0.5387254905313693,-1.8855392168597926,-0.5387254905313693,-0.025130894196383414,-0.08795812968734196,0.021664563962384777,0.07582597386834672,-0.1493410609140605,-0.5226937131992118,-0.1348980182724816,-0.47214306395368566,0.1805380330199005,0.6318831155696518,-0.1632063818499894,-0.5712223364749629,-0.04304026707194454,-0.1506409347518059,0.1805380330199005,0.6318831155696518,-0.1632063818499894,-0.5712223364749629,0.4145153238136922,1.4508036333479228,0.43473558351193553,1.5215745422917744,-0.2521755245221942,-0.8826143358276799,0.5208161176558246,1.822856411795386,0.665824265777395,2.3303849302208826,-0.2521755245221942,-0.8826143358276799,0.1996028493067945,0.6986099725737808,0.8079438053706496,2.8278033187972738,-0.2521755245221942,-0.8826143358276799,3.4328311133851,0-1,0.5-1R
724,AUDJPY,2013-09-30 16:00:00+00:00,241,4.3941221976984375,-1.0744669663246391,-1.0744669663246391,98,11,-0.22384728465096781,0.1589315721021803,-0.2316819396137572,-0.1499776807161467,0.1589315721021803,-0.28092834223696594,0.15781233567892014,0.4230713679903233,-0.42419060441358347,0.5495450838181178,0.6939265824179796,-0.42419060441358347,0.32681703559039427,0.7140728380365672,-0.42419060441358347,-0.08841967743713969,0.7140728380365672,-0.42419060441358347,1.5417852627655886,1.5417852627655886,1.3681543856379905,1.3681543856379905,1.244132330546849,1.244132330546849,1.0252016916123243,1.0252016916123243,1.244132330546849,1.244132330546849,8.788244395396875,2.5109269701133927,-2.1489339326492782,-0.6139811236140794,-2.1489339326492782,-0.6139811236140794,-0.12791273408626733,-0.44769456930193563,0.09081804120124588,0.3178631442043606,-0.1323896797792898,-0.4633638792275144,-0.0857015318377981,-0.2999553614322934,0.09081804120124588,0.3178631442043606,-0.16053048127826625,-0.5618566844739319,0.0901784775308115,0.3156246713578403,0.24175506742304187,0.8461427359806466,-0.24239463109347625,-0.8483812088271669,0.31402576218178163,1.0990901676362357,0.39652947566741686,1.387853164835959,-0.24239463109347625,-0.8483812088271669,0.18675259176593956,0.6536340711807885,0.4080416217351812,1.4281456760731344,-0.24239463109347625,-0.8483812088271669,-0.050525529964079816,-0.17683935487427938,0.4080416217351812,1.4281456760731344,-0.24239463109347625,-0.8483812088271669,4.354463156913972,1-2,0.5-1R
725,GBPJPY,2013-09-30 16:00:00+00:00,241,4.255357478494284,-3.3971204363333607,-3.3971204363333607,240,42,0.0504845318918054,0.4283042544370297,-0.10911173021779087,0.2744078588313294,0.4283042544370297,-0.10911173021779087,0.598485982911067,0.7629678448811852,-0.10911173021779087,0.20356666085410852,0.863122642021422,-0.10911173021779087,0.04478466538788629,0.863122642021422,-0.23776585987760004,-0.49588838584061556,0.863122642021422,-0.644899181585817,-1.0,0.12934582391683747,-1.0,0.19112151993069793,-1.0,0.23524701708345536,-1.0,0.26834113994802344,-1.0,0.23524701708345536,8.510714956988569,2.4316328448538767,-6.794240872666721,-1.9412116779047774,-6.794240872666721,-1.9412116779047774,0.028848303938174513,0.1009690637836108,0.24474528824973124,0.8566085088740594,-0.062349560124451926,-0.21822346043558175,0.15680449076075964,0.5488157176626588,0.24474528824973124,0.8566085088740594,-0.062349560124451926,-0.21822346043558175,0.3419919902348954,1.196971965822134,0.43598162564639154,1.5259356897623704,-0.062349560124451926,-0.21822346043558175,0.11632380620234772,0.40713332170821703,0.49321293829795537,1.726245284042844,-0.062349560124451926,-0.21822346043558175,0.02559123736450645,0.08956933077577257,0.49321293829795537,1.726245284042844,-0.13586620564434287,-0.4755317197552001,-0.28336479190892316,-0.9917767716812311,0.49321293829795537,1.726245284042844,-0.36851381804903827,-1.289798363171634,-3.5,<0,0.5-1R
726,NZDUSD,2013-10-02 12:00:00+00:00,241,4.459703541232651,-0.028324569966542756,-1.474293866758717,87,229,0.43194969198982425,0.4772690039362958,-0.028324569966542756,1.2108753660698286,1.2604433635112942,-0.028324569966542756,1.1372314841568143,1.5890083751232247,-0.028324569966542756,1.0366792607755781,1.5890083751232247,-0.028324569966542756,0.7789256740800045,1.5890083751232247,-0.028324569966542756,1.021100747293986,1.5890083751232247,-0.028324569966542756,0.5974365206849209,0.5974365206849209,0.5613699015941812,0.5613699015941812,1.2388666394130419,1.2388666394130419,1.029669458374407,1.029669458374407,1.2388666394130419,1.2388666394130419,8.919407082465302,2.548402023561515,-0.05664913993308551,-0.016185468552310147,-2.948587733517434,-0.8424536381478382,0.2468283954227567,0.8638993839796485,0.27272514510645474,0.9545380078725916,-0.016185468552310147,-0.05664913993308551,0.6919287806113306,2.421750732139657,0.7202533505778823,2.5208867270225883,-0.016185468552310147,-0.05664913993308551,0.6498465623753225,2.2744629683136286,0.9080047857846998,3.1780167502464494,-0.016185468552310147,-0.05664913993308551,0.592388149014616,2.0733585215511563,0.9080047857846998,3.1780167502464494,-0.016185468552310147,-0.05664913993308551,0.445100385188574,1.557851348160009,0.9080047857846998,3.1780167502464494,-0.016185468552310147,-0.05664913993308551,0.5834861413108491,2.042201494587972,0.9080047857846998,3.1780167502464494,-0.016185468552310147,-0.05664913993308551,4.336033237945647,1-2,0.5-1R
727,NZDCHF,2013-10-02 20:00:00+00:00,241,3.2009346181451206,-1.831807583747607,-1.831807583747607,159,105,-0.12512744416386667,0.253164828889654,-0.2953589670379324,-0.40302676783009717,0.253164828889654,-0.46559048991203045,0.016004673090717365,0.253164828889654,-0.46559048991203045,-0.5557986473324771,0.253164828889654,-0.7056605862729041,-0.7347599918924019,0.253164828889654,-1.12323705691275,-0.6561915967197512,0.253164828889654,-1.12323705691275,1.1832540439458772,1.1832540439458772,0.8540427683705897,0.8540427683705897,0.803465230031934,0.803465230031934,0.5702023160570459,0.5702023160570459,0.803465230031934,0.803465230031934,6.401869236290241,1.829105496082926,-3.663615167495214,-1.0467471907129182,-3.663615167495214,-1.0467471907129182,-0.07150139666506666,-0.25025488832773335,0.14466561650837373,0.506329657779308,-0.16877655259310423,-0.5907179340758648,-0.23030101018862695,-0.8060535356601943,0.14466561650837373,0.506329657779308,-0.2660517085211602,-0.9311809798240609,0.009145527480409922,0.03200934618143473,0.14466561650837373,0.506329657779308,-0.2660517085211602,-0.9311809798240609,-0.31759922704712973,-1.1115972946649542,0.14466561650837373,0.506329657779308,-0.4032346207273737,-1.4113211725458081,-0.41986285250994393,-1.4695199837848039,0.14466561650837373,0.506329657779308,-0.6418497468072858,-2.2464741138255,-0.3749666266970007,-1.3123831934395025,0.14466561650837373,0.506329657779308,-0.6418497468072858,-2.2464741138255,2.812128305111769,0-1,0.5-1R
728,GBPCHF,2013-10-08 08:00:00+00:00,241,5.047314315663744,-3.0025703096654617,-3.0025703096654617,240,75,-0.17052814391414167,0.0,-0.7729546710126103,-0.3028069845204048,0.26296396024139107,-0.7729546710126103,-0.3123693103473567,0.26296396024139107,-0.7729546710126103,-0.6247386206947134,0.26296396024139107,-0.7729546710126103,-0.12909139866395755,0.26296396024139107,-0.7729546710126103,-0.6279260626370543,0.32671279908778467,-1.216009100995095,0.21950510907584003,0.21950510907584003,-1.0,1.2968604855800019,-1.0,1.0409544324965943,-1.0,0.97333512843452,-1.0,1.0409544324965943,10.094628631327488,2.884179608950711,-6.005140619330923,-1.715754462665978,-6.005140619330923,-1.715754462665978,-0.09744465366522381,-0.34105628782828334,0.0,0.0,-0.44168838343577727,-1.5459093420252206,-0.17303256258308844,-0.6056139690408096,0.15026512013793775,0.5259279204827821,-0.44168838343577727,-1.5459093420252206,-0.1784967487699181,-0.6247386206947134,0.15026512013793775,0.5259279204827821,-0.44168838343577727,-1.5459093420252206,-0.3569934975398362,-1.2494772413894268,0.15026512013793775,0.5259279204827821,-0.44168838343577727,-1.5459093420252206,-0.07376651352226145,-0.2581827973279151,0.15026512013793775,0.5259279204827821,-0.44168838343577727,-1.5459093420252206,-0.3588148929354596,-1.2558521252741086,0.18669302805016266,0.6534255981755693,-0.6948623434257686,-2.43201820199019,-3.5,<0,0.5-1R
729,EURNZD,2013-10-09 16:00:00+00:00,241,4.379597888504556,-2.770310953701173,-2.770310953701173,225,129,0.03844450393700899,0.2760315382677706,-0.05920453606299555,0.12686686299215527,0.2760315382677706,-0.05920453606299555,0.6620143577953852,0.6912321807875018,-0.05920453606299555,0.8711524592127243,0.8773035798426526,-0.05920453606299555,0.23835592440948986,1.0249304749607773,-0.05920453606299555,0.25296483590554814,1.0249304749607773,-0.05920453606299555,-1.0,1.106192938078828,-1.0,1.0051607817323567,-1.0,0.9329949557705914,0.8365816319685533,0.8365816319685533,-1.0,0.9329949557705914,8.759195777009111,2.502627364859746,-5.540621907402346,-1.5830348306863844,-5.540621907402346,-1.5830348306863844,0.021968287964005136,0.07688900787401798,0.1577323075815832,0.5520630765355412,-0.03383116346456888,-0.1184090721259911,0.07249535028123158,0.25373372598431054,0.1577323075815832,0.5520630765355412,-0.03383116346456888,-0.1184090721259911,0.3782939187402201,1.3240287155907704,0.3949898175928582,1.3824643615750036,-0.03383116346456888,-0.1184090721259911,0.49780140526441385,1.7423049184254487,0.5013163313386586,1.7546071596853052,-0.03383116346456888,-0.1184090721259911,0.13620338537685134,0.4767118488189797,0.5856745571204441,2.0498609499215545,-0.03383116346456888,-0.1184090721259911,0.14455133480317037,0.5059296718110963,0.5856745571204441,2.0498609499215545,-0.03383116346456888,-0.1184090721259911,-3.5,<0,0.5-1R
730,GBPNZD,2013-10-10 04:00:00+00:00,241,5.679996583024931,-2.7093461022917062,-2.7093461022917062,222,28,0.14844051545270914,0.18463055847629412,-0.19628497911100515,-0.13003879866104007,0.22756789765683713,-0.19628497911100515,-0.4655634348289471,0.22756789765683713,-0.5232221474428036,-0.24167588053045191,0.22756789765683713,-0.5232221474428036,-0.3551531340789871,0.22756789765683713,-0.5232221474428036,-0.8759217192829005,0.22756789765683713,-1.2114463554507804,-1.0,0.5193831416872142,-1.0,1.1442645512279133,-1.0,1.0522267581953542,-1.0,0.9241595720477018,-1.0,1.0522267581953542,11.359993166049861,3.245712333157103,-5.4186922045834125,-1.5481977727381178,-5.4186922045834125,-1.5481977727381178,0.08482315168726236,0.2968810309054183,0.10550317627216806,0.36926111695258823,-0.11216284520628865,-0.3925699582220103,-0.07430788494916575,-0.26007759732208013,0.13003879866104978,0.45513579531367426,-0.11216284520628865,-0.3925699582220103,-0.266036248473684,-0.9311268696578942,0.13003879866104978,0.45513579531367426,-0.29898408425303064,-1.0464442948856072,-0.13810050316025824,-0.48335176106090383,0.13003879866104978,0.45513579531367426,-0.29898408425303064,-1.0464442948856072,-0.20294464804513546,-0.7103062681579742,0.13003879866104978,0.45513579531367426,-0.29898408425303064,-1.0464442948856072,-0.500526696733086,-1.751843438565801,0.13003879866104978,0.45513579531367426,-0.6922550602575888,-2.4228927109015608,-3.5,<0,0.5-1R
731,GBPJPY,2013-10-11 04:00:00+00:00,241,10.663217218008876,-0.753116531534731,-0.753116531534731,231,107,-0.10771848572254027,0.05751071695357722,-0.20356968064513437,-0.4354382855055449,0.05751071695357722,-0.5668913528279775,-0.6609168107044181,0.05751071695357722,-0.7229918702733532,-0.2683833457832998,0.05751071695357722,-0.7229918702733532,-0.502077687689812,0.05751071695357722,-0.7229918702733532,-0.37336322593660975,0.05751071695357722,-0.7229918702733532,0.5043817689107477,0.5043817689107477,0.5036514740922898,0.5036514740922898,0.5031298349362484,0.5031298349362484,2.8321508593192544,2.8321508593192544,0.5031298349362484,0.5031298349362484,21.326434436017752,6.093266981719357,-1.506233063069462,-0.43035230373413197,-1.506233063069462,-0.43035230373413197,-0.06155342041288015,-0.21543697144508053,0.03286326683061555,0.11502143390715444,-0.11632553179721963,-0.40713936129026873,-0.24882187743173995,-0.8708765710110898,0.03286326683061555,0.11502143390715444,-0.32393791590170146,-1.133782705655955,-0.3776667489739532,-1.3218336214088362,0.03286326683061555,0.11502143390715444,-0.41313821158477326,-1.4459837405467064,-0.15336191187617132,-0.5367666915665996,0.03286326683061555,0.11502143390715444,-0.41313821158477326,-1.4459837405467064,-0.2869015358227497,-1.004155375379624,0.03286326683061555,0.11502143390715444,-0.41313821158477326,-1.4459837405467064,-0.21335041482091985,-0.7467264518732195,0.03286326683061555,0.11502143390715444,-0.41313821158477326,-1.4459837405467064,1.7609544222768694,0-1,1-2R
