sl_mult,honest_mean_R,honest_win_rate_pct,honest_n_full_loss,honest_total_R,replay_mean_R,replay_win_rate_pct,replay_minus_honest_mean_R
2.5,-0.0054185967770190285,48.6822175098455,1682,-17.886787960939813,0.5962730309147124,78.73371705543775,0.6016916276917315
3.0,0.005885970614545641,49.136625265071196,1664,19.42958899861516,0.5157653623213099,75.34080581641926,0.5098793917067642
3.5,-0.005838339855372928,49.409269918206604,1646,-19.272359862586036,0.4135540184465002,71.55407452287186,0.4193923583018731
4.0,-0.0013658893668173373,49.62132687064526,1625,-4.50880079986403,0.3332402749482577,68.03998788245987,0.33460616431507506
