realized_bucket,l_arc_10_replay_pct,canonical_v302_replay_pct
<0,28.17328082399273,28.48984771573604
0-1,45.955770978491365,45.36802030456853
1-2,21.660102999091187,21.73223350253807
2-3,3.4837927900636165,3.521573604060914
3-5,0.7270524083611027,0.8565989847715736
5+,0.0,0.031725888324873094
