sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.1409308395,0.2756387611,0.1346834356,0.6341239454,1.766912113,8.055929934,34.98532681,0.6265432099,0.4660493827,0.4074074074,heavy_right_tail,0,0.01441292917,0.9576421724,0.4691358025,0.8834560563,1,0,1,0,0,1,1,0,-0.4552254365,0
1,1,0.1409308395,0.4297722112,0.136489035,0.8851026193,7.414695487,13.18122413,24.17510889,0.737654321,0.6203703704,0.1296296296,bimodal_separated,1,0.0406702275,0.0005630100987,0.3611111111,7.414695487,1,0,1,1,1,1,1,0,0.08779690251,0
1.5,1.5,0.1409308395,0.523759771,0.3945536591,4.493970234,7.57956569,11.04025383,18.00671618,0.8703703704,0.8055555556,0.02777777778,bimodal_separated,1,0.04764251072,1.679315307e-05,0.2839506173,11.36934854,1,0,1,1,1,1,1,0,0.4163523636,0
2,2,0.1409308395,0.5619664413,3.500883142,5.03286646,6.721162241,9.105650401,14.00036914,1,0.9907407407,0,scattered,0,0.01118976825,0.9946264947,0.2530864198,13.44232448,1,1,1,1,1,0,1,0,0.6119664413,0
3,3,0.1409308395,0.5618871073,2.333922095,3.355244306,4.480774827,6.070433601,9.333579426,1,0.962962963,0,unclassified,0,0.01118976825,0.9946264947,0.2438271605,13.44232448,1,1,1,1,1,1,1,1,0.6118871073,1
4,4,0.1409308395,0.5618871073,1.750441571,2.51643323,3.360581121,4.552825201,7.000184569,0.9907407407,0.8888888889,0,unclassified,0,0.01118976825,0.9946264947,0.2407407407,13.44232448,1,1,1,1,1,1,1,1,0.6026278481,0
