sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.6133101348,0.15968861,0.01236842322,0.3175229022,0.8361925948,1.8182891,5.912080089,0.4382978723,0.2234042553,0.5432624113,heavy_right_tail,0,0.00529550088,0.9961767723,0.4361702128,0.4180962974,1,0,0,0,0,1,1,0,-0.895275929,0
1,1,0.6133101348,0.2435226938,0.01126912858,0.2023551971,0.5768524645,1.410762496,4.355859064,0.3340425532,0.1723404255,0.2106382979,heavy_right_tail,0,0.005733059486,0.9937788378,0.3290780142,0.5768524645,1,0,0,0,1,1,1,0,-0.5830730509,0
1.5,1.5,0.6133101348,0.2855373249,0.01254259026,0.1710419646,0.4699420703,1.174629559,3.18498834,0.2921985816,0.1191489362,0.09007092199,heavy_right_tail,0,0.005716438742,0.9938699238,0.2843971631,0.7049131054,1,0,0,0,1,1,1,0,-0.4623350155,0
2,2,0.6133101348,0.3140632615,0.01653676259,0.1531399226,0.3989235423,0.9566245873,2.501075283,0.2375886525,0.08085106383,0.03971631206,heavy_right_tail,0,0.006197739575,0.9912322706,0.2290780142,0.7978470846,1,0,0,0,1,1,1,0,-0.4380643981,0
3,3,0.6133101348,0.3936277987,0.0214635594,0.1690703266,0.4906517784,1.156654685,3.853352953,0.2929078014,0.1503546099,0.008510638298,heavy_right_tail,0,0.005544616929,0.9948115518,0.2163120567,1.471955335,1,0,0,0,1,1,1,0,-0.2719750381,0
4,4,0.6133101348,0.4378080518,0.02668023772,0.1888189232,0.5270199135,1.399559342,3.379125138,0.324822695,0.1680851064,0.001418439716,unclassified,0,0.00835857908,0.7982779733,0.1964539007,2.108079654,1,0,0,0,1,1,1,0,-0.1887876929,0
