cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,266,0.3316708229,0.01595059076,0.5338345865,0.006780123228,0.06558760906
1,228,0.2842892768,0.5210903998,21.91666667,0.7337702853,0.6866942238
2,308,0.3840399002,0.5469628878,5.558441558,0.2642829869,0.3621089585
