archetype_id,monotonicity_centroid,local_peaks_centroid,pullback_magnitude_centroid,time_to_peak_relative_centroid
0,0.5659241105216781,9.200000000000005,0.031058396321106456,0.6664627957188229
1,0.010092915340167596,1.5121951219512066,0.024839942793293865,0.60697315684179
2,0.5377952397176373,27.07204116638079,0.029216811073685484,0.8026903526758458
3,0.47226644750861896,4.059523809523808,1.0408857053234462,0.6535971719949019
4,0.5040068395759747,6.342028985507252,0.39463126914224733,0.5989247790929202
5,0.5175704135574475,5.458845789971624,0.018732203785663974,0.21580862807631498
6,0.004733317022051431,0.15723270440257942,0.00021873075569572853,0.021860300170830793
