percentile,fwd_mfe_h240_R,final_r
1,3.1771658420562745,-2.0226198387145997
5,3.8008500576019286,0.5382939457893373
10,4.347831058502197,1.3556063652038575
20,5.108530139923095,2.5004751205444338
30,5.759789848327636,3.1919207572937007
40,6.323660087585449,3.658590126037598
50,6.971399784088135,4.473334789276123
60,7.617160034179688,5.143683338165283
70,8.558680152893066,5.7666714668273915
80,9.612360191345216,6.813343620300297
90,11.387870025634767,8.379918098449707
95,12.715600013732908,9.709735679626462
99,17.471993789672844,12.426981430053711
