archetype_id,auc_mean,auc_std,auc_fold_1,auc_fold_2,auc_fold_3,auc_fold_4,auc_fold_5,n_pos,n_total
0,0.5008614964194711,0.03039920947052422,0.5257145358252725,0.494441283319473,0.5192147765570972,0.5208625525946705,0.44407433380084155,310,3993
1,0.5435423877122784,0.01298967820193353,0.5468116828503709,0.5391913245151261,0.5604021714198334,0.5214176245210728,0.549889135254989,1739,3993
2,0.502193764410669,0.022911550348426735,0.5423318966389445,0.47644630607661015,0.5109067362755215,0.49262805897552825,0.4886558240867407,765,3993
3,0.5383613298638188,0.022455405494162424,0.5345455640184243,0.5086853117379655,0.5783785411084685,0.536389403272741,0.5338078291814947,1179,3993
