cluster_label,size,size_fraction,centroid_monotonicity_ratio_in_profit,centroid_local_peaks_count,centroid_pullback_magnitude_median,centroid_time_to_peak_mfe_relative
0,681,0.2651869159,0.006069505629,0.4082232012,0.004655571837,0.1193472277
1,404,0.1573208723,0.5483918344,23.80940594,0.4930082626,0.8227085997
2,473,0.1841900312,0.5784075378,2.693446089,0.05824218536,0.2563500592
3,302,0.1176012461,0.5062149331,8.241721854,1.004280917,0.6594207735
4,708,0.2757009346,0.5154448408,8.190677966,0.4347640583,0.5308870384
