cluster_label,size,size_fraction,centroid_monotonicity_ratio_in_profit,centroid_local_peaks_count,centroid_pullback_magnitude_median,centroid_time_to_peak_mfe_relative
0,695,0.2706386293,0.01332134293,0.4100719424,0.003208029709,0.1171899613
1,645,0.2511682243,0.50379906,8.16744186,0.7658652559,0.6221474881
2,783,0.3049065421,0.5621908651,4.670498084,0.1686539144,0.3445781652
3,445,0.1732866044,0.5453440055,23.03146067,0.4780481813,0.8031001233
