trade_id,pair,fold,sl_bar,partial_bar,replay_realized_r,slhonest_realized_r,delta_r,replay_booked_win
1476,AUDCHF,8,5,181,0.506604004670931,-1.0,-1.506604004670931,1
1477,AUDUSD,8,19,165,0.1823169287812522,-1.0,-1.1823169287812523,1
1478,NZDCHF,8,13,121,0.837780035170765,-1.0,-1.837780035170765,1
1480,NZDCAD,8,9,112,1.0018642883622029,-1.0,-2.001864288362203,1
1482,CADCHF,8,42,74,0.5027465160020836,-1.0,-1.5027465160020836,1
1489,GBPAUD,8,34,201,0.6138317238763867,-1.0,-1.6138317238763866,1
1490,GBPNZD,8,98,167,0.6155532075389689,-1.0,-1.615553207538969,1
1495,GBPNZD,8,73,147,0.6650329029626048,-1.0,-1.6650329029626048,1
1497,GBPCAD,8,51,100,1.2013967410476742,-1.0,-2.2013967410476742,1
1499,AUDCAD,8,24,45,1.3511681411080114,-1.0,-2.3511681411080114,1
1500,EURCAD,8,25,53,1.033084981069461,-1.0,-2.033084981069461,1
1503,GBPCAD,9,14,44,1.992867273954084,-1.0,-2.992867273954084,1
1509,EURGBP,9,26,80,0.5186584629748565,-1.0,-1.5186584629748565,1
1514,GBPCHF,9,34,224,0.265250325517197,-1.0,-1.265250325517197,1
1518,NZDUSD,9,18,54,0.5731704911542761,-1.0,-1.573170491154276,1
1521,GBPUSD,9,18,192,0.5741084073673943,-1.0,-1.5741084073673943,1
1531,AUDCHF,9,5,31,0.9099987661318184,-1.0,-1.9099987661318183,1
1540,USDJPY,9,4,27,0.5103620604055712,-1.0,-1.5103620604055712,1
1542,USDCAD,9,19,147,0.5948498024695216,-1.0,-1.5948498024695215,1
1548,CHFJPY,9,42,202,0.5404155099049541,-1.0,-1.5404155099049541,1
1549,AUDJPY,9,36,107,0.9626025918375164,-1.0,-1.9626025918375163,1
1552,AUDJPY,9,14,73,1.1762628593515752,-1.0,-2.176262859351575,1
1562,AUDJPY,9,4,26,0.941070062878388,-1.0,-1.9410700628783881,1
1563,AUDNZD,9,7,144,0.6815402019595602,-1.0,-1.6815402019595602,1
1567,AUDNZD,9,6,66,1.3350050406588734,-1.0,-2.3350050406588734,1
1572,AUDJPY,9,9,146,0.5378125836523628,-1.0,-1.5378125836523628,1
1573,CADJPY,9,8,109,0.8561392986392637,-1.0,-1.8561392986392637,1
1585,GBPAUD,9,41,236,0.1305550762979807,-1.0,-1.1305550762979806,1
1590,GBPNZD,9,95,192,0.1862020019717299,-1.0,-1.1862020019717299,1
1606,GBPAUD,9,19,131,1.045718533486601,-1.0,-2.045718533486601,1
1611,GBPNZD,9,9,15,0.81068930407515,-1.0,-1.81068930407515,1
1612,CADJPY,9,12,80,0.9155330235033222,-1.0,-1.9155330235033223,1
1613,USDJPY,9,11,156,0.2506094856076685,-1.0,-1.2506094856076686,1
1614,CADCHF,9,83,216,0.2828723274610701,-1.0,-1.28287232746107,1
1616,USDJPY,9,27,136,1.6497724799196622,-1.0,-2.6497724799196622,1
1617,CADCHF,9,55,195,0.9158193435254696,-1.0,-1.9158193435254696,1
1619,USDCAD,9,39,71,0.5084005110425681,-1.0,-1.5084005110425682,1
1620,USDCAD,9,11,48,0.6346212862750296,-1.0,-1.6346212862750296,1
1625,NZDCAD,9,11,238,0.1791980143792728,-1.0,-1.1791980143792729,1
1640,GBPJPY,9,2,91,0.4829812979277377,-1.0,-1.4829812979277377,1
1643,GBPCHF,9,8,56,0.6882427409560179,-1.0,-1.688242740956018,1
1647,NZDUSD,9,4,29,2.0440674543083137,-1.0,-3.0440674543083137,1
1653,AUDCHF,9,5,53,0.7716001090112,-1.0,-1.7716001090112,1
1660,GBPUSD,9,29,170,0.4618500670532999,-1.0,-1.4618500670533,1
1666,USDCHF,9,35,230,0.131991372298124,-1.0,-1.131991372298124,1
1668,NZDCHF,9,20,190,0.5017633478861094,-1.0,-1.5017633478861094,1
1672,NZDUSD,9,45,167,0.8364538366026935,-1.0,-1.8364538366026935,1
1674,AUDNZD,9,32,53,0.7880016817544485,-1.0,-1.7880016817544484,1
1678,GBPAUD,10,23,66,1.2375605308139284,-1.0,-2.237560530813928,1
1680,GBPNZD,10,8,30,1.3347677693769362,-1.0,-2.334767769376936,1
1682,GBPAUD,10,9,36,1.2904356736631497,-1.0,-2.2904356736631497,1
1686,CHFJPY,10,33,75,1.3223820374488469,-1.0,-2.322382037448847,1
1695,USDCAD,10,19,45,1.4897394877062855,-1.0,-2.4897394877062853,1
1698,USDCHF,10,4,34,0.7802771610470296,-1.0,-1.7802771610470296,1
1703,AUDNZD,10,27,122,1.9123446345166608,-1.0,-2.9123446345166606,1
1704,AUDUSD,10,14,71,0.4893843241553757,-1.0,-1.4893843241553757,1
1705,EURCHF,10,75,190,1.2307243281196938,-1.0,-2.2307243281196936,1
1716,AUDCHF,10,14,91,1.2207992868009143,-1.0,-2.220799286800914,1
1718,GBPCHF,10,3,144,0.8989073777137455,-1.0,-1.8989073777137455,1
1720,USDJPY,10,5,63,0.5428575345889783,-1.0,-1.5428575345889783,1
1721,EURAUD,10,13,209,0.1088943069118921,-1.0,-1.1088943069118922,1
1732,GBPUSD,10,23,53,0.5503816583324213,-1.0,-1.5503816583324213,1
1737,GBPJPY,10,6,35,0.8298271508301225,-1.0,-1.8298271508301225,1
1759,AUDUSD,10,7,44,0.9464120337098318,-1.0,-1.9464120337098318,1
1764,EURNZD,10,10,187,1.552036572501932,-1.0,-2.5520365725019323,1
1766,EURAUD,10,15,171,1.258503058626594,-1.0,-2.258503058626594,1
1775,AUDNZD,10,23,105,0.5684607562911128,-1.0,-1.5684607562911128,1
1780,AUDNZD,10,31,71,0.6129933265653877,-1.0,-1.6129933265653877,1
1792,AUDUSD,10,16,28,1.1572822172078254,-1.0,-2.1572822172078254,1
1793,EURUSD,10,3,213,1.0157755582282433,-1.0,-2.0157755582282433,1
1798,EURUSD,10,25,185,0.71376196939782,-1.0,-1.71376196939782,1
1806,EURUSD,10,17,103,1.1549839176782948,-1.0,-2.154983917678295,1
1807,AUDNZD,10,35,195,0.6332812571873855,-1.0,-1.6332812571873854,1
1809,AUDCAD,10,13,63,0.4980150453490408,-1.0,-1.4980150453490408,1
1813,CHFJPY,10,4,67,1.1301257736451078,-1.0,-2.1301257736451076,1
1814,AUDCAD,10,51,119,0.6595974925811785,-1.0,-1.6595974925811785,1
1822,USDCAD,10,26,165,0.3861472841911538,-1.0,-1.3861472841911537,1
1832,GBPAUD,10,41,72,0.8352851743249161,-1.0,-1.8352851743249161,1
1835,EURJPY,10,55,178,1.063117642204082,-1.0,-2.063117642204082,1
1838,GBPNZD,10,169,170,0.6327598907044565,-1.0,-1.6327598907044565,1
1839,EURUSD,10,12,159,0.6894335826892996,-1.0,-1.6894335826892997,1
1844,AUDCHF,10,5,128,0.4537596444707559,-1.0,-1.453759644470756,1
1845,AUDCAD,10,3,126,0.4602942760432184,-1.0,-1.4602942760432183,1
1848,AUDUSD,10,59,108,0.960283413024499,-1.0,-1.960283413024499,1
1849,EURUSD,10,23,102,0.8226240383141525,-1.0,-1.8226240383141525,1
1850,AUDCHF,10,91,104,0.4205726415425957,-1.0,-1.4205726415425957,1
1851,AUDCAD,10,31,102,0.4867242248600237,-1.0,-1.4867242248600236,1
1852,CHFJPY,10,13,51,0.5388100799485458,-1.0,-1.5388100799485458,1
1854,GBPNZD,10,83,84,0.792098221174631,-1.0,-1.792098221174631,1
1856,EURAUD,10,38,236,0.2243473033594091,-1.0,-1.224347303359409,1
1859,GBPNZD,10,38,39,0.7372616642645033,-1.0,-1.7372616642645033,1
1867,EURCAD,10,52,184,0.4939093861071773,-1.0,-1.4939093861071773,1
1871,EURCAD,10,15,149,0.563838335739387,-1.0,-1.563838335739387,1
1873,AUDJPY,11,14,36,0.6484942068932652,-1.0,-1.648494206893265,1
1884,AUDNZD,11,60,126,0.6055083329621157,-1.0,-1.6055083329621156,1
1885,USDCHF,11,6,107,0.993609691317906,-1.0,-1.993609691317906,1
1887,GBPUSD,11,9,65,0.5293562075343139,-1.0,-1.529356207534314,1
1888,EURUSD,11,21,182,0.778451562997625,-1.0,-1.778451562997625,1
1893,EURGBP,11,13,25,0.5493031424820136,-1.0,-1.5493031424820136,1
1894,EURUSD,11,10,123,0.6894404454639919,-1.0,-1.6894404454639917,1
1895,GBPUSD,11,21,145,0.5457046565871579,-1.0,-1.545704656587158,1
1898,GBPUSD,11,35,105,1.1147372343355395,-1.0,-2.1147372343355393,1
1899,EURGBP,11,2,59,2.9072310395809398,-1.0,-3.9072310395809398,1
1916,CHFJPY,11,12,176,1.4871476508344,-1.0,-2.4871476508344,1
1917,EURJPY,11,15,123,0.609784987416689,-1.0,-1.609784987416689,1
1931,CHFJPY,11,17,141,1.044779796876516,-1.0,-2.044779796876516,1
1933,USDJPY,11,20,141,1.0225142259282394,-1.0,-2.0225142259282394,1
1934,EURNZD,11,31,64,0.4036233286680377,-1.0,-1.4036233286680377,1
1939,GBPJPY,11,18,99,1.9743335072615973,-1.0,-2.9743335072615973,1
1941,GBPUSD,11,11,81,1.443500572131563,-1.0,-2.443500572131563,1
1942,NZDCAD,11,12,88,0.2617549261997421,-1.0,-1.261754926199742,1
1954,AUDNZD,11,140,222,0.2886250743099993,-1.0,-1.2886250743099992,1
1955,AUDNZD,11,113,200,0.1580468250447923,-1.0,-1.1580468250447924,1
1956,GBPCAD,11,6,105,0.5149240523083018,-1.0,-1.5149240523083018,1
1964,EURAUD,11,91,111,0.7623394828876386,-1.0,-1.7623394828876386,1
1967,EURAUD,11,62,81,0.9751351994836296,-1.0,-1.9751351994836295,1
1979,AUDCHF,11,18,156,0.7076833428552753,-1.0,-1.7076833428552753,1
1980,CADJPY,11,8,27,0.7264682003613342,-1.0,-1.7264682003613343,1
1982,EURGBP,11,106,159,1.922307734600164,-1.0,-2.922307734600164,1
1984,GBPCAD,11,51,89,0.554300939426548,-1.0,-1.5543009394265481,1
1985,NZDUSD,11,36,72,1.026151506916518,-1.0,-2.026151506916518,1
1990,NZDJPY,11,8,39,1.3902955207315126,-1.0,-2.3902955207315126,1
2007,AUDUSD,11,6,209,0.5489927199497713,-1.0,-1.5489927199497713,1
2009,NZDCHF,11,108,175,1.864727146901942,-1.0,-2.864727146901942,1
2011,EURCHF,11,49,220,0.7538538021398384,-1.0,-1.7538538021398384,1
2014,NZDCHF,11,39,107,1.9676937118896989,-1.0,-2.967693711889699,1
2015,GBPCAD,11,15,80,0.6059826011411038,-1.0,-1.6059826011411038,1
2017,AUDCAD,11,12,139,0.8571867944851788,-1.0,-1.8571867944851788,1
2020,GBPJPY,11,61,110,1.099580564350601,-1.0,-2.099580564350601,1
2025,AUDUSD,11,4,70,0.4632983385612219,-1.0,-1.463298338561222,1
2026,CADCHF,11,41,63,0.6065860567785983,-1.0,-1.6065860567785983,1
2029,CADJPY,11,25,74,1.308386482260269,-1.0,-2.308386482260269,1
2030,CHFJPY,11,4,151,1.2753561354889391,-1.0,-2.275356135488939,1
2031,EURCHF,11,29,49,1.8202440883770583,-1.0,-2.8202440883770583,1
2032,EURGBP,11,25,164,0.4489144234952285,-1.0,-1.4489144234952285,1
2035,EURGBP,11,30,140,0.6759223954502145,-1.0,-1.6759223954502145,1
2036,EURCHF,11,3,23,1.6431940177438653,-1.0,-2.6431940177438653,1
2039,EURCAD,11,6,110,0.4251146680061887,-1.0,-1.4251146680061888,1
2040,EURGBP,11,10,144,0.7867832178324212,-1.0,-1.7867832178324212,1
2046,CADCHF,11,78,178,0.6390002321652247,-1.0,-1.6390002321652246,1
2048,GBPCHF,11,10,163,-0.0647608635493082,-1.0,-0.9352391364506918,0
2051,CADCHF,11,54,155,0.5386151917884395,-1.0,-1.5386151917884394,1
2052,EURCHF,11,10,45,0.7829951663869869,-1.0,-1.782995166386987,1
2055,USDJPY,11,15,192,1.065161749592157,-1.0,-2.065161749592157,1
2057,USDJPY,11,50,164,1.183633259261573,-1.0,-2.183633259261573,1
2062,GBPAUD,12,9,96,0.8749273950195662,-1.0,-1.8749273950195662,1
2066,EURCHF,12,14,104,0.5,-1.0,-1.5,1
2067,AUDUSD,12,66,122,1.3599096527662522,-1.0,-2.359909652766252,1
2071,AUDCHF,12,19,57,0.763767577989813,-1.0,-1.763767577989813,1
2099,EURGBP,12,61,86,0.715227093883217,-1.0,-1.715227093883217,1
2103,GBPUSD,12,6,93,0.5223354845517544,-1.0,-1.5223354845517543,1
2105,GBPNZD,12,30,201,0.364201610678473,-1.0,-1.3642016106784731,1
2106,CADCHF,12,54,120,1.011822424426524,-1.0,-2.0118224244265237,1
2108,GBPAUD,12,16,139,1.3277366834608495,-1.0,-2.3277366834608495,1
2109,GBPCAD,12,16,25,0.7949069003771854,-1.0,-1.7949069003771854,1
2114,CADJPY,12,15,47,2.6628591339361,-1.0,-3.6628591339361,1
2156,NZDCAD,12,9,83,0.5744312722405575,-1.0,-1.5744312722405573,1
2159,EURGBP,12,111,132,0.6866302564019109,-1.0,-1.6866302564019109,1
2162,EURNZD,12,48,63,0.5843557811184261,-1.0,-1.5843557811184261,1
2163,EURCAD,12,37,59,1.002025426505436,-1.0,-2.002025426505436,1
2191,CADCHF,12,9,38,0.8629838276126158,-1.0,-1.8629838276126158,1
2197,AUDUSD,12,37,117,0.7624237779509823,-1.0,-1.7624237779509824,1
2201,AUDUSD,12,13,89,0.892108289691346,-1.0,-1.892108289691346,1
2202,GBPJPY,12,14,112,0.5509335411042945,-1.0,-1.5509335411042944,1
2204,NZDCHF,12,10,42,1.6278004770387828,-1.0,-2.627800477038783,1
2209,USDCAD,12,23,42,0.7027255497853302,-1.0,-1.7027255497853302,1
2210,GBPAUD,12,7,84,0.4963802250419694,-1.0,-1.4963802250419693,1
2212,CADJPY,12,42,70,0.8833082728985908,-1.0,-1.8833082728985908,1
2213,CHFJPY,12,24,130,3.1155063201155024,-1.0,-4.115506320115502,1
2215,AUDUSD,12,21,161,1.1554389559554452,-1.0,-2.155438955955445,1
2217,GBPJPY,12,20,108,2.628694585609696,-1.0,-3.628694585609696,1
2218,USDJPY,12,3,42,1.867721488732972,-1.0,-2.867721488732972,1
2219,NZDCHF,12,24,149,0.5758847115793599,-1.0,-1.57588471157936,1
2220,NZDUSD,12,11,137,0.9080540372221352,-1.0,-1.908054037222135,1
2224,NZDCHF,12,38,129,0.586532846534964,-1.0,-1.586532846534964,1
2227,AUDCAD,12,24,145,0.527318158967477,-1.0,-1.5273181589674771,1
2232,USDCAD,12,20,216,0.2395492865586651,-1.0,-1.239549286558665,1
2235,USDCHF,12,34,146,0.5998198070746983,-1.0,-1.5998198070746983,1
2240,USDJPY,12,52,86,0.6645457708980571,-1.0,-1.664545770898057,1
2241,EURCAD,12,79,132,0.5020083867390629,-1.0,-1.502008386739063,1
2243,GBPCAD,12,22,115,0.5953085893208105,-1.0,-1.5953085893208105,1
2249,GBPCAD,12,6,79,0.6642023559789646,-1.0,-1.6642023559789645,1
2250,AUDCAD,12,70,176,0.7711288275422319,-1.0,-1.7711288275422319,1
2262,EURAUD,12,61,188,1.1827444553015949,-1.0,-2.182744455301595,1
2269,USDCHF,12,26,64,0.4973773198458651,-1.0,-1.497377319845865,1
2270,EURCHF,12,7,38,1.2517567507262009,-1.0,-2.2517567507262006,1
2271,USDCHF,12,6,42,0.5969175696349184,-1.0,-1.5969175696349183,1
2276,USDCAD,12,11,83,0.5188946758296856,-1.0,-1.5188946758296855,1
2277,GBPCAD,12,27,95,0.5993305577785494,-1.0,-1.5993305577785493,1
2278,GBPJPY,12,28,116,0.5503872900613257,-1.0,-1.5503872900613258,1
2279,EURJPY,12,23,84,0.7544543643257593,-1.0,-1.7544543643257593,1
2280,NZDJPY,12,24,206,0.1893851222787009,-1.0,-1.1893851222787009,1
2281,AUDJPY,12,17,97,0.7109033037345194,-1.0,-1.7109033037345194,1
2285,AUDCHF,12,5,84,0.6376985570080872,-1.0,-1.637698557008087,1
2286,AUDUSD,12,3,134,0.451185415452698,-1.0,-1.451185415452698,1
2288,CADJPY,12,139,169,0.5016565645088152,-1.0,-1.5016565645088154,1
2293,CADJPY,12,120,188,0.2810667748326787,-1.0,-1.2810667748326787,1
2296,CADJPY,12,47,76,0.5379370883368502,-1.0,-1.5379370883368502,1
2299,AUDNZD,12,68,143,1.0146185386164617,-1.0,-2.0146185386164617,1
2302,EURJPY,12,18,128,2.0181564401929624,-1.0,-3.0181564401929624,1
2309,AUDNZD,12,75,122,0.9832424806691262,-1.0,-1.9832424806691262,1
2313,EURJPY,12,10,100,1.7372548464523072,-1.0,-2.7372548464523074,1
2318,GBPCHF,12,19,107,0.754641349448055,-1.0,-1.754641349448055,1
2319,USDCHF,12,17,85,2.9577735931442186,-1.0,-3.9577735931442186,1
2335,AUDJPY,12,45,173,0.6647774582214456,-1.0,-1.6647774582214456,1
2338,CHFJPY,12,17,119,1.3644791782570418,-1.0,-2.364479178257042,1
2341,USDJPY,12,27,102,1.4173030325668492,-1.0,-2.417303032566849,1
2357,USDCHF,12,7,75,0.6404093407656953,-1.0,-1.6404093407656952,1
2358,NZDUSD,12,13,145,0.5304338331210213,-1.0,-1.5304338331210214,1
2359,AUDUSD,12,11,125,0.6454941248294804,-1.0,-1.6454941248294803,1
2363,NZDJPY,12,3,82,0.5654104347050358,-1.0,-1.565410434705036,1
2374,USDCHF,12,9,147,1.2562036236795802,-1.0,-2.25620362367958,1
2375,USDJPY,12,3,106,2.2990643673272824,-1.0,-3.2990643673272824,1
2381,USDCHF,12,29,117,0.8627098667680456,-1.0,-1.8627098667680455,1
2384,EURCAD,12,34,83,0.3860945426155277,-1.0,-1.3860945426155278,1
2388,GBPNZD,12,36,194,1.6414541615088143,-1.0,-2.6414541615088143,1
2403,USDCHF,12,12,54,0.9767829014985376,-1.0,-1.9767829014985376,1
2405,GBPJPY,12,5,57,0.4582368860250864,-1.0,-1.4582368860250865,1
2406,EURJPY,12,0,107,0.6312111347359884,-1.0,-1.6312111347359886,1
2407,AUDCAD,12,41,223,0.5977061852103903,-1.0,-1.5977061852103902,1
2409,AUDCAD,12,20,203,0.567309782065788,-1.0,-1.567309782065788,1
2428,GBPCHF,12,13,59,0.7803903100819438,-1.0,-1.7803903100819438,1
2442,NZDCHF,12,16,163,0.4650147591543196,-1.0,-1.4650147591543197,1
2443,GBPUSD,12,63,130,0.5805638457358254,-1.0,-1.5805638457358255,1
2451,EURCAD,12,18,70,0.5560569993771264,-1.0,-1.5560569993771263,1
2453,GBPUSD,12,11,45,0.9796282890683584,-1.0,-1.9796282890683585,1
2454,CHFJPY,12,34,181,0.2346770974078917,-1.0,-1.2346770974078918,1
2462,GBPCAD,12,8,161,0.9498122716708493,-1.0,-1.9498122716708493,1
2471,NZDCAD,12,89,179,0.4012744202413625,-1.0,-1.4012744202413625,1
2475,EURUSD,12,6,178,0.2326426330132132,-1.0,-1.2326426330132132,1
2476,EURCAD,12,4,117,1.2316712567883858,-1.0,-2.2316712567883856,1
2490,GBPJPY,12,16,94,0.528372321660465,-1.0,-1.528372321660465,1
2495,CHFJPY,12,11,72,1.871277484920488,-1.0,-2.871277484920488,1
2510,CADCHF,12,34,213,0.3214027510458574,-1.0,-1.3214027510458575,1
2517,AUDNZD,12,72,107,1.6813407809172043,-1.0,-2.6813407809172043,1
2525,AUDCAD,12,31,118,1.00042567846053,-1.0,-2.0004256784605303,1
2526,AUDCHF,12,34,85,0.994851823292364,-1.0,-1.994851823292364,1
2527,AUDUSD,12,28,103,1.4159152710856948,-1.0,-2.415915271085695,1
2528,GBPUSD,12,34,102,1.758337314248851,-1.0,-2.758337314248851,1
2529,AUDCAD,12,9,96,0.9942642735858612,-1.0,-1.9942642735858613,1
2531,AUDUSD,12,8,83,1.5352541692792203,-1.0,-2.53525416927922,1
2532,GBPUSD,12,17,49,0.3501834254284273,-1.0,-1.3501834254284273,1
2536,EURAUD,12,7,100,0.9869245964971124,-1.0,-1.9869245964971123,1
2547,USDCAD,12,6,88,1.635032348387667,-1.0,-2.635032348387667,1
2563,EURCHF,12,44,174,0.8075670988050385,-1.0,-1.8075670988050385,1
2565,EURGBP,12,7,166,0.8742721377059032,-1.0,-1.874272137705903,1
2568,EURCHF,12,16,146,0.885767748393074,-1.0,-1.8857677483930742,1
2585,EURJPY,12,108,195,0.7648510606742083,-1.0,-1.7648510606742083,1
2588,GBPJPY,12,40,238,0.1702258740576434,-1.0,-1.1702258740576434,1
2589,AUDCAD,12,60,182,0.5572460034007147,-1.0,-1.5572460034007147,1
2595,GBPJPY,12,3,38,0.6069068406545597,-1.0,-1.6069068406545597,1
2602,NZDCAD,12,27,80,0.7604569237644058,-1.0,-1.7604569237644059,1
2607,GBPAUD,12,37,85,0.5404959076324214,-1.0,-1.5404959076324214,1
2627,GBPNZD,12,37,209,0.2837963032497094,-1.0,-1.2837963032497095,1
2632,GBPCAD,12,34,189,0.5203354644479719,-1.0,-1.5203354644479719,1
2645,AUDNZD,12,32,50,0.5229571757546376,-1.0,-1.5229571757546376,1
2648,EURUSD,12,46,219,0.1989408582208995,-1.0,-1.1989408582208996,1
2650,USDCAD,12,17,71,0.5083347325237805,-1.0,-1.5083347325237804,1
2652,AUDJPY,12,5,71,0.9441821026178148,-1.0,-1.9441821026178148,1
2658,EURNZD,12,59,92,0.4869034916840379,-1.0,-1.4869034916840378,1
2659,GBPNZD,12,52,113,0.6459053121683408,-1.0,-1.645905312168341,1
2660,EURNZD,12,35,68,0.7263620796303454,-1.0,-1.7263620796303454,1
2667,CADJPY,12,3,58,0.9292956480691984,-1.0,-1.9292956480691985,1
2670,EURGBP,12,4,65,0.5800355971118891,-1.0,-1.5800355971118891,1
2686,EURUSD,12,12,49,-0.048740976190614,-1.0,-0.951259023809386,0
2694,EURAUD,12,9,40,0.8352964590196803,-1.0,-1.8352964590196803,1
2697,EURCHF,12,26,64,0.7394894895708389,-1.0,-1.7394894895708388,1
2698,AUDCHF,12,9,61,1.2108639088646278,-1.0,-2.210863908864628,1
2699,CADCHF,12,24,62,0.4807517245623821,-1.0,-1.480751724562382,1
2702,GBPCHF,12,24,71,0.63003779818327,-1.0,-1.6300377981832699,1
2703,NZDCHF,12,11,54,1.7122557946806287,-1.0,-2.7122557946806287,1
2704,GBPCAD,12,2,45,0.4977379686867679,-1.0,-1.497737968686768,1
2721,EURAUD,12,50,220,0.2637878173958853,-1.0,-1.2637878173958854,1
2727,EURCAD,12,11,138,1.4358175955770138,-1.0,-2.4358175955770136,1
2729,GBPAUD,12,19,138,1.987858161367503,-1.0,-2.987858161367503,1
2731,USDCHF,12,9,45,1.0335843244792289,-1.0,-2.0335843244792287,1
2733,GBPUSD,12,42,83,1.8857424130380844,-1.0,-2.885742413038084,1
2736,USDCAD,12,14,132,2.000589102449384,-1.0,-3.000589102449384,1
2738,USDCAD,12,37,112,1.621185846931775,-1.0,-2.621185846931775,1
2740,EURGBP,12,10,98,2.520565495654816,-1.0,-3.520565495654816,1
2742,NZDUSD,12,19,153,1.947405511765724,-1.0,-2.947405511765724,1
2746,AUDCAD,12,7,116,0.7837947262123417,-1.0,-1.7837947262123417,1
2749,GBPCAD,12,3,103,0.478688777025566,-1.0,-1.4786887770255661,1
2752,USDJPY,12,26,212,0.2876442108979101,-1.0,-1.28764421089791,1
2756,AUDNZD,12,18,168,1.1317022383047974,-1.0,-2.1317022383047974,1
2759,EURCAD,12,11,71,1.0618559904139144,-1.0,-2.0618559904139144,1
2761,GBPCHF,12,57,93,1.067812701926084,-1.0,-2.067812701926084,1
2763,AUDCAD,12,27,75,1.028685769832168,-1.0,-2.028685769832168,1
2764,AUDCHF,12,12,68,0.9638626821980734,-1.0,-1.9638626821980734,1
2765,CADJPY,12,8,99,0.4274452753197266,-1.0,-1.4274452753197266,1
2766,CHFJPY,12,24,99,0.432197521509388,-1.0,-1.432197521509388,1
2767,NZDJPY,12,4,77,0.8663331221276152,-1.0,-1.8663331221276152,1
2776,EURNZD,12,17,92,0.4968800930260662,-1.0,-1.4968800930260662,1
2777,GBPAUD,12,42,174,1.160877771950846,-1.0,-2.160877771950846,1
2778,GBPNZD,12,26,88,0.7386092377360904,-1.0,-1.7386092377360904,1
2782,EURCAD,12,68,99,0.7522834532768956,-1.0,-1.7522834532768956,1
2795,AUDCHF,12,19,63,0.5835478065332929,-1.0,-1.5835478065332929,1
2798,CADCHF,12,14,34,1.138172919764166,-1.0,-2.138172919764166,1
2804,GBPAUD,12,55,128,1.137041778340826,-1.0,-2.137041778340826,1
2808,GBPAUD,12,34,98,1.0122876428843697,-1.0,-2.0122876428843695,1
2810,GBPNZD,12,40,99,1.240359633980893,-1.0,-2.2403596339808933,1
2814,EURCHF,12,17,177,0.6518194284735482,-1.0,-1.6518194284735483,1
2816,GBPJPY,12,33,137,0.606245953518533,-1.0,-1.606245953518533,1
2820,CADCHF,12,46,196,0.3875604048103899,-1.0,-1.3875604048103898,1
2823,EURGBP,12,29,139,1.5526850348793446,-1.0,-2.5526850348793446,1
2825,EURGBP,12,7,22,0.3374886826878207,-1.0,-1.3374886826878207,1
2828,EURGBP,12,19,99,1.5434298437832903,-1.0,-2.54342984378329,1
2831,EURCAD,12,3,77,0.6449018782355874,-1.0,-1.6449018782355873,1
2833,GBPUSD,12,2,189,-0.0622640348493636,-1.0,-0.9377359651506364,0
2834,GBPCAD,12,10,221,0.2440862270223208,-1.0,-1.2440862270223207,1
2835,GBPNZD,12,15,229,0.2549183748129249,-1.0,-1.254918374812925,1
2836,EURCAD,12,18,79,0.7798744228158434,-1.0,-1.7798744228158434,1
2837,GBPCHF,12,14,144,0.7645888512104593,-1.0,-1.7645888512104593,1
2851,CADCHF,12,24,51,0.7423643516669478,-1.0,-1.7423643516669478,1
2853,AUDCHF,12,17,42,0.8866692845432436,-1.0,-1.8866692845432436,1
2855,CADCHF,12,1,41,0.5449325900274934,-1.0,-1.5449325900274933,1
2865,EURAUD,12,34,66,3.134534161335297,-1.0,-4.1345341613352975,1
2867,USDCAD,12,7,67,0.7777213200293047,-1.0,-1.7777213200293047,1
2882,NZDCAD,12,49,119,0.6442215165373815,-1.0,-1.6442215165373815,1
2889,NZDCAD,12,21,87,0.7983889679053227,-1.0,-1.7983889679053227,1
2890,NZDUSD,12,6,23,0.9080528847126078,-1.0,-1.9080528847126077,1
2901,CADJPY,12,6,164,0.5540944302825284,-1.0,-1.5540944302825284,1
2917,EURUSD,12,38,133,1.1732085312727167,-1.0,-2.1732085312727167,1
2918,EURCAD,12,36,180,0.4646004119582053,-1.0,-1.4646004119582052,1
2922,GBPUSD,12,11,67,0.8183828284368175,-1.0,-1.8183828284368175,1
2932,AUDCAD,12,92,213,0.680330638052692,-1.0,-1.6803306380526921,1
2937,AUDCAD,12,75,149,0.4266492841277813,-1.0,-1.4266492841277814,1
2940,GBPCAD,12,55,100,0.9774797828759004,-1.0,-1.9774797828759003,1
2941,GBPNZD,12,39,92,0.5173768678846623,-1.0,-1.5173768678846624,1
2942,AUDCAD,12,49,171,0.6618199277775606,-1.0,-1.6618199277775605,1
2944,GBPAUD,12,11,24,0.4310867540306907,-1.0,-1.4310867540306906,1
2953,AUDUSD,12,10,42,0.5511489439523729,-1.0,-1.551148943952373,1
2959,EURCHF,12,141,170,0.6713276029881203,-1.0,-1.6713276029881203,1
2961,AUDCHF,12,10,167,0.5971500776599639,-1.0,-1.5971500776599639,1
2962,EURCHF,12,119,145,0.7180466979710155,-1.0,-1.7180466979710154,1
2967,GBPAUD,12,30,145,0.6325753118440934,-1.0,-1.6325753118440933,1
2973,GBPJPY,12,47,96,0.4018123982151051,-1.0,-1.4018123982151052,1
2979,EURCAD,12,10,65,1.1015401968070182,-1.0,-2.101540196807018,1
2983,EURJPY,12,7,151,0.737763756031646,-1.0,-1.737763756031646,1
