trade_id,pair,fold,sl_bar,partial_bar,replay_realized_r,slhonest_realized_r,delta_r,replay_booked_win
515,NZDCHF,3,47,127,0.9203442975465908,-1.0,-1.9203442975465908,1
523,EURGBP,3,57,122,0.8807733705884548,-1.0,-1.8807733705884548,1
524,EURNZD,3,29,152,0.4863843414418865,-1.0,-1.4863843414418865,1
525,EURCHF,3,15,150,1.3425640467363578,-1.0,-2.3425640467363578,1
526,GBPUSD,3,26,128,0.4475431757679941,-1.0,-1.447543175767994,1
528,EURJPY,3,13,42,1.7381081064291857,-1.0,-2.738108106429186,1
529,EURCHF,3,16,117,1.2014420236886785,-1.0,-2.2014420236886787,1
530,CHFJPY,3,8,38,1.6747875238214789,-1.0,-2.674787523821479,1
542,AUDCHF,3,36,217,0.2691869366928381,-1.0,-1.269186936692838,1
543,CADCHF,3,35,64,0.5999819249314072,-1.0,-1.5999819249314071,1
545,AUDCHF,3,13,48,0.3420854260607636,-1.0,-1.3420854260607635,1
546,GBPNZD,3,29,94,0.8819792974924048,-1.0,-1.8819792974924048,1
549,USDCAD,3,21,193,1.4557315072981196,-1.0,-2.4557315072981196,1
550,CADCHF,3,35,166,0.3488087109854239,-1.0,-1.3488087109854239,1
557,AUDCAD,3,6,68,0.610606065228867,-1.0,-1.610606065228867,1
572,AUDNZD,4,10,211,0.6810159715142543,-1.0,-1.6810159715142543,1
575,AUDNZD,4,7,184,0.7655953915071823,-1.0,-1.7655953915071823,1
577,AUDCAD,4,16,88,0.8261928037067829,-1.0,-1.826192803706783,1
584,CHFJPY,4,41,211,0.2906198931617687,-1.0,-1.2906198931617687,1
586,CADJPY,4,24,204,0.1632065255596654,-1.0,-1.1632065255596653,1
588,EURJPY,4,37,213,0.2552393311929665,-1.0,-1.2552393311929664,1
592,AUDJPY,4,9,60,1.1532793921716773,-1.0,-2.1532793921716773,1
593,CADJPY,4,3,55,0.6867161690192782,-1.0,-1.6867161690192782,1
599,NZDUSD,4,12,139,1.193969771843301,-1.0,-2.1939697718433013,1
607,CHFJPY,4,7,57,1.5836189497910624,-1.0,-2.583618949791062,1
608,EURJPY,4,7,60,1.36316225822766,-1.0,-2.3631622582276597,1
609,USDJPY,4,34,57,1.35794255390056,-1.0,-2.35794255390056,1
613,USDJPY,4,15,28,1.9922446161612763,-1.0,-2.992244616161276,1
625,CADCHF,4,42,129,1.3902921496542129,-1.0,-2.390292149654213,1
626,GBPCHF,4,14,40,1.6231322943024546,-1.0,-2.6231322943024544,1
633,EURCAD,4,44,99,1.5142693974369663,-1.0,-2.5142693974369665,1
638,EURCAD,4,34,88,1.292529031848905,-1.0,-2.292529031848905,1
640,GBPCAD,4,1,98,1.80589275476078,-1.0,-2.80589275476078,1
641,EURUSD,4,19,120,1.3873048022342522,-1.0,-2.3873048022342522,1
652,AUDNZD,4,20,39,0.5557097263850104,-1.0,-1.5557097263850104,1
657,CHFJPY,4,22,211,0.309026393544061,-1.0,-1.309026393544061,1
659,CHFJPY,4,2,186,0.5868074478369187,-1.0,-1.5868074478369187,1
666,EURUSD,4,11,32,0.5904162733738084,-1.0,-1.5904162733738083,1
669,EURNZD,4,12,123,0.7779642858877918,-1.0,-1.7779642858877918,1
671,EURCAD,4,5,116,1.0757174505638107,-1.0,-2.0757174505638107,1
686,CADJPY,4,38,192,0.2633056589560282,-1.0,-1.2633056589560283,1
688,GBPCAD,4,8,21,1.7832022357448951,-1.0,-2.783202235744895,1
689,NZDCHF,4,9,64,0.7157489672004191,-1.0,-1.7157489672004191,1
691,NZDCAD,4,6,22,0.9230623327861702,-1.0,-1.9230623327861702,1
699,AUDUSD,4,9,80,1.668765316478859,-1.0,-2.6687653164788587,1
713,AUDCHF,4,23,99,0.491188030187849,-1.0,-1.491188030187849,1
715,GBPCHF,4,29,177,0.8625874757460056,-1.0,-1.8625874757460057,1
716,CHFJPY,4,46,102,0.5825205238098179,-1.0,-1.582520523809818,1
721,GBPJPY,4,18,205,0.2174895722085209,-1.0,-1.2174895722085208,1
724,GBPCHF,4,73,132,1.0434053566798038,-1.0,-2.043405356679804,1
725,EURNZD,4,28,67,0.7948867077077006,-1.0,-1.7948867077077006,1
730,USDCHF,4,22,68,0.9632612606128884,-1.0,-1.9632612606128883,1
747,EURGBP,4,9,54,1.065698312640578,-1.0,-2.0656983126405777,1
748,EURCHF,4,7,129,1.1767315874998965,-1.0,-2.1767315874998965,1
760,EURNZD,5,26,102,0.6459846382674814,-1.0,-1.6459846382674814,1
761,EURUSD,5,44,73,0.3183398751395599,-1.0,-1.3183398751395599,1
766,EURJPY,5,49,228,0.1999057524751155,-1.0,-1.1999057524751156,1
769,AUDJPY,5,4,221,0.6034296869337527,-1.0,-1.6034296869337528,1
772,NZDJPY,5,24,198,0.8766675886117243,-1.0,-1.8766675886117243,1
773,NZDUSD,5,47,101,0.5891589031133273,-1.0,-1.5891589031133273,1
774,AUDUSD,5,6,72,0.7303223830697995,-1.0,-1.7303223830697996,1
776,NZDUSD,5,25,84,0.5591665071647904,-1.0,-1.5591665071647904,1
784,EURAUD,5,13,87,0.4233852857197827,-1.0,-1.4233852857197826,1
788,AUDCHF,5,43,146,1.513958677708785,-1.0,-2.513958677708785,1
789,AUDCHF,5,23,126,0.0063004193854354,-1.0,-1.0063004193854355,1
802,GBPUSD,5,35,115,0.8257070924090768,-1.0,-1.8257070924090768,1
808,EURCHF,5,11,50,0.4857233010774499,-1.0,-1.4857233010774498,1
