label,n,base,mean_auc,std_auc,per_fold,n_features
"Arc 10 c1 alone (generic features, SL=3.0)",228,0.4824561403508772,0.605675747382811,0.056153606768254406,"[0.6371191135734072, 0.6428571428571429, 0.5069252077562327, 0.625, 0.6164772727272727]",18
"Arc 7 c3 alone (generic features, SL=3.0 re-imposed)",365,0.16164383561643836,0.4953777447802084,0.10830979668302329,"[0.36257309941520466, 0.5740740740740741, 0.6301145662847791, 0.42600000000000005, 0.48412698412698413]",18
"Pool (Arc 7 c3 + Arc 10 c1) (generic features, SL=3.0)",593,0.28499156829679595,0.6348462299360886,0.09619951120202602,"[0.7816985645933014, 0.6815089672232528, 0.585081585081585, 0.5782312925170068, 0.5477107402652974]",18
