pair,entry_date,exit_date,entry_price,exit_price,sl_price,trail_active,exit_reason,classification,bars_held,net_pnl,r_multiple,spread_pips_used,sl_distance_atr,d1_dist_ratio,d1_close_in_range,h1_last_bar_close_in_range,mae_final,mfe_final,mae_at_bar_3,mfe_at_bar_3,mae_at_bar_6,mfe_at_bar_6,first_bar_dir,kh13_mae_at_check,kh13_mfe_at_check,kh13_triggered,kh14_triggered,kh14_state2,atr_sized_down,trade_type,original_entry_price_ref,signal_spread_pips,spread_ratio,atr_abs,atr_ratio,d1_kijun_slope,session,concurrent_signals
CAD_CHF,2017-09-05 16:00:00,2017-09-11 00:00:00,0.77201,0.77835,0.765671,True,trailing_stop,WIN,19,93.8698,1.0002,3.9,2.0,0.6957512529345767,0.3140939597315317,0.09480122324160029,0.8519,4.4742,0.6879,0.0915,0.8519,4.4742,-1,0.6879,0.0915,False,False,True,False,original,,3.9,1.0,0.003169,1.15,False,newyork,0
USD_CHF,2017-09-15 08:00:00,2017-09-25 20:00:00,0.9606,0.96648,0.953454,True,trailing_stop,WIN,38,81.5888,0.8229,0.5,2.0,0.34091233666204945,0.058152793614596035,0.12992125984254102,1.1504,3.9605,1.1504,0.3023,1.1504,0.4002,-1,1.1504,0.3023,True,True,True,False,original,,0.5,0.56,0.003573,1.03,False,london,0
EUR_AUD,2017-09-25 08:00:00,2017-09-26 04:00:00,1.49509,1.49543,1.484003,False,kijun_d1,WIN,4,2.2549,0.0307,0.9,2.0,0.5786688237561771,0.5531380753138123,0.012903225806441139,0.9921,0.1732,0.9921,0.0956,0.9921,0.1732,-1,0.9921,0.0956,False,False,True,False,original,,0.9,1.0,0.005544,1.2,True,london,0
USD_CAD,2017-09-29 20:00:00,2017-10-10 08:00:00,1.24845,1.252,1.240427,True,trailing_stop,WIN,38,44.1234,0.4425,0.1,2.0,0.5864175055472245,0.0690661478599206,0.0,0.8949,2.8593,0.5385,0.9099,0.5385,0.9996,1,0.5385,0.9099,False,False,False,False,original,,0.3,1.0,0.004011,1.05,False,newyork,0
EUR_AUD,2017-10-03 16:00:00,2017-10-05 04:00:00,1.50105,1.49991,1.493486,False,kijun_d1,LOSS,8,-15.2045,-0.1507,0.1,2.0,0.04184589037669209,0.02088452088452122,0.05063291139245843,1.7505,0.0423,1.4305,0.037,1.4861,0.037,-1,1.4305,0.037,True,True,True,False,original,,0.9,1.0,0.003782,0.86,False,newyork,0
CAD_CHF,2017-10-05 20:00:00,2017-10-09 04:00:00,0.7784,0.78009,0.774315,False,kijun_d1,WIN,7,40.146,0.4137,0.5,2.0,0.6046582209983612,0.8929577464788616,0.2741935483871228,0.5581,2.0122,0.3672,0.3084,0.5581,2.0122,1,0.3672,0.3084,False,False,False,False,original,,0.3,1.0,0.002043,0.74,True,newyork,0
EUR_CHF,2017-10-13 20:00:00,2017-10-26 20:00:00,1.15146,1.16414,1.147413,True,trailing_stop,WIN,53,313.0652,3.1331,0.1,2.0,0.7786984901848415,0.19308357348707614,0.0,1.4826,9.6909,1.275,0.4991,1.3343,0.4991,1,1.275,0.4991,True,False,False,False,original,,0.9,1.0,0.002024,0.82,False,newyork,0
GBP_JPY,2017-10-16 12:00:00,2017-10-18 04:00:00,148.291,148.011,147.244716,False,kijun_d1,LOSS,9,-29.0552,-0.2676,2.4,2.0,0.8641773380478411,0.0,0.22540250447228147,0.9902,1.4661,0.2217,0.8717,0.9061,1.4661,1,0.2217,0.8717,False,False,False,False,original,,2.4,1.0,0.523142,0.97,True,london,0
AUD_CAD,2017-10-18 00:00:00,2017-10-19 04:00:00,0.98035,0.97994,0.974901,False,kijun_d1,LOSS,6,-7.7085,-0.0753,0.1,2.0,0.3028640475617068,0.12376237623763628,0.22680412371133193,1.2407,0.5836,0.87,0.5836,1.2407,0.5836,1,0.87,0.5836,False,False,False,False,original,,1.4,1.0,0.002724,1.0,True,tokyo,0
AUD_CAD,2017-10-27 20:00:00,2017-11-03 04:00:00,0.98355,0.98495,0.977746,True,trailing_stop,WIN,25,23.0869,0.2412,0.6,2.0,0.538775069654274,0.1803921568627516,0.01734104046241291,0.1826,2.798,0.1378,0.5582,0.1378,1.0751,1,0.1378,0.5582,False,False,False,False,original,,0.4,0.29,0.002902,1.12,False,newyork,0
CAD_CHF,2017-11-07 12:00:00,2017-11-13 16:00:00,0.78192,0.78195,0.777272,True,trailing_stop,WIN,24,0.0,0.0065,0.3,2.0,0.8857910393230022,0.6581196581196546,0.19298245614031784,1.0758,2.3496,1.0758,1.4115,1.0758,1.7901,-1,1.0758,1.4115,False,False,True,False,original,,0.3,1.0,0.002324,1.01,False,london,0
CAD_CHF,2017-11-10 08:00:00,2017-11-14 16:00:00,0.78348,0.778815,0.778815,False,stoploss,LOSS,13,-100.6431,-1.0,0.3,2.0,0.6630994709097655,0.21673003802280108,0.2597402597403056,3.1939,1.0546,0.2058,0.9903,0.2058,1.0546,1,0.2058,0.9903,False,False,False,False,original,,0.3,1.0,0.002333,1.0,False,london,0
EUR_JPY,2017-11-16 12:00:00,2017-11-17 16:00:00,133.074,132.412088,132.412088,False,stoploss,LOSS,6,-102.1151,-1.0,1.4,2.0,0.15013629493658406,0.12376779846659552,0.18691588785029847,3.0941,0.2538,0.9639,0.2538,1.3929,0.2538,-1,0.9639,0.2538,False,True,True,False,original,,1.4,1.0,0.330956,0.99,False,london,0
NZD_CAD,2017-11-30 20:00:00,2017-12-01 12:00:00,0.88035,0.874833,0.874833,False,stoploss,LOSS,3,-102.5375,-1.0,1.4,2.0,0.8476508343451348,0.3515248796147674,0.02027027027025405,2.3598,1.0585,0.7757,0.6235,2.3598,1.0585,-1,0.7757,0.6235,False,False,True,False,original,,0.2,0.14,0.002759,0.98,False,newyork,0
EUR_CHF,2017-12-06 12:00:00,2017-12-13 20:00:00,1.16732,1.162204,1.162204,False,stoploss,LOSS,31,-101.759,-1.0,0.9,2.0,0.5863903100171758,0.25462962962960867,0.21153846153853545,2.3493,1.802,0.5316,0.5707,0.5316,1.3642,1,0.5316,0.5707,False,False,False,False,original,,0.9,1.0,0.002558,1.09,True,london,0
AUD_CHF,2017-12-18 20:00:00,2017-12-28 12:00:00,0.75517,0.76445,0.75113,True,trailing_stop,WIN,37,226.7536,2.2972,1.2,2.0,0.6075162985167076,0.13362068965516313,0.0,0.9308,7.0848,0.3911,0.911,0.5298,0.911,-1,0.3911,0.911,False,False,True,False,original,,1.2,1.0,0.00202,0.96,False,newyork,0
GBP_JPY,2017-12-26 12:00:00,2018-01-03 16:00:00,151.22,152.197,150.53884,True,trailing_stop,WIN,30,143.1381,1.4343,0.2,2.0,0.9222396233990887,0.2724550898203812,0.18918918918916844,0.0235,4.7125,0.0235,1.1304,0.0235,2.5486,1,0.0235,1.1304,False,False,False,False,original,,0.2,1.0,0.34058,0.6,False,london,0
EUR_GBP,2017-12-27 20:00:00,2018-01-02 20:00:00,0.88666,0.88666,0.882915,True,trailing_stop,SCRATCH,17,-0.5341,0.0,0.2,2.0,0.46571670651613284,0.04436860068261946,0.08080808080805475,0.486,2.7398,0.3739,0.8705,0.3739,1.4634,1,0.3739,0.8705,False,False,False,False,original,,0.2,0.4,0.001872,0.65,False,newyork,0
NZD_CAD,2018-01-02 16:00:00,2018-01-05 16:00:00,0.88823,0.88715,0.882086,True,trailing_stop,LOSS,17,-19.2071,-0.1758,1.0,2.0,0.44946616867370076,0.10677966101695215,0.013888888888826782,0.7064,2.5002,0.7064,0.3874,0.7064,0.8822,1,0.7064,0.3874,False,False,False,False,original,,0.4,0.67,0.003072,1.03,True,newyork,0
NZD_CAD,2018-01-03 20:00:00,2018-01-05 16:00:00,0.88863,0.88715,0.883024,True,trailing_stop,LOSS,10,-28.1865,-0.264,1.0,2.0,0.3530027443678862,0.6238019169329072,0.13422818791944907,0.6601,2.5974,0.2676,1.2737,0.2676,2.5974,-1,0.2676,1.2737,False,False,True,False,original,,0.6,1.0,0.002803,0.96,True,newyork,0
EUR_NZD,2018-01-29 12:00:00,2018-02-06 08:00:00,1.68583,1.6954,1.672918,True,trailing_stop,WIN,34,74.0421,0.7412,0.1,2.0,0.6480858563631573,0.11222627737226783,0.1534988713318763,1.1695,3.7532,0.0697,1.1106,0.0697,1.7721,1,0.0697,1.1106,False,False,False,False,original,,0.1,1.0,0.006456,1.11,False,london,0
NZD_JPY,2018-02-02 20:00:00,2018-02-05 08:00:00,80.316,80.326,79.696516,False,kijun_d1,WIN,2,0.3228,0.0161,0.8,2.0,0.6867094744786836,0.7499999999999905,0.0,1.0589,0.2777,1.0589,0.2777,1.0589,0.2777,-1,,,False,True,True,False,original,,1.5,2.5,0.309742,1.08,True,newyork,0
GBP_USD,2018-02-19 04:00:00,2018-02-20 04:00:00,1.40158,1.39774,1.390838,False,kijun_d1,LOSS,5,-35.8405,-0.3575,0.1,2.0,0.6506015392390319,0.25269541778975263,0.16182572614112395,1.0668,0.3277,1.0668,0.3277,1.0668,0.3277,1,1.0668,0.3277,True,False,False,False,original,,0.1,1.0,0.005371,0.89,True,tokyo,0
NZD_USD,2018-03-14 20:00:00,2018-03-16 00:00:00,0.73055,0.726078,0.726078,False,stoploss,LOSS,6,-100.2236,-1.0,0.1,2.0,0.29207242396752775,0.5253968253968333,0.132142857142889,2.4328,1.279,0.0537,1.279,1.7173,1.279,1,0.0537,1.279,False,False,False,False,original,,0.1,1.0,0.002236,0.9,False,newyork,0
GBP_USD,2018-03-16 12:00:00,2018-03-20 16:00:00,1.39327,1.399,1.385805,True,trailing_stop,WIN,12,76.6195,0.7675,0.1,2.0,0.0793769790065486,0.23248882265275816,0.1937499999999588,1.1734,4.1632,1.1734,0.4313,1.1734,4.1632,1,1.1734,0.4313,True,False,False,False,original,,0.1,1.0,0.003733,0.9,False,london,0
NZD_USD,2018-04-06 00:00:00,2018-04-13 20:00:00,0.72588,0.73502,0.721375,True,trailing_stop,WIN,34,202.2418,2.0291,0.3,2.0,0.2827053330421699,0.15833333333333427,0.11666666666660036,0.7948,6.0473,0.7948,0.484,0.7948,1.3542,0,0.7948,0.484,False,False,False,False,original,,0.2,2.0,0.002252,1.02,False,tokyo,0
EUR_USD,2018-04-12 12:00:00,2018-04-13 04:00:00,1.23156,1.23285,1.226129,False,kijun_d1,WIN,3,23.5676,0.2375,0.1,2.0,0.2673828285642277,0.4040404040404036,0.23870967741935206,0.6039,0.9096,0.6039,0.9096,0.6039,0.9096,1,0.6039,0.9096,False,False,False,False,original,,0.1,1.0,0.002716,0.96,True,london,0
EUR_AUD,2018-04-18 20:00:00,2018-04-19 08:00:00,1.58889,1.58563,1.581295,False,kijun_d1,LOSS,2,-43.0529,-0.4292,0.1,2.0,0.0778417255784638,0.5826666666666598,0.04761904761913825,0.9743,1.0427,0.9743,1.0427,0.9743,1.0427,-1,,,False,False,True,False,original,,0.2,2.0,0.003798,0.78,True,newyork,0
AUD_CHF,2018-05-01 08:00:00,2018-05-08 12:00:00,0.74631,0.74991,0.742731,True,trailing_stop,WIN,30,97.5119,1.0059,1.1,2.0,0.8362952714890809,0.16756756756758345,0.1777777777777065,1.0506,4.6549,1.0506,0.2403,1.0506,1.207,-1,1.0506,0.2403,True,False,True,False,original,,1.1,1.0,0.00179,0.81,False,london,0
EUR_GBP,2018-06-01 12:00:00,2018-06-04 04:00:00,0.87557,0.87342,0.870949,False,kijun_d1,LOSS,3,-46.7452,-0.4653,0.1,2.0,0.6066565099623732,0.8463302752293707,0.02061855670099494,1.2855,0.7358,1.2855,0.7358,1.2855,0.7358,-1,1.2855,0.7358,False,True,True,False,original,,0.1,1.0,0.00231,1.19,False,london,1
NZD_USD,2018-06-01 12:00:00,2018-06-08 12:00:00,0.69638,0.70114,0.691642,True,trailing_stop,WIN,29,100.2467,1.0046,0.1,2.0,0.39599608122749647,0.5153707052441232,0.17972350230414771,0.0844,4.0521,0.0844,1.1903,0.0844,3.5625,1,0.0844,1.1903,False,False,False,False,original,,0.1,1.0,0.002369,1.03,False,london,1
GBP_CAD,2018-06-11 08:00:00,2018-06-18 12:00:00,1.73412,1.74415,1.721592,True,trailing_stop,WIN,30,79.9804,0.8006,0.1,2.0,0.14625144821998698,0.06822488945040867,0.09883720930232828,0.5476,3.3158,0.1006,1.2516,0.1006,1.5581,1,0.1006,1.2516,False,False,False,False,original,,0.1,1.0,0.006264,1.15,False,london,0
USD_CHF,2018-06-19 00:00:00,2018-06-22 20:00:00,0.99307,0.988087,0.988087,False,stoploss,LOSS,22,-100.4014,-1.0,0.2,2.0,0.5477462516568955,0.27675276752768674,0.01459854014600019,2.3119,2.1915,0.5258,1.8663,0.5258,1.8663,-1,0.5258,1.8663,False,False,True,False,original,,0.3,3.0,0.002491,0.95,False,tokyo,0
GBP_NZD,2018-06-28 20:00:00,2018-07-04 08:00:00,1.93317,1.95061,1.919643,True,trailing_stop,WIN,20,128.1881,1.2893,1.0,2.0,0.5588256630926258,0.04255319148935739,0.010344827586198448,0.071,4.2567,0.071,2.0182,0.071,2.6747,1,0.071,2.0182,False,False,False,False,original,,0.5,1.67,0.006764,1.01,False,newyork,0
EUR_USD,2018-07-10 08:00:00,2018-07-11 20:00:00,1.17262,1.167016,1.167016,False,stoploss,LOSS,8,-100.1784,-1.0,0.1,2.0,0.7966507241403527,0.29209621993128065,0.18315018315016973,2.1733,1.1491,1.2847,0.8351,1.2847,0.8351,-1,1.2847,0.8351,False,True,True,False,original,,0.1,1.0,0.002802,0.82,False,london,0
AUD_JPY,2018-07-11 20:00:00,2018-07-12 08:00:00,82.483,82.823,81.86284,False,kijun_d1,WIN,2,51.5996,0.5482,2.0,2.0,0.2274876418158097,0.23632812499999023,0.0,0.3322,1.2126,0.3322,1.2126,0.3322,1.2126,1,,,False,False,False,False,original,,0.4,4.0,0.31008,0.9,False,newyork,0
AUD_CHF,2018-07-16 12:00:00,2018-07-17 04:00:00,0.7408,0.73878,0.736251,False,kijun_d1,LOSS,3,-44.845,-0.4441,0.2,2.0,0.6134597132601812,0.8771551724137803,0.2252252252252117,0.9936,0.4265,0.9936,0.4265,0.9936,0.4265,-1,0.9936,0.4265,False,False,True,False,original,,0.1,1.0,0.002275,1.04,False,london,0
AUD_CHF,2018-07-16 16:00:00,2018-07-17 04:00:00,0.73945,0.73878,0.734883,False,kijun_d1,LOSS,2,-15.7655,-0.1467,0.5,2.0,0.6134597132601812,0.8771551724137803,0.11320754716991803,0.3985,0.1752,0.3985,0.1752,0.3985,0.1752,-1,,,False,False,True,False,original,,0.2,2.0,0.002283,1.04,False,newyork,0
EUR_USD,2018-07-24 04:00:00,2018-07-27 04:00:00,1.16763,1.16413,1.161472,False,kijun_d1,LOSS,17,-58.1343,-0.5684,0.8,2.0,0.507569070741937,0.12349397590358786,0.11111111111101973,1.2601,2.176,0.7177,1.3056,0.7177,1.3056,1,0.7177,1.3056,False,False,False,False,original,,0.8,8.0,0.003079,1.05,False,tokyo,0
AUD_USD,2018-08-29 08:00:00,2018-08-30 04:00:00,0.73013,0.73084,0.725453,False,kijun_d1,WIN,4,11.7598,0.1518,1.6,2.0,0.031048412416830175,0.3398058252427339,0.007999999999963762,1.1674,0.5303,1.1674,0.449,1.1674,0.5303,-1,1.1674,0.449,True,True,True,False,original,,1.6,1.0,0.002338,1.0,False,london,1
AUD_JPY,2018-08-29 08:00:00,2018-08-30 20:00:00,81.195,80.67361,80.67361,False,stoploss,LOSS,8,-103.8359,-1.0,2.0,2.0,0.124717769076395,0.41176470588236935,0.008333333333255371,2.735,1.9141,0.5907,1.7338,0.5907,1.9141,-1,0.5907,1.7338,False,False,True,False,original,,2.0,1.0,0.260695,0.87,False,london,1
AUD_JPY,2018-08-30 04:00:00,2018-08-30 16:00:00,81.303,80.750578,80.750578,False,stoploss,LOSS,2,-103.6204,-1.0,2.0,2.0,0.22528967918525156,0.7927807486631013,0.08235294117636831,2.2772,0.6915,2.2772,0.6915,2.2772,0.6915,1,2.2772,0.6915,False,False,False,False,original,,2.0,1.0,0.276211,0.92,False,tokyo,0
GBP_CAD,2018-09-03 08:00:00,2018-09-04 04:00:00,1.68299,1.68545,1.672684,False,kijun_d1,WIN,4,21.9279,0.2387,2.0,2.0,0.07577645074966952,0.24489795918368087,0.2729357798164735,0.7025,0.98,0.7025,0.98,0.7025,0.98,-1,0.7025,0.98,False,False,True,False,original,,2.0,1.0,0.005153,1.14,False,london,0
USD_JPY,2018-09-06 00:00:00,2018-09-06 16:00:00,111.266,110.80943,110.80943,False,stoploss,LOSS,3,-101.7522,-1.0,0.8,2.0,0.9358899674439962,0.46171693735500446,0.16591928251123905,2.4487,0.7096,0.6571,0.7096,2.4487,0.7096,1,0.6571,0.7096,False,False,False,False,original,,0.5,0.62,0.228285,0.96,False,tokyo,0
AUD_USD,2018-09-24 12:00:00,2018-09-27 12:00:00,0.72599,0.721838,0.721838,False,stoploss,LOSS,17,-103.8538,-1.0,1.6,2.0,0.8766400475482145,0.6180048661800637,0.0,2.2063,2.6254,0.5203,0.8671,1.1899,0.8671,-1,0.5203,0.8671,False,True,True,False,original,,1.6,1.0,0.002076,0.83,False,london,0
AUD_CHF,2018-10-02 20:00:00,2018-10-04 08:00:00,0.7065,0.701389,0.701389,False,stoploss,LOSS,8,-102.5436,-1.0,1.3,2.0,0.9703855162322172,0.6916299559471208,0.047619047619042586,2.4184,0.497,0.4696,0.497,0.9196,0.497,-1,0.4696,0.497,False,False,True,False,original,,1.9,0.95,0.002555,1.15,False,newyork,0
AUD_CHF,2018-10-16 08:00:00,2018-10-18 20:00:00,0.703,0.70732,0.69832,True,trailing_stop,WIN,14,88.0266,0.923,2.0,2.0,0.5834570036894475,0.11304347826086789,0.0,0.0128,3.5382,0.0128,1.8973,0.0128,2.8288,1,0.0128,1.8973,False,False,False,False,original,,2.0,1.0,0.00234,1.05,True,london,0
EUR_CHF,2018-11-08 16:00:00,2018-11-09 12:00:00,1.14442,1.140761,1.140761,False,stoploss,LOSS,4,-102.4598,-1.0,0.9,2.0,0.5758865171776886,0.4579439252336106,0.2152777777777842,2.1045,0.3826,1.1807,0.3826,2.1045,0.3826,-1,1.1807,0.3826,True,True,True,False,original,,1.5,1.0,0.001829,0.81,True,newyork,0
EUR_USD,2018-11-20 16:00:00,2018-11-21 04:00:00,1.13754,1.13694,1.131127,False,kijun_d1,LOSS,2,-9.9797,-0.0936,0.4,2.0,0.4218139792640166,0.8354609929077944,0.1379310344827888,0.5333,0.0187,0.5333,0.0187,0.5333,0.0187,-1,,,False,False,True,False,original,,0.8,1.0,0.003206,1.02,False,newyork,0
EUR_NZD,2018-12-18 00:00:00,2018-12-24 04:00:00,1.65831,1.6892,1.647385,True,trailing_stop,WIN,24,278.4505,2.8275,4.7,2.0,0.6639620002930684,0.6762589928057563,0.15481171548121003,0.9886,7.321,0.9886,0.1666,0.9886,0.443,-1,0.9886,0.1666,False,False,True,False,original,,5.6,0.93,0.005462,1.12,False,tokyo,0
NZD_CAD,2019-01-04 20:00:00,2019-01-07 08:00:00,0.90157,0.90115,0.892539,False,kijun_d1,LOSS,2,-6.8653,-0.0465,2.0,2.0,0.03425297980594282,0.7266319338032469,0.013333333333322149,0.4141,0.1307,0.4141,0.1307,0.4141,0.1307,-1,,,False,False,True,False,original,,2.0,1.0,0.004515,1.52,False,newyork,0
CHF_JPY,2019-01-10 12:00:00,2019-01-11 04:00:00,110.448,110.199,109.658078,False,kijun_d1,LOSS,3,-32.5349,-0.3152,0.8,2.0,0.8193718094373624,0.46839546191247877,0.01694915254237288,1.0355,0.1671,1.0355,0.1671,1.0355,0.1671,-1,1.0355,0.1671,True,True,True,False,original,,0.7,0.35,0.394961,1.06,False,london,0
EUR_AUD,2019-02-12 00:00:00,2019-02-14 04:00:00,1.59311,1.5862,1.58444,False,kijun_d1,LOSS,12,-82.0052,-0.797,2.0,2.0,0.21987528192622538,0.5101156069364182,0.0,1.7439,0.9389,0.6321,0.6044,0.6321,0.9389,1,0.6321,0.6044,False,False,False,False,original,,2.0,1.0,0.004335,0.98,False,tokyo,0
EUR_JPY,2019-02-22 12:00:00,2019-03-04 12:00:00,125.472,126.858,124.885411,True,trailing_stop,WIN,35,233.7243,2.3628,1.5,2.0,0.8511537188770423,0.2893772893772958,0.2370370370370269,0.4228,6.8839,0.4228,1.0433,0.4228,1.4388,-1,0.4228,1.0433,False,False,True,False,original,,1.5,1.0,0.293294,1.01,True,london,0
NZD_CAD,2019-02-27 08:00:00,2019-02-27 16:00:00,0.90385,0.898432,0.898432,False,stoploss,LOSS,1,-103.6912,-1.0,2.0,2.0,0.8867241068481527,0.20238095238095208,0.008196721311529116,2.0043,0.3064,2.0043,0.3064,2.0043,0.3064,-1,,,False,True,True,False,original,,2.0,1.0,0.002709,1.0,False,london,2
AUD_CAD,2019-02-27 08:00:00,2019-02-28 04:00:00,0.94187,0.9386,0.936264,False,kijun_d1,LOSS,4,-65.4682,-0.5833,4.0,2.0,0.21037701141828968,0.7295081967213288,0.0,1.6233,0.2533,1.6233,0.2533,1.6233,0.2533,-1,1.6233,0.2533,True,True,True,False,original,,4.0,1.0,0.002803,1.02,False,london,2
AUD_CHF,2019-02-27 08:00:00,2019-02-28 04:00:00,0.71444,0.71407,0.709761,False,kijun_d1,LOSS,4,-12.1823,-0.0791,2.0,2.0,0.34672880107968884,0.7282157676348505,0.0,1.0814,1.1285,1.0814,0.218,1.0814,1.1285,-1,1.0814,0.218,True,False,True,False,original,,2.0,1.0,0.002339,1.05,False,london,2
NZD_CHF,2019-02-28 04:00:00,2019-02-28 12:00:00,0.68329,0.679469,0.679469,False,stoploss,LOSS,1,-107.8515,-1.0,3.0,2.0,0.6306508288994648,0.35055865921788154,0.15254237288123154,2.5177,0.1204,2.5177,0.1204,2.5177,0.1204,-1,,,False,True,True,False,original,,3.0,1.0,0.00191,0.94,True,tokyo,1
EUR_AUD,2019-03-05 08:00:00,2019-03-07 16:00:00,1.59842,1.59922,1.589828,True,trailing_stop,WIN,13,6.9835,0.0931,2.0,2.0,0.7569582502667044,0.18909512761021446,0.010714285714276935,1.0243,3.1775,0.8497,0.9265,1.0243,2.5141,1,0.8497,0.9265,False,False,False,False,original,,2.0,1.0,0.004296,1.0,True,london,0
NZD_USD,2019-03-14 08:00:00,2019-03-20 04:00:00,0.68245,0.68326,0.67893,True,trailing_stop,WIN,22,14.4888,0.2301,3.0,2.0,0.7873523957617801,0.7662721893490956,0.025862068965496615,0.9943,2.7387,0.9943,0.4261,0.9943,1.8466,-1,0.9943,0.4261,False,False,True,False,original,,1.4,0.47,0.00176,0.86,False,london,0
NZD_USD,2019-03-19 20:00:00,2019-03-21 16:00:00,0.68494,0.6898,0.681949,True,trailing_stop,WIN,10,158.4638,1.6248,1.2,2.0,0.7522683094860888,0.2968299711815739,0.18181818181814513,1.5512,5.8505,1.5512,0.3343,1.5512,4.4931,-1,1.5512,0.3343,True,False,True,False,original,,1.2,0.4,0.001496,0.78,False,newyork,0
NZD_USD,2019-03-20 16:00:00,2019-03-21 16:00:00,0.68416,0.6898,0.681132,True,trailing_stop,WIN,5,176.326,1.8623,3.0,2.0,0.7962987303067797,0.3365695792880351,0.05882352941171348,0.1585,6.2936,0.1585,6.2936,0.1585,6.2936,1,0.1585,6.2936,False,False,False,False,original,,3.0,1.0,0.001514,0.81,False,newyork,2
AUD_CAD,2019-03-20 16:00:00,2019-03-27 08:00:00,0.94444,0.95144,0.939892,True,trailing_stop,WIN,27,145.1239,1.5392,4.0,2.0,0.6181175445813849,0.42857142857142855,0.27173913043474324,0.1495,5.1409,0.1495,3.2851,0.1495,3.3379,1,0.1495,3.2851,False,False,False,False,original,,4.0,1.0,0.002274,0.87,False,newyork,2
EUR_GBP,2019-04-11 12:00:00,2019-04-18 16:00:00,0.8609,0.86429,0.856707,True,trailing_stop,WIN,30,79.1798,0.8085,0.7,2.0,0.17319274398557255,0.4735576923076929,0.1603773584905769,0.1813,3.4248,0.1813,1.7362,0.1813,2.2705,1,0.1813,1.7362,False,False,False,False,original,,0.7,1.0,0.002096,0.68,False,london,0
USD_CHF,2019-04-12 08:00:00,2019-04-24 12:00:00,1.00129,1.01774,0.998222,True,trailing_stop,WIN,48,532.2311,5.3614,1.2,2.0,0.5448695336631222,0.6136986301370033,0.22516556291392675,1.069,14.1515,1.069,1.1147,1.069,1.1147,-1,1.069,1.1147,False,False,True,False,original,,1.2,1.0,0.001534,0.83,False,london,0
USD_CAD,2019-04-22 16:00:00,2019-04-23 04:00:00,1.3342,1.33569,1.329834,False,kijun_d1,WIN,2,31.8384,0.3413,1.0,2.0,0.5649953649413683,0.8506944444444683,0.17482517482522802,0.3482,0.6917,0.3482,0.6917,0.3482,0.6917,1,,,False,False,False,False,original,,1.8,1.8,0.002183,0.88,False,newyork,0
EUR_AUD,2019-04-25 20:00:00,2019-04-29 04:00:00,1.58646,1.58206,1.579771,False,kijun_d1,LOSS,7,-68.7737,-0.6578,2.0,2.0,0.23518205367125747,0.6358974358974432,0.026315789473663708,1.7642,0.4425,0.9269,0.4425,1.7642,0.4425,1,0.9269,0.4425,False,False,False,False,original,,2.0,1.0,0.003344,0.99,False,newyork,0
USD_CAD,2019-04-29 16:00:00,2019-04-30 20:00:00,1.34418,1.33987,1.33987,False,stoploss,LOSS,6,-104.1766,-1.0,1.8,2.0,0.8303192853898398,0.06493506493505682,0.2616822429905243,2.854,1.7402,0.116,1.1973,1.5407,1.7402,1,0.116,1.1973,False,False,False,False,original,,1.8,1.8,0.002155,0.92,True,newyork,0
AUD_CHF,2019-05-01 08:00:00,2019-05-01 16:00:00,0.71742,0.714175,0.714175,False,stoploss,LOSS,1,-106.1624,-1.0,2.0,2.0,0.664444037410175,0.4048913043478219,0.03333333333330455,2.7731,0.1972,2.7731,0.1972,2.7731,0.1972,-1,,,False,True,True,False,original,,2.0,1.0,0.001623,0.94,True,london,1
NZD_CHF,2019-05-01 08:00:00,2019-05-01 20:00:00,0.6769,0.673434,0.673434,False,stoploss,LOSS,2,-108.6556,-1.0,3.0,2.0,0.11683240410257005,0.8007117437722466,0.26506024096385383,2.1177,0.2539,2.1177,0.2539,2.1177,0.2539,-1,2.1177,0.2539,True,True,True,False,original,,3.0,1.0,0.001733,1.08,False,london,1
EUR_USD,2019-05-28 16:00:00,2019-05-29 04:00:00,1.1165,1.11688,1.113171,False,kijun_d1,WIN,2,10.2139,0.1142,0.4,2.0,0.11219732247339793,0.15087719298250862,0.21019108280253065,0.3845,0.4266,0.3845,0.4266,0.3845,0.4266,-1,,,False,False,True,False,original,,0.1,0.2,0.001664,0.88,False,newyork,0
CAD_JPY,2019-06-12 08:00:00,2019-06-14 16:00:00,81.382,80.958805,80.958805,False,stoploss,LOSS,13,-104.726,-1.0,2.0,2.0,0.6231590621880179,0.24955752212390428,0.12442396313364598,2.0889,1.5737,0.4301,1.5737,1.2429,1.5737,1,0.4301,1.5737,False,False,False,False,original,,2.0,1.0,0.211597,0.88,False,london,0
GBP_AUD,2019-06-24 00:00:00,2019-06-25 04:00:00,1.83334,1.83028,1.823226,False,kijun_d1,LOSS,6,-32.2311,-0.3025,2.0,2.0,0.29864538374076277,0.9846153846153906,0.1464174454828598,1.4336,0.435,0.6446,0.435,1.4336,0.435,-1,0.6446,0.435,False,True,True,False,original,,2.0,1.0,0.005057,1.18,False,tokyo,0
GBP_USD,2019-06-25 16:00:00,2019-07-02 04:00:00,1.26925,1.26428,1.26258,False,kijun_d1,LOSS,26,-76.0074,-0.7451,1.0,2.0,0.9811110751701525,0.5240549828178747,0.19345238095239098,1.838,1.2443,0.8485,0.5487,0.9175,0.5487,-1,0.8485,0.5487,False,False,True,False,original,,1.2,1.0,0.003335,1.12,False,newyork,0
