pair,entry_date,exit_date,entry_price,exit_price,sl_price,trail_active,exit_reason,classification,bars_held,net_pnl,r_multiple,spread_pips_used,sl_distance_atr,d1_dist_ratio,d1_close_in_range,h1_last_bar_close_in_range,mae_final,mfe_final,mae_at_bar_3,mfe_at_bar_3,mae_at_bar_6,mfe_at_bar_6,first_bar_dir,kh13_mae_at_check,kh13_mfe_at_check,kh13_triggered,kh14_triggered,kh14_state2,atr_sized_down,trade_type,original_entry_price_ref,signal_spread_pips,spread_ratio,atr_abs,atr_ratio,d1_kijun_slope,session,concurrent_signals
USD_JPY,2012-09-19 16:00:00,2012-09-20 04:00:00,78.308,78.363,77.750364,False,kijun_d1,WIN,2,7.1731,0.0986,1.5,2.0,0.7956392914398034,0.7650130548302756,0.0,0.0323,0.5129,0.0323,0.5129,0.0323,0.5129,1,,,False,False,False,False,original,,0.9,1.0,0.278818,1.87,False,newyork,0
EUR_USD,2012-10-19 08:00:00,2012-10-23 12:00:00,1.30428,1.297892,1.297892,False,stoploss,LOSS,12,-101.2523,-1.0,0.8,2.0,0.8261931098258148,0.1774415405777212,0.14948453608253381,2.7082,1.2398,0.9393,0.67,0.9393,0.7013,1,0.9393,0.67,False,False,False,False,original,,0.8,1.0,0.003194,0.86,True,london,0
USD_CHF,2012-10-25 04:00:00,2012-10-30 12:00:00,0.93042,0.9329,0.925858,True,trailing_stop,WIN,19,53.2609,0.5436,0.5,2.0,0.008675109556769693,0.2626050420168252,0.0,0.6137,3.5595,0.6137,1.8324,0.6137,2.2882,-1,0.6137,1.8324,False,False,True,False,original,,0.6,1.0,0.002281,0.94,False,tokyo,0
AUD_CHF,2012-10-30 12:00:00,2012-11-05 00:00:00,0.96601,0.97356,0.961513,True,trailing_stop,WIN,20,161.6696,1.679,2.8,2.0,0.7335817786777232,0.04325699745547174,0.13740458015272092,1.3921,4.6966,0.6227,0.934,1.3921,0.934,1,0.6227,0.934,False,False,False,False,original,,3.3,0.66,0.002248,0.87,False,london,0
CAD_CHF,2012-11-08 16:00:00,2012-11-14 16:00:00,0.94632,0.941318,0.941318,False,stoploss,LOSS,23,-108.9964,-1.0,4.5,2.0,0.37769395616717955,0.09400544959127619,0.07142857142858357,2.0232,1.5554,1.0276,0.088,1.0276,0.8517,-1,1.0276,0.088,True,True,True,False,original,,4.0,1.0,0.002501,1.04,False,newyork,0
EUR_CAD,2012-11-27 08:00:00,2012-12-06 04:00:00,1.28404,1.29483,1.277835,True,trailing_stop,WIN,40,171.3208,1.739,1.6,2.0,0.8082603280746448,0.7880184331797337,0.06521739130429798,0.7446,6.2307,0.693,0.8477,0.693,0.8477,-1,0.693,0.8477,False,False,True,False,original,,1.2,0.34,0.003102,1.05,True,london,0
CAD_CHF,2012-12-12 08:00:00,2012-12-13 04:00:00,0.94327,0.94065,0.938502,False,kijun_d1,LOSS,4,-63.3337,-0.5495,4.0,2.0,0.4459396816944969,0.20158730158730143,0.02439024390246214,1.5519,0.2349,1.5519,0.2349,1.5519,0.2349,-1,1.5519,0.2349,True,True,True,False,original,,4.0,1.0,0.002384,1.12,True,london,0
AUD_USD,2013-01-03 20:00:00,2013-01-04 08:00:00,1.04579,1.04442,1.039908,False,kijun_d1,LOSS,2,-25.3316,-0.2329,1.2,2.0,0.622510269133452,0.8561827956989227,0.19999999999991927,1.1935,0.272,1.1935,0.272,1.1935,0.272,-1,,,False,True,True,False,original,,1.3,1.3,0.002941,1.3,True,newyork,0
EUR_NZD,2013-01-16 12:00:00,2013-01-17 04:00:00,1.5802,1.58101,1.567392,False,kijun_d1,WIN,3,3.3573,0.0632,3.8,2.0,0.03628900347416413,0.23253833049403164,0.08376963350782236,0.4763,0.4294,0.4763,0.4294,0.4763,0.4294,1,0.4763,0.4294,False,False,False,False,original,,6.0,1.0,0.006404,1.04,False,london,0
EUR_JPY,2013-03-13 08:00:00,2013-03-18 00:00:00,124.482,123.263592,123.263592,False,stoploss,LOSS,15,-100.1641,-1.0,0.2,2.0,0.9005336005507294,0.3185679611650441,0.0947867298578322,4.0151,2.1339,0.5039,0.6303,0.7124,1.2393,-1,0.5039,0.6303,False,False,True,False,original,,0.5,0.62,0.609204,0.89,False,london,0
GBP_CHF,2013-03-15 16:00:00,2013-03-18 04:00:00,1.41766,1.42526,1.409166,False,kijun_d1,WIN,2,88.1799,0.8947,1.1,2.0,0.2208315458799902,0.6206896551724175,0.019083969465688643,0.0706,2.5194,0.0706,2.5194,0.0706,2.5194,1,,,False,False,False,False,original,,0.1,0.06,0.004247,0.94,False,newyork,0
GBP_CAD,2013-03-25 08:00:00,2013-03-26 12:00:00,1.55178,1.542622,1.542622,False,stoploss,LOSS,6,-106.7703,-1.0,6.2,2.0,0.8507330793970211,0.6191904047976132,0.05624999999999942,2.6994,0.0437,1.2143,0.0437,1.2143,0.0437,-1,1.2143,0.0437,True,True,True,False,original,,6.2,2.95,0.004579,0.91,False,london,0
GBP_USD,2013-03-26 08:00:00,2013-03-27 04:00:00,1.51688,1.51573,1.508959,False,kijun_d1,LOSS,4,-14.6452,-0.1452,0.1,2.0,0.060676091467880666,0.2735849056603795,0.06766917293243753,0.8509,0.1414,0.8509,0.1414,0.8509,0.1414,-1,0.8509,0.1414,False,False,True,False,original,,0.1,0.25,0.00396,0.87,False,london,0
GBP_CAD,2013-04-02 08:00:00,2013-04-02 16:00:00,1.54271,1.536172,1.536172,False,stoploss,LOSS,1,-109.4836,-1.0,6.2,2.0,0.28541924238741023,0.5945945945945992,0.09043927648580591,3.2703,0.1254,3.2703,0.1254,3.2703,0.1254,-1,,,False,True,True,False,original,,6.2,1.0,0.003269,0.7,False,london,0
NZD_CAD,2013-04-19 12:00:00,2013-04-26 00:00:00,0.86454,0.86705,0.858653,True,trailing_stop,WIN,26,40.0873,0.4264,1.5,2.0,0.7488455088412171,0.11198738170346799,0.0,1.8039,3.3836,1.0769,0.8493,1.0769,0.8493,1,1.0769,0.8493,False,False,False,False,original,,1.5,0.94,0.002944,1.1,False,london,0
NZD_USD,2013-04-26 16:00:00,2013-04-29 04:00:00,0.84864,0.85034,0.841915,False,kijun_d1,WIN,2,24.0878,0.2528,0.8,2.0,0.4629983928888669,0.3515789473684197,0.10273972602738476,0.5174,0.5799,0.5174,0.5799,0.5174,0.5799,-1,,,False,False,True,False,original,,0.5,1.0,0.003363,1.02,True,newyork,0
AUD_JPY,2013-05-07 04:00:00,2013-05-08 04:00:00,100.926,100.938,99.953478,False,kijun_d1,WIN,5,1.1311,0.0123,0.1,2.0,0.42569578845072037,0.5189048239895675,0.1407035175879702,1.0838,0.4977,1.0056,0.4977,1.0838,0.4977,-1,1.0056,0.4977,True,True,True,False,original,,0.6,0.86,0.486261,0.8,False,tokyo,1
NZD_CHF,2013-05-07 04:00:00,2013-05-08 00:00:00,0.796,0.789363,0.789363,False,stoploss,LOSS,4,-100.904,-1.0,0.6,2.0,0.5435371704673904,0.5925925925925808,0.21929824561400518,2.8957,1.0154,1.1601,1.0154,2.8957,1.0154,1,1.1601,1.0154,False,False,False,False,original,,1.7,1.06,0.003319,0.96,False,tokyo,1
NZD_JPY,2013-05-13 08:00:00,2013-05-17 00:00:00,84.117,83.186634,83.186634,False,stoploss,LOSS,21,-100.8599,-1.0,0.8,2.0,0.6770973204756708,0.3896260554885525,0.13675213675212067,2.7495,0.8534,0.5826,0.531,0.5912,0.531,-1,0.5826,0.531,False,False,True,False,original,,1.2,1.33,0.465183,0.94,True,london,0
NZD_JPY,2013-05-14 08:00:00,2013-05-17 00:00:00,83.874,83.083701,83.083701,False,stoploss,LOSS,15,-100.1265,-1.0,0.1,2.0,0.4046620563292036,0.16318537859008023,0.04186046511628276,2.6218,1.6196,0.8377,0.5669,0.8377,0.6099,-1,0.8377,0.5669,False,False,True,False,original,,0.1,0.11,0.395149,0.81,True,london,0
USD_CAD,2013-05-16 12:00:00,2013-05-20 20:00:00,1.01601,1.02466,1.010872,True,trailing_stop,WIN,13,168.163,1.6836,0.1,2.0,0.18759785197080686,0.122611464968146,0.0,0.4321,5.9519,0.4321,1.9113,0.4321,5.9519,1,0.4321,1.9113,False,False,False,False,original,,0.1,0.2,0.002569,1.28,False,london,0
USD_CAD,2013-06-04 20:00:00,2013-06-06 16:00:00,1.03399,1.02752,1.02752,False,stoploss,LOSS,10,-100.4637,-1.0,0.3,2.0,0.8276423216765764,0.16754850088183673,0.21875000000002892,4.3927,1.2334,0.3586,0.7852,0.3926,1.2334,1,0.3586,0.7852,False,False,False,False,original,,0.3,1.0,0.003235,1.09,True,newyork,0
AUD_NZD,2013-06-05 00:00:00,2013-06-06 04:00:00,1.19859,1.19476,1.190437,False,kijun_d1,LOSS,6,-47.8331,-0.4697,0.7,2.0,0.4637373427611346,0.31133428981349065,0.04651162790699409,1.5405,0.65,1.1554,0.1349,1.5405,0.65,-1,1.1554,0.1349,True,True,True,False,original,,0.7,1.0,0.004077,1.19,False,tokyo,0
CHF_JPY,2013-06-24 12:00:00,2013-06-27 04:00:00,104.265,103.722,103.005217,False,kijun_d1,LOSS,15,-43.6583,-0.431,0.7,2.0,0.4193225097960756,0.3799869195552678,0.09198813056381486,1.7146,1.1589,0.2699,1.1589,0.6319,1.1589,1,0.2699,1.1589,False,False,False,False,original,,0.7,1.0,0.629891,1.01,False,london,0
AUD_NZD,2013-06-26 12:00:00,2013-06-27 04:00:00,1.18867,1.1929,1.180665,False,kijun_d1,WIN,3,51.9644,0.5284,0.7,2.0,0.26611783382700893,0.553284671532839,0.026627218934889084,0.1399,1.5639,0.1399,1.5639,0.1399,1.5639,1,0.1399,1.5639,False,False,False,False,original,,0.7,1.0,0.004003,0.93,False,london,0
GBP_AUD,2013-07-16 04:00:00,2013-07-17 04:00:00,1.6472,1.63642,1.62991,False,kijun_d1,LOSS,5,-65.3566,-0.6235,5.2,2.0,0.2804749910825093,0.4406891981444828,0.004016064257053898,1.7282,0.1458,1.7282,0.1458,1.7282,0.1458,-1,1.7282,0.1458,True,True,True,False,original,,5.2,1.0,0.008645,1.01,True,tokyo,0
NZD_CHF,2013-07-18 00:00:00,2013-07-29 20:00:00,0.74167,0.74637,0.733494,True,trailing_stop,WIN,46,55.4052,0.5748,1.7,2.0,0.22092412037248577,0.7799352750809136,0.05194805194803229,0.2079,2.999,0.2079,1.0787,0.2079,1.3307,1,0.2079,1.0787,False,False,False,False,original,,1.8,1.44,0.004088,0.94,False,tokyo,0
EUR_USD,2013-07-19 08:00:00,2013-07-31 16:00:00,1.31026,1.32212,1.302375,True,trailing_stop,WIN,49,150.2913,1.5042,0.1,2.0,0.2279224117912224,0.7580919931856578,0.21299638989171701,0.0533,5.03,0.0533,1.3013,0.0533,2.2423,1,0.0533,1.3013,False,False,False,False,original,,0.1,1.0,0.003942,1.06,False,london,0
GBP_USD,2013-07-24 16:00:00,2013-07-30 12:00:00,1.52993,1.52981,1.521766,True,trailing_stop,LOSS,22,-1.5924,-0.0147,0.1,2.0,0.8094751854799749,0.71036585365854,0.15292353823088367,0.8795,3.3269,0.049,1.0951,0.8795,2.1192,1,0.049,1.0951,False,False,False,False,original,,0.1,0.5,0.004082,0.87,False,newyork,0
EUR_AUD,2013-07-29 12:00:00,2013-08-01 12:00:00,1.43455,1.47422,1.424271,True,trailing_stop,WIN,17,385.8324,3.8593,0.1,2.0,0.952611909575499,0.3941441441441508,0.1560509554139783,0.0642,10.8745,0.0642,2.5781,0.0642,6.0219,1,0.0642,2.5781,False,False,False,False,original,,0.1,0.2,0.00514,0.82,True,london,0
EUR_JPY,2013-08-05 04:00:00,2013-08-06 00:00:00,130.932,130.010247,130.010247,False,stoploss,LOSS,4,-100.1085,-1.0,0.1,2.0,0.7091169575831403,0.2957110609480832,0.1231884057970798,2.2566,0.1584,1.0285,0.1584,2.2566,0.1584,-1,1.0285,0.1584,True,True,True,False,original,,0.1,1.0,0.460876,0.93,True,tokyo,0
USD_JPY,2013-09-24 08:00:00,2013-09-26 04:00:00,98.783,98.501,98.177123,False,kijun_d1,LOSS,10,-46.7091,-0.4654,0.1,2.0,0.08510759941233417,0.20592383638928088,0.02064896755159534,1.7033,0.7229,1.02,0.7229,1.3072,0.7229,-1,1.02,0.7229,False,True,True,False,original,,0.1,1.0,0.302939,0.86,True,london,0
EUR_JPY,2013-10-01 04:00:00,2013-10-02 08:00:00,132.862,131.794833,131.794833,False,stoploss,LOSS,6,-100.0937,-1.0,0.1,2.0,0.616734522834096,0.7507866582756354,0.262032085561516,2.5732,0.6728,1.0102,0.6728,1.5649,0.6728,-1,1.0102,0.6728,False,True,True,False,original,,0.1,1.0,0.533584,1.2,True,tokyo,0
GBP_AUD,2013-10-02 16:00:00,2013-10-04 00:00:00,1.73053,1.717149,1.717149,False,stoploss,LOSS,7,-103.2884,-1.0,4.4,2.0,0.4173106789506965,0.09315589353612966,0.13407821229049932,2.4005,0.2586,0.6353,0.2586,1.8564,0.2586,-1,0.6353,0.2586,False,True,True,False,original,,4.4,0.85,0.00669,1.15,False,newyork,0
USD_CAD,2013-10-11 16:00:00,2013-10-16 20:00:00,1.03641,1.032538,1.032538,False,stoploss,LOSS,18,-100.2582,-1.0,0.1,2.0,0.9708191152588984,0.5567226890756068,0.22335025380710144,2.066,1.3894,1.2499,0.2582,1.2499,0.2582,-1,1.2499,0.2582,True,True,True,False,original,,0.1,1.0,0.001936,1.07,False,newyork,0
CHF_JPY,2013-10-15 08:00:00,2013-10-16 04:00:00,107.766,107.729,107.211899,False,kijun_d1,LOSS,4,-7.3994,-0.0668,0.4,2.0,0.7737733937794422,0.8863287250384048,0.04415584415583457,1.2525,0.4512,1.2525,0.2274,1.2525,0.4512,-1,1.2525,0.2274,True,True,True,False,original,,0.2,0.57,0.27705,0.8,True,london,0
GBP_NZD,2013-11-13 00:00:00,2013-11-15 16:00:00,1.92931,1.93303,1.912636,True,trailing_stop,WIN,15,20.1508,0.2231,3.6,2.0,0.6844350808495714,0.4009384775808125,0.0,1.0039,2.4229,0.09,1.9911,1.0039,1.9911,1,0.09,1.9911,False,False,False,False,original,,3.9,1.39,0.008337,1.1,False,tokyo,0
AUD_JPY,2013-12-11 08:00:00,2013-12-11 16:00:00,93.353,92.650746,92.650746,False,stoploss,LOSS,1,-100.1424,-1.0,0.1,2.0,0.9060292342195928,0.6558558558558467,0.173652694610755,2.0306,0.5012,2.0306,0.5012,2.0306,0.5012,-1,,,False,True,True,False,original,,0.1,1.0,0.351127,0.96,False,london,1
NZD_USD,2013-12-11 08:00:00,2013-12-13 04:00:00,0.82511,0.82372,0.818492,False,kijun_d1,LOSS,10,-21.4564,-0.21,0.3,2.0,0.551171295346482,0.4425196850393789,0.08996539792385178,1.9613,2.0671,1.5412,1.0366,1.5412,1.8797,-1,1.5412,1.0366,False,False,True,False,original,,0.4,2.0,0.003309,0.9,False,london,1
GBP_CHF,2013-12-30 08:00:00,2013-12-31 04:00:00,1.46786,1.46339,1.460402,False,kijun_d1,LOSS,4,-60.7419,-0.5994,0.6,2.0,0.3749833538470084,0.8133333333333258,0.1811023622047595,1.4937,0.118,1.1424,0.118,1.4937,0.118,-1,1.1424,0.118,True,True,True,False,original,,0.9,1.29,0.003729,1.02,False,london,0
EUR_CHF,2013-12-31 16:00:00,2014-01-09 16:00:00,1.22643,1.2349,1.223294,True,trailing_stop,WIN,35,266.8885,2.7008,1.0,2.0,0.03431034380713243,0.34129692832762176,0.04405286343611861,0.0,8.2649,0.0,1.3966,0.0,3.5585,1,0.0,1.3966,False,False,False,False,original,,0.1,1.0,0.001568,1.01,False,newyork,0
AUD_CHF,2014-01-09 04:00:00,2014-01-14 00:00:00,0.80798,0.81421,0.802101,True,trailing_stop,WIN,16,104.6146,1.0598,0.8,2.0,0.4639073887642158,0.17097415506957764,0.10416666666665944,0.973,4.188,0.8914,1.3064,0.9492,1.3064,-1,0.8914,1.3064,False,False,True,False,original,,1.1,1.22,0.002939,0.94,False,tokyo,0
USD_CHF,2014-02-04 04:00:00,2014-02-07 04:00:00,0.9012,0.90063,0.895585,False,kijun_d1,LOSS,17,-10.3301,-0.1015,0.1,2.0,0.057736199067617795,0.11211340206184633,0.1550802139037468,1.5745,1.8274,0.0641,1.7632,0.0641,1.7632,1,0.0641,1.7632,False,False,False,False,original,,0.4,4.0,0.002807,1.06,True,tokyo,0
GBP_CAD,2014-02-18 16:00:00,2014-02-21 20:00:00,1.8272,1.85083,1.814475,True,trailing_stop,WIN,18,180.8229,1.857,6.2,2.0,0.9160277421633682,0.17647058823530457,0.25,1.4067,6.1029,0.4872,0.231,1.4067,3.7941,-1,0.4872,0.231,False,False,True,False,original,,6.2,1.0,0.006363,0.91,True,newyork,0
EUR_JPY,2014-02-21 08:00:00,2014-02-27 08:00:00,140.398,139.527171,139.527171,False,stoploss,LOSS,23,-100.1148,-1.0,0.1,2.0,0.7009475390831149,0.8681626928471147,0.24632352941177355,3.6976,1.9866,0.0942,1.9866,0.1309,1.9866,1,0.0942,1.9866,False,False,False,False,original,,0.1,1.0,0.435414,0.9,False,london,0
GBP_NZD,2014-02-24 04:00:00,2014-02-25 04:00:00,2.00865,1.99818,1.992669,False,kijun_d1,LOSS,5,-67.5166,-0.6551,3.2,2.0,0.3155377981538018,0.2198581560283683,0.18584070796459135,1.6544,0.7233,1.6544,0.7233,1.6544,0.7233,1,1.6544,0.7233,False,False,False,False,original,,3.6,1.06,0.007991,0.98,True,tokyo,0
USD_CAD,2014-02-24 16:00:00,2014-02-25 04:00:00,1.10605,1.10627,1.099798,False,kijun_d1,WIN,2,3.3588,0.0352,0.1,2.0,0.5490545762180838,0.1450000000000172,0.27135678391956886,0.2303,0.2687,0.2303,0.2687,0.2303,0.2687,1,,,False,False,False,False,original,,0.1,1.0,0.003126,1.0,True,newyork,0
GBP_CAD,2014-03-24 12:00:00,2014-03-27 00:00:00,1.84838,1.837405,1.837405,False,stoploss,LOSS,14,-105.6491,-1.0,6.2,2.0,0.4699264368237356,0.4384707287933042,0.24012158054706467,2.0136,0.5266,0.5959,0.5266,0.7362,0.5266,1,0.5959,0.5266,False,False,False,False,original,,6.2,1.0,0.005488,0.97,True,london,0
AUD_NZD,2014-03-27 04:00:00,2014-03-28 04:00:00,1.06651,1.0686,1.061286,False,kijun_d1,WIN,5,39.432,0.4001,0.3,2.0,0.12567966301667183,0.7903822441430306,0.005102040816359766,0.892,1.2748,0.892,0.5321,0.892,1.2748,-1,0.892,0.5321,False,False,True,False,original,,0.4,0.67,0.002612,0.95,False,tokyo,0
CAD_CHF,2014-03-31 16:00:00,2014-04-07 16:00:00,0.79956,0.80812,0.794189,True,trailing_stop,WIN,29,158.4351,1.5937,0.5,2.0,0.9540933775990411,0.11956521739130901,0.07594936708861204,0.8601,6.0917,0.1303,0.4692,0.8601,0.7298,1,0.1303,0.4692,False,False,False,False,original,,0.1,0.33,0.002686,1.06,False,newyork,0
AUD_USD,2014-06-02 00:00:00,2014-06-03 04:00:00,0.92757,0.92374,0.922776,False,kijun_d1,LOSS,6,-80.0963,-0.7989,0.1,2.0,0.044089166887502404,0.4900990099009803,0.1090909090909146,1.9315,0.0,1.7187,0.0,1.9315,0.0,-1,1.7187,0.0,True,True,True,False,original,,0.8,2.67,0.002397,1.11,False,tokyo,0
GBP_AUD,2014-06-18 20:00:00,2014-06-19 08:00:00,1.80601,1.80677,1.796694,False,kijun_d1,WIN,2,-1.7175,0.0816,9.2,2.0,0.8201339254968929,0.8849557522123875,0.23928571428576356,0.322,0.4766,0.322,0.4766,0.322,0.4766,1,,,False,False,False,False,original,,5.2,1.0,0.004658,1.04,False,newyork,0
CHF_JPY,2014-06-23 00:00:00,2014-06-24 04:00:00,113.884,113.804,113.512165,False,kijun_d1,LOSS,6,-23.6664,-0.2151,0.8,2.0,0.027650481669152897,0.5770392749244735,0.0,1.6029,0.6454,1.6029,0.5648,1.6029,0.6454,1,1.6029,0.5648,False,False,False,False,original,,0.8,1.23,0.185917,0.82,False,tokyo,0
EUR_JPY,2014-07-04 04:00:00,2014-07-07 04:00:00,138.82,138.778,138.397699,False,kijun_d1,LOSS,5,-10.8927,-0.0995,0.4,2.0,0.325040501008999,0.4177215189873543,0.22881355932193184,1.1319,0.1752,1.1319,0.1752,1.1319,0.1752,-1,1.1319,0.1752,True,True,True,False,original,,0.4,2.0,0.211151,0.9,False,tokyo,0
AUD_JPY,2014-07-25 16:00:00,2014-08-04 04:00:00,95.643,95.668,95.238459,False,kijun_d1,WIN,32,4.6967,0.0618,0.6,2.0,0.7312701197664837,0.33601609657945153,0.16107382550336083,1.8144,2.3385,0.5636,0.3807,0.5636,1.0778,-1,0.5636,0.3807,False,False,True,False,original,,0.6,2.0,0.202271,0.99,False,newyork,0
GBP_CAD,2014-07-29 12:00:00,2014-07-31 20:00:00,1.83206,1.83927,1.826165,True,trailing_stop,WIN,13,111.7958,1.2231,6.2,2.0,0.16379662531560896,0.06791569086648752,0.01945525291824289,0.2443,4.5872,0.2443,2.7415,0.2443,3.1588,1,0.2443,2.7415,False,False,False,False,original,,6.2,1.0,0.002947,0.82,False,london,0
USD_CAD,2014-09-10 16:00:00,2014-09-15 20:00:00,1.09499,1.10403,1.088993,True,trailing_stop,WIN,18,150.4161,1.5075,0.2,2.0,0.9719716832680017,0.23363095238096093,0.10891089108916768,0.5503,4.9661,0.5503,0.7171,0.5503,3.1918,-1,0.5503,0.7171,False,False,True,False,original,,0.2,0.25,0.002998,1.53,True,newyork,0
EUR_USD,2014-10-17 12:00:00,2014-10-22 04:00:00,1.27581,1.27237,1.265174,False,kijun_d1,LOSS,15,-32.4365,-0.3234,0.1,2.0,0.4932373626665632,0.7052480230050301,0.08333333333335169,0.9797,1.5344,0.4156,0.393,0.5133,0.581,1,0.4156,0.393,False,False,False,False,original,,0.1,1.0,0.005318,1.41,False,london,0
GBP_AUD,2014-10-21 12:00:00,2014-10-23 04:00:00,1.83156,1.83207,1.817342,False,kijun_d1,WIN,9,-0.0703,0.0359,5.2,2.0,0.7493732062636055,0.8377403846153645,0.20979020979019675,1.3785,1.3841,0.1561,1.3841,1.2843,1.3841,1,0.1561,1.3841,False,False,False,False,original,,5.2,1.0,0.007109,1.0,True,london,0
EUR_NZD,2014-10-27 16:00:00,2014-10-29 04:00:00,1.60894,1.60712,1.598117,False,kijun_d1,LOSS,8,-19.5886,-0.1682,3.0,2.0,0.2691875668053347,0.2959641255605455,0.26119402985065476,1.1587,0.3105,0.499,0.3105,1.1587,0.3105,1,0.499,0.3105,False,False,False,False,original,,2.8,28.0,0.005411,0.8,False,newyork,0
AUD_CHF,2014-11-11 04:00:00,2014-11-13 20:00:00,0.83385,0.83985,0.828548,True,trailing_stop,WIN,15,109.7749,1.1317,1.8,2.0,0.0347527040144373,0.30985915492957966,0.11167512690355072,0.4451,4.1458,0.4451,1.9352,0.4451,2.1917,1,0.4451,1.9352,False,False,False,False,original,,1.8,1.0,0.002651,0.9,False,tokyo,0
NZD_USD,2014-11-18 20:00:00,2014-11-19 08:00:00,0.79191,0.784874,0.784874,False,stoploss,LOSS,2,-102.416,-1.0,1.7,2.0,0.6561203594444496,0.1986394557823161,0.22058823529408883,2.3023,0.0142,2.3023,0.0142,2.3023,0.0142,-1,2.3023,0.0142,True,True,True,False,original,,1.7,1.0,0.003518,0.89,False,newyork,1
CAD_CHF,2014-11-25 20:00:00,2014-11-27 16:00:00,0.85591,0.849837,0.849837,False,stoploss,LOSS,10,-102.3054,-1.0,1.4,2.0,0.801884135055285,0.13688212927756657,0.0,2.6709,0.6192,0.876,0.3689,0.876,0.6192,-1,0.876,0.3689,False,False,True,False,original,,1.3,1.18,0.003036,1.19,True,newyork,0
NZD_CAD,2014-12-02 08:00:00,2014-12-03 16:00:00,0.88944,0.8821,0.8821,False,stoploss,LOSS,7,-102.7249,-1.0,2.0,2.0,0.5837124432999906,0.030303030303030304,0.08333333333329128,2.09,0.5068,0.6621,0.5068,1.5723,0.5068,1,0.6621,0.5068,False,False,False,False,original,,2.4,1.0,0.00367,1.03,False,london,0
NZD_CHF,2014-12-12 12:00:00,2014-12-15 04:00:00,0.7514,0.74875,0.743946,False,kijun_d1,LOSS,3,-36.3552,-0.3555,0.6,2.0,0.3709773920272043,0.7170329670329719,0.026200873362471455,1.1591,0.0483,1.1591,0.0483,1.1591,0.0483,-1,1.1591,0.0483,True,True,True,False,original,,0.5,0.24,0.003727,1.24,False,london,0
EUR_NZD,2014-12-17 16:00:00,2014-12-18 12:00:00,1.60178,1.586868,1.586868,False,stoploss,LOSS,4,-100.1341,-1.0,0.2,2.0,0.6092939674409474,0.22761970853573504,0.12214983713351828,2.3539,0.6532,1.3037,0.6532,2.3539,0.6532,-1,1.3037,0.6532,False,True,True,False,original,,0.6,0.75,0.007456,1.18,False,newyork,0
CAD_JPY,2014-12-26 20:00:00,2014-12-30 08:00:00,103.536,102.885453,102.885453,False,stoploss,LOSS,8,-110.4527,-1.0,6.8,2.0,0.6999833334655665,0.4095634095634078,0.07853403141361451,3.2557,0.9315,0.4243,0.4366,0.4243,0.9315,1,0.4243,0.4366,False,False,False,False,original,,3.0,1.07,0.325273,0.68,False,newyork,0
CAD_CHF,2014-12-29 12:00:00,2015-01-02 20:00:00,0.84729,0.85226,0.842634,True,trailing_stop,WIN,19,104.8044,1.0674,0.9,2.0,0.8005120100491075,0.34715025906736185,0.22875816993462725,0.146,5.0298,0.146,1.6709,0.146,1.95,1,0.146,1.6709,False,False,False,False,original,,0.4,0.5,0.002328,0.79,False,london,0
NZD_JPY,2015-01-12 04:00:00,2015-01-12 16:00:00,92.691,91.881316,91.881316,False,stoploss,LOSS,2,-104.6932,-1.0,3.8,2.0,0.7767527915846222,0.046920821114370806,0.2452830188678853,2.433,0.2668,2.433,0.2668,2.433,0.2668,-1,2.433,0.2668,True,True,True,False,original,,3.8,2.53,0.404842,1.03,False,tokyo,0
EUR_JPY,2015-02-23 08:00:00,2015-02-26 16:00:00,134.898,133.691113,133.691113,False,stoploss,LOSS,19,-100.6629,-1.0,0.8,2.0,0.864446032345437,0.7869062901155263,0.07792207792208272,2.2438,1.1318,0.7523,0.2734,0.7523,0.527,-1,0.7523,0.2734,False,False,True,False,original,,0.8,1.0,0.603444,0.97,False,london,0
AUD_JPY,2015-02-27 12:00:00,2015-03-10 16:00:00,93.2,92.499238,92.499238,False,stoploss,LOSS,42,-100.9989,-1.0,0.7,2.0,0.49182033439788053,0.17838405036726251,0.055776892430261064,2.7427,2.7741,0.3596,1.2415,0.5965,1.2415,1,0.3596,1.2415,False,False,False,False,original,,0.7,1.0,0.350381,0.83,False,london,0
USD_CAD,2015-03-20 00:00:00,2015-03-20 16:00:00,1.26782,1.255499,1.255499,False,stoploss,LOSS,3,-100.487,-1.0,0.6,2.0,0.7725502853798536,0.8115015974440868,0.0691244239630747,2.1718,0.7207,1.1379,0.7207,2.1718,0.7207,-1,1.1379,0.7207,False,True,True,False,original,,0.7,1.4,0.006161,1.48,True,tokyo,0
AUD_USD,2015-03-26 00:00:00,2015-03-30 00:00:00,0.78099,0.772534,0.772534,False,stoploss,LOSS,11,-100.8278,-1.0,0.7,2.0,0.8840267479638259,0.23200000000000806,0.08484848484846956,2.2492,1.7455,0.22,1.7455,0.4446,1.7455,1,0.22,1.7455,False,False,False,False,original,,0.9,1.29,0.004228,1.11,True,tokyo,0
CHF_JPY,2015-03-26 04:00:00,2015-04-08 00:00:00,123.951,124.48,122.921651,True,trailing_stop,WIN,52,44.7856,0.5139,6.8,2.0,0.3415375454953604,0.24133663366336006,0.24999999999996375,1.7603,2.5686,1.0026,1.7292,1.0512,1.7292,1,1.0026,1.7292,False,False,False,False,original,,8.0,1.36,0.514674,1.0,False,tokyo,0
