eet_trade_id,eet_pair,eet_signal_bar_time,eet_final_r,match_kind,utc_trade_id,utc_signal_bar_time,utc_final_r,bar_offset_h4,r_delta
34.0,USDJPY,2010-04-13 05:00:00+00:00,-0.9999999999999932,none,,,,,
35.0,CADJPY,2010-04-16 05:00:00+00:00,-1.0000000000000002,near_1bar,39.0,2010-04-16 04:00:00+00:00,0.3111039536622492,0.0,1.3111039536622493
36.0,NZDJPY,2010-04-16 17:00:00+00:00,-0.999999999999998,none,,,,,
37.0,EURJPY,2010-04-19 09:00:00+00:00,-0.9999999999999997,near_1bar,42.0,2010-04-19 08:00:00+00:00,0.37030951528220934,0.0,1.3703095152822091
38.0,AUDNZD,2010-04-19 13:00:00+00:00,-0.9999999999999932,near_1bar,43.0,2010-04-19 12:00:00+00:00,-1.0,0.0,-6.772360450213455e-15
39.0,CHFJPY,2010-04-19 13:00:00+00:00,-1.0000000000000064,near_1bar,44.0,2010-04-19 12:00:00+00:00,-1.0,0.0,6.439293542825908e-15
40.0,AUDUSD,2010-04-19 17:00:00+00:00,-1.0000000000000049,near_1bar,46.0,2010-04-19 20:00:00+00:00,-1.0,1.0,4.884981308350689e-15
41.0,GBPJPY,2010-04-19 17:00:00+00:00,-0.9999999999999947,none,,,,,
42.0,AUDJPY,2010-04-20 01:00:00+00:00,-0.9999999999999957,near_1bar,47.0,2010-04-20 00:00:00+00:00,0.5327497524606243,0.0,1.53274975246062
43.0,CADCHF,2010-04-20 05:00:00+00:00,-1.0,near_1bar,48.0,2010-04-20 04:00:00+00:00,0.9643341775563501,0.0,1.96433417755635
44.0,USDJPY,2010-04-20 13:00:00+00:00,-0.9999999999999926,none,,,,,
45.0,GBPCAD,2010-04-21 13:00:00+00:00,-0.9999999999999949,near_1bar,51.0,2010-04-21 12:00:00+00:00,0.7914778025412683,0.0,1.7914778025412632
46.0,AUDCAD,2010-04-21 17:00:00+00:00,-0.9999999999999988,near_1bar,52.0,2010-04-21 16:00:00+00:00,0.4525460134537222,0.0,1.452546013453721
47.0,NZDCAD,2010-04-21 17:00:00+00:00,-0.9999999999999991,none,,,,,
48.0,GBPNZD,2010-04-26 05:00:00+00:00,-1.0000000000000133,near_1bar,54.0,2010-04-26 04:00:00+00:00,0.18154369629324063,0.0,1.181543696293254
49.0,AUDCAD,2010-04-26 21:00:00+00:00,-1.0000000000000038,none,,,,,
50.0,GBPUSD,2010-04-29 05:00:00+00:00,-1.0000000000000047,none,,,,,
51.0,GBPAUD,2010-04-29 13:00:00+00:00,-0.9999999999999947,near_1bar,57.0,2010-04-29 16:00:00+00:00,0.7214127684734747,1.0,1.7214127684734692
52.0,EURCHF,2010-05-03 21:00:00+00:00,-0.9999999999999892,none,,,,,
53.0,AUDJPY,2010-05-05 21:00:00+00:00,-1.000000000000001,near_1bar,59.0,2010-05-06 00:00:00+00:00,-1.0,1.0,1.1102230246251565e-15
54.0,CADJPY,2010-05-06 01:00:00+00:00,-1.0000000000000016,near_1bar,60.0,2010-05-06 00:00:00+00:00,-1.0,0.0,1.5543122344752192e-15
55.0,GBPJPY,2010-05-06 01:00:00+00:00,-1.0000000000000056,near_1bar,61.0,2010-05-06 00:00:00+00:00,-1.0,0.0,5.551115123125783e-15
56.0,EURCAD,2010-05-06 05:00:00+00:00,-0.9999999999999921,none,,,,,
57.0,GBPCHF,2010-05-06 21:00:00+00:00,-0.9999999999999988,near_1bar,64.0,2010-05-06 20:00:00+00:00,0.7416156304104127,0.0,1.7416156304104113
58.0,NZDJPY,2010-05-07 01:00:00+00:00,-0.9999999999999998,none,,,,,
59.0,NZDUSD,2010-05-07 13:00:00+00:00,-1.0000000000000038,none,,,,,
60.0,USDJPY,2010-05-10 05:00:00+00:00,-0.9999999999999983,near_1bar,69.0,2010-05-10 04:00:00+00:00,-1.0,0.0,-1.6653345369377348e-15
61.0,GBPCAD,2010-05-10 09:00:00+00:00,-0.999999999999996,none,,,,,
62.0,NZDCAD,2010-05-11 01:00:00+00:00,-0.9999999999999977,none,,,,,
63.0,CADJPY,2010-05-25 13:00:00+00:00,-0.4663032913829992,near_1bar,71.0,2010-05-25 16:00:00+00:00,0.7417569689030592,1.0,1.2080602602860584
64.0,EURGBP,2010-05-28 05:00:00+00:00,-1.0000000000000053,none,,,,,
65.0,NZDCAD,2010-06-01 09:00:00+00:00,-1.0000000000000058,none,,,,,
66.0,EURCHF,2010-06-02 09:00:00+00:00,-0.9999999999999898,near_1bar,75.0,2010-06-02 08:00:00+00:00,-1.0,0.0,-1.021405182655144e-14
67.0,EURAUD,2010-06-03 09:00:00+00:00,-0.9999999999999969,near_1bar,76.0,2010-06-03 12:00:00+00:00,0.9250809256206776,1.0,1.9250809256206745
68.0,EURUSD,2010-06-03 21:00:00+00:00,-0.9999999999999974,none,,,,,
69.0,EURNZD,2010-06-07 05:00:00+00:00,-0.9999999999999959,none,,,,,
70.0,CADJPY,2010-06-07 09:00:00+00:00,-0.9999999999999969,none,,,,,
71.0,NZDCAD,2010-06-07 09:00:00+00:00,-1.0000000000000053,none,,,,,
72.0,NZDJPY,2010-06-07 09:00:00+00:00,-1.0000000000000013,none,,,,,
73.0,AUDJPY,2010-06-07 13:00:00+00:00,-1.000000000000001,none,,,,,
74.0,NZDCHF,2010-06-07 21:00:00+00:00,-0.9999999999999974,near_1bar,82.0,2010-06-08 00:00:00+00:00,0.6064174043974525,1.0,1.60641740439745
75.0,AUDCAD,2010-06-08 17:00:00+00:00,6.345883603041226,none,,,,,
76.0,GBPCHF,2010-06-08 17:00:00+00:00,-1.0000000000000018,none,,,,,
77.0,GBPJPY,2010-06-08 17:00:00+00:00,2.3163862745037473,near_1bar,83.0,2010-06-08 16:00:00+00:00,0.5394441250577734,0.0,-1.7769421494459738
78.0,GBPCAD,2010-06-08 21:00:00+00:00,6.820985857950596,near_1bar,84.0,2010-06-08 20:00:00+00:00,1.8088885184258459,0.0,-5.01209733952475
79.0,USDCHF,2010-06-10 05:00:00+00:00,-0.9999999999999948,none,,,,,
80.0,NZDCAD,2010-06-11 05:00:00+00:00,4.135073999328038,near_1bar,87.0,2010-06-11 04:00:00+00:00,1.0961076060891606,0.0,-3.0389663932388777
81.0,GBPCAD,2010-06-14 17:00:00+00:00,-0.9999999999999949,near_1bar,89.0,2010-06-14 16:00:00+00:00,1.8914777948610153,0.0,2.89147779486101
82.0,GBPNZD,2010-06-14 17:00:00+00:00,-0.9999999999999988,near_1bar,90.0,2010-06-14 16:00:00+00:00,0.9257728396832476,0.0,1.9257728396832463
83.0,USDJPY,2010-06-17 17:00:00+00:00,-1.0000000000000056,none,,,,,
84.0,GBPAUD,2010-06-18 05:00:00+00:00,-0.999999999999996,near_1bar,92.0,2010-06-18 04:00:00+00:00,1.6685306689538544,0.0,2.66853066895385
85.0,CADCHF,2010-06-21 09:00:00+00:00,-0.9999999999999992,near_1bar,93.0,2010-06-21 08:00:00+00:00,-1.0,0.0,-7.771561172376096e-16
86.0,GBPAUD,2010-06-23 13:00:00+00:00,1.0624188586564702,none,,,,,
87.0,AUDNZD,2010-06-24 05:00:00+00:00,-0.9999999999999973,none,,,,,
88.0,NZDCHF,2010-06-25 17:00:00+00:00,-0.999999999999996,none,,,,,
89.0,EURJPY,2010-06-28 21:00:00+00:00,-0.9999999999999986,none,,,,,
90.0,GBPJPY,2010-06-29 09:00:00+00:00,-1.0,none,,,,,
91.0,EURUSD,2010-06-30 05:00:00+00:00,4.468093255336229,none,,,,,
92.0,GBPJPY,2010-07-02 17:00:00+00:00,-1.000000000000007,none,,,,,
93.0,AUDCAD,2010-07-06 01:00:00+00:00,7.224020809884447,none,,,,,
94.0,AUDUSD,2010-07-06 01:00:00+00:00,5.8557162016640225,none,,,,,
95.0,USDCAD,2010-07-09 17:00:00+00:00,-1.0000000000000058,near_1bar,102.0,2010-07-09 20:00:00+00:00,0.7186207485571805,1.0,1.7186207485571863
96.0,USDCAD,2010-07-15 13:00:00+00:00,-1.0000000000000013,near_1bar,103.0,2010-07-15 12:00:00+00:00,0.5400500472678279,0.0,1.5400500472678291
97.0,USDJPY,2010-07-16 05:00:00+00:00,-0.9999999999999984,near_1bar,104.0,2010-07-16 04:00:00+00:00,-1.0,0.0,-1.5543122344752192e-15
98.0,CADCHF,2010-07-16 13:00:00+00:00,-0.9999999999999963,none,,,,,
99.0,CADJPY,2010-07-19 01:00:00+00:00,-1.0000000000000033,none,,,,,
100.0,CHFJPY,2010-07-19 05:00:00+00:00,-0.999999999999998,none,,,,,
101.0,EURJPY,2010-07-22 05:00:00+00:00,-1.0000000000000024,near_1bar,107.0,2010-07-22 08:00:00+00:00,0.5625337757108673,1.0,1.5625337757108697
102.0,GBPAUD,2010-07-23 01:00:00+00:00,-0.9999999999999979,near_1bar,108.0,2010-07-23 00:00:00+00:00,0.5537933617585703,0.0,1.5537933617585682
103.0,GBPNZD,2010-07-23 01:00:00+00:00,0.9025450016530104,near_1bar,109.0,2010-07-23 00:00:00+00:00,1.3101648326276112,0.0,0.40761983097460075
104.0,EURGBP,2010-07-23 17:00:00+00:00,-1.0000000000000044,near_1bar,111.0,2010-07-23 16:00:00+00:00,-1.0,0.0,4.440892098500626e-15
105.0,USDJPY,2010-07-30 09:00:00+00:00,-0.9999999999999941,none,,,,,
106.0,EURGBP,2010-08-02 01:00:00+00:00,-0.9999999999999991,none,,,,,
107.0,EURAUD,2010-08-02 09:00:00+00:00,-1.0000000000000036,near_1bar,114.0,2010-08-02 12:00:00+00:00,-1.0,1.0,3.552713678800501e-15
108.0,NZDCAD,2010-08-06 09:00:00+00:00,-0.9999999999999942,none,,,,,
109.0,NZDJPY,2010-08-06 17:00:00+00:00,-1.0000000000000029,near_1bar,115.0,2010-08-06 16:00:00+00:00,-1.0,0.0,2.886579864025407e-15
110.0,CADJPY,2010-08-06 21:00:00+00:00,-1.0000000000000016,near_1bar,116.0,2010-08-06 20:00:00+00:00,-1.0,0.0,1.5543122344752192e-15
111.0,NZDCHF,2010-08-11 09:00:00+00:00,-1.0000000000000036,none,,,,,
112.0,GBPJPY,2010-08-12 05:00:00+00:00,-1.0000000000000084,none,,,,,
113.0,AUDUSD,2010-08-12 13:00:00+00:00,-1.0000000000000029,near_1bar,118.0,2010-08-12 12:00:00+00:00,2.2770188183970728,0.0,3.2770188183970754
114.0,CADCHF,2010-08-15 21:00:00+00:00,-1.0000000000000042,none,,,,,
115.0,CHFJPY,2010-08-16 05:00:00+00:00,-1.0000000000000053,none,,,,,
116.0,EURCAD,2010-08-16 09:00:00+00:00,-1.0000000000000002,near_1bar,123.0,2010-08-16 08:00:00+00:00,0.4638047372171574,0.0,1.4638047372171576
117.0,GBPCHF,2010-08-16 09:00:00+00:00,-0.9999999999999993,near_1bar,124.0,2010-08-16 12:00:00+00:00,-1.0,1.0,-6.661338147750939e-16
118.0,AUDCHF,2010-08-16 13:00:00+00:00,-0.9999999999999999,none,,,,,
119.0,GBPAUD,2010-08-18 09:00:00+00:00,-1.0000000000000033,near_1bar,126.0,2010-08-18 08:00:00+00:00,0.41396729307651986,0.0,1.4139672930765232
120.0,EURNZD,2010-08-18 13:00:00+00:00,-0.9999999999999971,near_1bar,128.0,2010-08-18 16:00:00+00:00,1.1602179988093368,1.0,2.160217998809334
121.0,AUDCAD,2010-08-19 13:00:00+00:00,8.12469792675415,none,,,,,
122.0,GBPCAD,2010-08-19 13:00:00+00:00,-0.9999999999999994,none,,,,,
123.0,AUDUSD,2010-08-19 17:00:00+00:00,-1.0000000000000018,none,,,,,
124.0,EURNZD,2010-08-24 01:00:00+00:00,-1.0000000000000049,near_1bar,130.0,2010-08-24 04:00:00+00:00,0.4194936111751492,1.0,1.4194936111751542
125.0,NZDUSD,2010-08-25 05:00:00+00:00,-0.9999999999999963,none,,,,,
126.0,USDJPY,2010-08-27 13:00:00+00:00,-0.9999999999999934,near_1bar,131.0,2010-08-27 12:00:00+00:00,-1.0,0.0,-6.5503158452884236e-15
127.0,GBPNZD,2010-08-27 21:00:00+00:00,-0.9999999999999978,near_1bar,132.0,2010-08-27 20:00:00+00:00,-1.0,0.0,-2.220446049250313e-15
128.0,EURCAD,2010-09-06 17:00:00+00:00,-1.0000000000000102,none,,,,,
129.0,EURJPY,2010-09-08 09:00:00+00:00,5.380688095143438,none,,,,,
130.0,USDJPY,2010-09-08 17:00:00+00:00,-0.9999999999999972,none,,,,,
131.0,CHFJPY,2010-09-10 13:00:00+00:00,-1.000000000000001,near_1bar,136.0,2010-09-10 12:00:00+00:00,1.5243481644475085,0.0,2.5243481644475096
132.0,NZDCAD,2010-09-14 13:00:00+00:00,-1.000000000000002,none,,,,,
133.0,EURCAD,2010-09-14 17:00:00+00:00,5.134049711810047,near_1bar,137.0,2010-09-14 16:00:00+00:00,2.2665176770662847,0.0,-2.8675320347437627
134.0,NZDCHF,2010-09-16 05:00:00+00:00,-1.0000000000000044,none,,,,,
135.0,NZDCHF,2010-09-22 17:00:00+00:00,-1.0,near_1bar,139.0,2010-09-22 16:00:00+00:00,1.4412003395246202,0.0,2.4412003395246202
136.0,AUDCHF,2010-09-23 13:00:00+00:00,-0.9999999999999986,near_1bar,140.0,2010-09-23 12:00:00+00:00,1.3984418165526236,0.0,2.398441816552622
137.0,NZDCHF,2010-09-28 09:00:00+00:00,-1.0000000000000042,none,,,,,
138.0,CADJPY,2010-09-28 17:00:00+00:00,-0.9999999999999943,near_1bar,141.0,2010-09-28 16:00:00+00:00,-1.0,0.0,-5.662137425588298e-15
139.0,NZDJPY,2010-09-30 21:00:00+00:00,-1.0000000000000029,near_1bar,143.0,2010-10-01 00:00:00+00:00,0.4340985203847183,1.0,1.4340985203847212
140.0,GBPJPY,2010-10-01 13:00:00+00:00,-1.0000000000000102,none,,,,,
141.0,CADJPY,2010-10-04 09:00:00+00:00,-1.0000000000000078,none,,,,,
142.0,USDCAD,2010-10-04 13:00:00+00:00,-0.9999999999999933,none,,,,,
143.0,NZDCHF,2010-10-05 01:00:00+00:00,3.4760431977092097,none,,,,,
144.0,AUDJPY,2010-10-05 09:00:00+00:00,-1.0000000000000042,near_1bar,145.0,2010-10-05 12:00:00+00:00,0.5424321657093649,1.0,1.5424321657093691
145.0,GBPNZD,2010-10-07 13:00:00+00:00,-1.0000000000000089,near_1bar,146.0,2010-10-07 12:00:00+00:00,-1.0,0.0,8.881784197001252e-15
146.0,CHFJPY,2010-10-08 13:00:00+00:00,-1.0000000000000075,none,,,,,
147.0,NZDCHF,2010-10-08 13:00:00+00:00,2.9201663731093634,none,,,,,
148.0,EURCHF,2010-10-12 17:00:00+00:00,-0.9999999999999906,near_1bar,149.0,2010-10-12 16:00:00+00:00,1.3245716144635191,0.0,2.3245716144635096
149.0,EURNZD,2010-10-12 17:00:00+00:00,-0.9999999999999954,near_1bar,150.0,2010-10-12 16:00:00+00:00,-1.0,0.0,-4.551914400963142e-15
150.0,EURCAD,2010-10-13 17:00:00+00:00,-1.0000000000000058,none,,,,,
151.0,GBPCAD,2010-10-14 05:00:00+00:00,-0.9999999999999993,near_1bar,151.0,2010-10-14 04:00:00+00:00,0.5852817239614829,0.0,1.5852817239614823
152.0,CHFJPY,2010-10-15 09:00:00+00:00,-1.0000000000000067,near_1bar,152.0,2010-10-15 08:00:00+00:00,-1.0,0.0,6.661338147750939e-15
153.0,EURGBP,2010-10-18 05:00:00+00:00,-0.9999999999999938,near_1bar,153.0,2010-10-18 04:00:00+00:00,0.7222816889994913,0.0,1.7222816889994852
154.0,EURJPY,2010-10-18 09:00:00+00:00,-0.9999999999999997,near_1bar,154.0,2010-10-18 08:00:00+00:00,0.5620440741827992,0.0,1.5620440741827988
155.0,EURAUD,2010-10-19 01:00:00+00:00,-1.000000000000007,near_1bar,155.0,2010-10-19 00:00:00+00:00,0.5188539662127303,0.0,1.5188539662127374
156.0,AUDCHF,2010-10-20 01:00:00+00:00,1.8273315388719593,none,,,,,
157.0,GBPUSD,2010-10-20 13:00:00+00:00,-1.0000000000000075,near_1bar,158.0,2010-10-20 12:00:00+00:00,0.8750346545598757,0.0,1.8750346545598833
158.0,CADCHF,2010-10-21 05:00:00+00:00,1.9666410765395979,none,,,,,
159.0,EURJPY,2010-10-22 09:00:00+00:00,-1.0000000000000027,near_1bar,160.0,2010-10-22 08:00:00+00:00,0.5548461732668805,0.0,1.554846173266883
160.0,EURAUD,2010-10-27 01:00:00+00:00,-1.0000000000000062,none,,,,,
161.0,AUDUSD,2010-10-27 17:00:00+00:00,-0.9999999999999999,near_1bar,162.0,2010-10-27 16:00:00+00:00,1.1714740369838386,0.0,2.1714740369838386
162.0,NZDCAD,2010-10-27 21:00:00+00:00,-1.0000000000000002,near_1bar,163.0,2010-10-27 20:00:00+00:00,1.5474292021129001,0.0,2.5474292021129004
163.0,EURGBP,2010-10-28 13:00:00+00:00,-1.0000000000000033,none,,,,,
164.0,USDCAD,2010-11-01 06:00:00+00:00,-1.0000000000000153,none,,,,,
165.0,AUDNZD,2010-11-02 02:00:00+00:00,-0.9999999999999961,near_1bar,166.0,2010-11-02 04:00:00+00:00,0.22805871534408367,0.0,1.2280587153440798
166.0,EURGBP,2010-11-03 14:00:00+00:00,-1.0000000000000078,none,,,,,
167.0,EURCHF,2010-11-09 22:00:00+00:00,-1.0000000000000036,none,,,,,
168.0,EURUSD,2010-11-09 22:00:00+00:00,-1.0000000000000058,none,,,,,
169.0,GBPCAD,2010-11-10 22:00:00+00:00,-0.999999999999996,none,,,,,
170.0,AUDCHF,2010-11-12 10:00:00+00:00,-0.9999999999999967,none,,,,,
171.0,AUDCAD,2010-11-16 10:00:00+00:00,-0.9999999999999978,near_1bar,171.0,2010-11-16 08:00:00+00:00,0.4884211063228258,0.0,1.4884211063228237
172.0,CHFJPY,2010-11-17 02:00:00+00:00,2.3114870754573476,none,,,,,
173.0,GBPUSD,2010-11-18 10:00:00+00:00,-0.9999999999999973,near_1bar,173.0,2010-11-18 08:00:00+00:00,-1.0,0.0,-2.6645352591003757e-15
174.0,AUDUSD,2010-11-23 22:00:00+00:00,-1.000000000000002,near_1bar,174.0,2010-11-23 20:00:00+00:00,0.5413691831515112,0.0,1.541369183151513
175.0,NZDJPY,2010-11-23 22:00:00+00:00,-0.9999999999999999,near_1bar,176.0,2010-11-23 20:00:00+00:00,-1.0,0.0,-1.1102230246251565e-16
176.0,CHFJPY,2010-11-24 10:00:00+00:00,2.447674254925913,near_1bar,178.0,2010-11-24 08:00:00+00:00,1.4754968019431973,0.0,-0.9721774529827156
177.0,CADCHF,2010-11-30 14:00:00+00:00,-1.0000000000000016,near_1bar,180.0,2010-11-30 16:00:00+00:00,-1.0,0.0,1.5543122344752192e-15
178.0,GBPJPY,2010-11-30 14:00:00+00:00,-1.0000000000000027,none,,,,,
179.0,AUDJPY,2010-12-01 06:00:00+00:00,1.1429286213166094,near_1bar,182.0,2010-12-01 04:00:00+00:00,0.9218505072044982,0.0,-0.2210781141121112
180.0,NZDJPY,2010-12-01 14:00:00+00:00,-0.9999999999999958,none,,,,,
181.0,AUDUSD,2010-12-02 14:00:00+00:00,1.3408600128274077,none,,,,,
182.0,NZDUSD,2010-12-03 18:00:00+00:00,-1.0000000000000016,none,,,,,
183.0,USDJPY,2010-12-05 22:00:00+00:00,-0.9999999999999969,none,,,,,
184.0,CADCHF,2010-12-06 06:00:00+00:00,-0.9999999999999963,none,,,,,
185.0,USDCAD,2010-12-07 14:00:00+00:00,-1.0000000000000144,near_1bar,185.0,2010-12-07 16:00:00+00:00,-1.0,0.0,1.4432899320127035e-14
186.0,USDCHF,2010-12-07 18:00:00+00:00,-1.0000000000000053,none,,,,,
187.0,GBPAUD,2010-12-08 10:00:00+00:00,-0.9999999999999966,none,,,,,
188.0,CADCHF,2010-12-10 10:00:00+00:00,-0.9999999999999929,near_1bar,187.0,2010-12-10 08:00:00+00:00,0.5213418912554713,0.0,1.5213418912554642
189.0,EURCAD,2010-12-16 06:00:00+00:00,-0.9999999999999916,none,,,,,
190.0,EURUSD,2010-12-17 18:00:00+00:00,-1.0000000000000004,near_1bar,189.0,2010-12-17 16:00:00+00:00,0.419926795039812,0.0,1.4199267950398125
191.0,CADJPY,2010-12-20 18:00:00+00:00,-1.0000000000000047,none,,,,,
192.0,NZDUSD,2010-12-20 22:00:00+00:00,-0.9999999999999952,none,,,,,
193.0,NZDJPY,2010-12-21 02:00:00+00:00,-0.999999999999997,near_1bar,193.0,2010-12-21 04:00:00+00:00,0.6407178866112089,0.0,1.6407178866112058
194.0,EURJPY,2010-12-21 22:00:00+00:00,-0.9999999999999977,none,,,,,
195.0,GBPNZD,2010-12-23 18:00:00+00:00,-1.0000000000000029,none,,,,,
196.0,CADJPY,2010-12-24 14:00:00+00:00,-1.0000000000000033,none,,,,,
197.0,USDJPY,2010-12-26 22:00:00+00:00,-1.0000000000000084,none,,,,,
198.0,EURUSD,2010-12-27 22:00:00+00:00,-0.9999999999999877,near_1bar,197.0,2010-12-27 20:00:00+00:00,0.7878026048921317,0.0,1.7878026048921194
199.0,AUDNZD,2010-12-29 02:00:00+00:00,-0.9999999999999991,none,,,,,
200.0,NZDJPY,2010-12-29 10:00:00+00:00,-1.0000000000000049,near_1bar,199.0,2010-12-29 12:00:00+00:00,0.751160542120436,0.0,1.751160542120441
201.0,AUDJPY,2010-12-30 18:00:00+00:00,-1.0000000000000069,none,,,,,
202.0,AUDCAD,2011-01-03 14:00:00+00:00,-0.9999999999999962,near_1bar,202.0,2011-01-03 16:00:00+00:00,-1.0,0.0,-3.774758283725532e-15
203.0,EURJPY,2011-01-04 02:00:00+00:00,-0.999999999999993,none,,,,,
204.0,AUDJPY,2011-01-05 10:00:00+00:00,-0.9999999999999999,none,,,,,
205.0,USDJPY,2011-01-05 10:00:00+00:00,-0.9999999999999919,near_1bar,203.0,2011-01-05 12:00:00+00:00,-1.0,0.0,-8.104628079763643e-15
206.0,CHFJPY,2011-01-06 10:00:00+00:00,-0.9999999999999922,none,,,,,
207.0,AUDUSD,2011-01-11 10:00:00+00:00,2.1790855106672726,none,,,,,
208.0,NZDCAD,2011-01-12 06:00:00+00:00,-1.0000000000000082,near_1bar,204.0,2011-01-12 04:00:00+00:00,0.9359098119697393,0.0,1.9359098119697475
209.0,AUDCHF,2011-01-17 06:00:00+00:00,-0.9999999999999953,near_1bar,207.0,2011-01-17 04:00:00+00:00,0.7291270468630441,0.0,1.7291270468630393
210.0,AUDCHF,2011-01-20 14:00:00+00:00,-0.9999999999999961,near_1bar,208.0,2011-01-20 12:00:00+00:00,0.7984895426144776,0.0,1.7984895426144738
211.0,NZDUSD,2011-01-21 10:00:00+00:00,-0.9999999999999979,none,,,,,
212.0,GBPAUD,2011-01-25 10:00:00+00:00,-1.0000000000000047,near_1bar,211.0,2011-01-25 12:00:00+00:00,0.6108787181936735,0.0,1.6108787181936781
213.0,USDJPY,2011-01-31 06:00:00+00:00,-0.9999999999999936,none,,,,,
214.0,AUDCHF,2011-02-02 22:00:00+00:00,-0.9999999999999956,none,,,,,
215.0,USDJPY,2011-02-04 14:00:00+00:00,-0.9999999999999934,near_1bar,216.0,2011-02-04 12:00:00+00:00,0.9865036926112525,0.0,1.986503692611246
