risk_pct,governance,view,worst_fold_or_period_roi_pct,mean_fold_roi_pct,trailing_dd_pct,from_initial_dd_pct,daily_dd_pct,kills,verdict_trailing,verdict_from_initial
0.4,off,per_fold,13.771609037894962,28.845070285100167,7.7337829134641405,5.549348398994569,3.858526030905872,0,PASS-DEPLOYABLE,PASS-DEPLOYABLE
0.4,on,per_fold,13.771609037894962,28.845070285100167,7.7337829134641405,5.549348398994569,3.858526030905872,0,PASS-DEPLOYABLE,PASS-DEPLOYABLE
0.4,off,continuous,32.35436950134816,,8.200113715251584,3.0072212875356774,4.013873928568671,0,PASS-VIABLE,PASS-DEPLOYABLE
0.4,on,continuous,32.35436950134816,,8.200113715251584,3.0072212875356774,4.013873928568671,0,PASS-VIABLE,PASS-DEPLOYABLE
0.5,off,per_fold,17.215677308525514,36.078031076743656,9.507165098819776,6.9366854987432,4.763075682179198,0,PASS-VIABLE,PASS-DEPLOYABLE
0.5,on,per_fold,17.215677308525514,35.52727577341078,10.435376348897696,6.9366854987432,4.763075682179198,0,FAIL,PASS-DEPLOYABLE
0.5,off,continuous,41.50863664082438,,10.14965608106868,3.748751922856397,5.002479944620672,0,FAIL,PASS-DEPLOYABLE
0.5,on,continuous,40.907169068861336,,10.731980061732136,3.748751922856397,5.002479944620692,0,FAIL,PASS-DEPLOYABLE
