cluster_id,n_trades,shape_tag,reach_1r,reach_2r,reach_3r,mfe_p25,mfe_p50,mfe_p75,mfe_p90,wrong_way_pp,ttp_p25,ttp_p50,ttp_p75,mean_r,final_r_p25,final_r_p50,selected_sl,capturability_composite,is_candidate
0,636,bimodal,1.0,1.0,1.0,6.321872155265276,7.870189218073309,10.237056348582888,13.042871398908808,0.0047169811320754715,240,240,240,5.622405842822075,3.074380922346231,5.258908926604904,1.5,1.9982013536532843,True
1,1839,unclassified,0.9603045133224578,0.5367047308319739,0.32028276237085374,1.389216554629607,2.114999183571737,3.3810855676617413,4.705675222284472,0.03969548667754214,29,58,129,-0.6420941226033253,-1.0,-1.0,1.5,0.9678432480056479,True
2,1588,unclassified,0.045969773299748114,0.022670025188916875,0.01322418136020151,0.3316521734051408,0.5059525595894241,0.7295807482241587,0.8951312842642124,0.9691435768261965,6,11,19,-0.9856029833506947,-1.0,-1.0,1.5,0.18654661792644897,False
3,1112,monotonic_down,0.00539568345323741,0.0008992805755395684,0.0008992805755395684,0.02179822901797311,0.0967214126816511,0.2123485834152867,0.40918836796858093,0.9964028776978417,2,3,6,-0.9992698260219911,-1.0,-1.0,1.5,0.02690714802589864,False
