cluster_label,size,size_fraction,centroid_monotonicity_ratio_in_profit,centroid_local_peaks_count,centroid_pullback_magnitude_median,centroid_time_to_peak_mfe_relative
0,472,0.287279367,0.5424137057,21.04237288,0.2616847682,0.8257537051
1,239,0.1454656117,0.0135385535,0.5439330544,0.01010363139,0.1094634907
2,617,0.3755325624,0.5324608615,6.557536467,0.1604603887,0.3025315911
3,315,0.1917224589,0.5031343854,8.19047619,0.5753246452,0.6308163716
