fold_id,pair,val_auc,n_val,n_pos,clean_rate
5,GBP_AUD,0.6732900341125907,1138,159,0.13971880492091387
5,GBP_CAD,0.6051405098492345,1138,191,0.1678383128295255
5,GBP_CHF,0.5245124593716143,1139,216,0.18964003511852504
5,GBP_JPY,0.49164678659187466,1139,357,0.31343283582089554
5,GBP_NZD,0.4540523728607841,1138,214,0.18804920913884007
5,GBP_USD,0.594704728937769,1139,193,0.1694468832309043
5,NZD_CAD,0.23988373848709044,1141,179,0.15687992988606486
5,NZD_CHF,0.5143683825185852,1140,368,0.32280701754385965
5,NZD_JPY,0.5148502984751477,1141,312,0.27344434706397897
5,NZD_USD,0.43956174119040575,1141,220,0.19281332164767748
5,USD_CAD,0.7296342637151106,1139,100,0.08779631255487269
5,USD_CHF,0.4577094825321776,1139,329,0.28884986830553117
5,USD_JPY,0.3989082020640956,1139,350,0.30728709394205445
6,AUD_CAD,0.5337362661437851,1139,193,0.1694468832309043
6,AUD_CHF,0.2578919521024784,1139,189,0.16593503072870938
6,AUD_JPY,0.4637849493984171,1138,223,0.19595782073813708
6,AUD_NZD,0.42874647678386,1138,175,0.15377855887521968
6,AUD_USD,0.5890105433901055,1139,180,0.15803336259877085
6,CAD_CHF,0.445699022643113,1139,170,0.14925373134328357
6,CAD_JPY,0.572984541410147,1139,187,0.16417910447761194
6,CHF_JPY,0.4777422095902252,1139,343,0.30114135206321335
6,EUR_AUD,0.45444908067033046,1139,272,0.23880597014925373
6,EUR_CAD,0.28010102576027696,1139,266,0.23353819139596138
6,EUR_CHF,0.5566773306132542,1139,128,0.11237928007023705
6,EUR_GBP,0.6053838110303777,1139,151,0.13257243195785778
6,EUR_JPY,0.6379174361341952,1140,228,0.2
6,EUR_NZD,0.4762124157431017,1135,277,0.24405286343612334
6,EUR_USD,0.41995408339484896,1140,149,0.1307017543859649
6,GBP_AUD,0.3517772161522865,1140,368,0.32280701754385965
6,GBP_CAD,0.2407535880938914,1140,256,0.22456140350877193
6,GBP_CHF,0.4270039840974097,1140,273,0.2394736842105263
6,GBP_JPY,0.3147100424328147,1140,202,0.17719298245614035
6,GBP_NZD,0.44267649881041576,1139,428,0.37576821773485514
6,GBP_USD,0.5097424768518519,1140,180,0.15789473684210525
6,NZD_CAD,0.8254134615384615,1140,100,0.08771929824561403
6,NZD_CHF,0.41478524312156373,1140,171,0.15
6,NZD_JPY,0.42354543309957327,1140,198,0.1736842105263158
6,NZD_USD,0.6001002506265665,1139,75,0.06584723441615452
6,USD_CAD,0.39813584672331825,1139,278,0.2440737489025461
6,USD_CHF,0.4752028789137055,1139,137,0.1202809482001756
6,USD_JPY,0.6323693966970003,1139,150,0.13169446883230904
7,AUD_CAD,0.31559790280298444,1139,95,0.08340649692712906
7,AUD_CHF,0.41232862741669946,1139,137,0.1202809482001756
7,AUD_JPY,0.3757973797928527,1139,183,0.16066725197541704
7,AUD_NZD,0.5343606568151693,1139,193,0.1694468832309043
7,AUD_USD,0.6169556388628553,1139,72,0.06321334503950835
7,CAD_CHF,0.47299390344373043,1139,119,0.1044776119402985
7,CAD_JPY,0.4013888888888889,1139,99,0.08691834942932397
7,CHF_JPY,0.3996249184605349,1139,336,0.29499561018437226
7,EUR_AUD,0.5676234684855375,1139,203,0.17822651448639157
7,EUR_CAD,0.3786372232050266,1139,169,0.14837576821773485
7,EUR_CHF,0.6352079791035214,1139,167,0.1466198419666374
7,EUR_GBP,0.5742199791833079,1139,293,0.257243195785777
7,EUR_JPY,0.5045206489675517,1139,339,0.2976294995610184
