pair,spearman_rho,p_value
fold_1_vs_fold_2,0.9749999999999999,7.143705965229259e-10
fold_2_vs_fold_3,0.9785714285714284,2.6454560123987506e-10
fold_3_vs_fold_4,0.9928571428571428,2.1681214863293047e-13
fold_4_vs_fold_5,0.9928571428571428,2.1681214863293047e-13
fold_5_vs_fold_6,0.982142857142857,8.157333508978719e-11
fold_6_vs_fold_7,0.9964285714285712,2.4159793199703495e-15
fold_1_vs_fold_7,0.9928571428571428,2.1681214863293047e-13
