cluster_label,size,size_fraction,centroid_monotonicity_ratio_in_profit,centroid_local_peaks_count,centroid_pullback_magnitude_median,centroid_time_to_peak_mfe_relative
0,487,0.2537780094,0.5429485619,21.52156057,0.3303374582,0.807052579
1,360,0.1875977071,0.006435185185,0.4777777778,0.006850856069,0.1065669089
2,410,0.2136529442,0.5026773472,8.114634146,0.6662842072,0.621408719
3,662,0.3449713392,0.5348024325,5.777945619,0.1798126145,0.3114353251
