cluster_label,size,size_fraction,centroid_monotonicity_ratio_in_profit,centroid_local_peaks_count,centroid_pullback_magnitude_median,centroid_time_to_peak_mfe_relative
0,741,0.3861386139,0.5305314993,17.26315789,0.4652721229,0.7874892234
1,369,0.1922876498,0.01405342625,0.512195122,0.006683762019,0.1080396088
2,809,0.4215737363,0.5297404002,5.962917182,0.2575033064,0.3324478653
