trade_id,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative
317,0.5454545455,3,0.2446381571,0.6
318,0.5617977528,11,0.3169357283,0.5416666667
319,0.5490196078,14,0.5205015192,0.7256637168
320,0.4769230769,6,0.477866863,0.3055555556
321,0.5882352941,4,0.4730220657,0.5172413793
322,0.5744680851,19,0.9626740547,0.6181818182
323,0.375,3,0.3196499095,0.6666666667
324,0.5714285714,14,0.9102613374,0.5784313725
325,0.5714285714,2,0,0.06060606061
326,0,0,0,0
327,0.6086956522,12,0.445072203,0.5641025641
328,0.5051546392,16,0.344915102,0.8
329,0.4444444444,1,0,0.6153846154
330,0.5882352941,7,0.3132171901,0.6486486486
331,0.5591397849,17,0.3228723342,0.3
332,0.4905660377,14,0.3581522235,0.3174603175
333,0.4722222222,7,0.3828142777,0.3617021277
334,0.5652173913,8,0.7432372043,0.3043478261
335,0.5333333333,5,0.3724766539,0.3714285714
336,0.4838709677,2,0.312948598,0.3513513514
337,0.4,2,0.4097644103,0.4
338,0,1,0,0.6666666667
339,0.5128205128,10,0.2416601062,0.45
340,0,1,0,0.1
341,0.4608695652,12,0.381726566,0.375
342,0.5,13,0.4856796498,1
343,0.4545454545,8,0.4294987434,0.4385964912
344,0.4814814815,10,0.3346917694,0.6083333333
345,0.5360824742,21,0.5732192977,0.975
346,0,0,0,0
347,0.55,19,0.2263575168,0.8916666667
348,0.5666666667,33,0.162671827,0.675
349,0.5462184874,29,0.436605642,0.675
350,0.547008547,31,0.305891712,0.8083333333
351,0.4956521739,9,0.397543977,0.2583333333
352,0.5,12,0.8307934806,0.8666666667
353,0,0,0,0
354,0.5340909091,8,0.3547715162,0.3416666667
355,0.4545454545,7,0.3014522506,0.1592920354
356,0.5744680851,6,1.088990658,0.947826087
357,0.5,1,0,0.2903225806
358,0.5,1,0,0.07142857143
359,0.2222222222,2,0.7348634061,0.7173913043
360,0.5416666667,18,0.30887944,0.525
361,0.5,3,0.6809077472,0.4615384615
362,0.5625,6,0.6995249686,0.7647058824
363,0.4545454545,3,0.4273064533,0.2727272727
364,0.511627907,3,0.2125471733,0.2
365,0.5142857143,11,0.7722033396,0.5416666667
366,0.5517241379,8,0.5157779068,0.8372093023
367,0.5630252101,29,0.223637402,0.725
368,0.3333333333,2,0,0.1818181818
369,0.5384615385,8,0.5290710335,0.9583333333
370,0.5692307692,7,1.093713731,0.9833333333
371,0.4814814815,12,0.2081776977,0.2098765432
372,0.5546218487,17,0.9168691179,0.9416666667
