pos,ts,equity,dd_trailing
80,2010-02-18 10:00:00+00:00,0.9851165022397248,0.014932552644583996
81,2010-02-18 14:00:00+00:00,0.9833531149206495,0.016695852153983278
82,2010-02-18 18:00:00+00:00,0.9833287448493384,0.016720221011761703
83,2010-02-18 22:00:00+00:00,0.981700169508768,0.018348715255756452
84,2010-02-19 02:00:00+00:00,0.9808597084845068,0.01918913442840097
85,2010-02-19 06:00:00+00:00,0.977311081816682,0.02273758438872944
86,2010-02-19 10:00:00+00:00,0.978579048170029,0.0214696811750645
87,2010-02-19 14:00:00+00:00,0.9771196508215473,0.02292900585136189
88,2010-02-19 18:00:00+00:00,0.9759771362564877,0.02407146352373951
89,2010-02-19 22:00:00+00:00,0.976001093802689,0.024047507170528826
90,2010-02-21 22:00:00+00:00,0.976898362204039,0.023150283449576984
91,2010-02-22 02:00:00+00:00,0.9766149067899665,0.023433724748697066
92,2010-02-22 06:00:00+00:00,0.9762523593318851,0.02379625415335679
93,2010-02-22 10:00:00+00:00,0.9757362282191238,0.024312359564841252
94,2010-02-22 14:00:00+00:00,0.9761918133957319,0.023856797074563174
95,2010-02-22 18:00:00+00:00,0.9751855722660145,0.02486298809747379
96,2010-02-22 22:00:00+00:00,0.9754665206084341,0.024582053745164457
97,2010-02-23 02:00:00+00:00,0.979409673041315,0.02063909766559402
98,2010-02-23 06:00:00+00:00,0.9746826914745925,0.0253658438474322
99,2010-02-23 10:00:00+00:00,0.9776167479309769,0.02243193349539156
100,2010-02-23 14:00:00+00:00,0.9770141599485824,0.023034491471300773
101,2010-02-23 18:00:00+00:00,0.9768222632296513,0.023226378634538445
102,2010-02-23 22:00:00+00:00,0.9758757084749798,0.024172886254547242
103,2010-02-24 02:00:00+00:00,0.9754184902619012,0.024630081699977092
104,2010-02-24 06:00:00+00:00,0.9764220881086989,0.023626533828361156
105,2010-02-24 10:00:00+00:00,0.9749254171790575,0.025123130229742108
106,2010-02-24 14:00:00+00:00,0.9731235775984622,0.026924880085891563
107,2010-02-24 18:00:00+00:00,0.9721897699183424,0.027858641266102414
108,2010-02-24 22:00:00+00:00,0.9720592432716422,0.027989161413094685
109,2010-02-25 02:00:00+00:00,0.9732615019642193,0.02678696258821939
110,2010-02-25 06:00:00+00:00,0.9694769487748394,0.030571327321900533
111,2010-02-25 10:00:00+00:00,0.9719112977666595,0.028137099550979518
112,2010-02-25 14:00:00+00:00,0.9746946834669092,0.02535385245226901
113,2010-02-25 18:00:00+00:00,0.9722065967948968,0.027841815227459484
114,2010-02-25 22:00:00+00:00,0.9722173999330597,0.027831012627249987
115,2010-02-26 02:00:00+00:00,0.9728327213953806,0.02721572180549096
116,2010-02-26 06:00:00+00:00,0.9722751496513014,0.027773265784714618
117,2010-02-26 10:00:00+00:00,0.9720799605355239,0.027968445180850288
118,2010-02-26 14:00:00+00:00,0.9696417898808639,0.030406494424307543
119,2010-02-26 18:00:00+00:00,0.9699875614336935,0.03006074008952629
120,2010-02-26 22:00:00+00:00,0.9699875614336935,0.03006074008952629
121,2010-02-28 22:00:00+00:00,0.9708715836373706,0.02917676190663944
122,2010-03-01 02:00:00+00:00,0.9713578772664975,0.028690492493001443
123,2010-03-01 06:00:00+00:00,0.9727960021670922,0.02725243920530782
124,2010-03-01 10:00:00+00:00,0.9696309990142019,0.0304172847536273
125,2010-03-01 14:00:00+00:00,0.9659959630483789,0.03405213970911465
126,2010-03-01 18:00:00+00:00,0.9662719665346657,0.03377614996670382
127,2010-03-01 22:00:00+00:00,0.9664397955038249,0.03360832935475996
128,2010-03-02 02:00:00+00:00,0.9671181108368425,0.03293004779914844
129,2010-03-02 06:00:00+00:00,0.962512480771436,0.037535448522492826
130,2010-03-02 10:00:00+00:00,0.9664571524873247,0.03359097323556891
131,2010-03-02 14:00:00+00:00,0.9670276290048301,0.03302052512552545
132,2010-03-02 18:00:00+00:00,0.9663294494399686,0.03371866992382108
133,2010-03-02 22:00:00+00:00,0.9661665648381833,0.033881546414600915
134,2010-03-03 02:00:00+00:00,0.967565925056159,0.03248225587919924
135,2010-03-03 06:00:00+00:00,0.9660137608500964,0.034034342793656885
136,2010-03-03 10:00:00+00:00,0.9673816343620685,0.03266653739634608
137,2010-03-03 14:00:00+00:00,0.9667106682340101,0.03333747011295952
138,2010-03-03 18:00:00+00:00,0.966116962338514,0.03393114644426303
139,2010-03-03 22:00:00+00:00,0.9670518140373432,0.032996341297330783
140,2010-03-04 02:00:00+00:00,0.9651259946050784,0.03492206483144622
141,2010-03-04 06:00:00+00:00,0.9655023890251834,0.03454568915428659
142,2010-03-04 10:00:00+00:00,0.9674815753515055,0.032566601383572924
143,2010-03-04 14:00:00+00:00,0.9666251087794475,0.033423025307001496
144,2010-03-04 18:00:00+00:00,0.9656850183440856,0.03436306892959818
145,2010-03-04 22:00:00+00:00,0.9681851162830681,0.031863095485550885
146,2010-03-05 02:00:00+00:00,0.9683687571578095,0.03167946375539485
147,2010-03-05 06:00:00+00:00,0.9689782780970048,0.031069973167918437
148,2010-03-05 10:00:00+00:00,0.978522153628468,0.021526572883503684
149,2010-03-05 14:00:00+00:00,0.9829906180480571,0.01705833097567294
150,2010-03-05 18:00:00+00:00,0.983459276405412,0.016589695955640547
151,2010-03-07 22:00:00+00:00,0.9861982050794947,0.013850903669313882
152,2010-03-08 02:00:00+00:00,0.9874130985660156,0.012636070679657437
153,2010-03-08 06:00:00+00:00,0.9862237733184158,0.013825336703589422
154,2010-03-08 10:00:00+00:00,0.9867867140052824,0.013262424048930412
155,2010-03-08 14:00:00+00:00,0.9875788516052318,0.012470325894283355
156,2010-03-08 18:00:00+00:00,0.9875819550342314,0.012467222619822216
157,2010-03-08 22:00:00+00:00,0.9830215888340383,0.017027361731913673
158,2010-03-09 02:00:00+00:00,0.98298360174596,0.01706534692838609
159,2010-03-09 06:00:00+00:00,0.9818070919810615,0.01824179810777688
160,2010-03-09 10:00:00+00:00,0.9830690460895167,0.016979906839617885
161,2010-03-09 14:00:00+00:00,0.9868179193875686,0.013231220220548175
162,2010-03-09 18:00:00+00:00,0.9861217171968238,0.013927387743192389
163,2010-03-09 22:00:00+00:00,0.9873360188992207,0.012713146508191374
164,2010-03-10 02:00:00+00:00,0.9899588019449195,0.010090494066658316
165,2010-03-10 06:00:00+00:00,0.9899432645003952,0.010106030737479683
166,2010-03-10 10:00:00+00:00,0.9912050708536556,0.00884428721715781
167,2010-03-10 14:00:00+00:00,0.9916017738686476,0.008447603956398441
168,2010-03-10 18:00:00+00:00,0.989633107239143,0.010416172554133636
169,2010-03-10 22:00:00+00:00,0.9894444703066291,0.010604800093278466
170,2010-03-11 02:00:00+00:00,0.9890906321248039,0.010958620655369332
171,2010-03-11 06:00:00+00:00,0.9894732996500559,0.010575972185438274
172,2010-03-11 10:00:00+00:00,0.9915672919170754,0.008482084190906562
173,2010-03-11 14:00:00+00:00,0.9919956654974939,0.008053731941788884
174,2010-03-11 18:00:00+00:00,0.9914086187169793,0.008640749489708296
175,2010-03-11 22:00:00+00:00,0.9927208546159939,0.007328578934823076
176,2010-03-12 02:00:00+00:00,0.9926500052953923,0.007399424727410296
177,2010-03-12 06:00:00+00:00,0.9874664370881581,0.01258273481356122
178,2010-03-12 10:00:00+00:00,0.9901182569946096,0.009931046957195516
179,2010-03-12 14:00:00+00:00,0.9877131730060316,0.012336011182155241
180,2010-03-12 18:00:00+00:00,0.9882163853492816,0.011832823896878801
181,2010-03-14 22:00:00+00:00,0.988914896690357,0.011134347338890365
182,2010-03-15 02:00:00+00:00,0.9881175534698773,0.011931650854848524
183,2010-03-15 06:00:00+00:00,0.9883157806813495,0.011733433514303143
184,2010-03-15 10:00:00+00:00,0.9877799435079697,0.01226924400512256
185,2010-03-15 14:00:00+00:00,0.9862620027869297,0.013787109138751088
186,2010-03-15 18:00:00+00:00,0.9866440383204484,0.013405092629082634
187,2010-03-15 22:00:00+00:00,0.9854033003196215,0.014645768846091135
188,2010-03-16 02:00:00+00:00,0.9852432177280088,0.01480584346622738
189,2010-03-16 06:00:00+00:00,0.9863737984006917,0.01367531909196601
190,2010-03-16 10:00:00+00:00,0.9869970787649773,0.013052069764563953
191,2010-03-16 14:00:00+00:00,0.9933430037526572,0.006706460778712735
192,2010-03-16 18:00:00+00:00,0.9931643795867949,0.0068850760498018375
193,2010-03-16 22:00:00+00:00,0.9943397893866514,0.005709724780679211
194,2010-03-17 02:00:00+00:00,0.9950105366093804,0.005039010958494464
195,2010-03-17 06:00:00+00:00,0.9957486077591398,0.004300976561743319
196,2010-03-17 10:00:00+00:00,0.9960562090278103,0.003993390610392688
197,2010-03-17 14:00:00+00:00,0.9951881384034377,0.004861418008300305
198,2010-03-17 18:00:00+00:00,0.9944285685561322,0.005620950032048002
199,2010-03-17 22:00:00+00:00,0.9939108328095768,0.006138659997422034
200,2010-03-18 02:00:00+00:00,0.9934174028280468,0.006632065408101186
201,2010-03-18 06:00:00+00:00,0.9924585352407197,0.007590885247635562
202,2010-03-18 10:00:00+00:00,0.993369704336642,0.006679761524310842
203,2010-03-18 14:00:00+00:00,0.9922650354244804,0.007784375428353486
204,2010-03-18 18:00:00+00:00,0.9929978670869295,0.0070515802580069465
205,2010-03-18 22:00:00+00:00,0.9932321377240244,0.006817321286658139
206,2010-03-19 02:00:00+00:00,0.9933300576566924,0.006719406230013444
207,2010-03-19 06:00:00+00:00,0.9924451322420684,0.007604287578870797
208,2010-03-19 10:00:00+00:00,0.9924981061393319,0.007551316319496778
209,2010-03-19 14:00:00+00:00,0.9897965065287041,0.010252781401207361
210,2010-03-19 18:00:00+00:00,0.9899854427349466,0.010063854603236597
211,2010-03-21 22:00:00+00:00,0.9888065697389923,0.011242668896003727
212,2010-03-22 02:00:00+00:00,0.9902497738499936,0.009799536650827985
213,2010-03-22 06:00:00+00:00,0.9886600711505952,0.011389160189353707
214,2010-03-22 10:00:00+00:00,0.986584893412316,0.013464234592033823
215,2010-03-22 14:00:00+00:00,0.9900267461571579,0.010022553237771457
216,2010-03-22 18:00:00+00:00,0.9899884746426967,0.01006082284646346
217,2010-03-22 22:00:00+00:00,0.9884633876098046,0.011585833936086134
218,2010-03-23 02:00:00+00:00,0.9892363881475563,0.010812871890687177
219,2010-03-23 06:00:00+00:00,0.9877897893604469,0.012259398642929652
220,2010-03-23 10:00:00+00:00,0.9899642920418581,0.01008500424310469
221,2010-03-23 14:00:00+00:00,0.9902816646600178,0.00976764742883931
222,2010-03-23 18:00:00+00:00,0.9889884369150347,0.011060810776223458
223,2010-03-23 22:00:00+00:00,0.9902871659231927,0.00976214643960545
224,2010-03-24 02:00:00+00:00,0.9897021091012387,0.010347174128056283
225,2010-03-24 06:00:00+00:00,0.9858554061094414,0.014193685569341672
226,2010-03-24 10:00:00+00:00,0.9855501074394248,0.01449896903669859
227,2010-03-24 14:00:00+00:00,0.9842593134804348,0.01578969871928253
228,2010-03-24 18:00:00+00:00,0.9820495746237615,0.017999327539748217
229,2010-03-24 22:00:00+00:00,0.9840887559776881,0.015960247728943895
230,2010-03-25 02:00:00+00:00,0.9838259765892523,0.01622301403201112
231,2010-03-25 06:00:00+00:00,0.9822834511639532,0.017765462645678173
232,2010-03-25 10:00:00+00:00,0.9795808684745883,0.02046791075717254
233,2010-03-25 14:00:00+00:00,0.9798302628203426,0.020218528830264867
234,2010-03-25 18:00:00+00:00,0.9761371193643823,0.023911488382367525
235,2010-03-25 22:00:00+00:00,0.9761481071327188,0.02390050116117817
236,2010-03-26 02:00:00+00:00,0.9789932251341242,0.021055524835335078
237,2010-03-26 06:00:00+00:00,0.9737202882246523,0.02632819917351777
238,2010-03-26 10:00:00+00:00,0.9728901904904235,0.027158255572180462
239,2010-03-26 14:00:00+00:00,0.9700327148380982,0.030015588933581576
240,2010-03-26 18:00:00+00:00,0.9724830989083199,0.027565326882742165
241,2010-03-28 21:00:00+00:00,0.9755325706777919,0.02451600696483747
242,2010-03-29 01:00:00+00:00,0.9799733696825502,0.02007542909420987
243,2010-03-29 05:00:00+00:00,0.9856616835493842,0.014387398482785786
244,2010-03-29 09:00:00+00:00,0.9873448814380124,0.012704284410718943
245,2010-03-29 13:00:00+00:00,0.9912711064039171,0.008778254955204087
246,2010-03-29 17:00:00+00:00,0.9944744248718259,0.005575095999816407
247,2010-03-29 21:00:00+00:00,0.9937887877086731,0.00626069902096509
248,2010-03-30 01:00:00+00:00,0.99714607198318,0.0029035819258642044
249,2010-03-30 05:00:00+00:00,0.9985980055156355,0.001451720693924691
250,2010-03-30 09:00:00+00:00,1.001376056868893,0.0
251,2010-03-30 13:00:00+00:00,1.0022936545892527,0.0
252,2010-03-30 17:00:00+00:00,1.0013381647354562,0.0009533033052953136
253,2010-03-30 21:00:00+00:00,1.0048570351986974,0.0
254,2010-03-31 01:00:00+00:00,0.9963255647727083,0.008490233065146556
255,2010-03-31 05:00:00+00:00,0.9962073737080293,0.008607852846407938
256,2010-03-31 09:00:00+00:00,0.993898114165569,0.010905950447927621
257,2010-03-31 13:00:00+00:00,0.9960207004605592,0.008793623797828009
258,2010-03-31 17:00:00+00:00,0.997468922187668,0.007352402135064388
259,2010-03-31 21:00:00+00:00,0.9955160888504643,0.009295796338218476
260,2010-04-01 01:00:00+00:00,0.9956543534198212,0.009158200078737038
261,2010-04-01 05:00:00+00:00,0.9977357738634209,0.007086840302479772
262,2010-04-01 09:00:00+00:00,0.995317074390239,0.009493848850420818
263,2010-04-01 13:00:00+00:00,1.008366251827782,0.0
264,2010-04-01 17:00:00+00:00,1.0040621743507687,0.004268367241775188
265,2010-04-01 21:00:00+00:00,1.0057436456553932,0.0026008468328199913
266,2010-04-02 01:00:00+00:00,1.00261995686133,0.005698618885782944
267,2010-04-02 05:00:00+00:00,1.0026385160672187,0.005680213662626262
268,2010-04-02 09:00:00+00:00,1.0063175214267919,0.0020317324159516642
269,2010-04-02 13:00:00+00:00,1.0106321228339754,0.0
270,2010-04-02 17:00:00+00:00,1.0106461154494712,0.0
271,2010-04-02 21:00:00+00:00,1.0096601801473342,0.0009755494896436672
272,2010-04-04 21:00:00+00:00,1.0140610323249735,0.0
273,2010-04-05 01:00:00+00:00,1.0125536064201104,0.001486523845026321
274,2010-04-05 05:00:00+00:00,1.0144239108744044,0.0
275,2010-04-05 09:00:00+00:00,1.0151941278071974,0.0
276,2010-04-05 13:00:00+00:00,1.013451827009127,0.0017162242672085811
277,2010-04-05 17:00:00+00:00,1.0133062273392155,0.0018596447874060923
278,2010-04-05 21:00:00+00:00,1.0121310821818246,0.0030172018744720076
279,2010-04-06 01:00:00+00:00,1.0094780218350445,0.005630554605846253
280,2010-04-06 05:00:00+00:00,1.0250472711106176,0.0
281,2010-04-06 09:00:00+00:00,1.0236008169353865,0.001411109727323926
282,2010-04-06 13:00:00+00:00,1.0300161489613313,0.0
283,2010-04-06 17:00:00+00:00,1.0388327608482102,0.0
284,2010-04-06 21:00:00+00:00,1.0363078942034085,0.002430484231879739
285,2010-04-07 01:00:00+00:00,1.0364041798823498,0.0023377978221224573
286,2010-04-07 05:00:00+00:00,1.0349934388854773,0.003695803701452413
287,2010-04-07 09:00:00+00:00,1.0358501926817192,0.0028710763453933916
288,2010-04-07 13:00:00+00:00,1.0434046088284719,0.0
289,2010-04-07 17:00:00+00:00,1.0447205033608977,0.0
290,2010-04-07 21:00:00+00:00,1.041490854310502,0.003091400082611493
291,2010-04-08 01:00:00+00:00,1.0442288953590644,0.00047056413677325714
292,2010-04-08 05:00:00+00:00,1.0363733074512467,0.007989884263588076
293,2010-04-08 09:00:00+00:00,1.0380471566079283,0.006387686210331872
294,2010-04-08 13:00:00+00:00,1.0421304389739385,0.0024791936011850767
295,2010-04-08 17:00:00+00:00,1.042835996266488,0.001803838527479145
296,2010-04-08 21:00:00+00:00,1.0438188570475615,0.0008630502708002766
297,2010-04-09 01:00:00+00:00,1.0417947473586495,0.0028005155377308637
298,2010-04-09 05:00:00+00:00,1.0447894961866733,0.0
299,2010-04-09 09:00:00+00:00,1.0563832806066629,0.0
300,2010-04-09 13:00:00+00:00,1.0584086372750414,0.0
301,2010-04-09 17:00:00+00:00,1.0556352611043802,0.0026203264722040463
302,2010-04-09 21:00:00+00:00,1.0562599532548969,0.0020301081685014637
303,2010-04-11 21:00:00+00:00,1.0581066737564937,0.0002852995600311336
304,2010-04-12 01:00:00+00:00,1.0517354622610826,0.006304913602310954
305,2010-04-12 05:00:00+00:00,1.046548284787913,0.011205834938822677
306,2010-04-12 09:00:00+00:00,1.043093791544098,0.014469690808998532
307,2010-04-12 13:00:00+00:00,1.0385745762213745,0.018739511711404123
308,2010-04-12 17:00:00+00:00,1.0382865588929642,0.019011634706499716
309,2010-04-12 21:00:00+00:00,1.0365747711255773,0.020628956889162577
310,2010-04-13 01:00:00+00:00,1.0327242037900606,0.024267029368833848
311,2010-04-13 05:00:00+00:00,1.0354644095371361,0.021678042799213208
312,2010-04-13 09:00:00+00:00,1.034406737589619,0.022677346763927735
313,2010-04-13 13:00:00+00:00,1.0332313922602243,0.023787830265291448
314,2010-04-13 17:00:00+00:00,1.0313005484073117,0.02561211984959015
315,2010-04-13 21:00:00+00:00,1.032870820775019,0.02412850349159241
316,2010-04-14 01:00:00+00:00,1.035023827522292,0.02209431114711559
317,2010-04-14 05:00:00+00:00,1.0347904813515423,0.022314780030807373
318,2010-04-14 09:00:00+00:00,1.0373841773267674,0.01986421804191171
319,2010-04-14 13:00:00+00:00,1.0371300475550032,0.020104323576592982
320,2010-04-14 17:00:00+00:00,1.0399827027893542,0.017409093082541585
321,2010-04-14 21:00:00+00:00,1.0420741668354567,0.01543304718453461
322,2010-04-15 01:00:00+00:00,1.0398949986318675,0.01749195725654579
323,2010-04-15 05:00:00+00:00,1.0387038620347306,0.01861736057922044
324,2010-04-15 09:00:00+00:00,1.03757548732934,0.01968346554629235
325,2010-04-15 13:00:00+00:00,1.0369998771337816,0.020227310499258955
326,2010-04-15 17:00:00+00:00,1.0416265433922454,0.015855968377207232
327,2010-04-15 21:00:00+00:00,1.04119320371663,0.01626539405681146
328,2010-04-16 01:00:00+00:00,1.0344474399695156,0.022638890558580337
329,2010-04-16 05:00:00+00:00,1.0338492653104825,0.02320405474750189
330,2010-04-16 09:00:00+00:00,1.034862381760366,0.02224684747027124
331,2010-04-16 13:00:00+00:00,1.0287161966065015,0.028053853325484494
332,2010-04-16 17:00:00+00:00,1.0290294202705144,0.02775791501490977
333,2010-04-16 21:00:00+00:00,1.0275509050960259,0.029154837831313694
334,2010-04-18 21:00:00+00:00,1.02345182284583,0.03302771084636132
335,2010-04-19 01:00:00+00:00,1.0209559616422328,0.03538583710846651
336,2010-04-19 05:00:00+00:00,1.0174609931078673,0.03868793462664584
337,2010-04-19 09:00:00+00:00,1.0226275744401676,0.0338064728260297
338,2010-04-19 13:00:00+00:00,1.0256156199410889,0.030983323622888075
339,2010-04-19 17:00:00+00:00,1.0331879755591997,0.02382885100104089
340,2010-04-19 21:00:00+00:00,1.0392806048595191,0.01807244550154935
341,2010-04-20 01:00:00+00:00,1.0450597546889306,0.012612220002737842
342,2010-04-20 05:00:00+00:00,1.0565986588633995,0.001710094143129645
343,2010-04-20 09:00:00+00:00,1.0572695484779586,0.001076227798003874
344,2010-04-20 13:00:00+00:00,1.0666623340451684,0.0
345,2010-04-20 17:00:00+00:00,1.0628502302486749,0.0035738618256413684
346,2010-04-20 21:00:00+00:00,1.0592329087854762,0.006965114472090897
347,2010-04-21 01:00:00+00:00,1.0625250202218197,0.003878747464212514
348,2010-04-21 05:00:00+00:00,1.0679551954429136,0.0
349,2010-04-21 09:00:00+00:00,1.0598120559182203,0.007624982358287191
350,2010-04-21 13:00:00+00:00,1.0590309868108736,0.008356351156041596
351,2010-04-21 17:00:00+00:00,1.0590510907821795,0.00833752642313922
352,2010-04-21 21:00:00+00:00,1.0525473987523797,0.014427381182544698
353,2010-04-22 01:00:00+00:00,1.0477195112919,0.01894806471035638
354,2010-04-22 05:00:00+00:00,1.0569598569730025,0.010295692662790946
355,2010-04-22 09:00:00+00:00,1.047759032180829,0.01891105858023253
356,2010-04-22 13:00:00+00:00,1.0434831728807155,0.02291484012309043
357,2010-04-22 17:00:00+00:00,1.0686521187051499,0.0
358,2010-04-22 21:00:00+00:00,1.0560198605655462,0.011820739339299448
359,2010-04-23 01:00:00+00:00,1.0471687959240967,0.020103195796854607
360,2010-04-23 05:00:00+00:00,1.043284223815036,0.023738216063101395
361,2010-04-23 09:00:00+00:00,1.0607460287695503,0.007398188612753744
362,2010-04-23 13:00:00+00:00,1.0777894108155657,0.0
363,2010-04-23 17:00:00+00:00,1.0793202794557424,0.0
364,2010-04-23 21:00:00+00:00,1.0805590420267592,0.0
365,2010-04-25 21:00:00+00:00,1.083269491944611,0.0
366,2010-04-26 01:00:00+00:00,1.0889819278432014,0.0
367,2010-04-26 05:00:00+00:00,1.088305219857978,0.0006214134210323587
368,2010-04-26 09:00:00+00:00,1.089139824980975,0.0
369,2010-04-26 13:00:00+00:00,1.0865030238901061,0.002420994100472723
370,2010-04-26 17:00:00+00:00,1.084892782916788,0.0038994461195660524
371,2010-04-26 21:00:00+00:00,1.084146609573674,0.004584549469934342
372,2010-04-27 01:00:00+00:00,1.0772555668678006,0.010911599999001036
373,2010-04-27 05:00:00+00:00,1.0701982691428142,0.017391298530922396
374,2010-04-27 09:00:00+00:00,1.0677555389290054,0.019634105338442707
375,2010-04-27 13:00:00+00:00,1.0486373127050355,0.037187614801108736
376,2010-04-27 17:00:00+00:00,1.0449383150231786,0.04058387081619064
377,2010-04-27 21:00:00+00:00,1.0461250872824053,0.03949422903466141
378,2010-04-28 01:00:00+00:00,1.0561973833669327,0.03024629240292236
379,2010-04-28 05:00:00+00:00,1.0518686202044951,0.034220771219279286
380,2010-04-28 09:00:00+00:00,1.0609454293052563,0.025886846692261194
