trade_id,pair,final_r,mfe_r,mae_r,bars_held,exit_reason,time_to_peak_mfe
21,NZD_JPY,-1.001800881,3.337033417,-1.042710388,103,stoploss,90
27,NZD_CAD,-1.096523937,1.160143473,-1.230680196,51,stoploss,31
34,NZD_CHF,-1.009561723,1.450991533,-1.101988627,32,stoploss,31
42,AUD_CAD,-1.006629732,4.578935149,-1.184512181,98,stoploss,23
43,NZD_USD,-1.004714811,5.478609831,-1.395583916,77,stoploss,13
45,EUR_USD,-1.001625025,0.3428803189,-1.155392923,9,stoploss,8
89,NZD_CAD,-1.186261557,0.9377305982,-1.776978074,32,stoploss,18
105,EUR_JPY,-1.003623778,3.239657565,-1.159608972,114,stoploss,45
110,GBP_JPY,-1.001159295,1.332029711,-1.369127144,32,stoploss,13
111,USD_CAD,1.257664676,3.097753399,-0.7796592823,120,time_exit,36
141,CAD_CHF,-1.041389796,1.370002247,-1.105107552,87,stoploss,37
143,EUR_NZD,-1.007078534,0.8484128557,-1.169980541,17,stoploss,13
149,AUD_NZD,-1.187783035,2.689149365,-1.302443873,96,stoploss,68
163,AUD_JPY,-1.001521468,1.535160844,-1.163922741,68,stoploss,33
187,CAD_CHF,0.4417533552,2.863548399,-0.5538734961,120,time_exit,87
194,USD_CAD,-1.003237474,3.778132118,-1.579887295,59,stoploss,16
221,EUR_CHF,-1.002291512,0.9234794541,-1.505523577,39,stoploss,12
223,USD_CHF,-1.001848646,0.8466798746,-1.153555113,15,stoploss,12
231,AUD_USD,-1.005427385,1.526904189,-1.081858656,58,stoploss,16
232,EUR_CAD,-1.002254054,0.5297026932,-1.194648627,16,stoploss,14
234,GBP_USD,1.833692435,2.781140997,-0.3207125621,120,time_exit,110
263,AUD_CHF,1.150927962,2.304157781,-0.978288768,120,time_exit,90
266,EUR_AUD,-1.06500972,2.186884344,-1.144597361,83,stoploss,24
277,AUD_JPY,-1.001369784,1.221847586,-1.205410175,18,stoploss,9
284,EUR_JPY,-1.001320114,1.677865345,-1.186782805,64,stoploss,42
292,AUD_JPY,-1.0016058,1.042164276,-1.475730308,32,stoploss,19
301,GBP_JPY,-1.000898423,1.233534469,-1.116739508,93,stoploss,75
306,EUR_JPY,-1.001667024,1.912076902,-1.035222107,55,stoploss,34
314,EUR_USD,-1.001858054,0.7079184213,-1.005206997,44,stoploss,30
326,EUR_JPY,-1.001723872,1.336000967,-1.070524646,29,stoploss,14
328,CHF_JPY,-1.058858518,1.518203542,-1.660156439,36,stoploss,12
335,USD_JPY,-1.001704992,1.491867659,-1.75784635,33,stoploss,29
340,EUR_USD,-1.001582831,0.148786116,-1.567002711,16,stoploss,11
348,USD_JPY,-1.000901431,0.9185584942,-1.064590365,40,stoploss,22
355,EUR_CAD,1.281465511,2.63785227,-0.781990525,120,time_exit,75
357,CAD_JPY,-1.002039979,1.568744167,-1.230107585,36,stoploss,23
358,USD_JPY,1.823284982,2.006512758,-0.7182978444,120,time_exit,117
359,USD_CHF,2.3545963,3.502559778,-0.8624393424,120,time_exit,103
365,CAD_CHF,-1.003021219,1.104255536,-1.064979689,44,stoploss,39
400,EUR_NZD,1.794666919,2.525325049,-0.9748568686,120,time_exit,118
401,USD_JPY,-1.00210432,1.003760773,-1.045847179,24,stoploss,23
402,EUR_AUD,-1.004735901,0.5294737442,-1.245541992,42,stoploss,22
427,CAD_JPY,-1.002894191,0.5918621458,-1.115710793,22,stoploss,18
442,AUD_JPY,-1.001747909,6.10544489,-1.466495351,99,stoploss,56
456,AUD_USD,-1.001684072,1.918158253,-1.032336268,41,stoploss,14
469,EUR_CAD,2.339165301,5.802257902,-0.3155590389,120,time_exit,52
476,USD_CHF,-1.017372598,3.253639475,-1.049801295,118,stoploss,58
485,GBP_AUD,1.523827838,2.03671565,-0.9685526035,120,time_exit,104
489,AUD_CAD,-1.113498345,0.8078411621,-1.083797923,21,stoploss,10
496,CHF_JPY,-1.001971741,1.096287763,-1.100231244,13,stoploss,6
504,EUR_CHF,-1.002860012,0.866583748,-1.192625158,34,stoploss,16
510,AUD_CAD,-1.007010985,1.360131179,-1.233933441,63,stoploss,39
512,EUR_CHF,1.692030017,3.008053364,-0.06097405467,120,time_exit,113
526,GBP_AUD,-1.001186596,1.891433902,-1.245925719,17,stoploss,14
527,EUR_NZD,-1.011336656,2.311544211,-1.030502054,103,stoploss,17
539,EUR_CHF,-1.001687672,3.181262315,-1.004165028,104,stoploss,46
549,EUR_USD,-1.001755775,2.10517367,-1.121939929,50,stoploss,11
576,EUR_USD,-1.001170587,1.07811085,-1.405875278,30,stoploss,5
614,GBP_NZD,1.005472273,2.225064225,-0.324693516,120,time_exit,72
616,EUR_USD,1.267864401,5.501732844,-0.7936631484,120,time_exit,81
623,EUR_GBP,4.154171168,5.092367721,-0.0440544468,120,time_exit,61
657,EUR_USD,2.946479402,5.210728221,-0.2045509376,120,time_exit,84
668,USD_CHF,-1.002258339,3.285882833,-1.718595764,63,stoploss,41
712,EUR_CAD,-1.001286094,1.939429092,-1.059741095,32,stoploss,9
719,AUD_CAD,-1.003472614,1.724152751,-1.126863178,101,stoploss,55
725,NZD_CAD,-1.00377738,1.152100781,-1.197429336,33,stoploss,13
730,EUR_NZD,-1.006811179,0.8275582371,-1.019974041,62,stoploss,49
740,GBP_USD,-1.001467037,1.465570166,-1.160426428,44,stoploss,18
754,EUR_CAD,3.705889242,8.014019473,-0.3194732105,120,time_exit,73
775,CAD_JPY,-1.002665972,0.4265554546,-1.324987881,27,stoploss,10
784,AUD_JPY,2.084902482,3.233701062,-0.3944744316,120,time_exit,92
787,USD_JPY,8.353856699,9.043286704,-0.4017289341,120,time_exit,117
788,NZD_JPY,1.923625658,4.892104146,-0.6062726298,120,time_exit,51
793,AUD_NZD,-1.153971672,0.4825697519,-1.549105235,40,stoploss,24
807,NZD_USD,-1.001829662,1.465559033,-1.311867449,41,stoploss,24
809,NZD_USD,-1.001842863,1.009888861,-1.326861278,18,stoploss,8
845,GBP_USD,-1.001159712,3.429269654,-2.547888207,64,stoploss,47
846,AUD_NZD,2.152749677,5.995425584,-0.05497136738,120,time_exit,42
857,GBP_JPY,-1.00049106,1.228142195,-1.010111354,95,stoploss,47
868,GBP_USD,-1.000738017,1.374926096,-1.110715929,84,stoploss,28
891,GBP_NZD,0.2418602117,1.92874311,-0.9355202098,120,time_exit,100
894,AUD_CHF,-1.001261601,2.224202773,-1.14931862,56,stoploss,35
895,AUD_JPY,-1.000758413,2.230491658,-1.138377415,47,stoploss,35
898,NZD_JPY,-1.001838679,1.687906935,-1.101368468,40,stoploss,35
899,NZD_USD,-1.001365164,2.155593314,-1.01431655,49,stoploss,35
945,GBP_CAD,3.108053049,3.997762891,-0.4535238888,120,time_exit,96
946,USD_CAD,-1.001021456,1.083764579,-1.014305586,24,stoploss,11
951,USD_CAD,-1.001087551,0.3719424069,-1.013597436,28,stoploss,21
957,EUR_AUD,2.927641623,3.673124682,-0.3573456838,120,time_exit,120
961,EUR_GBP,4.129025116,4.959155468,-0.1946397819,120,time_exit,117
963,USD_CHF,-1.001578367,1.892462375,-1.055927714,27,stoploss,20
967,USD_CAD,-1.001436885,2.03893987,-1.015877722,36,stoploss,18
979,GBP_USD,3.509606987,3.585544781,-0.3339433134,120,time_exit,119
981,USD_CHF,-1.001052487,0.9840753132,-1.232462237,44,stoploss,28
985,AUD_JPY,-1.001229827,1.166490781,-1.038588787,70,stoploss,36
1012,EUR_GBP,1.025972066,1.679384443,-0.7317454397,120,time_exit,115
1033,USD_CHF,-0.3253635808,1.260127901,-0.915085071,120,time_exit,19
1045,NZD_CHF,-1.001307032,0.9528262046,-1.334479499,66,stoploss,47
1057,NZD_CHF,-1.001678574,0.8543939504,-1.035679897,40,stoploss,14
1086,GBP_CAD,-1.00098611,1.825289221,-1.038373608,46,stoploss,25
1094,USD_JPY,0.9910574156,2.592397556,-0.7855434042,120,time_exit,45
1123,EUR_USD,0.09593992313,1.880640539,-0.4197371637,120,time_exit,98
1124,CHF_JPY,1.840266276,1.923382388,-0.4884960572,120,time_exit,120
1154,NZD_USD,-0.4037434908,3.90103508,-0.9635283847,120,time_exit,82
1159,EUR_CHF,0.4369242557,3.578923683,-0.4741913246,120,time_exit,32
1167,EUR_NZD,-1.001602454,3.013147965,-1.11050073,60,stoploss,27
1168,AUD_NZD,-1.001340074,0.8965094052,-1.212766834,12,stoploss,11
1169,EUR_GBP,1.699544819,2.258924029,-0.9130632353,120,time_exit,71
