trade_id,pair,signal_time,entry_time,entry_price,initial_sl_price,exit_time,exit_price,exit_reason,bars_held,final_r,mfe_r,mae_r,time_to_peak_mfe,spread_pips_entry,spread_pips_exit,calendar_year
100,GBP_JPY,2021-06-29 00:00:00,2021-06-29 01:00:00,153.5,153.1013191,2021-06-29 11:00:00,153.1008191,stoploss,11,-1.001254136,0.09280606208,-1.181396088,0,1.2,0.1,2021
101,CHF_JPY,2021-06-29 04:00:00,2021-06-29 05:00:00,120.093,119.8592779,2021-06-29 16:00:00,119.8582779,stoploss,12,-1.004278585,1.078203348,-1.001188823,4,0.2,0.2,2021
102,EUR_JPY,2021-06-29 04:00:00,2021-06-29 05:00:00,131.681,131.4442593,2021-06-29 16:00:00,131.4432593,stoploss,12,-1.004224031,0.8279099999,-1.005319286,4,0.2,0.2,2021
103,GBP_JPY,2021-06-29 12:00:00,2021-06-29 13:00:00,153.1685,152.7873685,2021-06-29 17:00:00,152.7868685,stoploss,5,-1.001311883,0.163985415,-1.454878602,0,0.1,0.1,2021
104,CHF_JPY,2021-06-29 17:00:00,2021-06-29 18:00:00,119.998,119.7184308,2021-06-30 11:00:00,119.7174308,stoploss,18,-1.003576932,0.5544244395,-1.201849108,0,0.2,0.2,2021
105,EUR_JPY,2021-06-29 17:00:00,2021-06-29 18:00:00,131.536,131.2600449,2021-07-06 11:00:00,131.2590449,stoploss,114,-1.003623778,3.239657565,-1.159608972,45,0.2,0.2,2021
106,GBP_JPY,2021-06-29 18:00:00,2021-06-29 19:00:00,153.0345,152.6125303,2021-07-06 17:00:00,152.6120303,stoploss,119,-1.001184919,2.461077348,-1.117378883,110,0.1,0.1,2021
107,CHF_JPY,2021-06-30 12:00:00,2021-06-30 13:00:00,119.821,119.5630799,2021-07-07 00:00:00,119.5405799,stoploss,108,-1.087236322,3.923695924,-1.221308514,59,0.2,4.5,2021
108,CAD_JPY,2021-07-07 00:00:00,2021-07-07 01:00:00,88.7955,88.44985327,2021-07-07 17:00:00,88.44935327,stoploss,17,-1.001446564,0.967751087,-1.060331161,15,0.1,0.1,2021
109,EUR_JPY,2021-07-07 00:00:00,2021-07-07 01:00:00,130.742,130.4857597,2021-07-07 17:00:00,130.4847597,stoploss,17,-1.003902586,1.14345772,-1.092724101,12,0.4,0.2,2021
110,GBP_JPY,2021-07-07 00:00:00,2021-07-07 01:00:00,152.5975,152.1662033,2021-07-08 08:00:00,152.1657033,stoploss,32,-1.001159295,1.332029711,-1.369127144,13,0.1,0.1,2021
111,USD_CAD,2021-07-07 00:00:00,2021-07-07 01:00:00,1.24565,1.241340425,2021-07-14 01:00:00,1.25107,time_exit,120,1.257664676,3.097753399,-0.7796592823,36,0.2,0.2,2021
112,CHF_JPY,2021-07-07 01:00:00,2021-07-07 02:00:00,119.6535,119.3820451,2021-07-08 00:00:00,119.3670451,stoploss,23,-1.055257807,1.412757941,-1.02595329,11,0.3,3,2021
113,CAD_JPY,2021-07-07 18:00:00,2021-07-07 19:00:00,88.4415,88.07455881,2021-07-08 08:00:00,88.07405881,stoploss,14,-1.001362616,1.004248121,-1.175937759,2,0.1,0.1,2021
