cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,375,0.2911490683,0.03103443963,0.6693333333,0.01196361983,0.0874604631
1,398,0.3090062112,0.5224219784,21.89698492,0.7401615693,0.6760447761
2,515,0.3998447205,0.5429464768,5.32815534,0.2873065375,0.3567968926
