cluster_id,n,size_fraction,mono_centroid,local_peaks_centroid,pullback_centroid,ttp_rel_centroid
0,67,0.05201863354,0.8902242037,2.253731343,0.04081205705,0.3926190081
1,340,0.2639751553,0.4916688837,9.864705882,0.5274514646,0.5211988898
2,339,0.2631987578,0.004818092429,0.5221238938,0.006270897411,0.07416526558
3,256,0.198757764,0.4687077598,3.84375,0.1268219456,0.2288230223
4,109,0.08462732919,0.50956193,9.532110092,1.197139699,0.6219218391
5,177,0.1374223602,0.5378648897,33.92655367,0.5643228449,0.7377999941
