trade_id,pair,entry_date,body_to_range_ratio,upper_wick_ratio,lower_wick_ratio,range_to_atr_14,ret_5bar_atr,ret_20bar_atr,pos_in_20bar_range,rsi_14,atr_at_signal_1h,atr_baseline_1h_200,signal_bar_open,signal_bar_high,signal_bar_close,signal_bar_low,day_of_week,concurrent_signals_within_3h,vol_realized_1h_24h_decile,concurrent_signals_same_bar,vol_realized_1h_24h,atr_ratio_to_baseline,signal_bar_volume,trade_overlap_at_execution_time,cum_logret_1h_72,hour_utc,hour_in_d1_bar,bars_to_next_d1_close,currency_basket_3h_USD,cum_logret_1h_24,cum_logret_1h_3,currency_basket_3h_EUR,cum_logret_1h_168,cum_logret_1h_6,currency_basket_3h_GBP,dist_close_to_high30_atr,hour_in_4h_bar,bars_to_next_4h_close,signal_bar_abs_log_return,currency_basket_3h_JPY
2854,EUR_USD,2024-06-20 18:00:00,0.9354838709677464,0.0451612903225917,0.0193548387096617,1.6188573281086889,-2.214179055219607,-3.92703455076702,0.0071770334928171,32.757814648729834,0.0009574654746,0.0009878878259,1.07219,1.07226,1.07074,1.07071,3,5,0,2,0.0004539638759,0.96920465,4764,3,0.0005504270613,18,18,5,-0.0007685565214,-0.00244991995,-0.001605076866,0.0004919760134,-5.595866521e-05,-0.001977981611,0.0001469585274,-4.80435078,2,1,0.001353287528,0.0008763679372
2871,EUR_USD,2024-06-25 12:00:00,0.7786885245901699,0.0983606557376213,0.1229508196722087,1.5976311895175592,-1.93810996761137,-2.3702561090381744,0.1445312499999986,47.30205145603238,0.00076363056,0.0009266482197,1.07342,1.07354,1.07247,1.07232,1,11,1,5,0.0005207482231,0.8240781601,3507,13,0.001612956208,12,12,11,-0.0005764926695,0.001930259506,-0.0002144352204,0.0001970448652,0.003948423662,-0.001379040667,-0.0007616455309,-2.867878939,0,3,0.0008947295438,-0.0008168159526
2872,EUR_USD,2024-06-25 14:00:00,0.9084967320262586,0.0718954248365007,0.0196078431372406,1.8461701597812896,-2.702889645693229,-2.1357654789627265,0.0085470085470015,36.77277709310307,0.0008287426768,0.0009258082534,1.07234,1.07245,1.07095,1.07092,1,16,0,7,0.0005098227787,0.895155853,3895,13,-0.0004848032912,14,14,9,-0.001309615682,-0.000633926262,-0.001418294366,0.001330980338,0.002380809012,-0.002089416563,0.0003497101424,-4.476660976,2,1,0.001297071507,-0.001438120953
2875,EUR_USD,2024-06-26 00:00:00,0.565217391304124,0.217391304347938,0.217391304347938,0.8514668548364271,1.0118881463270106,-2.690141657309069,0.4149532710280192,45.049733691541526,0.0008103662475,0.0009092529872,1.07091,1.07145,1.0713,1.07076,2,7,0,4,0.0004740634954,0.891243976,731,14,0.001130012214,0,0,23,-0.0001686384319,-0.00168796873,-0.0002799944019,0.0002121736323,0.00110197994,0.0007657182718,0.0005722881379,-3.862451095,0,3,8.400655256e-05,-0.0004591016007
2877,EUR_USD,2024-06-26 09:00:00,0.7394957983194924,0.1596638655461416,0.1008403361343659,1.611972719507067,-2.8311117510671755,-3.847060944033832,0.1246290801186589,31.93922850985545,0.0007382258928,0.00088633014,1.07038,1.07057,1.0695,1.06938,2,11,0,3,0.0004938530685,0.832901714,3410,12,-0.00130707989,9,9,14,-0.0003829410865,-0.003525202293,-0.001448226176,0.001336200939,0.0003831113359,-0.001952277264,0.0006018531411,-6.678172695,1,2,0.0008318185059,-0.0004919858675
2889,EUR_USD,2024-07-01 17:00:00,0.7807228915662666,0.1783132530120446,0.0409638554216888,2.865507873596656,-1.8712111656499135,1.2704902379320933,0.341394025604573,45.75947599186566,0.001448259849,0.0008700274827,1.07626,1.077,1.07302,1.07285,0,3,5,2,0.0008843733024,1.664613909,10376,8,0.00747557133,17,17,6,-0.003104815396,0.005257870934,-0.001704014156,-0.001086062663,0.002830594638,-0.00252239808,-0.0003335317433,-3.196940109,1,2,0.002308566922,0.0008025692648
3122,EUR_USD,2024-10-25 18:00:00,0.7336065573770327,0.1926229508196602,0.073770491803307,2.338478120709718,-1.140487280182223,-1.6388514698417442,0.0620689655172625,45.14460401188135,0.001043413654,0.0009158787867,1.08303,1.0835,1.08124,1.08106,4,3,0,3,0.0005023027409,1.139248631,5457,2,0.001950102051,18,18,5,-0.002211880636,0.002986774426,-0.001986483332,0.0005527478732,-0.004523248047,-0.00109998301,-0.0008784617518,-2.606828068,2,1,0.001672604339,-0.0009947250305
3128,EUR_USD,2024-10-29 13:00:00,0.6610169491525891,0.1864406779660634,0.1525423728813474,1.9443973134959809,-0.6041912556061343,-1.9993237912784676,0.1153846153846117,44.12504272463325,0.000910307779,0.0009115071912,1.08176,1.08209,1.08059,1.08032,1,3,0,2,0.0003395221944,0.998684144,5021,4,0.001924643425,13,13,10,0.0001744505685,0.000397579394,-0.001193080277,0.0005537721563,-0.002446715929,-0.0005088517177,-0.001139225244,-2.416765023,1,2,0.001082156093,0.00139968683
3130,EUR_USD,2024-10-29 15:00:00,0.7956989247311229,0.0179211469534423,0.1863799283154347,2.659184218335304,-3.069022646250704,-3.679014725008583,0.0952380952381087,27.602202648308023,0.001049193952,0.0009119785308,1.07994,1.07999,1.07772,1.0772,1,7,0,3,0.0004117847909,1.150459048,8102,3,0.0003797368747,15,15,8,-0.002476798454,-0.001924251709,-0.002659489778,0.001817839931,-0.004573284331,-0.002983334465,-0.002278154056,-4.832281,3,0,0.002020745768,5.697282465e-05
3150,EUR_USD,2024-11-06 02:00:00,0.9493177387914368,0.0009746588693804,0.0497076023391826,5.817792882827463,-5.335811990975272,-2.200101012219426,0.0482497634815526,28.17580080793853,0.001763555391,0.00104125246,1.09342,1.09343,1.08368,1.08317,2,6,0,5,0.0005141607713,1.69368665,36470,9,0.004399519484,2,2,21,-0.006931349793,0.005612788381,-0.008270737657,0.002416095778,0.01272894229,-0.008645891498,1.189410913e-05,-5.704385613,2,1,0.008956887969,0.0033088842
3173,EUR_USD,2024-11-19 11:00:00,0.4131627056672971,0.1170018281535583,0.4698354661791445,3.2932072829900445,-2.269724215150355,-1.1017494200862306,0.3066825775656258,37.04961324993985,0.001660994748,0.001598319172,1.05719,1.05783,1.05493,1.05236,1,7,5,4,0.0008958272629,1.03921343,19472,4,0.003363608957,11,11,12,-0.001568842752,0.002348597131,-0.002650688364,0.003087548819,-0.01940953631,-0.003567326351,0.002989106929,-3.497903896,3,0,0.002140030739,-0.007141550822
3181,EUR_USD,2024-11-20 17:00:00,0.1562499999999318,0.5848214285714879,0.2589285714285803,1.365970273535196,-1.664776270870944,-4.378422573206505,0.0615711252653955,26.025095705870317,0.001639859991,0.001581455505,1.05252,1.05383,1.05217,1.05159,2,12,5,4,0.0008943857614,1.036930844,11871,8,-0.0005698980037,17,17,6,-0.001572161784,-0.004474450056,-0.003292519852,0.002344142892,-0.0111206214,-0.002591277487,-0.0003159313482,-5.390704114,1,2,0.0003325905508,-0.002744096223
3195,EUR_USD,2024-11-26 01:00:00,0.8468158347676346,0.1325301204819148,0.0206540447504506,2.570731860269233,-2.7963899065234057,-1.5088116426020175,0.0136518771331193,40.33584766225,0.002260056792,0.001641366293,1.04933,1.0501,1.04441,1.04429,1,4,9,2,0.001469898263,1.376936277,7474,6,-0.004563483006,1,1,22,-0.004563193187,0.001306323458,-0.004737851425,0.0007336314434,-0.003396073526,-0.006033028026,-0.001401691964,-3.836186786,1,2,0.004795026954,-0.002737751613
3235,EUR_USD,2024-12-06 16:00:00,0.6792929292929,0.0808080808081063,0.2398989898989937,2.2907922177101443,0.0115696576652786,0.5437739102646284,0.178849144634525,52.49490273359759,0.001728659618,0.001620820956,1.06042,1.06074,1.05773,1.05678,4,12,3,5,0.0007310190877,1.066533359,22837,8,0.007601288014,16,16,7,-0.0001181925852,0.003523675066,-0.0003969979446,0.001022486795,0.002984400236,1.890859585e-05,0.000910646257,-3.054389624,0,3,0.002539953682,-0.00664306104
3238,EUR_USD,2024-12-06 21:00:00,0.3333333333333333,0.0909090909091826,0.575757575757484,0.7357436553031245,-1.2931252123510135,-1.7891947981234877,0.1363636363636226,43.20145931492635,0.001794103137,0.001620820956,1.05497,1.05553,1.05541,1.05421,4,18,6,6,0.0009604921552,1.106910131,3634,9,0.002097043559,21,21,2,-0.0006634289049,-0.001723681148,0.0002748124896,0.0002021043794,-0.001591195721,-0.002195785355,-0.0001339033791,-4.236099834,1,2,0.0004169865203,0.000770362592
3261,EUR_USD,2024-12-17 08:00:00,0.1682242990652576,0.2990654205608039,0.5327102803739384,0.8518191043747876,-1.4488885700578251,1.1304515216934914,0.4968051118211009,46.92631394813081,0.001256135246,0.001427051763,1.05049,1.05081,1.05031,1.04974,1,16,6,6,0.0009903757935,0.8802310318,4097,11,-0.0001713339302,8,8,15,-0.001177994105,-0.001379356487,-0.0004759366523,-0.0001916381836,-0.006423933845,-0.001731322135,-0.0001805017105,-2.507691755,0,3,0.0001713632906,-0.0004581409767
3275,EUR_USD,2024-12-23 11:00:00,0.8217054263566278,0.1395348837209822,0.0387596899223898,0.9156828219898566,-2.4986073902359967,0.0283932657980055,0.351612903225783,44.289746703633824,0.001408784755,0.001459464196,1.04182,1.042,1.04076,1.04071,0,1,6,1,0.001022299073,0.9652753103,5817,5,-0.007163621612,11,11,12,-0.0009060462177,0.002508374573,-0.0004899064953,0.00197861534,-0.008668240503,-0.003376437233,-0.00101160848,-2.853523213,3,0,0.001017968185,-0.0002434192022
3307,EUR_USD,2024-12-31 12:00:00,0.3594771241830321,0.1307189542483489,0.5098039215686189,1.2770064378495267,0.7261409156398506,0.642676442577801,0.7758945386063953,51.15186999588364,0.001198114555,0.0012204583,1.04183,1.04203,1.04128,1.0405,1,8,8,4,0.001441754019,0.9816923326,7343,7,0.001815763047,12,12,11,-0.001344864789,-0.001524997298,-0.0004992607205,-0.001439887777,0.005293156293,0.0008358593745,-0.0003542793781,-3.822672866,0,3,0.0005280566199,0.003238109386
3308,EUR_USD,2024-12-31 15:00:00,0.0139860139861051,0.3006993006992431,0.6853146853146517,1.096119800646893,-1.89329783748092,-0.0843169077419377,0.2415458937198319,39.73584656119204,0.001304601923,0.001205364295,1.03931,1.03976,1.03933,1.03833,1,12,9,4,0.001458111923,1.082329988,8783,5,-0.0006059877545,15,15,8,-0.001694328954,-0.005383296036,-0.001672755629,0.000486908951,0.003286417345,-0.002373711551,0.0003170032431,-5.005358251,3,0,1.924335142e-05,-0.0004713336418
3319,EUR_USD,2025-01-07 16:00:00,0.5795454545454718,0.1250000000000631,0.2954545454544651,0.5071391382254948,-2.03431949765458,0.5474797514934406,0.2679180887371767,51.079956906938335,0.001735223992,0.001222204469,1.03968,1.03979,1.03917,1.03891,1,4,6,3,0.0009429870205,1.419749344,8819,7,0.008073438348,16,16,7,-0.001312055932,-0.00194102051,0.0002117298335,0.001255777542,-0.001412897973,-0.003391185216,-0.0001525476654,-2.610613973,0,3,0.0004906559013,-0.001194373799
3320,EUR_USD,2025-01-07 17:00:00,0.495978552278794,0.0160857908847643,0.4879356568364416,1.986464356814779,-2.9078003721739147,-0.8254744646280912,0.2286432160803945,43.4567702517235,0.001877707993,0.001234160292,1.03917,1.03923,1.03732,1.0355,1,11,4,8,0.0008120940042,1.521445801,27272,7,0.008475241229,17,17,6,-0.002319155318,-4.81141653e-05,-0.002272509404,-0.0005046788165,-0.002815590419,-0.005249759665,0.0003518426362,-3.397759409,1,2,0.001781853502,-0.0008980214076
3324,EUR_USD,2025-01-08 09:00:00,0.8146551724137353,0.0172413793103613,0.1681034482759033,1.8032322420643547,-1.694416503319074,-6.3035402944575,0.0438695163104735,33.36906590214694,0.001286578593,0.001309678128,1.03511,1.03515,1.03322,1.03283,2,14,5,5,0.0008930171893,0.9823624334,9403,8,0.006999408132,9,9,14,-0.0008268740879,-0.004472512154,-0.002184947937,0.001271227193,-0.006480554604,-0.002107686097,0.0004731228311,-7.959094031,1,2,0.001846883306,-0.001612002284
3332,EUR_USD,2025-01-15 18:00:00,0.4979999999999868,0.0280000000000063,0.4740000000000067,2.4212471393717085,-0.9684988557487048,-0.983026338584923,0.2433264887063672,44.85121231349341,0.002065051485,0.001530639528,1.03063,1.03077,1.02814,1.02577,2,6,8,5,0.001199419161,1.349142922,13485,3,0.005419118283,18,18,5,-0.004460056459,0.001077591542,-0.004425387164,0.002513408691,-0.00841563057,-0.001943370804,0.003494576471,-3.568918283,2,1,0.002418921214,-0.002982888811
3581,EUR_USD,2025-05-14 19:00:00,0.4388297872340845,0.2101063829786833,0.3510638297872321,1.7404415751603144,-1.323846517276241,0.0601748416943559,0.1461794019933526,47.840207022039785,0.002160371284,0.001923960601,1.12054,1.12133,1.11889,1.11757,2,2,6,1,0.0009723179557,1.122877092,8644,7,-0.005721954308,19,19,4,-0.003417597517,0.002716688742,-0.002053498811,-0.0002307633083,-0.009698208323,-0.002552843432,-0.0004466309283,-3.568830995,3,0,0.00146466522,0.001977585997
3586,EUR_USD,2025-05-16 18:00:00,0.7526315789474736,0.2421052631578713,0.005263157894655,1.1072275461975505,-3.473197987020046,-2.5349683294526093,0.0012515644555498,28.70345929390504,0.00171599777,0.001880195147,1.11544,1.1159,1.11401,1.114,4,16,6,6,0.0009929917707,0.9126700347,7414,8,-0.0005825390802,18,18,5,-0.003334689582,-0.002802037562,-0.005398280829,0.002458104622,-0.01887971113,-0.005335781108,-0.001000907015,-4.88345623,2,1,0.001318687424,0.0006781706414
3720,EUR_USD,2025-08-05 00:00:00,0.0,0.4047619047617957,0.5952380952382044,0.6558866085927632,-0.2342452173545087,-0.2082179709818369,0.4566326530612535,54.86106552008345,0.001921063768,0.00170962356,1.15674,1.15725,1.15674,1.15599,1,3,4,3,0.0007763434268,1.123676471,913,4,0.01475139123,0,0,23,0.0004650941104,-0.00172631113,-4.322399105e-05,0.000559880784,-0.01474127034,-0.0003889486766,0.0004305342041,-1.556429333,0,3,0.0006913597593,0.001126482114
3722,EUR_USD,2025-08-05 14:00:00,0.2475728155339915,0.1893203883495736,0.5631067961164348,1.2206260484252769,-0.6932681925523053,-1.6354018901232823,0.1920529801324274,41.39637362473223,0.001687658561,0.001763095801,1.15444,1.15483,1.15393,1.15277,1,6,1,2,0.0005999670857,0.9572131928,4847,5,0.009101888422,14,14,9,0.0004846757179,-0.002526149573,-0.0002686110658,0.0002284021922,-0.01577853863,-0.001013412645,0.0003875385104,-2.927132368,2,1,0.0004505324156,0.0009023430624
3828,EUR_USD,2025-09-30 16:00:00,0.2521739130434925,0.0913043478261071,0.6565217391304004,1.7690688287985303,-1.8613680720402863,0.7768519639506353,0.3919999999999833,49.97394185566499,0.001300119002,0.001296623397,1.17373,1.17394,1.17315,1.17164,1,1,1,1,0.000546208105,1.002695929,7983,3,0.003319753001,16,16,7,0.0006042368597,-0.001072934066,-0.0009201748981,0.002150272865,0.0001107650887,-0.002060697619,2.083553977e-05,-2.338247495,0,3,0.0004857533747,-0.0003735218247
3834,EUR_USD,2025-10-02 17:00:00,0.4519774011300065,0.0112994350281968,0.5367231638417965,1.221844663931816,-2.8647770369022685,-1.4772585202339272,0.1739926739926745,34.74500385032606,0.001448629316,0.001283914232,1.17216,1.17218,1.17136,1.17041,3,14,2,5,0.0006579910936,1.128291345,9192,6,-0.001594019781,17,17,6,-0.003195143798,-0.002615583373,-0.002055323883,0.0004266831113,-0.006598214538,-0.003536629064,0.001538051187,-3.824304768,1,2,0.000716858144,0.0009770539023
3835,EUR_USD,2025-10-02 18:00:00,0.5472312703582916,0.0130293159609254,0.4397394136807829,1.9623616380147888,-3.541199828860595,-2.173299533957858,0.1781002638522396,28.51377078353289,0.001564441508,0.001286259627,1.17132,1.17136,1.16964,1.16829,3,15,2,5,0.0006643276563,1.216271953,7577,6,-0.001399102755,18,18,5,-0.002551926712,-0.002804763967,-0.002186315905,0.001455496513,-0.006976020668,-0.004725318198,0.001242248851,-4.64063371,2,1,0.001469457761,-0.0011345019
3869,EUR_USD,2025-10-17 14:00:00,0.286549707602289,0.432748538011705,0.2807017543860059,1.202964150878569,-1.8079636653556117,1.4632546396653217,0.3276661514683353,47.972627122787856,0.001421488744,0.001301618793,1.16899,1.16973,1.1685,1.16802,4,8,3,3,0.0007372809458,1.092092978,7338,4,0.01172824533,14,14,9,0.0001338524784,0.002929915484,-0.001393978752,0.001335986962,0.004793416742,-0.0021969858,-0.000772713837,-3.060171963,2,1,0.0004106987069,0.003599119077
3870,EUR_USD,2025-10-17 17:00:00,0.1976047904192787,0.1676646706586006,0.6347305389221206,1.144029578450457,-2.3428629690424656,-1.5208057869223874,0.1472222222222024,39.21821595494746,0.001459752467,0.001306163626,1.16704,1.16732,1.16671,1.16565,4,8,3,2,0.00076176938,1.117587749,8895,4,0.008328864303,17,17,6,-0.001570221449,0.001140255867,-0.0008139241444,0.0001792060202,0.003330103581,-0.002927031754,0.002082368607,-4.206192583,1,2,0.0003085123729,-0.0001025326224
3895,EUR_USD,2025-10-27 07:00:00,0.4583333333335261,0.0277777777776492,0.5138888888888247,0.684758927308978,-0.6276956833666161,1.360007313960614,0.4481981981981839,50.34824853793232,0.001051464934,0.001138545476,1.16277,1.16279,1.16244,1.16207,0,6,0,3,0.0004912711457,0.9235159737,2071,14,0.001781818184,7,7,16,-0.001025768594,0.001600909245,-0.0005676101187,0.0004106325843,-0.00294551023,-0.0005676101187,-1.243240618e-05,-2.33008246,3,0,0.000283845332,0.001243156612
3902,EUR_USD,2025-10-29 21:00:00,0.7477876106194873,0.0973451327433454,0.1548672566371672,3.999253261705489,-2.495109335842776,-3.3209138441595827,0.1275820170109356,32.00416487407742,0.001695316489,0.001049821071,1.1645,1.16516,1.15943,1.15838,2,1,2,1,0.0006732758571,1.614862319,21412,5,0.001495320956,21,21,2,-0.005357682498,-0.001544534373,-0.00541899518,0.001424610201,0.0001288189452,-0.003641705379,0.001608092024,-4.40035831,1,2,0.004363305301,0.001444456343
3921,EUR_USD,2025-11-07 21:00:00,0.5028901734103594,0.2543352601156032,0.2427745664740374,1.4823975280873332,-1.1225091108637462,0.951133674090854,0.4878444084279051,56.75824640249213,0.00116702839,0.00110640686,1.15683,1.15727,1.15596,1.15554,4,8,0,5,0.0004865475949,1.054791354,3132,8,0.007322480706,21,21,2,4.981529028e-05,0.001842919775,-0.001789117976,0.001864970636,-0.006599660371,-0.001132615555,0.0004548200883,-2.7077319,1,2,0.0007609823958,0.003678191813
4,EUR_CHF,2020-10-01 11:00:00,0.9451219512195544,0.0304878048779802,0.0243902439024654,1.636269641285016,-1.78592844993924,-2.3646091767352333,0.3928571428571552,38.01456751628298,0.001002279795,0.0009015952791,1.07955,1.0796,1.078,1.07796,3,5,5,5,0.0008988074791,1.111673739,3464,4,-0.0002408120936,11,11,12,-0.002397605524,-0.001573491624,-0.001955415315,-0.0001058295791,0.00422362606,-0.001659105298,0.00807660164,-3.611765914,3,0,0.001436815153,-0.001529815582
31,EUR_CHF,2020-10-06 16:00:00,0.3193277310924699,0.3865546218486517,0.2941176470588784,1.5479664188758695,0.7024385430192683,-0.8065035123555632,0.5429864253393961,48.7366949118821,0.0007687505268,0.000966661401,1.0783,1.07876,1.07792,1.07757,1,20,0,8,0.0003045151402,0.7952634976,2807,15,-0.0002781770151,16,16,7,0.0006516609684,0.0003988553831,0.0002597932802,0.0004232123574,-0.001306759654,0.0005010903459,-0.001552095291,-1.756096358,0,3,0.0003524686757,0.0007584144637
60,EUR_CHF,2020-10-19 11:00:00,0.3571428571428854,0.1964285714287059,0.4464285714284086,0.9103177087663046,-0.0487670201124483,0.7315053016870865,0.449760765550227,48.3278338414255,0.0006151698408,0.0006783964999,1.07201,1.07212,1.07181,1.07156,0,5,0,3,0.0003555200104,0.9067998447,1952,6,-0.0009603596026,11,11,12,0.001841200916,3.7314129e-05,-0.0006808590279,-0.0006081294926,-0.006119298545,-2.798964383e-05,-0.003265394094,-1.869402438,3,0,0.0001772545146,0.0008433329424
66,EUR_CHF,2020-10-21 11:00:00,0.8620689655170918,0.0114942528736394,0.1264367816092687,1.2248193677303447,-2.6748928720547074,-0.732075943930637,0.047210300429209,41.7335570342826,0.0007103088202,0.0006738997066,1.07235,1.07236,1.0716,1.07149,2,8,0,4,0.0003713649126,1.054027496,3047,3,0.0003637533792,11,11,12,0.001253257418,0.001250373409,-0.0009234256949,0.0007685267546,-0.004001866672,-0.001771479648,-0.004329933435,-3.125401145,3,0,0.0006996432105,-0.002613169864
79,EUR_CHF,2020-10-27 15:00:00,0.2807017543862656,0.4385964912278583,0.2807017543858761,0.8408088807657689,0.6490454518192302,1.607862596552251,0.435582822085877,55.267071748246,0.0006779186246,0.000669664716,1.07309,1.07334,1.07293,1.07277,1,11,0,5,0.0003317208647,1.012325435,1898,10,0.0004474064483,15,15,8,0.001022357784,0.001221519405,-0.0005683750683,-0.0008732540068,0.001202859033,0.0004101761018,0.001253603267,-2.714190071,3,0,0.0001491132425,0.0002816912886
91,EUR_CHF,2020-11-03 18:00:00,0.2959183673470035,0.2857142857142857,0.4183673469387107,1.2472819438333471,-1.2218272102855663,0.0763642006427772,0.4352941176470281,47.62813367682637,0.0007857084798,0.0007063257923,1.0702,1.07048,1.06991,1.0695,1,4,0,2,0.0003855557741,1.112388204,2160,5,0.001299666851,18,18,5,0.002827945025,0.0002990542432,-0.0009435593437,0.0009760443875,-0.0009433037811,-0.0008968694255,-0.001083057524,-2.443654421,2,1,0.0002710141084,0.001234036596
98,EUR_CHF,2020-11-04 12:00:00,0.4935064935065946,0.2272727272726486,0.2792207792207568,1.0980622858551192,0.7558091058484337,-1.9679557850392733,0.4107806691449944,48.43159519823788,0.001402470534,0.0007141796329,1.06892,1.06927,1.06816,1.06773,2,12,6,7,0.0009452718216,1.963750392,2621,9,-0.0001403200234,12,12,11,0.003341385126,-0.001803949549,0.0008522953953,0.0001852022788,-0.002336100337,0.0009928534109,-0.001144501241,-2.616810771,0,3,0.0007018956148,0.0004689783105
158,EUR_CHF,2020-12-15 00:00:00,0.4111111111110344,0.0222222222223647,0.5666666666666009,1.1778607978401212,-0.824502558488143,-2.290284884688996,0.1634615384615412,41.17124017765521,0.0007640970832,0.0008155129977,1.07699,1.07701,1.07662,1.07611,1,4,0,2,0.0004085549023,0.9369526732,727,6,0.00231467598,0,0,23,-0.0002269358703,-0.0003806181842,-0.0006592539527,-3.007259082e-05,-0.004437719499,-0.00058499354,-0.0006720510644,-3.415796314,0,3,0.0003436091062,-0.0008654096572
209,EUR_CHF,2021-01-20 16:00:00,0.3084112149532438,0.4299065420560243,0.2616822429907318,1.3928298046066092,-0.3514617263960818,-0.5076669381275454,0.2386831275720334,46.86878473205768,0.0007682202064,0.0007926383255,1.07772,1.07818,1.07739,1.07711,2,12,0,2,0.0002989581724,0.9691938702,2733,3,0.001550769427,16,16,7,-0.0008717604631,0.0007982994789,-4.640737321e-05,0.002123966527,-0.004693344911,-0.0002505742339,0.002592933287,-2.408163681,0,3,0.0003062488714,-0.001358306111
211,EUR_CHF,2021-01-21 10:00:00,0.665289256198338,0.0165289256198521,0.3181818181818098,3.3029049716583274,-2.033606780070724,-1.4194302357539743,0.256666666666655,35.90634111604834,0.0007326883518,0.0007742663766,1.07801,1.07805,1.0764,1.07563,3,1,0,1,0.0002945322521,0.9463001029,2423,1,0.001671138898,10,10,13,2.764391645e-05,-0.0005749684853,-0.001568817072,0.0002843844964,-0.004064048993,-0.001383286593,-0.002924511839,-3.876136413,2,1,0.001494609011,0.001308435584
224,EUR_CHF,2021-01-28 19:00:00,0.3088235294118223,0.3235294117648595,0.3676470588233181,0.8715442369602043,-1.2432322203698538,1.5508360687084817,0.4854111405835473,51.5645452922023,0.0007802243089,0.0006939506992,1.07721,1.07743,1.077,1.07675,3,7,0,3,0.0003756855845,1.12432239,1960,6,-0.0008444183063,19,19,4,0.001655510016,0.001374864356,-1.856992971e-05,0.002081559088,-0.0003619808747,-0.0009002446118,0.0002149014908,-2.486464441,3,0,0.0001949670651,0.0007736433785
345,EUR_CHF,2021-04-15 16:00:00,0.8323353293413994,0.0179640718562738,0.1497005988023267,1.7942582168762975,-1.375239830899514,-1.3967279532572183,0.1004016064256519,46.24721054246115,0.0009307467478,0.0008569699484,1.1055,1.10553,1.10411,1.10386,3,4,0,4,0.0004231135674,1.086090299,2845,6,0.004951178536,16,16,7,0.0009292254201,0.001992032531,-0.0004980147425,-0.0003503162429,-0.000786664718,-0.001158633305,-0.0007551115301,-2.406669704,0,3,0.001258140743,-0.0002116704083
353,EUR_CHF,2021-04-16 10:00:00,0.6062717770034481,0.1393728222996397,0.2543554006969121,3.374751058914765,-2.8338501923289603,-4.480070221067991,0.1239388794567276,25.31757805843029,0.0008504330986,0.0008562592386,1.10259,1.10299,1.10085,1.10012,4,15,0,5,0.0004084081728,0.9931958223,2295,6,0.002760952465,10,10,13,0.0009630287792,-0.002373404502,-0.002186824578,-0.001367456512,-0.001160229638,-0.002186824578,0.001873755721,-6.46729297,2,1,0.001579348983,0.001835332213
367,EUR_CHF,2021-04-23 12:00:00,0.6436781609195182,0.270114942528707,0.0862068965517747,1.919420222460888,0.1764984112609402,-1.0369281661569216,0.3406593406593681,49.25489277550868,0.0009065237407,0.0008663522723,1.10376,1.10423,1.10264,1.10249,4,4,1,3,0.0005986906371,1.046368515,1221,5,-0.0001358898751,12,12,11,0.0007545702519,0.001849937956,-0.001422842753,-0.001252821704,0.003530541916,0.0001451168193,-0.0006973333929,-2.647476169,0,3,0.001015228514,0.001004316742
408,EUR_CHF,2021-05-12 12:00:00,0.7009345794393416,0.2336448598129755,0.0654205607476829,1.3680487236461545,-1.010054665121821,-1.125124183933376,0.0730593607306621,46.71022920831086,0.0007821358856,0.0008548361739,1.09756,1.09781,1.09681,1.09674,2,4,0,2,0.0003571948457,0.9149541274,1543,6,0.0006197481105,12,12,11,0.0003097555046,0.0005285845904,-0.0005104412693,1.242494499e-05,-0.001620465556,-0.0007200113325,0.0001822326732,-2.595456924,0,3,0.0006835675198,-1.586046322e-06
413,EUR_CHF,2021-05-13 17:00:00,0.815384615384752,0.061538461538359,0.1230769230768889,1.4484412102746198,-1.7492713077934667,-2.729754588594847,0.0378250591016405,33.57547553226978,0.000897516579,0.0008388866978,1.09556,1.09564,1.0945,1.09434,3,5,0,1,0.0005156505808,1.069890107,2392,6,0.0006848158341,17,17,6,0.00159965836,-0.001304417416,-0.001998914498,0.002107547971,-0.001504946083,-0.001433417119,0.0001817322812,-4.534735174,1,2,0.0009680100844,0.001190147359
433,EUR_CHF,2021-05-20 18:00:00,0.6428571428569871,0.0446428571429509,0.3125000000000619,1.1726886733662794,-0.4083469487613539,-1.8637373558855648,0.1091811414392055,42.47475360674974,0.000955070195,0.0008110907935,1.09919,1.09924,1.09847,1.09812,3,19,2,7,0.0006781297259,1.177513298,1423,7,0.003974444845,18,18,5,0.002783520707,-0.0009093472423,9.103612769e-06,0.000513382265,0.001912325059,-0.0003549762704,-0.001108466267,-4.565109479,2,1,0.0006552424176,0.0007564326171
455,EUR_CHF,2021-05-27 18:00:00,0.7177419354839706,0.2419354838709591,0.0403225806450703,1.1356951061270446,-1.080742117121143,0.6044828790675583,0.3062645011600874,45.922739481556185,0.001091842338,0.0007831519852,1.09561,1.09591,1.09472,1.09467,3,10,1,6,0.0006028145069,1.394164043,2721,9,0.0004838658234,18,18,5,5.125662351e-05,0.000492997618,-0.002663797667,-0.0006482552729,-0.0004745088466,-0.00107732068,-0.001118916607,-2.738490619,2,1,0.0008126629768,0.004887397386
