unit_id,type,constituent_clusters,n,size_fraction,tentative_label,final_archetype_label,selected_SL_atr_mult,selected_R_atr,composite_at_selected_sl,mono_pre_peak,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,fwd_mfe_h240_p50,shape_tag,bimodal_separated_pass,pct_peak_and_collapse,gate_status,kill_criteria
c0,cluster,c0,266,0.3316708229,tentative_Early-peak hold OR Peak-and-collapse,Early-peak hold,,,,0.02819548872,0.01879699248,0.003759398496,0.03759398496,0.1932326428,unclassified,0,0.01879699248,FAIL,mono_pre_peak 0.0282 < 0.55;fwd_mfe_p50 0.1932R < 1.5R;frac_reach_1R 0.0188 < 0.7
c1,cluster,c1,228,0.2842892768,tentative_V-shape recovery,V-shape recovery,3,3,0.4933803552,0.5574154429,0.8859649123,0.7149122807,0,3.082843056,unclassified,0,0.4254385965,PASS,
c2,cluster,c2,308,0.3840399002,unassigned,unassigned,,,,0.6056094477,0.512987013,0.2012987013,0.006493506494,1.031930384,unclassified,0,0.5064935065,FAIL,fwd_mfe_p50 1.0319R < 1.5R;frac_reach_1R 0.5130 < 0.7
