sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.2842892768,0.2632655254,0.1336100539,0.6396438483,1.603620784,5.560709983,31.31345298,0.600877193,0.4122807018,0.4035087719,heavy_right_tail,0,0.01355145398,0.9938691543,0.5131578947,0.8018103922,1,0,1,0,0,1,1,0,-0.4893660535,0
1,1,0.2842892768,0.3910698548,0.1056139012,0.5723654817,1.703901239,8.865433669,19.13644251,0.6228070175,0.4912280702,0.1359649123,scattered,0,0.01268181666,0.9956107234,0.4342105263,1.703901239,1,0,1,0,1,0,1,0,-0.07208803989,0
1.5,1.5,0.2842892768,0.5113280604,0.2286761764,1.463658001,4.379879953,8.026057915,13.98869764,0.798245614,0.6973684211,0.02631578947,scattered,0,0.01502914196,0.9909098797,0.5175438596,6.56981993,1,0,1,1,1,0,1,0,0.333257885,0
2,2,0.2842892768,0.5592513262,0.8324663617,2.278750197,4.484748202,7.172123235,11.1592062,0.9298245614,0.7850877193,0.004385964912,scattered,0,0.02753210295,0.2688011806,0.5175438596,8.969496404,1,1,1,1,1,0,1,0,0.5346899227,0
3,3,0.2842892768,0.5574154429,0.5967820572,1.766599494,3.082843056,4.982623468,7.525513196,0.8859649123,0.7149122807,0,unclassified,0,0.01852657975,0.9017291526,0.4254385965,9.248529168,1,1,1,1,1,1,1,1,0.4933803552,1
4,4,0.2842892768,0.5575356106,0.5388516089,1.446445328,2.422449508,3.736967601,5.644134897,0.8552631579,0.6315789474,0,unclassified,0,0.01689900605,0.9621860224,0.3947368421,9.689798034,1,1,1,1,1,1,1,1,0.4627987685,0
