pair,bar_time,swing_low_N,low,close,sweep_atr,reclaim_ratio,fired_signal
GBP_USD,2021-08-19 12:00:00,1.36744,1.36653,1.3681,0.3094310072,0.7252747253,1
CAD_CHF,2021-08-20 00:00:00,0.71523,0.71456,0.71619,0.2806911265,1.432835821,1
CHF_JPY,2021-08-20 00:00:00,119.448,119.246,119.648,0.7466160802,0.9900990099,1
GBP_CHF,2021-08-20 00:00:00,1.25174,1.25059,1.25216,0.3338658847,0.3652173913,0
GBP_CHF,2021-08-20 08:00:00,1.24862,1.24724,1.25027,0.3970640201,1.195652174,1
AUD_NZD,2021-08-23 00:00:00,1.04282,1.04183,1.04528,0.354257921,2.484848485,1
GBP_NZD,2021-08-23 20:00:00,1.98914,1.98711,1.99028,0.3209591436,0.5615763547,1
GBP_CAD,2021-08-24 00:00:00,1.73506,1.73352,1.73587,0.3382510592,0.525974026,1
EUR_CAD,2021-08-24 12:00:00,1.48096,1.47994,1.48406,0.2602080704,3.039215686,1
EUR_NZD,2021-08-24 12:00:00,1.69087,1.68867,1.69241,0.3687724675,0.7,1
USD_JPY,2021-08-24 16:00:00,109.482,109.413,109.704,0.3336931292,3.217391304,1
EUR_NZD,2021-08-30 00:00:00,1.68044,1.6791,1.68466,0.2681757301,3.149253731,1
GBP_AUD,2021-08-30 00:00:00,1.88127,1.87902,1.882,0.5180524311,0.3244444444,0
USD_CAD,2021-08-30 16:00:00,1.2585,1.25735,1.26104,0.3410309174,2.208695652,1
GBP_AUD,2021-08-31 12:00:00,1.87889,1.87738,1.88198,0.3520938741,2.046357616,1
GBP_NZD,2021-08-31 12:00:00,1.95148,1.94868,1.95295,0.488976987,0.525,1
USD_JPY,2021-08-31 16:00:00,109.651,109.586,109.968,0.3288829201,4.876923077,1
EUR_AUD,2021-09-02 00:00:00,1.60543,1.60419,1.60879,0.3311296459,2.709677419,1
EUR_NZD,2021-09-06 00:00:00,1.65815,1.65687,1.66194,0.2975218951,2.9609375,1
GBP_NZD,2021-09-06 00:00:00,1.93407,1.93265,1.93847,0.2831542662,3.098591549,1
CAD_JPY,2021-09-08 16:00:00,86.696,86.457,87.05,0.8694422831,1.481171548,1
GBP_USD,2021-09-08 16:00:00,1.37507,1.37263,1.37708,0.8938765295,0.8237704918,1
AUD_NZD,2021-09-09 00:00:00,1.03702,1.03563,1.03749,0.7397361141,0.3381294964,0
EUR_NZD,2021-09-09 16:00:00,1.65947,1.65696,1.66185,0.5896736046,0.9482071713,1
USD_JPY,2021-09-09 20:00:00,109.686,109.62,109.718,0.4163027943,0.4848484848,0
CHF_JPY,2021-09-10 00:00:00,119.437,119.351,119.688,0.366669787,2.918604651,1
NZD_JPY,2021-09-10 04:00:00,77.876,77.784,78.247,0.3605531333,4.032608696,1
AUD_NZD,2021-09-13 00:00:00,1.03304,1.03203,1.03538,0.5384263131,2.316831683,1
AUD_USD,2021-09-14 12:00:00,0.73304,0.73242,0.73589,0.2526155541,4.596774194,1
USD_JPY,2021-09-14 20:00:00,109.596,109.526,109.683,0.4223454511,1.242857143,1
AUD_CHF,2021-09-15 04:00:00,0.67215,0.67148,0.67415,0.2951961949,2.985074627,1
AUD_JPY,2021-09-15 04:00:00,80.113,80.009,80.315,0.3604746405,1.942307692,1
GBP_JPY,2021-09-15 04:00:00,151.23,151.127,151.36,0.2843294903,1.262135922,1
NZD_USD,2021-09-15 04:00:00,0.70821,0.70728,0.70972,0.3862328584,1.623655914,1
CAD_JPY,2021-09-15 12:00:00,86.203,85.959,86.272,0.8674262605,0.2827868852,0
GBP_CHF,2021-09-15 12:00:00,1.26816,1.26597,1.26989,0.711541156,0.7899543379,1
NZD_CAD,2021-09-16 00:00:00,0.89707,0.8963,0.89907,0.3743427331,2.597402597,1
EUR_JPY,2021-09-16 12:00:00,128.724,128.605,128.94,0.5072922727,1.81512605,1
GBP_CAD,2021-09-16 16:00:00,1.74481,1.74325,1.74845,0.423940884,2.333333333,1
AUD_JPY,2021-09-20 12:00:00,79.29,79.046,79.344,0.8198613859,0.2213114754,0
AUD_USD,2021-09-20 12:00:00,0.72264,0.72197,0.7246,0.2861514258,2.925373134,1
CHF_JPY,2021-09-20 12:00:00,117.614,117.54,117.913,0.2748108014,4.040540541,1
EUR_USD,2021-09-20 12:00:00,1.17053,1.17004,1.17142,0.2701500784,1.816326531,1
EUR_JPY,2021-09-22 00:00:00,127.997,127.92,128.033,0.3023140492,0.4675324675,0
USD_JPY,2021-09-22 00:00:00,109.183,109.119,109.245,0.3415159361,0.96875,1
USD_CHF,2021-09-22 12:00:00,0.92225,0.92166,0.92236,0.296499569,0.186440678,0
GBP_AUD,2021-09-22 20:00:00,1.87874,1.87485,1.88048,0.828442446,0.4473007712,0
NZD_CAD,2021-09-23 00:00:00,0.89349,0.89252,0.89401,0.3666470003,0.5360824742,1
GBP_NZD,2021-09-23 12:00:00,1.93844,1.93665,1.93916,0.2965083293,0.4022346369,0
EUR_NZD,2021-09-23 16:00:00,1.65698,1.6554,1.6587,0.2809416769,1.088607595,1
AUD_CAD,2021-09-27 00:00:00,0.91778,0.91599,0.91974,0.712665252,1.094972067,1
GBP_CAD,2021-09-29 16:00:00,1.70991,1.70866,1.71283,0.2554123849,2.336,1
GBP_JPY,2021-09-29 16:00:00,150.094,149.909,150.278,0.3675541545,0.9945945946,1
CHF_JPY,2021-09-30 20:00:00,119.28,119.178,119.414,0.3709831744,1.31372549,1
NZD_CAD,2021-10-01 00:00:00,0.87323,0.87259,0.87574,0.2501507114,3.921875,1
NZD_JPY,2021-10-01 00:00:00,76.683,76.587,76.821,0.3341254406,1.4375,1
AUD_JPY,2021-10-01 08:00:00,80.134,79.896,80.322,0.7109120461,0.7899159664,1
CAD_JPY,2021-10-01 08:00:00,87.352,87.18,87.481,0.5439289856,0.75,1
EUR_CHF,2021-10-01 08:00:00,1.0781,1.07757,1.079,0.2759396971,1.698113208,1
EUR_NZD,2021-10-01 20:00:00,1.66988,1.66847,1.67041,0.2708382011,0.3758865248,0
EUR_NZD,2021-10-05 00:00:00,1.66616,1.6633,1.66935,0.5641059738,1.115384615,1
NZD_CHF,2021-10-06 12:00:00,0.64013,0.6394,0.64143,0.2942995591,1.780821918,1
EUR_JPY,2021-10-06 16:00:00,128.442,128.333,128.574,0.3415373707,1.211009174,1
EUR_CAD,2021-10-07 08:00:00,1.45323,1.45223,1.45514,0.2903285789,1.91,1
GBP_CAD,2021-10-07 08:00:00,1.70832,1.70732,1.71037,0.2650253169,2.05,1
NZD_CAD,2021-10-08 00:00:00,0.86894,0.86607,0.87071,1.156063928,0.6167247387,1
GBP_AUD,2021-10-12 00:00:00,1.84857,1.84579,1.85146,0.5809940872,1.039568345,1
GBP_NZD,2021-10-12 00:00:00,1.95715,1.95485,1.96113,0.4372513095,1.730434783,1
EUR_NZD,2021-10-12 12:00:00,1.6608,1.65742,1.66224,0.6764733936,0.426035503,0
GBP_CAD,2021-10-15 00:00:00,1.69082,1.68964,1.69178,0.3092653158,0.813559322,1
EUR_NZD,2021-10-15 08:00:00,1.64473,1.64317,1.6452,0.3423600585,0.3012820513,0
GBP_NZD,2021-10-15 08:00:00,1.93923,1.93778,1.9455,0.2703002394,4.324137931,1
EUR_AUD,2021-10-18 00:00:00,1.56083,1.55977,1.56305,0.2819339324,2.094339623,1
EUR_CAD,2021-10-18 00:00:00,1.43188,1.43013,1.43447,0.5326614349,1.48,1
EUR_GBP,2021-10-18 00:00:00,0.84237,0.84171,0.84287,0.3890357205,0.7575757576,1
USD_CAD,2021-10-19 12:00:00,1.23203,1.23114,1.23554,0.2953608179,3.943820225,1
AUD_NZD,2021-10-19 16:00:00,1.0433,1.0423,1.0439,0.4638642205,0.6,1
GBP_AUD,2021-10-21 04:00:00,1.83555,1.8325,1.84014,0.6180255195,1.504918033,1
NZD_CHF,2021-10-22 16:00:00,0.65444,0.65389,0.65531,0.2546612551,1.581818182,1
USD_CHF,2021-10-22 16:00:00,0.91625,0.91509,0.91664,0.6371357728,0.3362068966,0
AUD_CHF,2021-10-25 00:00:00,0.68349,0.68282,0.68461,0.3235626799,1.671641791,1
GBP_CHF,2021-10-25 00:00:00,1.25896,1.25813,1.26164,0.2690683299,3.228915663,1
GBP_AUD,2021-10-27 04:00:00,1.82823,1.82703,1.83025,0.2505372024,1.683333333,1
EUR_CHF,2021-10-27 12:00:00,1.0645,1.06363,1.06617,0.4720919915,1.91954023,1
EUR_JPY,2021-10-27 12:00:00,131.77,131.578,132.097,0.5543292799,1.703125,1
GBP_JPY,2021-10-27 12:00:00,155.923,155.789,156.209,0.2692182919,2.134328358,1
GBP_USD,2021-10-27 12:00:00,1.37223,1.37105,1.37391,0.3819604913,1.423728814,1
CAD_CHF,2021-10-27 16:00:00,0.73823,0.73756,0.7443,0.2857028143,9.059701493,1
CAD_JPY,2021-10-27 16:00:00,91.381,91.244,92.23,0.3832437637,6.197080292,1
EUR_NZD,2021-10-28 12:00:00,1.61419,1.61283,1.62105,0.2734996919,5.044117647,1
GBP_CHF,2021-10-29 00:00:00,1.25675,1.25594,1.25703,0.2782886632,0.3456790123,0
AUD_CHF,2021-10-29 04:00:00,0.68613,0.68532,0.68832,0.3481575316,2.703703704,1
NZD_CHF,2021-10-29 04:00:00,0.65399,0.65334,0.65494,0.2841593164,1.461538462,1
GBP_CHF,2021-11-01 00:00:00,1.25199,1.25058,1.2531,0.4714557837,0.7872340426,1
GBP_CAD,2021-11-01 12:00:00,1.69041,1.68848,1.69308,0.4429405897,1.383419689,1
GBP_NZD,2021-11-01 20:00:00,1.89959,1.89735,1.90066,0.4057065684,0.4776785714,0
AUD_NZD,2021-11-02 08:00:00,1.04295,1.04044,1.04416,0.9381778764,0.4820717131,0
GBP_CHF,2021-11-04 20:00:00,1.23039,1.22943,1.23166,0.251985354,1.322916667,1
AUD_CHF,2021-11-05 04:00:00,0.67373,0.67311,0.67401,0.2794210017,0.4516129032,0
AUD_CAD,2021-11-05 12:00:00,0.91936,0.91795,0.9201,0.5719595597,0.524822695,1
AUD_USD,2021-11-05 12:00:00,0.73725,0.73596,0.73833,0.5316307448,0.8372093023,1
GBP_CAD,2021-11-05 12:00:00,1.67488,1.67338,1.6772,0.3442614831,1.546666667,1
NZD_USD,2021-11-05 12:00:00,0.70785,0.70723,0.70845,0.2632082686,0.9677419355,1
GBP_AUD,2021-11-08 00:00:00,1.8203,1.81716,1.82368,0.5968261547,1.076433121,1
CHF_JPY,2021-11-08 16:00:00,123.826,123.594,123.938,0.7191301775,0.4827586207,0
USD_CHF,2021-11-09 20:00:00,0.911,0.91015,0.91115,0.3985679802,0.1764705882,0
USD_CAD,2021-11-10 16:00:00,1.24116,1.23871,1.24571,0.8431815964,1.857142857,1
EUR_USD,2021-11-11 04:00:00,1.14725,1.14645,1.14794,0.3007036817,0.8625,1
AUD_CHF,2021-11-11 08:00:00,0.67034,0.66979,0.67191,0.2614800788,2.854545455,1
EUR_CHF,2021-11-16 00:00:00,1.05107,1.05043,1.05213,0.3873756691,1.65625,1
EUR_JPY,2021-11-16 00:00:00,129.677,129.583,130.047,0.3213409967,3.936170213,1
NZD_CAD,2021-11-17 00:00:00,0.87724,0.87666,0.87835,0.259605239,1.913793103,1
AUD_CAD,2021-11-17 04:00:00,0.91462,0.91386,0.91545,0.3522499822,1.092105263,1
EUR_GBP,2021-11-17 08:00:00,0.84068,0.83898,0.84219,0.8443939044,0.8882352941,1
CAD_JPY,2021-11-18 04:00:00,90.311,90.226,90.536,0.3018528369,2.647058824,1
AUD_NZD,2021-11-19 00:00:00,1.03234,1.03117,1.03334,0.5116938623,0.8547008547,1
AUD_CHF,2021-11-19 12:00:00,0.6702,0.66956,0.67138,0.2838186488,1.84375,1
AUD_USD,2021-11-19 12:00:00,0.72411,0.72268,0.72449,0.6302912961,0.2657342657,0
EUR_CHF,2021-11-19 12:00:00,1.04551,1.04474,1.04608,0.3718085967,0.7402597403,1
NZD_CHF,2021-11-19 12:00:00,0.64807,0.64747,0.64951,0.2550590312,2.4,1
GBP_USD,2021-11-26 08:00:00,1.32984,1.32781,1.33149,0.7236847886,0.8128078818,1
AUD_CHF,2021-11-26 20:00:00,0.65647,0.65564,0.65864,0.2890435096,2.614457831,1
CHF_JPY,2021-11-26 20:00:00,122.536,122.226,122.665,0.8606679506,0.4161290323,0
NZD_CHF,2021-11-26 20:00:00,0.62874,0.62728,0.63012,0.5220822336,0.9452054795,1
USD_CHF,2021-11-26 20:00:00,0.92191,0.92113,0.9244,0.2960399196,3.192307692,1
EUR_CHF,2021-11-29 00:00:00,1.04278,1.04221,1.04467,0.2511681779,3.315789474,1
EUR_JPY,2021-11-29 08:00:00,127.717,127.487,127.905,0.5319677036,0.8173913043,1
AUD_JPY,2021-11-30 08:00:00,80.297,80.17,80.408,0.2783464221,0.874015748,1
AUD_USD,2021-11-30 08:00:00,0.71013,0.70921,0.71256,0.3520550595,2.641304348,1
NZD_JPY,2021-11-30 08:00:00,76.809,76.663,76.997,0.3512102995,1.287671233,1
NZD_USD,2021-11-30 08:00:00,0.67878,0.67802,0.68231,0.2836983782,4.644736842,1
USD_JPY,2021-11-30 16:00:00,112.683,112.53,113.107,0.3146034065,2.77124183,1
AUD_NZD,2021-12-03 00:00:00,1.03987,1.03895,1.04133,0.3713939523,1.586956522,1
GBP_CAD,2021-12-03 16:00:00,1.69215,1.68975,1.69923,0.4186506476,2.95,1
NZD_CAD,2021-12-03 16:00:00,0.86613,0.8633,0.86647,0.9722028951,0.1201413428,0
EUR_CHF,2021-12-06 00:00:00,1.03756,1.03667,1.03895,0.4995912979,1.561797753,1
NZD_CHF,2021-12-06 00:00:00,0.61869,0.6173,0.62138,0.4272572999,1.935251799,1
GBP_NZD,2021-12-09 00:00:00,1.93749,1.93545,1.94023,0.3347157715,1.343137255,1
EUR_AUD,2021-12-09 08:00:00,1.57821,1.57687,1.58039,0.2514585047,1.626865672,1
CAD_CHF,2021-12-13 00:00:00,0.72318,0.72225,0.72512,0.3758877997,2.086021505,1
EUR_GBP,2021-12-13 12:00:00,0.85049,0.85001,0.85123,0.2756643492,1.541666667,1
AUD_CHF,2021-12-15 00:00:00,0.65388,0.65087,0.6567,1.143627433,0.9368770764,1
NZD_USD,2021-12-15 04:00:00,0.67317,0.67258,0.67404,0.3135917147,1.474576271,1
EUR_USD,2021-12-15 20:00:00,1.12479,1.12217,1.12919,0.9596273536,1.679389313,1
GBP_USD,2021-12-15 20:00:00,1.31869,1.31716,1.32618,0.441231975,4.895424837,1
EUR_AUD,2021-12-16 12:00:00,1.57046,1.56572,1.5731,0.8568121494,0.5569620253,1
EUR_NZD,2021-12-16 12:00:00,1.6584,1.65485,1.66268,0.6254133051,1.205633803,1
GBP_AUD,2021-12-16 12:00:00,1.84535,1.84181,1.84981,0.5842054632,1.259887006,1
GBP_NZD,2021-12-16 12:00:00,1.94871,1.9458,1.95491,0.4622841361,2.130584192,1
CAD_CHF,2021-12-20 00:00:00,0.71585,0.71451,0.71649,0.5361136692,0.4776119403,0
EUR_CHF,2021-12-20 00:00:00,1.03839,1.03791,1.0385,0.2681456853,0.2291666667,0
GBP_CHF,2021-12-21 00:00:00,1.2152,1.21333,1.21758,0.5196003244,1.272727273,1
NZD_CHF,2021-12-21 00:00:00,0.61744,0.6165,0.61982,0.3975264753,2.531914894,1
GBP_AUD,2021-12-23 08:00:00,1.84896,1.84771,1.85102,0.2567187596,1.648,1
GBP_NZD,2021-12-23 08:00:00,1.95701,1.95558,1.96078,0.2851799017,2.636363636,1
USD_CAD,2021-12-24 12:00:00,1.2798,1.27861,1.28137,0.4315344531,1.319327731,1
EUR_CAD,2021-12-27 00:00:00,1.44816,1.44713,1.45005,0.2705948451,1.834951456,1
EUR_NZD,2021-12-27 00:00:00,1.65429,1.65227,1.65992,0.3598858957,2.787128713,1
NZD_CAD,2021-12-28 00:00:00,0.87008,0.86926,0.87124,0.3273319862,1.414634146,1
USD_CHF,2021-12-28 12:00:00,0.9164,0.91592,0.91659,0.2961946918,0.3958333333,0
EUR_GBP,2021-12-28 16:00:00,0.84126,0.84023,0.84174,0.6270535827,0.4660194175,0
EUR_CAD,2021-12-31 08:00:00,1.43979,1.43881,1.44083,0.2927189112,1.06122449,1
EUR_GBP,2021-12-31 08:00:00,0.83797,0.83676,0.83856,0.8192877676,0.4876033058,0
AUD_CHF,2022-01-03 00:00:00,0.66063,0.6599,0.66242,0.3590381398,2.452054795,1
GBP_CAD,2022-01-03 00:00:00,1.7091,1.70787,1.71158,0.2982363934,2.016260163,1
NZD_CAD,2022-01-03 00:00:00,0.86398,0.86049,0.86575,1.213119298,0.5071633238,1
AUD_NZD,2022-01-04 00:00:00,1.0588,1.05774,1.06036,0.5223008386,1.471698113,1
NZD_CHF,2022-01-06 16:00:00,0.61893,0.61821,0.62125,0.3330076141,3.222222222,1
NZD_CAD,2022-01-06 20:00:00,0.85806,0.85729,0.85888,0.3055563161,1.064935065,1
AUD_CAD,2022-01-10 00:00:00,0.9069,0.90612,0.90892,0.3260430709,2.58974359,1
AUD_NZD,2022-01-10 00:00:00,1.05826,1.05726,1.06114,0.4884344615,2.88,1
GBP_CAD,2022-01-10 00:00:00,1.71657,1.71422,1.71804,0.5516386942,0.6255319149,1
EUR_JPY,2022-01-10 16:00:00,130.324,130.159,130.376,0.522932625,0.3151515152,0
CHF_JPY,2022-01-11 00:00:00,124.203,124.097,124.425,0.3237281853,2.094339623,1
EUR_CAD,2022-01-12 12:00:00,1.42569,1.42344,1.42825,0.6337311338,1.137777778,1
NZD_CAD,2022-01-12 12:00:00,0.85088,0.84961,0.85243,0.5940931986,1.220472441,1
USD_JPY,2022-01-12 20:00:00,114.519,114.378,114.629,0.5103902811,0.780141844,1
GBP_CHF,2022-01-14 00:00:00,1.24806,1.24727,1.24876,0.2879844438,0.8860759494,1
NZD_CHF,2022-01-14 04:00:00,0.62394,0.6234,0.62465,0.3016913154,1.314814815,1
AUD_CHF,2022-01-14 20:00:00,0.65823,0.6576,0.65937,0.3001984122,1.80952381,1
AUD_NZD,2022-01-17 00:00:00,1.05843,1.0574,1.0598,0.5894210386,1.330097087,1
NZD_CAD,2022-01-18 00:00:00,0.85008,0.84908,0.85009,0.479913352,0.01,0
NZD_USD,2022-01-18 00:00:00,0.67867,0.6781,0.68058,0.2511312208,3.350877193,1
GBP_CAD,2022-01-18 04:00:00,1.70592,1.70483,1.70668,0.3175782983,0.6972477064,1
AUD_CAD,2022-01-18 08:00:00,0.89936,0.89882,0.90034,0.2676682264,1.814814815,1
EUR_CAD,2022-01-18 08:00:00,1.42539,1.42451,1.42712,0.2896206175,1.965909091,1
NZD_CAD,2022-01-18 08:00:00,0.84752,0.84641,0.84812,0.5221813024,0.5405405405,1
EUR_NZD,2022-01-19 16:00:00,1.66753,1.66556,1.66927,0.4430314659,0.883248731,1
USD_JPY,2022-01-21 04:00:00,113.734,113.622,113.856,0.3898608043,1.089285714,1
AUD_CHF,2022-01-24 00:00:00,0.65384,0.65306,0.65579,0.3138011254,2.5,1
CAD_CHF,2022-01-24 00:00:00,0.72451,0.72352,0.72675,0.4267944209,2.262626263,1
AUD_JPY,2022-01-24 16:00:00,80.833,80.695,80.88,0.3834718929,0.3405797101,0
AUD_USD,2022-01-24 16:00:00,0.71083,0.70906,0.71108,0.649266805,0.1412429379,0
EUR_JPY,2022-01-25 16:00:00,128.373,128.245,128.501,0.3655783922,1,1
CHF_JPY,2022-01-27 16:00:00,123.74,123.589,123.87,0.485421593,0.8609271523,1
NZD_USD,2022-01-27 20:00:00,0.65771,0.65698,0.65824,0.2725859288,0.7260273973,1
NZD_CHF,2022-01-28 12:00:00,0.60997,0.60873,0.6104,0.5113925633,0.3467741935,0
EUR_GBP,2022-01-28 16:00:00,0.83119,0.83054,0.83288,0.4059343706,2.6,1
AUD_JPY,2022-01-28 20:00:00,80.484,80.36,80.61,0.3179065007,1.016129032,1
NZD_CHF,2022-01-28 20:00:00,0.60873,0.60806,0.60935,0.2870739919,0.9253731343,1
NZD_JPY,2022-01-28 20:00:00,75.406,75.23,75.428,0.5349240154,0.125,0
NZD_CAD,2022-01-31 00:00:00,0.83494,0.83402,0.83573,0.4091686801,0.8586956522,1
USD_JPY,2022-02-02 12:00:00,114.4,114.153,114.426,0.9754579512,0.1052631579,0
EUR_GBP,2022-02-03 12:00:00,0.83051,0.82846,0.83675,1.048572604,3.043902439,1
CAD_CHF,2022-02-04 16:00:00,0.72318,0.72248,0.72477,0.3155505714,2.271428571,1
AUD_NZD,2022-02-07 00:00:00,1.06789,1.06658,1.07002,0.5267541962,1.625954198,1
GBP_USD,2022-02-07 12:00:00,1.3505,1.34906,1.35217,0.4332098866,1.159722222,1
EUR_AUD,2022-02-10 12:00:00,1.58867,1.58713,1.59232,0.3341479197,2.37012987,1
EUR_CAD,2022-02-11 20:00:00,1.44396,1.44181,1.44512,0.5745974818,0.5395348837,1
NZD_CHF,2022-02-14 04:00:00,0.6129,0.61218,0.61352,0.3185058039,0.8611111111,1
NZD_USD,2022-02-14 04:00:00,0.6625,0.66129,0.66279,0.4178146071,0.2396694215,0
NZD_CAD,2022-02-14 16:00:00,0.84195,0.84064,0.84318,0.5323885189,0.9389312977,1
USD_CHF,2022-02-16 20:00:00,0.92148,0.92063,0.92262,0.3724982933,1.341176471,1
EUR_NZD,2022-02-17 16:00:00,1.6932,1.69191,1.69557,0.269552475,1.837209302,1
AUD_NZD,2022-02-21 00:00:00,1.07077,1.06994,1.07291,0.3952787647,2.578313253,1
CAD_JPY,2022-02-21 00:00:00,90.133,90.026,90.294,0.3310934191,1.504672897,1
EUR_CHF,2022-02-21 00:00:00,1.0427,1.04192,1.04509,0.3238675515,3.064102564,1
EUR_GBP,2022-02-21 00:00:00,0.8326,0.83214,0.83398,0.2796897445,3,1
EUR_JPY,2022-02-21 00:00:00,130.208,129.969,130.584,0.5374783649,1.573221757,1
GBP_NZD,2022-02-21 16:00:00,2.02399,2.02148,2.02649,0.4855259386,0.9960159363,1
AUD_CHF,2022-02-22 00:00:00,0.65836,0.65712,0.65941,0.4722268862,0.8467741935,1
AUD_JPY,2022-02-22 00:00:00,82.337,82.123,82.5,0.5499514883,0.761682243,1
CAD_CHF,2022-02-22 00:00:00,0.71796,0.71718,0.71855,0.4013017251,0.7564102564,1
GBP_CHF,2022-02-22 00:00:00,1.24515,1.24416,1.24531,0.3295033113,0.1616161616,0
NZD_CHF,2022-02-22 00:00:00,0.61317,0.61206,0.61459,0.5018151563,1.279279279,1
NZD_JPY,2022-02-22 00:00:00,76.596,76.489,76.891,0.326686654,2.757009346,1
EUR_USD,2022-02-22 04:00:00,1.12963,1.1288,1.13061,0.2935024571,1.180722892,1
GBP_CHF,2022-02-22 08:00:00,1.24416,1.24303,1.24763,0.3629069124,3.07079646,1
USD_JPY,2022-02-24 08:00:00,114.494,114.409,114.735,0.3301563574,2.835294118,1
CAD_JPY,2022-02-24 12:00:00,89.38,89.23,89.61,0.4166352039,1.533333333,1
EUR_CAD,2022-02-24 16:00:00,1.43012,1.42877,1.4337,0.3324894339,2.651851852,1
EUR_CHF,2022-02-24 16:00:00,1.02931,1.02813,1.03395,0.3146249241,3.93220339,1
GBP_AUD,2022-02-24 16:00:00,1.86658,1.86451,1.8721,0.32651629,2.666666667,1
GBP_CAD,2022-02-24 16:00:00,1.71236,1.70862,1.71626,0.7863709168,1.042780749,1
GBP_USD,2022-02-24 16:00:00,1.33566,1.3273,1.33676,1.880746753,0.1315789474,0
EUR_AUD,2022-02-28 00:00:00,1.55149,1.54829,1.55547,0.5389871187,1.24375,1
NZD_CAD,2022-02-28 00:00:00,0.85324,0.85038,0.8541,0.900218646,0.3006993007,0
GBP_JPY,2022-03-01 20:00:00,152.828,152.665,153.064,0.2810259823,1.447852761,1
GBP_NZD,2022-03-02 08:00:00,1.96399,1.96209,1.968,0.2836021813,2.110526316,1
GBP_USD,2022-03-02 08:00:00,1.33019,1.32715,1.33082,0.7236052357,0.2072368421,0
EUR_CHF,2022-03-04 00:00:00,1.01516,1.01192,1.0159,0.9015846118,0.2283950617,0
CAD_CHF,2022-03-04 16:00:00,0.71961,0.71886,0.72176,0.2883505496,2.866666667,1
EUR_NZD,2022-03-04 20:00:00,1.59151,1.58873,1.59269,0.4284793858,0.4244604317,0
GBP_CHF,2022-03-07 00:00:00,1.21283,1.21045,1.21592,0.5175904713,1.298319328,1
CHF_JPY,2022-03-07 12:00:00,124.412,124.283,124.724,0.3095586361,2.418604651,1
EUR_USD,2022-03-07 12:00:00,1.08216,1.0806,1.08977,0.288173639,4.878205128,1
GBP_USD,2022-03-07 12:00:00,1.31562,1.31414,1.31733,0.3057057748,1.155405405,1
AUD_NZD,2022-03-08 00:00:00,1.07123,1.07048,1.07235,0.3032349581,1.493333333,1
AUD_JPY,2022-03-08 08:00:00,84.025,83.909,84.295,0.2548452301,2.327586207,1
GBP_USD,2022-03-11 08:00:00,1.30693,1.30511,1.30744,0.418349642,0.2802197802,0
USD_CAD,2022-03-11 16:00:00,1.27148,1.2694,1.27314,0.5337590022,0.7980769231,1
AUD_CAD,2022-03-11 20:00:00,0.92862,0.92779,0.92975,0.2621141195,1.361445783,1
EUR_CAD,2022-03-11 20:00:00,1.38887,1.38578,1.39055,0.4570475197,0.5436893204,1
GBP_CAD,2022-03-11 20:00:00,1.65936,1.65682,1.66157,0.4739794033,0.8700787402,1
AUD_USD,2022-03-14 08:00:00,0.72451,0.7234,0.72562,0.3670012019,1,1
EUR_GBP,2022-03-17 12:00:00,0.83751,0.83673,0.84392,0.2696714727,8.217948718,1
EUR_AUD,2022-03-18 08:00:00,1.49821,1.49651,1.4991,0.2975936964,0.5235294118,1
GBP_AUD,2022-03-18 08:00:00,1.77941,1.7767,1.7813,0.4147057401,0.6974169742,1
USD_CAD,2022-03-18 08:00:00,1.26045,1.25952,1.26202,0.2507001357,1.688172043,1
GBP_CHF,2022-03-21 12:00:00,1.22334,1.22191,1.22659,0.3668727762,2.272727273,1
EUR_USD,2022-03-22 08:00:00,1.09809,1.0961,1.09964,0.5270054035,0.7788944724,1
EUR_NZD,2022-03-23 12:00:00,1.57977,1.57807,1.58035,0.2998963421,0.3411764706,0
EUR_CAD,2022-03-23 16:00:00,1.37982,1.37843,1.38267,0.3000040936,2.050359712,1
EUR_AUD,2022-03-24 16:00:00,1.4634,1.46098,1.46476,0.4504510202,0.5619834711,1
GBP_AUD,2022-03-28 08:00:00,1.74644,1.7442,1.74807,0.4080098834,0.7276785714,1
GBP_USD,2022-03-28 08:00:00,1.31453,1.31306,1.3163,0.4043232518,1.204081633,1
NZD_USD,2022-03-28 08:00:00,0.69351,0.69266,0.69462,0.3491935166,1.305882353,1
AUD_CAD,2022-03-29 12:00:00,0.93575,0.93399,0.9361,0.577103437,0.1988636364,0
AUD_USD,2022-03-29 12:00:00,0.74663,0.7456,0.74824,0.3405414631,1.563106796,1
GBP_CAD,2022-03-29 12:00:00,1.63317,1.63167,1.64456,0.27763215,7.593333333,1
AUD_CHF,2022-03-30 12:00:00,0.6951,0.69404,0.6966,0.3231601177,1.41509434,1
AUD_NZD,2022-03-30 12:00:00,1.07661,1.07586,1.07735,0.2831673754,0.9866666667,1
USD_CHF,2022-03-30 12:00:00,0.92537,0.92453,0.92645,0.289109215,1.285714286,1
USD_CAD,2022-03-30 16:00:00,1.24655,1.24294,1.24691,1.094511113,0.09972299169,0
CAD_CHF,2022-03-31 12:00:00,0.7379,0.73699,0.73943,0.3505222818,1.681318681,1
NZD_CHF,2022-03-31 12:00:00,0.6414,0.64026,0.64165,0.4836219536,0.2192982456,0
NZD_CHF,2022-04-01 08:00:00,0.6383,0.63766,0.64098,0.2650379894,4.1875,1
