pair,bar_time,swing_low_N,low,close,sweep_atr,reclaim_ratio,fired_signal
EUR_GBP,2021-02-02 12:00:00,0.88044,0.87952,0.88188,0.4644969813,1.565217391,1
GBP_CAD,2021-02-03 12:00:00,1.7443,1.74266,1.74672,0.4181115997,1.475609756,1
NZD_CAD,2021-02-05 12:00:00,0.91521,0.91353,0.91709,0.6110812842,1.119047619,1
CAD_CHF,2021-02-09 16:00:00,0.70096,0.70008,0.70257,0.5602776509,1.829545455,1
CAD_JPY,2021-02-09 16:00:00,82.085,81.962,82.297,0.6439934767,1.723577236,1
USD_CAD,2021-02-10 08:00:00,1.2691,1.26747,1.27101,0.5985499244,1.171779141,1
USD_JPY,2021-02-10 08:00:00,104.498,104.408,104.79,0.4357882423,3.244444444,1
EUR_CHF,2021-02-11 00:00:00,1.0785,1.07798,1.07867,0.445845788,0.3269230769,0
GBP_AUD,2021-02-11 16:00:00,1.78091,1.77907,1.78169,0.4302599623,0.4239130435,0
EUR_AUD,2021-02-12 00:00:00,1.56168,1.56073,1.56504,0.2775060161,3.536842105,1
NZD_CAD,2021-02-15 00:00:00,0.91459,0.91339,0.91591,0.5674317373,1.1,1
EUR_GBP,2021-02-15 04:00:00,0.87303,0.87265,0.87323,0.2663391258,0.5263157895,1
EUR_NZD,2021-02-16 04:00:00,1.67422,1.67143,1.67524,0.7094655189,0.3655913978,0
USD_CAD,2021-02-16 04:00:00,1.26166,1.26097,1.26306,0.2656523558,2.028985507,1
USD_CHF,2021-02-16 04:00:00,0.88875,0.88835,0.88899,0.2734299808,0.6,1
EUR_USD,2021-02-17 16:00:00,1.20305,1.20234,1.20451,0.292631393,2.056338028,1
USD_CAD,2021-02-19 16:00:00,1.26052,1.25943,1.26081,0.327201294,0.2660550459,0
CHF_JPY,2021-02-22 00:00:00,117.567,117.436,117.75,0.5667540845,1.396946565,1
GBP_JPY,2021-02-26 08:00:00,147.6,147.404,148.471,0.3176693665,4.443877551,1
GBP_NZD,2021-02-26 08:00:00,1.89534,1.89341,1.90428,0.2674837857,4.632124352,1
NZD_CAD,2021-03-01 12:00:00,0.91875,0.91712,0.9195,0.4809774237,0.4601226994,0
EUR_CAD,2021-03-02 12:00:00,1.52134,1.52007,1.52247,0.3390062881,0.8897637795,1
NZD_CAD,2021-03-02 20:00:00,0.9151,0.91112,0.92047,1.058618481,1.349246231,1
CHF_JPY,2021-03-04 12:00:00,116.15,116.002,116.32,0.4652886802,1.148648649,1
USD_CAD,2021-03-04 16:00:00,1.2593,1.2575,1.26449,0.4406094456,2.883333333,1
GBP_USD,2021-03-05 12:00:00,1.38115,1.37778,1.38251,0.6528214374,0.4035608309,0
GBP_CAD,2021-03-08 00:00:00,1.74846,1.74472,1.74921,0.7358816781,0.2005347594,0
AUD_NZD,2021-03-09 00:00:00,1.07083,1.07016,1.07304,0.2652191962,3.298507463,1
EUR_NZD,2021-03-09 00:00:00,1.65658,1.65448,1.66583,0.3289500778,4.404761905,1
EUR_GBP,2021-03-09 08:00:00,0.85621,0.85562,0.85673,0.2884582269,0.8813559322,1
EUR_AUD,2021-03-10 16:00:00,1.5404,1.53898,1.54225,0.2751793508,1.302816901,1
NZD_CAD,2021-03-12 20:00:00,0.89491,0.89396,0.89567,0.343193471,0.8,1
AUD_CAD,2021-03-15 12:00:00,0.96447,0.9637,0.9652,0.3068079152,0.9480519481,1
GBP_CAD,2021-03-15 20:00:00,1.73089,1.72888,1.73424,0.4346826099,1.666666667,1
GBP_NZD,2021-03-16 08:00:00,1.9255,1.92313,1.92747,0.4697192678,0.8312236287,1
AUD_CHF,2021-03-16 12:00:00,0.7156,0.71483,0.71673,0.3364598706,1.467532468,1
GBP_CHF,2021-03-16 12:00:00,1.28149,1.27888,1.28501,0.6754039501,1.348659004,1
EUR_USD,2021-03-16 16:00:00,1.18973,1.18823,1.19028,0.5460915463,0.3666666667,0
USD_CAD,2021-03-18 08:00:00,1.23778,1.23648,1.24029,0.3978866232,1.930769231,1
EUR_GBP,2021-03-18 12:00:00,0.85401,0.85331,0.85714,0.3106422114,4.471428571,1
CAD_JPY,2021-03-19 16:00:00,86.887,86.809,87.131,0.2791521681,3.128205128,1
CHF_JPY,2021-03-19 16:00:00,116.987,116.907,117.156,0.2535844634,2.1125,1
EUR_JPY,2021-03-19 16:00:00,129.443,129.321,129.66,0.4089787544,1.778688525,1
GBP_JPY,2021-03-19 16:00:00,150.783,150.565,151.125,0.4555609144,1.568807339,1
AUD_CAD,2021-03-23 08:00:00,0.96439,0.96339,0.96498,0.3751793181,0.59,1
AUD_CHF,2021-03-23 08:00:00,0.71051,0.70945,0.71244,0.4174821945,1.820754717,1
NZD_CHF,2021-03-23 08:00:00,0.65428,0.65361,0.65443,0.2725479182,0.223880597,0
AUD_JPY,2021-03-23 12:00:00,83.332,82.995,83.407,1.064975952,0.2225519288,0
AUD_USD,2021-03-23 12:00:00,0.76678,0.76552,0.76779,0.4100412959,0.8015873016,1
NZD_CHF,2021-03-23 12:00:00,0.65361,0.65262,0.65486,0.400373415,1.262626263,1
AUD_JPY,2021-03-24 08:00:00,82.381,82.284,82.812,0.2731776341,4.443298969,1
GBP_USD,2021-03-24 08:00:00,1.37008,1.36736,1.37298,0.6196082584,1.066176471,1
NZD_CAD,2021-03-24 08:00:00,0.87847,0.87762,0.87879,0.2996212516,0.3764705882,0
EUR_CAD,2021-03-26 08:00:00,1.48157,1.4806,1.48292,0.2899498504,1.391752577,1
EUR_GBP,2021-03-26 16:00:00,0.85414,0.85348,0.85477,0.3456730096,0.9545454545,1
EUR_AUD,2021-03-29 00:00:00,1.54312,1.54172,1.54521,0.3194879356,1.492857143,1
EUR_NZD,2021-03-29 20:00:00,1.67865,1.67624,1.68052,0.4975175504,0.77593361,1
EUR_CAD,2021-03-31 16:00:00,1.4765,1.47264,1.47721,1.215419079,0.1839378238,0
AUD_NZD,2021-04-01 00:00:00,1.08632,1.08522,1.08763,0.4800522415,1.190909091,1
AUD_CHF,2021-04-01 08:00:00,0.71308,0.71231,0.71552,0.3089097565,3.168831169,1
AUD_USD,2021-04-01 08:00:00,0.75403,0.75316,0.7558,0.2973015177,2.034482759,1
NZD_CAD,2021-04-01 08:00:00,0.87542,0.87477,0.87629,0.2681659346,1.338461538,1
EUR_GBP,2021-04-01 16:00:00,0.85027,0.84927,0.85195,0.5502920205,1.68,1
GBP_NZD,2021-04-05 00:00:00,1.96195,1.95979,1.96748,0.3727721178,2.560185185,1
USD_CAD,2021-04-05 16:00:00,1.25267,1.2502,1.2534,0.8515936019,0.2955465587,0
AUD_CHF,2021-04-07 00:00:00,0.71308,0.71216,0.71418,0.4361812282,1.195652174,1
GBP_AUD,2021-04-07 00:00:00,1.80214,1.8008,1.80344,0.2844619458,0.9701492537,1
GBP_CHF,2021-04-07 00:00:00,1.28635,1.28484,1.28811,0.423407259,1.165562914,1
GBP_JPY,2021-04-07 00:00:00,151.679,151.56,151.855,0.3034699996,1.478991597,1
CAD_JPY,2021-04-07 08:00:00,87.144,87.021,87.228,0.5031185959,0.6829268293,1
GBP_USD,2021-04-07 08:00:00,1.38016,1.37719,1.38303,0.8801955455,0.9663299663,1
AUD_JPY,2021-04-07 20:00:00,83.561,83.489,83.62,0.2814447121,0.8194444444,1
GBP_CAD,2021-04-09 00:00:00,1.72463,1.72335,1.72616,0.3066186935,1.1953125,1
NZD_JPY,2021-04-09 08:00:00,76.812,76.702,77.136,0.4383415222,2.945454545,1
AUD_CAD,2021-04-12 00:00:00,0.95462,0.95329,0.95467,0.5557500505,0.03759398496,0
GBP_NZD,2021-04-12 00:00:00,1.9439,1.94117,1.94945,0.5290848685,2.032967033,1
NZD_CAD,2021-04-12 00:00:00,0.8811,0.87883,0.88119,0.9268726009,0.03964757709,0
EUR_AUD,2021-04-14 12:00:00,1.55578,1.55422,1.5567,0.4176256315,0.5897435897,1
AUD_NZD,2021-04-15 00:00:00,1.07956,1.07838,1.08189,0.5504700864,1.974576271,1
EUR_NZD,2021-04-16 00:00:00,1.66769,1.66634,1.66961,0.3135171655,1.422222222,1
EUR_GBP,2021-04-19 00:00:00,0.86555,0.86474,0.86576,0.4261382146,0.2592592593,0
CAD_CHF,2021-04-21 00:00:00,0.72564,0.7251,0.7265,0.2539519385,1.592592593,1
CAD_JPY,2021-04-21 16:00:00,85.561,85.425,86.543,0.374314494,7.220588235,1
USD_JPY,2021-04-22 08:00:00,107.874,107.814,108.038,0.2611639564,2.733333333,1
AUD_CHF,2021-04-23 00:00:00,0.70604,0.70507,0.70673,0.4290599415,0.7113402062,1
GBP_CHF,2021-04-23 00:00:00,1.26851,1.26699,1.26922,0.4335240361,0.4671052632,0
GBP_JPY,2021-04-23 16:00:00,149.238,149.059,149.608,0.3883197685,2.067039106,1
GBP_CHF,2021-04-26 00:00:00,1.26653,1.26555,1.2686,0.2954815327,2.112244898,1
GBP_AUD,2021-04-26 16:00:00,1.77941,1.77813,1.78001,0.2565005166,0.46875,0
AUD_NZD,2021-04-28 20:00:00,1.07204,1.07112,1.07247,0.4502685861,0.4673913043,0
NZD_CAD,2021-04-28 20:00:00,0.89172,0.89087,0.89373,0.3488384229,2.364705882,1
GBP_CAD,2021-04-29 00:00:00,1.71515,1.71382,1.71779,0.3009401551,1.984962406,1
USD_CAD,2021-04-29 04:00:00,1.23011,1.22873,1.23099,0.4634815811,0.6376811594,1
AUD_CHF,2021-04-30 00:00:00,0.70498,0.70421,0.70655,0.3480469367,2.038961039,1
AUD_NZD,2021-04-30 00:00:00,1.07096,1.06923,1.07317,0.7995876765,1.277456647,1
GBP_CHF,2021-04-30 00:00:00,1.26519,1.26424,1.26767,0.3001974935,2.610526316,1
EUR_CHF,2021-04-30 12:00:00,1.09955,1.09846,1.10036,0.6410405998,0.7431192661,1
AUD_CAD,2021-04-30 20:00:00,0.94703,0.94559,0.94797,0.5323532382,0.6527777778,1
AUD_USD,2021-04-30 20:00:00,0.77041,0.76959,0.77117,0.3074743744,0.9268292683,1
EUR_CAD,2021-04-30 20:00:00,1.47735,1.47583,1.47785,0.459824144,0.3289473684,0
NZD_CHF,2021-05-03 00:00:00,0.65324,0.65028,0.65562,1.372431845,0.8040540541,1
NZD_JPY,2021-05-03 00:00:00,78.099,77.99,78.523,0.4090587731,3.889908257,1
NZD_USD,2021-05-03 00:00:00,0.71508,0.71439,0.71815,0.2685835361,4.449275362,1
EUR_AUD,2021-05-04 00:00:00,1.5532,1.55215,1.55454,0.3002455373,1.276190476,1
EUR_GBP,2021-05-04 12:00:00,0.86539,0.86471,0.86821,0.3767939021,4.147058824,1
USD_CHF,2021-05-06 16:00:00,0.90808,0.90703,0.90912,0.450458126,0.9904761905,1
GBP_AUD,2021-05-07 00:00:00,1.78344,1.78164,1.78601,0.3395199176,1.427777778,1
GBP_NZD,2021-05-07 00:00:00,1.91862,1.91585,1.92216,0.4381861965,1.277978339,1
EUR_CHF,2021-05-07 08:00:00,1.09422,1.09353,1.09688,0.4009745343,3.855072464,1
AUD_JPY,2021-05-12 12:00:00,84.72,84.634,85.021,0.2844071788,3.5,1
EUR_GBP,2021-05-12 12:00:00,0.85798,0.85698,0.85822,0.5595204699,0.24,0
NZD_JPY,2021-05-12 12:00:00,78.543,78.468,78.787,0.2752665749,3.253333333,1
EUR_GBP,2021-05-12 16:00:00,0.85698,0.85606,0.85833,0.4970251572,1.467391304,1
USD_CAD,2021-05-12 16:00:00,1.20585,1.20457,1.21136,0.3586333312,4.3046875,1
AUD_CAD,2021-05-13 12:00:00,0.93509,0.93385,0.93641,0.4272157324,1.064516129,1
AUD_CHF,2021-05-13 12:00:00,0.6992,0.69825,0.7006,0.3990623689,1.473684211,1
NZD_CHF,2021-05-13 12:00:00,0.64866,0.64774,0.65063,0.400033515,2.141304348,1
NZD_USD,2021-05-13 12:00:00,0.71443,0.71348,0.71676,0.3141669134,2.452631579,1
AUD_JPY,2021-05-19 16:00:00,84.32,84.042,84.405,0.9945805458,0.3057553957,0
NZD_CHF,2021-05-19 16:00:00,0.64719,0.64589,0.64782,0.6086410218,0.4846153846,0
NZD_JPY,2021-05-19 16:00:00,78.237,77.925,78.283,1.047282945,0.1474358974,0
AUD_CHF,2021-05-21 08:00:00,0.69507,0.69324,0.69537,0.8913908914,0.1639344262,0
CAD_CHF,2021-05-21 08:00:00,0.74212,0.74078,0.74288,0.6392998713,0.5671641791,1
GBP_CHF,2021-05-21 08:00:00,1.27126,1.26951,1.27421,0.6211492189,1.685714286,1
NZD_CHF,2021-05-21 08:00:00,0.64404,0.64294,0.64466,0.5497575485,0.5636363636,1
USD_CHF,2021-05-21 08:00:00,0.89604,0.89537,0.89702,0.2979543382,1.462686567,1
AUD_CHF,2021-05-24 00:00:00,0.69324,0.69204,0.6935,0.5400925764,0.2166666667,0
GBP_CAD,2021-05-24 00:00:00,1.70587,1.70369,1.70702,0.562212121,0.5275229358,1
EUR_NZD,2021-05-25 00:00:00,1.69029,1.68886,1.69246,0.2699884423,1.517482517,1
USD_JPY,2021-05-25 08:00:00,108.61,108.558,108.737,0.265597335,2.442307692,1
GBP_NZD,2021-05-25 16:00:00,1.9528,1.95048,1.95756,0.4200473339,2.051724138,1
AUD_NZD,2021-05-26 00:00:00,1.07122,1.06989,1.07268,0.6928915924,1.097744361,1
CAD_CHF,2021-05-26 16:00:00,0.74004,0.73939,0.74081,0.329441225,1.184615385,1
EUR_CAD,2021-05-28 16:00:00,1.46952,1.46795,1.47451,0.4717487078,3.178343949,1
GBP_CAD,2021-06-01 16:00:00,1.70291,1.70153,1.70648,0.3050592292,2.586956522,1
NZD_CAD,2021-06-01 16:00:00,0.87238,0.87103,0.87416,0.4824122832,1.318518519,1
USD_CAD,2021-06-01 16:00:00,1.20249,1.20066,1.20505,0.7050421399,1.398907104,1
CAD_CHF,2021-06-02 00:00:00,0.74203,0.74074,0.74347,0.6802244675,1.11627907,1
NZD_CHF,2021-06-02 08:00:00,0.64884,0.64818,0.65046,0.3296608313,2.454545455,1
GBP_USD,2021-06-02 12:00:00,1.41248,1.41118,1.41673,0.3920511401,3.269230769,1
NZD_JPY,2021-06-02 12:00:00,79.27,79.201,79.424,0.3046241608,2.231884058,1
NZD_USD,2021-06-03 20:00:00,0.71321,0.71254,0.71439,0.2712708415,1.76119403,1
AUD_CAD,2021-06-04 00:00:00,0.9261,0.9246,0.9278,0.6150984011,1.133333333,1
AUD_CHF,2021-06-04 00:00:00,0.69156,0.69021,0.69208,0.7852818324,0.3851851852,0
EUR_CAD,2021-06-04 08:00:00,1.46739,1.46667,1.46842,0.2894447981,1.430555556,1
EUR_GBP,2021-06-04 12:00:00,0.85715,0.85647,0.85814,0.4454233582,1.455882353,1
EUR_JPY,2021-06-04 12:00:00,133.397,133.304,133.547,0.4642017633,1.612903226,1
CHF_JPY,2021-06-07 00:00:00,121.658,121.461,121.846,0.7832091644,0.9543147208,1
EUR_AUD,2021-06-07 00:00:00,1.57054,1.56944,1.57218,0.332620906,1.490909091,1
EUR_CHF,2021-06-07 00:00:00,1.09341,1.09119,1.09412,1.511965115,0.3198198198,0
CAD_CHF,2021-06-08 00:00:00,0.74232,0.74179,0.74305,0.3304574836,1.377358491,1
EUR_NZD,2021-06-08 00:00:00,1.68134,1.67966,1.68561,0.3791449277,2.541666667,1
GBP_CHF,2021-06-08 16:00:00,1.26691,1.26542,1.2686,0.5558102523,1.134228188,1
NZD_CHF,2021-06-09 00:00:00,0.64406,0.64356,0.64577,0.2759358738,3.42,1
EUR_CHF,2021-06-09 16:00:00,1.09104,1.09048,1.09156,0.4554128729,0.9285714286,1
GBP_CAD,2021-06-09 16:00:00,1.70696,1.70526,1.70957,0.4310152004,1.535294118,1
USD_CHF,2021-06-09 16:00:00,0.89457,0.89261,0.89652,1.070640845,0.9948979592,1
AUD_USD,2021-06-10 12:00:00,0.77216,0.7716,0.77496,0.2895321473,5,1
EUR_AUD,2021-06-11 12:00:00,1.56694,1.56582,1.56926,0.3554099603,2.071428571,1
CAD_CHF,2021-06-14 00:00:00,0.73802,0.73751,0.7387,0.3502163272,1.333333333,1
CHF_JPY,2021-06-14 00:00:00,121.936,121.726,122.177,0.8710545449,1.147619048,1
GBP_CHF,2021-06-16 00:00:00,1.2631,1.26172,1.26513,0.5047555023,1.471014493,1
NZD_CHF,2021-06-16 00:00:00,0.63868,0.63773,0.6404,0.4983967617,1.810526316,1
AUD_USD,2021-06-17 00:00:00,0.76067,0.75974,0.76099,0.409384521,0.3440860215,0
AUD_CAD,2021-06-18 08:00:00,0.93124,0.92961,0.93259,0.6902813063,0.8282208589,1
AUD_JPY,2021-06-18 08:00:00,83.018,82.757,83.04,0.8988046996,0.08429118774,0
AUD_USD,2021-06-18 08:00:00,0.75321,0.75108,0.75398,0.7722563847,0.3615023474,0
NZD_CAD,2021-06-18 08:00:00,0.86306,0.86184,0.86432,0.4820344245,1.032786885,1
AUD_CHF,2021-06-21 00:00:00,0.68914,0.68789,0.69203,0.5675753813,2.312,1
AUD_JPY,2021-06-21 00:00:00,82.414,82.276,82.752,0.4279846698,2.449275362,1
CAD_JPY,2021-06-21 00:00:00,88.346,88.112,88.625,0.7303188628,1.192307692,1
EUR_JPY,2021-06-21 00:00:00,130.656,130.54,130.866,0.3411184321,1.810344828,1
NZD_JPY,2021-06-21 00:00:00,76.351,76.226,76.689,0.3653052894,2.704,1
EUR_CAD,2021-06-23 00:00:00,1.46801,1.46684,1.46967,0.3477783781,1.418803419,1
USD_CAD,2021-06-23 16:00:00,1.22654,1.22521,1.23003,0.3654922969,2.62406015,1
USD_CHF,2021-06-23 16:00:00,0.91665,0.91536,0.91842,0.5850197325,1.372093023,1
EUR_AUD,2021-06-24 00:00:00,1.57367,1.57251,1.57485,0.2966566251,1.017241379,1
AUD_NZD,2021-06-28 00:00:00,1.0722,1.06965,1.07244,1.353556188,0.09411764706,0
EUR_NZD,2021-06-28 00:00:00,1.68402,1.68276,1.68686,0.2969868868,2.253968254,1
GBP_CAD,2021-06-28 00:00:00,1.70684,1.70074,1.70754,1.506567724,0.1147540984,0
GBP_NZD,2021-06-28 00:00:00,1.95977,1.95565,1.96256,0.7037315897,0.677184466,1
CHF_JPY,2021-06-29 04:00:00,120.083,120.011,120.149,0.2909599092,0.9166666667,1
NZD_CHF,2021-06-30 00:00:00,0.64295,0.6423,0.6442,0.3421758327,1.923076923,1
NZD_USD,2021-06-30 16:00:00,0.69714,0.69649,0.69803,0.2850802066,1.369230769,1
GBP_USD,2021-07-01 12:00:00,1.37744,1.37649,1.38107,0.2708758272,3.821052632,1
GBP_CAD,2021-07-01 16:00:00,1.70777,1.70625,1.71043,0.3818385369,1.75,1
AUD_NZD,2021-07-02 00:00:00,1.06996,1.0694,1.07191,0.3324453585,3.482142857,1
AUD_CAD,2021-07-02 12:00:00,0.92608,0.92474,0.92768,0.6941201501,1.194029851,1
AUD_CHF,2021-07-02 12:00:00,0.68991,0.68923,0.69122,0.4139724151,1.926470588,1
AUD_USD,2021-07-02 12:00:00,0.745,0.74441,0.74891,0.2676827799,6.627118644,1
EUR_USD,2021-07-02 12:00:00,1.18224,1.18071,1.18474,0.6644998727,1.633986928,1
EUR_CAD,2021-07-05 00:00:00,1.46133,1.4578,1.46328,1.076516736,0.552407932,1
EUR_NZD,2021-07-05 00:00:00,1.68629,1.68455,1.68827,0.3940102049,1.137931034,1
GBP_AUD,2021-07-05 00:00:00,1.83695,1.83271,1.83939,0.9264096068,0.5754716981,1
GBP_NZD,2021-07-05 00:00:00,1.96579,1.96241,1.96766,0.6436877654,0.5532544379,1
USD_CHF,2021-07-06 08:00:00,0.91999,0.91936,0.92337,0.3021386777,5.365079365,1
EUR_AUD,2021-07-06 12:00:00,1.56262,1.56149,1.5643,0.3174906473,1.486725664,1
AUD_NZD,2021-07-08 00:00:00,1.06599,1.06324,1.06705,1.235612786,0.3854545455,0
CHF_JPY,2021-07-08 04:00:00,119.375,119.259,119.444,0.4201235075,0.5948275862,1
EUR_JPY,2021-07-08 04:00:00,130.315,130.164,130.38,0.5325264546,0.4304635762,0
AUD_CHF,2021-07-08 16:00:00,0.67959,0.67801,0.68118,0.5908660554,1.006329114,1
GBP_CHF,2021-07-08 16:00:00,1.25941,1.25673,1.26083,0.7025365075,0.5298507463,1
NZD_CHF,2021-07-08 16:00:00,0.636,0.63338,0.63694,0.8457083808,0.358778626,0
NZD_JPY,2021-07-08 16:00:00,76.12,75.971,76.397,0.358750553,1.859060403,1
USD_JPY,2021-07-08 16:00:00,109.6,109.532,109.803,0.2534078623,2.985294118,1
NZD_CAD,2021-07-12 00:00:00,0.86863,0.86778,0.87091,0.3035991075,2.682352941,1
EUR_CHF,2021-07-14 00:00:00,1.08183,1.08125,1.08208,0.3965796099,0.4310344828,0
EUR_AUD,2021-07-14 04:00:00,1.57922,1.57745,1.58068,0.4095022832,0.8248587571,1
EUR_GBP,2021-07-14 12:00:00,0.85074,0.85034,0.85139,0.2541945711,1.625,1
EUR_CAD,2021-07-14 16:00:00,1.47173,1.46925,1.4807,0.6006301816,3.616935484,1
USD_CAD,2021-07-14 16:00:00,1.24411,1.24249,1.25145,0.4115990842,4.530864198,1
AUD_CHF,2021-07-15 12:00:00,0.68144,0.68069,0.68243,0.343538757,1.32,1
NZD_JPY,2021-07-16 00:00:00,76.435,76.305,77.059,0.3520052439,4.8,1
CAD_CHF,2021-07-19 00:00:00,0.72749,0.72638,0.7275,0.5217201652,0.009009009009,0
CHF_JPY,2021-07-19 12:00:00,119.034,118.932,119.127,0.3831943681,0.9117647059,1
GBP_CHF,2021-07-20 00:00:00,1.25353,1.25198,1.25548,0.4124307563,1.258064516,1
NZD_CHF,2021-07-20 08:00:00,0.63388,0.63303,0.63471,0.3005847957,0.9764705882,1
NZD_USD,2021-07-20 08:00:00,0.69015,0.68882,0.69116,0.4057291928,0.7593984962,1
AUD_JPY,2021-07-20 16:00:00,80.012,79.838,80.542,0.4579590382,3.045977011,1
AUD_USD,2021-07-20 16:00:00,0.73105,0.72995,0.73287,0.3826234095,1.654545455,1
EUR_JPY,2021-07-20 16:00:00,128.806,128.592,129.441,0.5884537919,2.96728972,1
EUR_USD,2021-07-20 16:00:00,1.1764,1.17558,1.17776,0.3609658032,1.658536585,1
GBP_JPY,2021-07-20 16:00:00,148.772,148.459,149.785,0.4938800608,3.236421725,1
GBP_USD,2021-07-20 16:00:00,1.3587,1.35719,1.36293,0.3530695631,2.801324503,1
AUD_CAD,2021-07-21 00:00:00,0.92902,0.9282,0.9303,0.3176041106,1.56097561,1
GBP_CAD,2021-07-21 00:00:00,1.72714,1.72501,1.72914,0.4085562611,0.9389671362,1
EUR_CHF,2021-07-22 08:00:00,1.08169,1.08131,1.0826,0.2807470403,2.394736842,1
USD_CHF,2021-07-22 16:00:00,0.91628,0.91549,0.91974,0.3572288032,4.379746835,1
EUR_AUD,2021-07-23 00:00:00,1.59304,1.58956,1.59471,0.7454895419,0.4798850575,0
EUR_CAD,2021-07-23 00:00:00,1.47744,1.4761,1.47911,0.2880970673,1.246268657,1
AUD_NZD,2021-07-27 00:00:00,1.05382,1.05314,1.05425,0.3967391063,0.6323529412,1
AUD_JPY,2021-07-28 00:00:00,80.636,80.547,80.902,0.2910832004,2.988764045,1
CAD_CHF,2021-07-28 00:00:00,0.72525,0.72449,0.72657,0.3956123919,1.736842105,1
NZD_JPY,2021-07-28 00:00:00,76.207,76.084,76.397,0.389673319,1.544715447,1
AUD_USD,2021-07-28 16:00:00,0.73297,0.73233,0.73469,0.2699083428,2.6875,1
NZD_USD,2021-07-28 16:00:00,0.69288,0.69158,0.69353,0.5257149695,0.5,0
AUD_CHF,2021-07-28 20:00:00,0.67022,0.6697,0.67093,0.2532099335,1.365384615,1
NZD_CAD,2021-07-28 20:00:00,0.86992,0.86627,0.87097,1.347205921,0.2876712329,0
NZD_USD,2021-07-28 20:00:00,0.69158,0.6901,0.69558,0.5399109733,2.702702703,1
AUD_CAD,2021-07-30 00:00:00,0.9198,0.9182,0.9207,0.7321886829,0.5625,1
EUR_CAD,2021-07-30 00:00:00,1.47786,1.47675,1.48066,0.3482480709,2.522522523,1
USD_JPY,2021-07-30 00:00:00,109.421,109.36,109.548,0.2624742484,2.081967213,1
USD_CHF,2021-07-30 12:00:00,0.90478,0.9039,0.90634,0.4042699785,1.772727273,1
AUD_NZD,2021-08-02 00:00:00,1.05163,1.0507,1.05333,0.5017128666,1.827956989,1
EUR_CHF,2021-08-02 00:00:00,1.07418,1.07369,1.07525,0.3708651541,2.183673469,1
GBP_CAD,2021-08-02 00:00:00,1.73184,1.72995,1.73421,0.4663654161,1.253968254,1
GBP_CHF,2021-08-02 00:00:00,1.25836,1.25729,1.2593,0.3477183183,0.8785046729,1
NZD_CAD,2021-08-02 00:00:00,0.86627,0.86547,0.86985,0.3146209644,4.475,1
NZD_CHF,2021-08-02 00:00:00,0.63053,0.62896,0.63177,0.3966979894,0.7898089172,1
GBP_AUD,2021-08-03 00:00:00,1.88273,1.88125,1.88557,0.3113277246,1.918918919,1
CHF_JPY,2021-08-03 08:00:00,120.551,120.483,120.682,0.2712726987,1.926470588,1
GBP_NZD,2021-08-03 08:00:00,1.98166,1.97992,1.98596,0.313930475,2.471264368,1
AUD_JPY,2021-08-03 16:00:00,80.301,80.154,80.615,0.5048574791,2.136054422,1
EUR_AUD,2021-08-04 00:00:00,1.6033,1.60124,1.6051,0.4724291684,0.8737864078,1
EUR_GBP,2021-08-05 12:00:00,0.85044,0.84951,0.85111,0.5903682147,0.7204301075,1
EUR_CHF,2021-08-06 12:00:00,1.07196,1.07167,1.07294,0.2515526584,3.379310345,1
CHF_JPY,2021-08-09 00:00:00,120.39,120.287,120.404,0.4210284333,0.1359223301,0
AUD_CAD,2021-08-11 00:00:00,0.91951,0.91811,0.91964,0.7191645199,0.09285714286,0
NZD_CAD,2021-08-11 00:00:00,0.87643,0.87571,0.87692,0.3355327229,0.6805555556,1
GBP_AUD,2021-08-11 16:00:00,1.87889,1.87684,1.88001,0.5162068195,0.5463414634,1
GBP_NZD,2021-08-11 16:00:00,1.96601,1.96471,1.96723,0.2711598835,0.9384615385,1
CHF_JPY,2021-08-13 00:00:00,119.468,119.309,119.591,0.8137003217,0.7735849057,1
AUD_CHF,2021-08-16 16:00:00,0.669,0.66728,0.6691,1.083948995,0.05813953488,0
AUD_JPY,2021-08-16 16:00:00,80.072,79.89,80.118,0.8696174347,0.2527472527,0
AUD_NZD,2021-08-16 16:00:00,1.0426,1.04218,1.04557,0.2518150234,7.071428571,1
NZD_CHF,2021-08-17 00:00:00,0.63935,0.63794,0.64124,0.7740586245,1.340425532,1
EUR_JPY,2021-08-17 08:00:00,128.498,128.359,128.73,0.6345444715,1.669064748,1
NZD_CAD,2021-08-17 16:00:00,0.87191,0.87122,0.87263,0.2587256681,1.043478261,1
AUD_CAD,2021-08-18 00:00:00,0.91526,0.91346,0.91633,0.8768875484,0.5944444444,1
AUD_CHF,2021-08-18 00:00:00,0.66226,0.66062,0.66327,0.8627912319,0.6158536585,1
EUR_USD,2021-08-18 00:00:00,1.17081,1.17019,1.17122,0.3518543086,0.6612903226,1
GBP_JPY,2021-08-18 00:00:00,150.35,150.229,150.482,0.3371442679,1.090909091,1
AUD_JPY,2021-08-18 04:00:00,79.33,79.245,79.639,0.332603039,3.635294118,1
NZD_JPY,2021-08-18 04:00:00,75.37,75.206,76.017,0.4964288772,3.945121951,1
NZD_USD,2021-08-18 04:00:00,0.68996,0.68681,0.69348,1.117004695,1.117460317,1
AUD_USD,2021-08-19 12:00:00,0.71539,0.71441,0.717,0.396440713,1.642857143,1
CAD_JPY,2021-08-19 12:00:00,85.885,85.733,85.987,0.5147671182,0.6710526316,1
