archetype_id,selected_sl_atr,n,size_fraction,centroid_monotonicity_v2,centroid_local_peaks_v2,centroid_pullback,centroid_time_to_peak_rel,monotonicity_pre_peak_centroid,local_peaks_centroid,fwd_mfe_h240_p25,fwd_mfe_h240_p50,fwd_mfe_h240_p75,fwd_mfe_h240_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,frac_wrong_way_all_time,frac_peak_at_bar_0,frac_peak_after_bar_120,final_r_mean,final_r_t_stat,final_r_p25,final_r_p50,final_r_p75,shape_tag,shape_tag_v2_classifier,hartigan_dip_stat,hartigan_dip_p,mode_separation_r,min_mode_mass,kde_mode_1,kde_mode_2,pass_dip,pass_mode_mass,pass_separation,floor_monotonicity_pre_peak,floor_local_peaks,floor_fwd_mfe_p50,floor_frac_reach_1R,floor_frac_wrong_way_pre_peak,floor_shape_tag,floor_size_fraction,all_floors_pass,composite,peak_mfe_atr_median
cluster_4,0.5,327,0.127336,0.571616,7.78593,0.425996,0.787223,0.496911,2.69113,0.585625,1.24305,3.13148,11.7571,0.58104,0.351682,0.373089,0.975535,0.507645,0.0183486,-0.652972,-5.26233,-1,-1,-1,heavy_right_tail,heavy_right_tail,0.0158298,0.882802,23.0811,0.0458716,0.953763,24.0348,False,False,True,False,False,False,False,False,True,True,False,,0.621524
cluster_4,1,327,0.127336,0.571616,7.78593,0.425996,0.787223,0.539692,5.18043,0.548737,1.30977,2.98377,8.20893,0.58104,0.357798,0.134557,0.932722,0.266055,0.058104,-0.37985,-2.76724,-1,-1,-1,heavy_right_tail,heavy_right_tail,0.0118084,0.992979,10.8172,0.0948012,0.837694,11.6549,False,False,True,False,True,False,False,True,True,True,False,,1.30977
cluster_4,1.5,327,0.127336,0.571616,7.78593,0.425996,0.787223,0.601826,7.26911,0.720823,1.37091,2.73756,6.51756,0.620795,0.351682,0.0519878,0.896024,0.103976,0.0948012,-0.393427,-3.61149,-1,-1,-1,unclassified,unclassified,0.0120045,0.992494,6.43042,0.12844,0.94588,7.3763,False,False,True,True,True,False,False,True,False,True,False,,2.05636
cluster_4,2,327,0.127336,0.571616,7.78593,0.425996,0.787223,0.636201,9.24465,0.779648,1.33702,2.46496,5.42126,0.64526,0.348624,0.0366972,0.856269,0,0.125382,-0.354105,-3.69607,-1,-1,-1,unclassified,unclassified,0.0109104,0.995201,4.48138,0.168196,0.96483,5.44621,False,False,True,True,True,False,False,True,False,True,False,,2.67405
cluster_4,3,327,0.127336,0.571616,7.78593,0.425996,0.787223,0.612329,11.4893,0.62349,1.13404,2.26274,4.08565,0.538226,0.287462,0.00611621,0.761468,0,0.223242,-0.198446,-2.18331,-1,-1,-1,bimodal,bimodal,0.0115782,0.993549,7.65233,0.0366972,0.732274,8.3846,False,False,True,True,True,False,False,True,False,True,False,,3.40212
cluster_4,4,327,0.127336,0.571616,7.78593,0.425996,0.787223,0.60098,12.4526,0.505198,1.00457,1.93036,3.35096,0.501529,0.223242,0.0030581,0.675841,0,0.275229,-0.174934,-2.22875,-1,-1,0.433913,bimodal,bimodal,0.0124852,0.991304,5.677,0.0458716,0.586554,6.26355,False,False,True,True,True,False,False,True,False,True,False,,4.01826
