trade_id,pair,signal_bar_time,entry_time,y,body_to_range_ratio,upper_wick_ratio,lower_wick_ratio,range_to_atr_14,ret_5bar_atr,ret_20bar_atr,pos_in_20bar_range,rsi_14,n_swing_lows,most_recent_sl_lag,swing_low_dist_atr,mother_bar_range_atr,inside_bar_range_atr,ib_range_ratio,break_bar_body_atr,break_close_above_high_atr,d1_trend_state,d1_atr_ratio_to_4h,d1_pos_in_20d_range,d1_ret_5d_atr,d1_rsi_14,d1_close_above_kijun,d1_bars_since_swing_high,d1_bars_since_swing_low,session_london,session_ny_overlap,hour_sin,hour_cos
327,GBP_JPY,2021-06-23 08:00:00,2021-06-23 12:00:00,0,0.7480719794,0.2262210797,0.02570694087,1.492553922,2.378877717,2.35010097,1.13425345,63.2999342,3,5,6.937114374,0.7424400616,0.4201405,0.5658914729,1.116537767,0.9112636416,1,2.136771222,0.6287274255,-0.6338654905,51.28096746,1,18,1,1,0,0.8660254038,-0.5
328,NZD_JPY,2021-06-23 08:00:00,2021-06-23 12:00:00,0,0.8588007737,0.09864603482,0.04255319149,1.560874197,2.499813994,2.285457963,1.15625,63.54528799,1,13,5.5853332,0.7668511528,0.5132468346,0.6692913386,1.340479968,1.111028442,1,2.260124983,0.3676248109,-0.9003363793,44.42659366,0,18,1,1,0,0.8660254038,-0.5
329,CHF_JPY,2021-06-24 20:00:00,2021-06-25 00:00:00,0,0.4205607477,0.476635514,0.1028037383,0.3852009081,-0.4968011711,4.226409963,0.8582629674,54.26336742,2,14,6.786015997,0.9720022914,0.66600157,0.6851851852,0.1620003819,0.007200016973,1,2.77390918,0.4788624135,-1.399039729,46.94743308,0,6,2,0,0,-0.8660254038,0.5
330,EUR_JPY,2021-06-25 00:00:00,2021-06-25 04:00:00,0,0.4807692308,0.2836538462,0.2355769231,0.7142406627,0.1098831789,3.574637163,0.8,56.78499223,2,4,7.925324277,0.9580439659,0.2953110432,0.3082437276,0.343384934,0.1098831789,0,2.546844271,0.5407389283,1.433217527,47.70782342,1,17,3,0,0,0,1
331,EUR_USD,2021-06-25 04:00:00,2021-06-25 08:00:00,0,0.3873239437,0.6056338028,0.007042253521,0.639739675,0.5000781967,0.8109376162,0.6219239374,49.83021827,4,5,4.000625573,0.3964583901,0.2703125387,0.6818181818,0.2477864938,0.1621875232,1,3.046178287,0.2060993606,0.3638268363,36.88897608,0,22,36,0,0,0.8660254038,0.5
332,EUR_CAD,2021-06-28 08:00:00,2021-06-28 12:00:00,0,0.4873417722,0.1455696203,0.3670886076,0.6547792716,-0.7915369676,-0.5677516469,0.471942446,44.96862875,3,11,1.135503294,1.529199691,0.3936963975,0.2574525745,0.3191012906,0.1118926603,0,2.892757719,0.1457227139,-1.517126291,44.40492071,0,4,15,1,0,0.8660254038,-0.5
333,GBP_USD,2021-06-28 08:00:00,2021-06-28 12:00:00,0,0.678,0.294,0.028,1.445051959,0.5866910955,-0.4479661074,0.4201362604,50.41594339,2,10,1.861226924,0.7889983698,0.4913176662,0.6227106227,0.9797452285,0.9103827344,0,2.798812227,0.2070903588,0.8828884006,39.37255602,0,18,39,1,0,0.8660254038,-0.5
334,CAD_CHF,2021-06-29 00:00:00,2021-06-29 04:00:00,0,0.4717741935,0.01209677419,0.5161290323,1.559596285,-0.2012382304,-0.4464973236,0.5376569038,54.44184138,4,6,2.515477879,1.069078099,0.4842294918,0.4529411765,0.7357772797,0.2578364826,0,2.738903842,0.7572254335,0.7416282226,55.54696817,1,17,8,0,0,0,1
335,EUR_GBP,2021-06-29 08:00:00,2021-06-29 12:00:00,0,0.7642857143,0.04285714286,0.1928571429,0.7916272308,1.458855897,3.189126844,0.9534555712,59.53629702,3,6,3.992063035,0.8425175528,0.5767569825,0.6845637584,0.6050293836,0.1130896044,0,2.462575059,0.4934725849,0.8289157935,49.54566562,0,24,3,1,0,0.8660254038,-0.5
336,EUR_JPY,2021-06-30 16:00:00,2021-06-30 20:00:00,0,0.4373177843,0.1049562682,0.4577259475,1.341894552,0.4655552527,-2.429494218,0.3032714412,44.95854053,2,6,1.341894552,1.244088827,0.8333047801,0.6698113208,0.5868343522,0.4772919398,0,2.744407504,0.3628472222,-0.903784584,40.93684234,0,20,6,0,0,-0.8660254038,-0.5
337,EUR_AUD,2021-07-01 00:00:00,2021-07-01 04:00:00,0,0.6344086022,0.03584229391,0.3297491039,0.8765012822,0.2858839307,3.286094413,0.8063932449,59.63476066,2,18,4.200294675,1.655613533,0.6597321479,0.3984819734,0.5560599532,0.2293354609,0,2.498541664,0.7122133832,0.9266788361,56.86834927,1,19,13,0,0,0,1
338,NZD_JPY,2021-07-01 08:00:00,2021-07-01 12:00:00,0,0.475,0.2444444444,0.2805555556,1.392857506,2.298214885,-2.027381481,0.5486265776,55.33266613,4,5,2.859226936,1.265178901,0.6267858777,0.495412844,0.6616073153,0.4217263004,1,2.721744278,0.420754717,-0.7818430124,44.52651832,0,24,7,1,0,0.8660254038,-0.5
339,USD_CAD,2021-07-01 08:00:00,2021-07-01 12:00:00,0,0.5196850394,0.01181102362,0.468503937,0.9041051338,1.02868655,4.26068443,0.9214992928,61.49984235,3,4,5.001053988,0.7047748681,0.5125635404,0.7272727273,0.469849912,0.1245814161,0,2.81168567,0.8056759099,1.178604601,62.87120337,1,7,21,1,0,0.8660254038,-0.5
340,GBP_USD,2021-07-05 08:00:00,2021-07-05 12:00:00,0,0.6590909091,0.1919191919,0.148989899,1.161702691,2.062315636,-0.0821405943,0.8413597734,55.75486515,2,5,3.485108073,0.6805934957,0.3314959699,0.4870689655,0.7656676826,0.6043200867,1,2.718498975,0.2195865071,-0.5363237442,39.51987772,0,23,0,1,0,0.8660254038,-0.5
341,NZD_CAD,2021-07-06 04:00:00,2021-07-06 08:00:00,0,0.7487046632,0.2227979275,0.02849740933,1.310423011,2.165932334,2.518999674,1.147027027,68.87559211,4,10,3.601965841,3.082549467,2.322096735,0.7533039648,0.9811198192,0.7400834622,0,2.075650743,0.3872371284,-0.3925375147,42.83540638,0,28,9,0,0,0.8660254038,0.5
342,CAD_CHF,2021-07-07 08:00:00,2021-07-07 12:00:00,0,0.75,0.25,0,0.7559319307,-2.148438119,-1.188603496,0.2473867596,40.04941724,2,4,1.05929935,0.9896740409,0.527163057,0.5326633166,0.566948948,0.04973236386,0,2.394803246,0.3909531502,-0.2180512414,45.98183944,0,4,14,1,0,0.8660254038,-0.5
343,NZD_USD,2021-07-07 08:00:00,2021-07-07 12:00:00,0,0.3347639485,0.6137339056,0.05150214592,0.8403697978,-2.019772905,2.315525366,0.4940138626,50.88402622,3,4,2.827682066,0.7357744152,0.623965558,0.8480392157,0.2813255117,0.1550897052,0,2.474027764,0.2943005181,0.301772938,42.40186913,0,0,12,1,0,0.8660254038,-0.5
344,GBP_AUD,2021-07-07 16:00:00,2021-07-07 20:00:00,1,0.3252336449,0.1813084112,0.4934579439,1.086906145,0.635890885,-0.6054168809,0.7939534884,55.1160047,3,7,3.467941664,1.172233357,1.060495342,0.9046793761,0.3534984473,0.3189612426,1,2.277959921,0.6082066869,-0.1533983296,54.76762084,1,10,18,0,0,-0.8660254038,-0.5
345,GBP_CAD,2021-07-07 16:00:00,2021-07-07 20:00:00,0,0.220945083,0.3665389527,0.4125159642,1.652788438,0.7240184343,2.469683872,0.9146431199,62.01588436,4,10,5.247550518,1.401598369,1.372046596,0.9789156627,0.3651754785,0.1857540006,1,2.238659889,0.7503501401,0.3243589073,55.32269408,1,11,1,0,0,-0.8660254038,-0.5
346,EUR_AUD,2021-07-08 00:00:00,2021-07-08 04:00:00,1,0.7059859155,0.08098591549,0.213028169,1.287539147,0.2810824898,-0.06573703391,0.796641791,53.7934728,1,9,3.871684618,1.867838481,0.7593760814,0.4065533981,0.9089845034,0.2697485185,0,1.965843117,0.4889817629,-0.7702641992,49.04450955,0,24,1,0,0,0,1
347,EUR_NZD,2021-07-08 00:00:00,2021-07-08 04:00:00,0,0.7598522167,0.10591133,0.1342364532,1.280235827,0,-0.7867459083,0.5872534143,48.57969728,3,9,2.440646625,1.641287556,0.7615195866,0.4639769452,0.9727900309,0.2270368954,0,2.022315998,0.2181349578,-1.379153998,40.80437853,0,13,1,0,0,0,1
348,USD_CAD,2021-07-08 00:00:00,2021-07-08 04:00:00,0,0.7184115523,0.09025270758,0.1913357401,0.718511128,0.7418562549,4.059458178,0.9106402579,66.25598442,3,10,5.12814621,2.370827332,1.073875838,0.4529540481,0.5161866949,0.2645781049,1,2.354751182,0.91534863,0.9275146918,64.29681476,1,12,26,0,0,0,1
349,CHF_JPY,2021-07-09 00:00:00,2021-07-09 04:00:00,0,0.1729055258,0.0944741533,0.7326203209,1.752916756,1.856029507,-0.7686586846,0.6939454424,54.23365215,3,4,3.258987837,1.112367852,0.5249376382,0.4719101124,0.3030889935,0.09998812157,1,2.235590662,0.2744043044,-0.7785048805,43.30130718,0,17,13,0,0,0,1
350,EUR_JPY,2021-07-09 00:00:00,2021-07-09 04:00:00,0,0.253869969,0.2972136223,0.4489164087,1.032255133,-0.90442168,-4.816125342,0.2128514056,32.48537596,2,4,1.524413927,1.092976023,0.3866961953,0.3538011696,0.2620585786,0.00639167265,0,2.279780388,0.09724273757,-2.966246091,31.37131561,0,27,13,0,0,0,1
351,AUD_CAD,2021-07-09 08:00:00,2021-07-09 12:00:00,0,0.4875,0.3083333333,0.2041666667,1.001345199,-1.297576487,0.2878867448,0.3865213082,46.88408799,3,14,2.820455645,1.389366464,0.6550466512,0.4714714715,0.4881557847,0.07510088995,0,2.271879,0.4266577361,0.4738131252,45.21977563,0,16,3,1,0,0.8660254038,-0.5
352,GBP_JPY,2021-07-09 08:00:00,2021-07-09 12:00:00,0,0.5089285714,0.2827380952,0.2083333333,0.6965450193,1.583810699,-4.027937418,0.2987089202,38.05682492,2,5,2.110365564,1.30187581,0.7587365389,0.5828025478,0.3544916616,0.3026653953,0,2.269310943,0.1386179705,-1.967712322,34.06101662,0,30,13,1,0,0.8660254038,-0.5
353,GBP_NZD,2021-07-12 00:00:00,2021-07-12 04:00:00,0,0.8104222821,0.1015274034,0.08805031447,1.748892777,0.3456930917,3.147378467,0.9413700269,68.08263185,3,15,5.449380191,1.118788551,0.4651143415,0.4157303371,1.417341676,0.2812684701,1,2.254681404,0.7521308454,1.283029451,58.99103387,1,15,3,0,0,0,1
354,AUD_CHF,2021-07-12 16:00:00,2021-07-12 20:00:00,0,0.7424242424,0.1606060606,0.09696969697,1.401691025,0.4587352444,-3.172918774,0.4289906103,47.30715696,3,12,3.104957997,0.8452621633,0.7008455123,0.8291457286,1.040649397,0.7433209979,1,2.261061642,0.2812641084,-1.596779233,37.69216416,0,3,14,0,0,-0.8660254038,-0.5
355,AUD_JPY,2021-07-13 00:00:00,2021-07-13 04:00:00,0,0.6830065359,0.01633986928,0.3006535948,0.9322121907,0.9443979709,-0.5971032332,0.6953165208,54.08789216,1,14,4.115747286,1.386132506,0.7616112669,0.5494505495,0.6367070191,0.01827867041,1,2.277613625,0.3149584488,-1.427176607,40.04977397,0,28,15,0,0,0,1
356,EUR_USD,2021-07-13 00:00:00,2021-07-13 04:00:00,0,0.7019230769,0.2019230769,0.09615384615,0.5106113831,-0.08837504708,3.260057292,0.8541247485,56.68366222,3,10,4.168356387,1.143965887,0.3485904635,0.30472103,0.3584099131,0.2209376177,0,3.021606397,0.215809628,-0.0454964272,39.72895893,0,34,48,0,0,0,1
357,GBP_USD,2021-07-13 00:00:00,2021-07-13 04:00:00,0,0.7185628743,0.1437125749,0.1377245509,0.4709041352,0.02537806717,2.698534476,0.8956469887,61.52744656,5,10,4.235317432,1.838499977,0.3693918666,0.2009202454,0.3383742289,0.2030245374,0,2.592463295,0.3777112939,0.4111451927,46.96784175,0,29,6,0,0,0,1
358,NZD_CHF,2021-07-13 00:00:00,2021-07-13 04:00:00,0,0.3954372624,0.1673003802,0.4372623574,1.047320243,0.3743273872,-3.918490947,0.3373101952,44.89097867,3,14,2.476932286,1.07121348,0.5734376995,0.5353159851,0.4141494497,0.05176868121,0,2.350772053,0.2393967955,-1.380609442,41.42037568,0,4,15,0,0,0,1
359,NZD_JPY,2021-07-13 00:00:00,2021-07-13 04:00:00,0,0.7113821138,0,0.2886178862,0.7270564488,0.756611589,-1.353625421,0.5867176302,53.14450397,2,14,3.629371216,1.134917383,0.5851917759,0.515625,0.5172149534,0.304417944,0,2.428320323,0.3658450704,-1.096609087,43.03134025,0,4,15,0,0,0,1
360,NZD_USD,2021-07-13 00:00:00,2021-07-13 04:00:00,0,0.6525423729,0.1398305085,0.2076271186,0.8946886349,0.3904785144,-0.8719423137,0.5659472422,52.40746947,2,11,2.684065905,1.110778687,0.598986459,0.5392491468,0.5838222448,0.2843290153,0,2.655169919,0.2395789474,-0.6482215297,41.87206949,0,4,16,0,0,0,1
361,CAD_CHF,2021-07-14 00:00:00,2021-07-14 04:00:00,0,0.3403141361,0.04188481675,0.6178010471,0.9533090598,-0.08984064438,1.691998802,0.8504672897,46.27827345,1,9,1.257769021,1.826759769,0.5490261601,0.3005464481,0.3244245491,0.05989376292,0,2.60844367,0.2747681796,-1.400651116,39.98876804,0,9,19,0,0,0,1
362,USD_CHF,2021-07-14 08:00:00,2021-07-14 12:00:00,0,0.3756097561,0.07804878049,0.5463414634,1.012043697,-0.2122823364,1.895730632,0.8669590643,55.89443315,3,12,2.927521522,0.7158357854,0.4492486653,0.6275862069,0.380133486,0.1086095674,1,2.755904138,0.7018592297,-1.019280141,54.45608832,1,7,24,1,0,0.8660254038,-0.5
363,EUR_GBP,2021-07-15 20:00:00,2021-07-16 00:00:00,0,0.1764705882,0.8235294118,0,0.7151526875,-0.5468814669,-1.120055312,0.5529595016,48.04296009,3,8,1.866758853,2.834318372,1.004368848,0.3543599258,0.1262034154,0.06310170772,1,2.235352865,0.2957130359,-0.07998208006,44.13640655,0,36,15,0,0,-0.8660254038,0.5
364,EUR_USD,2021-07-16 08:00:00,2021-07-16 12:00:00,0,0.3849557522,0.05752212389,0.5575221239,1.026516465,0.5223424491,-2.198380394,0.4482090997,48.02799528,3,14,2.102996121,0.8312058103,0.4723792583,0.5683060109,0.395163418,0.2589001704,0,2.903738308,0.1962616822,-0.5177594094,38.67332007,0,37,51,1,0,0.8660254038,-0.5
365,NZD_USD,2021-07-16 08:00:00,2021-07-16 12:00:00,0,0.2826086957,0.0615942029,0.6557971014,0.8600980186,1.287030731,1.040843254,0.8646734854,56.70977576,2,17,3.424810589,1.941453136,1.047075849,0.5393258427,0.2430711792,0.1121866981,0,2.318194762,0.3374135178,0.4651200314,44.32317931,0,7,19,1,0,0.8660254038,-0.5
366,EUR_CHF,2021-07-20 00:00:00,2021-07-20 04:00:00,0,0.3533834586,0.1203007519,0.5263157895,0.9197694463,-1.244800754,0.8367827293,0.4859504132,44.07129395,1,24,1.459183107,1.203307396,0.408018025,0.3390804598,0.3250313081,0.06224003772,0,2.540479968,0.1397260274,-0.5852615899,36.67379941,0,12,25,0,0,0,1
367,USD_CHF,2021-07-20 00:00:00,2021-07-20 04:00:00,0,0.2775510204,0.1428571429,0.5795918367,1.169483027,-0.3054976072,1.871172844,0.6461538462,51.31363959,2,6,3.207724875,1.365192432,0.3198178075,0.2342657343,0.3245912076,0.06205420145,0,2.677510797,0.3842239186,0.5080909603,52.83463302,1,11,28,0,0,0,1
368,AUD_CHF,2021-07-21 00:00:00,2021-07-21 04:00:00,0,0.4466666667,0.2666666667,0.2866666667,0.6263772132,1.319567996,-2.655839384,0.4057868737,41.8106088,3,6,2.401112651,1.227699338,0.3382436951,0.2755102041,0.2797818219,0.0709894175,1,2.20323178,0.1697612732,-1.658412479,30.17717473,0,10,21,0,0,0,1
369,USD_JPY,2021-07-21 00:00:00,2021-07-21 04:00:00,0,0.6048780488,0.05365853659,0.3414634146,0.7865834901,1.960703236,-0.3107964034,0.7021943574,53.11758933,2,8,3.437945401,2.309869566,0.4105582119,0.1777408638,0.4757870867,0.1496427127,1,2.288185608,0.299922899,-1.314667051,46.23584133,0,12,1,0,0,0,1
370,CHF_JPY,2021-07-21 08:00:00,2021-07-21 12:00:00,0,0.5609243697,0.05042016807,0.3886554622,1.52453634,1.89926481,-0.4451902336,0.6433717579,50.71188452,3,4,2.86010704,0.9640450382,0.5636941087,0.584717608,0.8551495854,0.6149390277,0,2.271836995,0.2372591006,-1.670598207,37.28162122,0,25,0,1,0,0.8660254038,-0.5
371,EUR_JPY,2021-07-21 08:00:00,2021-07-21 12:00:00,0,0.592920354,0.04778761062,0.3592920354,1.620994642,2.128810662,-0.2553425188,0.6530491415,51.89279226,3,4,3.164525823,0.7545514881,0.6483978567,0.8593155894,0.9611207168,0.438959611,1,2.115354144,0.1980487805,-1.169115213,34.63329261,0,35,0,1,0,0.8660254038,-0.5
372,AUD_USD,2021-07-21 16:00:00,2021-07-21 20:00:00,0,0.7294117647,0.2305882353,0.04,1.540864639,0.7867473567,-3.32826762,0.3966079583,45.55033831,2,6,1.838160875,1.171057125,0.4495699181,0.3839009288,1.123924795,1.047787954,0,2.381909239,0.09145380006,-1.777842125,29.8563123,0,27,55,0,0,-0.8660254038,-0.5
373,EUR_USD,2021-07-21 16:00:00,2021-07-21 20:00:00,0,0.6506024096,0.2554216867,0.09397590361,1.861268059,0.5695928757,-1.121245818,0.570441989,49.71311857,4,6,1.677383744,1.354464949,0.9149365878,0.6754966887,1.210945484,0.5785628423,0,2.708334729,0.112579763,0.06623971882,35.92271561,0,40,54,0,0,-0.8660254038,-0.5
374,EUR_CAD,2021-07-22 00:00:00,2021-07-22 04:00:00,0,0.7186761229,0.002364066194,0.2789598109,0.8871497454,-2.665643798,-0.7067836033,0.1737118173,38.90376519,1,27,0.9039279912,2.736951342,0.5306120227,0.1938697318,0.6375733395,0.02726464939,0,2.28570119,0.4500670884,0.1798428523,51.49748292,0,2,12,0,0,0,1
375,GBP_NZD,2021-07-22 00:00:00,2021-07-22 04:00:00,0,0.4960629921,0.1673228346,0.3366141732,0.8109824628,-0.04469982079,1.039270833,0.3989333333,47.75502258,3,12,1.194123784,1.141441852,0.4932944508,0.4321678322,0.4022983871,0.1388887289,0,2.361088203,0.3417868776,-0.1277901393,46.55831648,0,23,11,0,0,0,1
376,GBP_USD,2021-07-22 04:00:00,2021-07-22 08:00:00,0,0.6140350877,0.1192982456,0.2666666667,0.7531271869,2.30959004,-1.297492803,0.6749530957,51.75335143,2,5,3.802631656,0.6764931924,0.4756592759,0.703125,0.4624465183,0.002642551533,1,2.628059067,0.3475742216,-1.451962957,40.11922614,0,36,1,0,0,0.8660254038,0.5
377,GBP_CHF,2021-07-22 08:00:00,2021-07-22 12:00:00,0,0.3786407767,0.5359223301,0.0854368932,1.490518782,0.9406186488,-1.128742379,0.6207535516,51.46845667,3,5,2.908682283,0.7351296517,0.5556885556,0.7559055118,0.5643711893,0.5151695984,1,2.427000081,0.2157360406,-1.099490178,38.99845936,0,19,1,1,0,0.8660254038,-0.5
378,NZD_JPY,2021-07-23 00:00:00,2021-07-23 04:00:00,0,0.5504201681,0.1071428571,0.3424369748,1.331565278,0.7301229779,3.001616687,0.9898507463,58.25624272,3,10,4.638099223,1.197289787,0.6881618872,0.5747663551,0.7329203839,0.008392218136,0,2.486961021,0.4417808219,0.1552264113,46.08043383,0,12,2,0,0,0,1
379,NZD_USD,2021-07-23 00:00:00,2021-07-23 04:00:00,0,0.3070652174,0.1141304348,0.5788043478,1.327100479,0.8727128147,1.810338153,0.9847764034,57.99874545,2,10,3.732470096,1.348737986,0.6887939984,0.5106951872,0.407506397,0.07212502601,1,2.613953753,0.4106904232,-0.1076100146,45.71444227,0,12,2,0,0,0,1
380,AUD_JPY,2021-07-23 08:00:00,2021-07-23 12:00:00,0,0.5644599303,0.04529616725,0.3902439024,0.8866812974,0.5252119183,3.305745604,0.9737324374,57.95175576,3,12,4.924634105,1.223434822,0.3954536797,0.3232323232,0.5004960634,0.1143108293,1,2.456433052,0.3144668327,-0.3282624651,37.43069405,0,36,2,1,0,0.8660254038,-0.5
381,GBP_JPY,2021-07-27 16:00:00,2021-07-27 20:00:00,0,0.2573789847,0.3695395514,0.373081464,1.789934722,-0.5790343728,1.726536798,0.7521902378,57.77441444,3,8,7.926853768,1.832200004,0.9932341431,0.5420991926,0.4606915813,0.2726110733,1,2.651608461,0.716957606,2.263407373,50.2369854,1,42,4,0,0,-0.8660254038,-0.5
382,CAD_JPY,2021-07-28 00:00:00,2021-07-28 04:00:00,0,0.7074235808,0.1179039301,0.1746724891,0.8109498925,-2.096429417,-1.412965097,0.1632016632,43.03806952,4,10,3.449192993,1.749385358,0.4568233019,0.2611336032,0.5736850768,0.09561417947,0,3.043059306,0.3489397439,0.5865143716,41.18969975,0,40,6,0,0,0,1
383,EUR_CHF,2021-07-28 00:00:00,2021-07-28 04:00:00,0,0.4756756757,0.04864864865,0.4756756757,1.455537527,0.2124298012,-0.5271406178,0.3394495413,44.99624429,3,4,1.164430021,0.8969258272,0.5271406178,0.5877192982,0.6923637965,0.0550743929,0,2.688757159,0.03907074974,-1.404563364,35.77494212,0,18,31,0,0,0,1
384,NZD_USD,2021-07-29 04:00:00,2021-07-29 08:00:00,0,0.4473684211,0.1184210526,0.4342105263,0.844585591,0.6667780982,-0.3259804035,0.6194852941,52.37719622,1,17,0.7742034584,2.307793084,0.9668282423,0.41894061,0.3778409223,0.2481896254,1,2.568683807,0.3345211581,-0.1889163163,44.34702321,0,16,6,0,0,0.8660254038,0.5
385,EUR_GBP,2021-07-30 00:00:00,2021-07-30 04:00:00,0,0.5590551181,0.1102362205,0.3307086614,0.8357078017,0.4079833363,-1.599031463,0.3262786596,42.7782734,3,7,1.217369632,1.125244363,0.4014029599,0.3567251462,0.4672067238,0.2039916681,0,2.93348864,0.07168037603,-0.7873601699,41.3749897,0,7,26,0,0,0,1
386,NZD_JPY,2021-08-02 08:00:00,2021-08-02 12:00:00,0,0.4265232975,0.4086021505,0.164874552,1.055315798,-0.9985783894,0.4274218106,0.5331664581,46.22342257,3,15,1.611342401,1.146095652,0.7111088531,0.6204620462,0.450116774,0.2004721767,0,3.09769683,0.3521689498,-0.7790404419,44.5726275,0,18,8,1,0,0.8660254038,-0.5
387,NZD_CAD,2021-08-02 16:00:00,2021-08-02 20:00:00,0,0.6910299003,0.1561461794,0.1528239203,1.227786644,0.8973855873,-0.7627777492,0.5658263305,48.43743826,3,4,2.47188939,0.9381758412,0.5751425809,0.6130434783,0.8484372825,0.5506684285,0,2.699700737,0.2292405962,-1.102969858,44.11199676,0,9,28,0,0,-0.8660254038,-0.5
388,AUD_JPY,2021-08-03 00:00:00,2021-08-03 04:00:00,0,0.6023391813,0.06432748538,0.3333333333,0.6731341648,0.09447497049,-1.216365245,0.2277039848,41.17384129,3,6,0.9447497049,1.680867183,0.3345988538,0.1990632319,0.4054550817,0.1023478847,0,2.871626945,0.1435132032,-1.366698324,34.11472024,0,43,9,0,0,0,1
389,EUR_CHF,2021-08-03 00:00:00,2021-08-03 04:00:00,0,0.4435483871,0.1774193548,0.3790322581,0.950163205,-0.2068903753,-2.812176583,0.1752136752,37.27446424,4,6,0.9425005985,1.846688165,0.6513215518,0.3526970954,0.4214433571,0.02298781948,0,2.617633219,0.01680268843,-1.961293245,27.15536327,0,22,35,0,0,0,1
390,USD_CHF,2021-08-04 08:00:00,2021-08-04 12:00:00,0,0.7111111111,0.1518518519,0.137037037,1.481477195,1.558294531,-0.3456780122,0.6337760911,45.83531195,3,5,1.83264216,0.6090517358,0.4609040162,0.7567567568,1.053494894,0.7846342181,0,2.806837539,0.05879951,-2.05845938,35.58207766,0,22,39,1,0,0.8660254038,-0.5
391,AUD_CHF,2021-08-05 00:00:00,2021-08-05 04:00:00,0,0.4404761905,0.02380952381,0.5357142857,1.17468441,0.4195301463,2.032390487,0.7625979843,52.99878167,3,8,3.174444774,0.9649193365,0.2936711024,0.3043478261,0.5174205138,0.2470566417,1,2.364831464,0.1906510851,-0.4474518689,32.746741,0,21,2,0,0,0,1
392,CAD_CHF,2021-08-05 00:00:00,2021-08-05 04:00:00,0,0.406779661,0,0.593220339,0.8669384161,1.033468959,-1.474285103,0.4488262911,48.66745149,3,8,2.341223519,2.267754162,0.4751018439,0.2095032397,0.352652915,0.2693876434,1,2.535823277,0.2277187244,-0.5427531061,39.12134214,0,25,12,0,0,0,1
393,USD_JPY,2021-08-05 00:00:00,2021-08-05 04:00:00,0,0.9257641921,0.02183406114,0.05240174672,0.9175205751,2.41199732,-0.4006640066,0.8716094033,57.08909819,2,8,3.237365173,3.826341263,0.3405644056,0.0890052356,0.849407694,0.669108891,1,2.373313382,0.3803743045,-0.7360574805,44.7632401,0,23,0,0,0,0,1
394,USD_CAD,2021-08-06 00:00:00,2021-08-06 04:00:00,0,0.2907801418,0.06028368794,0.6489361702,1.015577597,-0.7094637821,0.3025124756,0.4555827221,46.8951431,3,10,3.107955553,1.761054769,0.3961472895,0.2249488753,0.2953097976,0.1908709668,0,3.149161465,0.1984395319,0.6072445087,50.80003518,0,13,4,0,0,0,1
395,EUR_NZD,2021-08-09 00:00:00,2021-08-09 04:00:00,0,0.4068522484,0.3576017131,0.2355460385,1.903331558,0.2343502453,-2.844808196,0.2815499467,43.03990331,3,9,1.14525946,1.689359595,0.295485092,0.1749095296,0.7743747238,0.2893716073,1,2.629710013,0.150702759,-1.906315676,41.71215671,0,20,23,0,0,0,1
396,CAD_JPY,2021-08-09 08:00:00,2021-08-09 12:00:00,0,0.04366812227,0.3799126638,0.576419214,0.9704803664,-0.6483995461,3.708167339,0.7951895044,55.35701251,2,16,4.99649062,0.8136778618,0.4407421751,0.5416666667,0.0423790553,0.01271371659,0,3.318555621,0.7130699088,-0.2554066295,48.45685706,0,48,14,1,0,0.8660254038,-0.5
397,EUR_CHF,2021-08-09 08:00:00,2021-08-09 12:00:00,0,0.7528089888,0.02808988764,0.2191011236,1.326407,3.397986472,3.718410635,1.154455446,65.82525042,3,5,4.344355511,1.646831163,0.4694586573,0.2850678733,0.9985311124,0.983627663,1,2.481305286,0.3040540541,0.4985224149,38.17670451,0,26,39,1,0,0.8660254038,-0.5
398,GBP_JPY,2021-08-10 08:00:00,2021-08-10 12:00:00,0,0.8864541833,0.0796812749,0.03386454183,1.475622078,0.805419222,2.539716087,0.9500396511,61.7418695,4,4,5.926004203,0.846572029,0.6202315907,0.7326388889,1.308071364,1.034699147,0,3.115935313,0.852367688,1.002804464,52.51060097,1,7,14,1,0,0.8660254038,-0.5
399,USD_CHF,2021-08-10 08:00:00,2021-08-10 12:00:00,0,0.4449760766,0.3923444976,0.1626794258,1.068427766,2.060174113,6.983121185,1.000631313,79.596984,3,17,9.789661105,0.9610737795,0.5265457409,0.5478723404,0.4754247952,0.2402684449,1,2.77880633,0.837535014,2.662006619,58.96297035,1,26,3,1,0,0.8660254038,-0.5
400,NZD_CHF,2021-08-10 12:00:00,2021-08-10 16:00:00,0,0.7346153846,0.1230769231,0.1423076923,1.291398306,0.814574316,3.004984519,1.140264026,67.49956036,4,9,7.092756849,1.221861474,1.172192308,0.9593495935,0.9486810632,0.894044981,1,3.392182146,0.4708957825,1.768783322,54.67408672,0,5,5,1,1,1.224646799e-16,-1
401,EUR_GBP,2021-08-11 00:00:00,2021-08-11 04:00:00,1,0.7,0.2642857143,0.03571428571,1.021171552,-0.3938804558,-1.830814711,0.34762634,43.09360591,3,9,0.8534076543,1.779756134,0.5835266012,0.3278688525,0.7148200865,0.1094112377,0,2.843497037,0.06010928962,-1.549368887,35.4943268,0,15,0,0,0,0,1
