trade_id,pair,signal_bar_time,entry_time,entry_price,sl_at_entry_price,exit_time,exit_price,exit_reason,final_r,bars_held,mfe_r,mae_r,spread_pips_used,spread_pips_exit,h_ref,h_ref_bar_offset,break_magnitude_atr,close_position,trend_filter_swing_low,atr14_at_signal,time_to_peak_mfe,calendar_year
377,GBP_CAD,2021-07-06 12:00:00,2021-07-06 16:00:00,1.7159,1.707925149,2021-08-31 16:00:00,1.73664,time_exit,2.600675443,240,5.850892776,-0.2608199094,2.8,2.8,1.71278,6,0.7573808908,0.9967105263,1.69736,0.003987425662,197,2021
378,EUR_CAD,2021-07-06 16:00:00,2021-07-06 20:00:00,1.47523,1.468024789,2021-07-07 16:00:00,1.467934789,stoploss,-1.012490959,6,5.019977754,-1.276853617,1.8,1.8,1.46713,7,2.215063449,0.8336,1.4578,0.003602605606,5,2021
379,EUR_GBP,2021-07-07 08:00:00,2021-07-07 12:00:00,0.85811,0.8551125742,2021-07-07 12:00:00,0.8550725742,stoploss,-1.013344784,1,2.952533448,-4.373752937,0.8,0.8,0.85764,4,0.2869128548,0.9663461538,0.85353,0.001498712912,0,2021
380,GBP_AUD,2021-07-07 16:00:00,2021-07-07 20:00:00,1.84276,1.832915544,2021-09-01 20:00:00,1.86856,time_exit,2.62076435,240,7.372677386,-0.3118506417,4,4,1.84071,12,0.3758460502,0.8186915888,1.82549,0.004922228127,190,2021
381,EUR_AUD,2021-07-08 04:00:00,2021-07-08 08:00:00,1.58018,1.571602898,2021-09-02 08:00:00,1.60608,time_exit,3.01966802,240,7.387110648,-0.3182893319,2.4,2.4,1.57957,6,0.1095941289,0.6542750929,1.56149,0.004288550898,186,2021
382,EUR_NZD,2021-07-08 08:00:00,2021-07-08 12:00:00,1.69648,1.683585242,2021-07-14 04:00:00,1.683395242,stoploss,-1.01473467,23,1.533181182,-2.586322327,3.8,3.8,1.69151,10,0.7429375681,0.8141762452,1.66934,0.006447378899,4,2021
383,GBP_NZD,2021-07-08 08:00:00,2021-07-08 12:00:00,1.978105,1.965361234,2021-07-16 16:00:00,1.964916234,stoploss,-1.034919033,38,2.298770969,-2.841781554,8.9,8.9,1.97467,10,0.4645408477,0.6979785969,1.95232,0.00637188315,18,2021
384,EUR_USD,2021-07-08 12:00:00,2021-07-08 16:00:00,1.185165,1.180507326,2021-07-13 12:00:00,1.180472326,stoploss,-1.00751448,18,1.224860284,-4.028834921,0.7,0.7,1.18362,6,0.6483922974,0.7894736842,1.17817,0.002328837042,7,2021
385,CHF_JPY,2021-07-09 04:00:00,2021-07-09 08:00:00,120.12,119.4915008,2021-07-19 00:00:00,119.4805008,stoploss,-1.017502012,35,1.731108089,-2.337314139,2.2,2.2,120.037,10,0.2291172471,0.8493723849,118.995,0.3142495858,11,2021
386,GBP_USD,2021-07-09 12:00:00,2021-07-09 16:00:00,1.384035,1.376503797,2021-07-16 20:00:00,1.376458797,stoploss,-1.005975141,32,1.896775438,-3.564503789,0.9,0.9,1.3797,5,1.141915909,0.980141844,1.37316,0.003765601272,3,2021
387,AUD_JPY,2021-07-12 16:00:00,2021-07-12 20:00:00,82.6505,81.97827179,2021-07-15 04:00:00,81.97377179,stoploss,-1.006694155,15,0.2491713353,-7.075722127,0.9,0.9,82.59,4,0.169585267,0.9494505495,81.319,0.3361141036,2,2021
388,USD_JPY,2021-07-12 16:00:00,2021-07-12 20:00:00,110.381,109.9090408,2021-07-15 00:00:00,109.9060408,stoploss,-1.006356482,14,0.8877886365,-3.517253309,0.6,0.6,110.258,6,0.5085185507,0.900862069,109.532,0.2359795918,7,2021
389,CAD_JPY,2021-07-12 20:00:00,2021-07-13 00:00:00,88.603,87.94367885,2021-07-14 16:00:00,87.93767885,stoploss,-1.009100269,11,0.1698716931,-5.963709796,1.2,1.2,88.56,5,0.1516711545,0.8411764706,87.104,0.3296605749,1,2021
390,EUR_JPY,2021-07-13 00:00:00,2021-07-13 04:00:00,130.99,130.4535153,2021-07-13 12:00:00,130.4485153,stoploss,-1.009319931,3,0.1808066607,-5.707525721,1,1,130.899,6,0.3243335975,0.880952381,129.62,0.2682423304,0,2021
391,GBP_JPY,2021-07-13 00:00:00,2021-07-13 04:00:00,153.362,152.4312531,2021-07-13 12:00:00,152.4192531,stoploss,-1.012892871,3,0.1321519254,-5.267812114,2.4,2.4,153.252,6,0.2105835559,0.8877192982,150.665,0.4653734695,0,2021
392,NZD_CHF,2021-07-14 04:00:00,2021-07-14 08:00:00,0.643965,0.6383666365,2021-07-16 00:00:00,0.6382816365,stoploss,-1.015183008,11,2.444464343,-3.789500259,1.7,1.7,0.64088,6,1.071741765,0.8271604938,0.63338,0.002799181759,2,2021
393,NZD_JPY,2021-07-14 04:00:00,2021-07-14 08:00:00,77.481,76.74708045,2021-07-15 20:00:00,76.74208045,stoploss,-1.006812736,10,1.58464235,-3.978637715,1,1,77.374,6,0.2806847155,0.8269794721,75.971,0.3669597748,0,2021
394,GBP_CHF,2021-07-14 08:00:00,2021-07-14 12:00:00,1.272695,1.266569494,2021-07-15 00:00:00,1.266474494,stoploss,-1.015508923,4,1.07991079,-4.183327892,1.9,1.9,1.27208,10,0.1828420386,0.8922716628,1.25673,0.003062752988,0,2021
395,CAD_CHF,2021-07-14 12:00:00,2021-07-14 16:00:00,0.735905,0.7320300336,2021-07-14 16:00:00,0.7319350336,stoploss,-1.024516342,1,0.6387152163,-7.023286712,1.9,1.9,0.7353,6,0.2683894242,0.8356164384,0.73085,0.001937483198,0,2021
396,NZD_USD,2021-07-14 12:00:00,2021-07-14 16:00:00,0.704055,0.6972875203,2021-07-15 20:00:00,0.6972325203,stoploss,-1.008127102,8,1.912824362,-3.477660978,1.1,1.1,0.70096,8,0.9013695333,0.9659863946,0.69173,0.00338373984,2,2021
397,AUD_CAD,2021-07-15 00:00:00,2021-07-15 04:00:00,0.936325,0.9313445177,2021-07-20 20:00:00,0.9312495177,stoploss,-1.019074458,23,1.11133816,-5.127013533,1.9,1.9,0.93549,8,0.2810972761,0.6544502618,0.92874,0.002490241135,14,2021
398,EUR_CAD,2021-07-15 00:00:00,2021-07-15 04:00:00,1.48257,1.474557751,2021-08-09 12:00:00,1.474467751,stoploss,-1.011232801,105,3.598240508,-2.06433916,1.8,1.8,1.48174,8,0.1847171679,0.8586956522,1.47622,0.004006124652,15,2021
399,EUR_CHF,2021-07-16 08:00:00,2021-07-16 12:00:00,1.08635,1.083314214,2021-07-19 12:00:00,1.083264214,stoploss,-1.016470197,7,1.241852887,-5.520810183,1,1,1.08512,11,0.7839813983,0.9288888889,1.08125,0.001517893157,0,2021
400,USD_JPY,2021-07-16 12:00:00,2021-07-16 16:00:00,110.317,109.8671231,2021-07-19 00:00:00,109.8641231,stoploss,-1.006668491,3,1.073627038,-3.547637168,0.6,0.6,110.089,6,1.004719298,0.9139784946,109.714,0.2249384484,0,2021
401,EUR_GBP,2021-07-16 16:00:00,2021-07-16 20:00:00,0.85725,0.8532037913,2021-07-27 08:00:00,0.8531637913,stoploss,-1.009885798,40,2.399777377,-3.027525527,0.8,0.8,0.85676,8,0.2224304469,1,0.85034,0.002023104329,11,2021
402,EUR_NZD,2021-07-19 12:00:00,2021-07-19 16:00:00,1.6979,1.685367982,2021-07-23 00:00:00,1.685177982,stoploss,-1.015161166,21,1.464249461,-3.575641326,3.8,3.8,1.69439,10,0.5282469443,0.8249097473,1.6775,0.006266008797,5,2021
403,GBP_NZD,2021-07-20 04:00:00,2021-07-20 08:00:00,1.980095,1.965052575,2021-07-21 12:00:00,1.964602575,stoploss,-1.02991539,8,1.815199386,-3.154079285,8.9,9,1.97736,4,0.3031426186,0.9657701711,1.9616,0.007521212328,0,2021
404,AUD_JPY,2021-07-21 00:00:00,2021-07-21 04:00:00,80.6635,79.94673487,2021-08-16 16:00:00,79.94223487,stoploss,-1.006278207,112,1.898111304,-3.86388773,0.9,0.9,80.601,5,0.1646285438,0.8881118881,80.012,0.3583825662,14,2021
405,CHF_JPY,2021-07-21 08:00:00,2021-07-21 12:00:00,119.558,118.9335478,2021-09-15 12:00:00,119.094,time_exit,-0.7430513252,240,2.642316135,-0.925611349,2.2,2.2,119.479,6,0.2081824833,0.9495798319,118.651,0.3122260766,47,2021
406,GBP_JPY,2021-07-21 08:00:00,2021-07-21 12:00:00,150.056,148.8524469,2021-09-15 12:00:00,151.238,time_exit,0.98209207,240,2.814167378,-0.7236905186,2.4,2.4,149.974,6,0.1146604955,0.8977407848,148.459,0.6017765728,37,2021
407,NZD_JPY,2021-07-21 08:00:00,2021-07-21 12:00:00,76.261,75.4510456,2021-08-17 08:00:00,75.4460456,stoploss,-1.006173187,114,2.942140928,-2.098883583,1,1,76.18,7,0.1876648851,0.947080292,75.264,0.4049772017,91,2021
408,AUD_USD,2021-07-21 16:00:00,2021-07-21 20:00:00,0.73506,0.7295436167,2021-08-17 08:00:00,0.7294936167,stoploss,-1.00906391,112,2.311296958,-4.432251814,1,1,0.73402,4,0.3625563856,0.7694117647,0.72995,0.002758191663,59,2021
409,CAD_JPY,2021-07-21 16:00:00,2021-07-21 20:00:00,87.834,86.96814182,2021-08-03 16:00:00,86.96214182,stoploss,-1.006929541,54,0.7252919836,-3.653023159,1.2,1.2,87.724,18,0.2402240965,0.8305582762,85.425,0.4329290922,41,2021
410,NZD_USD,2021-07-21 16:00:00,2021-07-21 20:00:00,0.696235,0.6900697598,2021-08-17 16:00:00,0.6900147598,stoploss,-1.008920983,114,3.368076419,-2.548968019,1.1,1.1,0.69334,4,0.927782187,0.76171875,0.68807,0.00308262008,59,2021
411,AUD_CHF,2021-07-22 08:00:00,2021-07-22 12:00:00,0.676775,0.6725081164,2021-07-27 16:00:00,0.6723881164,stoploss,-1.02812357,20,1.330010497,-6.000866743,2.5,2.4,0.67615,8,0.2343630831,0.8089430894,0.67,0.002133441809,6,2021
412,NZD_CHF,2021-07-22 16:00:00,2021-07-22 20:00:00,0.640625,0.6360058808,2021-07-27 16:00:00,0.6359208808,stoploss,-1.018401777,18,3.776694015,-3.869785355,1.7,1.7,0.64022,6,0.1342247228,0.9836601307,0.63303,0.002309559622,4,2021
413,USD_JPY,2021-07-23 08:00:00,2021-07-23 12:00:00,110.488,110.0547979,2021-07-27 08:00:00,110.0517979,stoploss,-1.006925174,12,0.7202180975,-4.078927495,0.6,0.6,110.359,6,0.5770978345,0.9916317992,109.065,0.2166010553,1,2021
414,EUR_JPY,2021-07-26 16:00:00,2021-07-26 20:00:00,130.319,129.718555,2021-07-27 08:00:00,129.713555,stoploss,-1.008327158,4,0.7078084021,-3.982046799,1,1,130.172,4,0.4696516927,0.9782016349,128.592,0.3002224887,0,2021
415,EUR_USD,2021-07-26 16:00:00,2021-07-26 20:00:00,1.181275,1.176590539,2021-08-06 16:00:00,1.176555539,stoploss,-1.007471511,54,2.056800309,-3.175392277,0.7,0.7,1.17865,8,1.105783664,0.8689839572,1.17519,0.002342230298,22,2021
416,GBP_USD,2021-07-26 16:00:00,2021-07-26 20:00:00,1.382775,1.375585387,2021-08-17 16:00:00,1.375540387,stoploss,-1.00625903,96,2.162147,-3.137164721,0.9,0.9,1.3787,12,1.121061745,0.8934280639,1.35719,0.003594806459,22,2021
417,GBP_NZD,2021-07-27 08:00:00,2021-07-27 12:00:00,1.98192,1.971919542,2021-08-04 04:00:00,1.971679542,stoploss,-1.023998901,35,2.547883323,-4.926774384,4.8,4.8,1.97822,5,0.6899684037,0.6950146628,1.96264,0.005000228969,8,2021
418,EUR_NZD,2021-07-27 12:00:00,2021-07-27 16:00:00,1.69499,1.685327304,2021-08-04 00:00:00,1.685137304,stoploss,-1.019663249,33,2.200214043,-4.336263801,3.8,3.8,1.69418,7,0.1283285707,0.6208251473,1.68292,0.004831348129,7,2021
419,AUD_CAD,2021-07-27 20:00:00,2021-07-28 00:00:00,0.926905,0.9225619244,2021-07-28 12:00:00,0.9224669244,stoploss,-1.0218739,4,2.476355681,-3.710504119,1.9,1.9,0.92659,7,0.2302515742,0.7556818182,0.92172,0.002171537813,1,2021
420,GBP_CHF,2021-07-28 00:00:00,2021-07-28 04:00:00,1.270035,1.263474003,2021-07-30 00:00:00,1.263379003,stoploss,-1.014479506,12,1.809938254,-3.500230063,1.9,1.9,1.26877,8,0.3566530959,0.9411764706,1.25294,0.003280498651,1,2021
421,AUD_CHF,2021-08-03 04:00:00,2021-08-03 08:00:00,0.66963,0.6654316644,2021-08-03 16:00:00,0.6653066644,stoploss,-1.029773704,3,3.053591035,-4.396980539,2.4,2.5,0.66775,4,0.8431912843,0.8204488778,0.66295,0.002099167808,0,2021
422,NZD_CHF,2021-08-04 00:00:00,2021-08-04 04:00:00,0.636645,0.6306736359,2021-08-17 08:00:00,0.6305886359,stoploss,-1.014234603,56,3.58795739,-2.326938993,1.7,1.7,0.63535,4,0.4052675325,0.8320987654,0.62896,0.002985682057,34,2021
423,GBP_CHF,2021-08-04 08:00:00,2021-08-04 12:00:00,1.261815,1.256569788,2021-08-17 08:00:00,1.256474788,stoploss,-1.018111757,54,3.831113302,-2.811135389,1.9,1.9,1.25959,6,0.8083563275,0.9037037037,1.2549,0.002622605809,32,2021
424,EUR_JPY,2021-08-05 16:00:00,2021-08-05 20:00:00,129.925,129.4093779,2021-08-09 16:00:00,129.4043779,stoploss,-1.009697024,12,1.588372522,-3.888506601,1,1,129.868,13,0.201698098,0.7016393443,129.135,0.2578110578,1,2021
425,USD_CHF,2021-08-06 08:00:00,2021-08-06 12:00:00,0.908035,0.9045491163,2021-10-01 12:00:00,0.931875,time_exit,6.839011927,240,8.260459247,-0.07888960906,0.9,0.9,0.90776,6,0.1319608006,0.801369863,0.90183,0.001742941835,234,2021
426,AUD_CHF,2021-08-06 16:00:00,2021-08-06 20:00:00,0.67311,0.6695967646,2021-08-16 12:00:00,0.6694767646,stoploss,-1.03415655,35,2.658518153,-6.244955919,2.6,2.4,0.6723,6,0.3757220516,0.9033816425,0.66295,0.001756617684,18,2021
427,CAD_CHF,2021-08-06 16:00:00,2021-08-06 20:00:00,0.72857,0.7249680934,2021-08-16 16:00:00,0.7248730934,stoploss,-1.02637492,36,2.723557574,-5.519299141,2,1.9,0.72679,6,0.916181447,0.8552631579,0.71859,0.0018009533,23,2021
428,EUR_CHF,2021-08-06 16:00:00,2021-08-06 20:00:00,1.07627,1.073619011,2021-08-16 16:00:00,1.073569011,stoploss,-1.018860887,36,6.605082558,-2.519814477,1,1,1.07411,8,1.591858846,0.9635854342,1.07196,0.001325494409,27,2021
429,GBP_NZD,2021-08-06 16:00:00,2021-08-06 20:00:00,1.97852,1.968285979,2021-08-11 12:00:00,1.968045979,stoploss,-1.023451192,17,2.821960067,-4.482109013,4.8,4.8,1.97642,12,0.3654477373,0.8179551122,1.96697,0.00511701075,8,2021
430,AUD_NZD,2021-08-10 04:00:00,2021-08-10 08:00:00,1.0504,1.047002407,2021-08-11 08:00:00,1.046832407,stoploss,-1.050035425,7,1.036027621,-6.704746934,3.4,3.4,1.05006,7,0.1000708498,0.9227467811,1.04488,0.001698796407,0,2021
431,EUR_NZD,2021-08-10 04:00:00,2021-08-10 08:00:00,1.68389,1.674747028,2021-08-10 12:00:00,1.674557028,stoploss,-1.020780989,2,3.539330619,-3.368707759,3.8,3.8,1.68254,7,0.2668716536,0.9674796748,1.67128,0.004571485894,0,2021
432,CAD_JPY,2021-08-10 08:00:00,2021-08-10 12:00:00,87.897,87.45725653,2021-08-16 00:00:00,87.45125653,stoploss,-1.013644319,22,1.423557232,-7.336095254,1.2,1.2,87.867,4,0.1137026543,0.7736625514,86.576,0.2198717361,6,2021
433,USD_JPY,2021-08-10 08:00:00,2021-08-10 12:00:00,110.488,110.1343733,2021-08-13 16:00:00,110.1313733,stoploss,-1.008483522,20,4.504750289,-3.888281009,0.6,0.6,110.355,10,0.7408942722,0.9239130435,108.721,0.1768133523,5,2021
434,EUR_JPY,2021-08-11 08:00:00,2021-08-11 12:00:00,129.773,129.4170335,2021-08-12 16:00:00,129.4120335,stoploss,-1.014046266,8,2.727784918,-5.205546296,1,1,129.684,6,0.4663360417,0.7597402597,129.135,0.1779832408,0,2021
435,EUR_GBP,2021-08-12 16:00:00,2021-08-12 20:00:00,0.84955,0.8468607271,2021-10-07 20:00:00,0.84825,time_exit,-0.4834020361,240,6.046243928,-0.7808802122,0.8,0.8,0.84838,7,0.8478128018,0.9785407725,0.845,0.001344636455,203,2021
436,EUR_CAD,2021-08-13 12:00:00,2021-08-13 16:00:00,1.47325,1.468295133,2021-09-30 16:00:00,1.468110133,stoploss,-1.037337024,205,7.699499788,-6.450223151,1.8,3.7,1.4706,4,1.033327363,0.9270833333,1.46603,0.002477433668,29,2021
437,EUR_USD,2021-08-13 12:00:00,2021-08-13 16:00:00,1.176625,1.173309745,2021-08-17 16:00:00,1.173274745,stoploss,-1.010557256,13,4.308868812,-7.150278977,0.7,0.7,1.1754,10,0.7178934387,0.8975265018,1.17061,0.001657627631,0,2021
438,EUR_NZD,2021-08-13 20:00:00,2021-08-16 00:00:00,1.67319,1.665256687,2021-09-03 08:00:00,1.665066687,stoploss,-1.023949641,87,5.427744923,-2.533619901,3.8,3.8,1.67454,15,0.2949587348,0.7783505155,1.66313,0.003966656559,26,2021
439,USD_CAD,2021-08-16 12:00:00,2021-08-16 16:00:00,1.255965,1.251578132,2021-09-03 12:00:00,1.251513132,stoploss,-1.014816948,84,8.868513303,-2.586127321,1.3,1.3,1.25332,10,1.171678663,0.75,1.24891,0.002193434157,23,2021
440,GBP_NZD,2021-08-17 04:00:00,2021-08-17 08:00:00,1.98994,1.978302402,2021-08-24 08:00:00,1.978062402,stoploss,-1.020622812,31,1.500309606,-4.922837191,4.8,4.8,1.97516,4,2.497078875,0.9945892769,1.96319,0.005818798975,13,2021
441,AUD_NZD,2021-08-17 08:00:00,2021-08-17 12:00:00,1.05287,1.048132712,2021-08-17 20:00:00,1.047962712,stoploss,-1.035885509,3,1.610626064,-5.330053487,3.4,3.4,1.04879,11,1.650733397,0.5906040268,1.04523,0.002368644148,0,2021
442,AUD_CAD,2021-08-19 16:00:00,2021-08-19 20:00:00,0.917065,0.912689996,2021-08-23 00:00:00,0.912594996,stoploss,-1.021714266,8,4.707424302,-1.642284225,1.9,1.9,0.91646,4,0.2285712212,0.8662420382,0.91326,0.002187501984,4,2021
443,NZD_CAD,2021-08-20 04:00:00,2021-08-20 08:00:00,0.878815,0.8725705744,2021-08-23 08:00:00,0.8724355744,stoploss,-1.021619282,7,4.036400058,-2.808104544,2.7,2.7,0.87649,12,0.7014256003,0.9612068966,0.86773,0.003122212818,1,2021
444,USD_JPY,2021-08-23 08:00:00,2021-08-23 12:00:00,109.937,109.5313069,2021-08-24 12:00:00,109.5283069,stoploss,-1.007394752,7,11.16361094,-2.031091944,0.6,0.6,109.885,8,0.2317022363,0.6184210526,109.113,0.2028465532,0,2021
445,EUR_JPY,2021-08-23 12:00:00,2021-08-23 16:00:00,129.102,128.5393761,2021-09-20 08:00:00,128.5343761,stoploss,-1.008886931,119,6.549668201,-2.100870506,1,1,128.943,16,0.5474349541,0.7916666667,127.928,0.2813119601,51,2021
446,EUR_USD,2021-08-23 20:00:00,2021-08-24 00:00:00,1.174525,1.170501177,2021-09-20 12:00:00,1.170466177,stoploss,-1.008698196,118,4.071998417,-5.493532195,0.7,0.7,1.17425,18,0.1590527304,0.6134453782,1.1664,0.002011911391,51,2021
447,NZD_CHF,2021-08-24 08:00:00,2021-08-24 12:00:00,0.633305,0.627313041,2021-10-19 12:00:00,0.657015,time_exit,3.956969682,240,4.159741431,-0.2895547195,1.7,1.7,0.63039,5,0.9445992578,0.8170103093,0.62362,0.002995979487,239,2021
448,AUD_CHF,2021-08-24 16:00:00,2021-08-24 20:00:00,0.662315,0.6576832712,2021-10-19 20:00:00,0.690145,time_exit,6.008555545,240,6.091677855,-0.3033424557,1.7,1.7,0.65932,7,1.247914159,0.7434210526,0.65117,0.002315864419,240,2021
449,AUD_CAD,2021-08-25 16:00:00,2021-08-25 20:00:00,0.917235,0.9130637043,2021-10-08 16:00:00,0.9129687043,stoploss,-1.022774698,192,4.896560062,-1.76324109,1.9,1.9,0.91633,6,0.4171365732,0.7982832618,0.91079,0.002085647857,63,2021
450,AUD_JPY,2021-08-25 16:00:00,2021-08-25 20:00:00,79.985,79.4271837,2021-08-27 00:00:00,79.4231837,stoploss,-1.007170819,8,10.72037513,-2.049061669,0.8,0.8,79.744,6,0.8497421093,0.9492537313,77.894,0.2789081504,0,2021
451,NZD_CAD,2021-08-25 16:00:00,2021-08-25 20:00:00,0.878615,0.8732568371,2021-09-30 16:00:00,0.8730918371,stoploss,-1.030794137,156,4.741363884,-3.235250657,2.5,3.3,0.87773,7,0.2724814513,0.6877637131,0.86461,0.002679081444,65,2021
452,NZD_JPY,2021-08-25 16:00:00,2021-08-25 20:00:00,76.622,75.9881404,2021-10-20 20:00:00,82.206,time_exit,8.809521787,240,9.085608161,-0.5900360223,1,1,76.361,6,0.8077498487,0.9150943396,74.561,0.3169298025,240,2021
453,AUD_USD,2021-08-25 20:00:00,2021-08-26 00:00:00,0.7274,0.7230816417,2021-08-27 00:00:00,0.7230316417,stoploss,-1.011578474,7,5.918916022,-2.408322638,1,1,0.72707,7,0.2269380947,0.7294117647,0.71061,0.002159179139,0,2021
454,CAD_JPY,2021-08-25 20:00:00,2021-08-26 00:00:00,87.329,86.75846175,2021-08-26 20:00:00,86.75246175,stoploss,-1.010516385,6,9.70136532,-4.255630532,1.2,1.2,87.197,5,0.6765541126,0.9433962264,84.671,0.2852691254,2,2021
455,GBP_CHF,2021-08-25 20:00:00,2021-08-26 00:00:00,1.257615,1.251075526,2021-09-29 16:00:00,1.250980526,stoploss,-1.014527161,149,3.715130342,-1.117062241,1.9,1.9,1.25518,9,0.7554123848,0.9846153846,1.24707,0.003269737232,100,2021
456,GBP_USD,2021-08-25 20:00:00,2021-08-26 00:00:00,1.376165,1.370479359,2021-08-26 16:00:00,1.370434359,stoploss,-1.007914675,5,2.663727906,-6.154979075,0.9,0.9,1.37477,9,0.5381979131,0.8829113924,1.36022,0.002842820388,0,2021
457,NZD_USD,2021-08-25 20:00:00,2021-08-26 00:00:00,0.696955,0.6919961935,2021-09-29 12:00:00,0.6919411935,stoploss,-1.011091379,148,4.812649989,-2.227350477,1.1,1.1,0.69655,7,0.2702263141,0.552742616,0.68052,0.002479403245,41,2021
458,EUR_CHF,2021-08-26 04:00:00,2021-08-26 08:00:00,1.07607,1.072684096,2021-10-06 12:00:00,1.072634096,stoploss,-1.014767105,176,5.230508725,-2.374550545,1,1,1.0757,16,0.2008326332,0.9350649351,1.06959,0.00169295196,99,2021
459,USD_JPY,2021-08-26 16:00:00,2021-08-26 20:00:00,110.14,109.7224947,2021-08-30 00:00:00,109.7194947,stoploss,-1.007185537,8,10.91722561,-2.459848772,0.6,0.6,109.881,14,1.226331618,0.6917808219,109.413,0.2087526704,5,2021
460,CAD_CHF,2021-08-30 12:00:00,2021-08-30 16:00:00,0.726735,0.7223484185,2021-08-31 16:00:00,0.7222534185,stoploss,-1.021656955,7,5.178292025,-1.961664225,1.9,1.9,0.72472,6,0.8708375759,0.9051724138,0.72288,0.00219329075,0,2021
461,CAD_JPY,2021-08-31 04:00:00,2021-08-31 08:00:00,87.241,86.74063154,2021-09-08 08:00:00,86.73463154,stoploss,-1.011991163,37,11.54549188,-4.676553748,1.2,1.2,87.187,9,0.1878615608,0.9916317992,86.547,0.2501842303,19,2021
462,AUD_JPY,2021-08-31 08:00:00,2021-08-31 12:00:00,80.533,80.06002233,2021-09-15 04:00:00,80.05602233,stoploss,-1.008457059,65,12.0914799,-3.57522163,0.8,0.8,80.378,8,0.6385079434,0.6354166667,79.392,0.2364888355,19,2021
463,AUD_USD,2021-08-31 08:00:00,2021-08-31 12:00:00,0.73278,0.7285908988,2021-09-16 16:00:00,0.7285408988,stoploss,-1.011935734,74,5.211141668,-3.766917798,1,1,0.73183,7,0.4201378532,0.5409836066,0.72221,0.002094550618,18,2021
464,GBP_USD,2021-08-31 12:00:00,2021-08-31 16:00:00,1.3784,1.373011501,2021-09-08 16:00:00,1.372966501,stoploss,-1.008351119,37,2.395843263,-6.909159155,0.8,0.9,1.37803,11,0.1187714708,0.7424242424,1.36968,0.002694249703,19,2021
465,USD_JPY,2021-09-01 00:00:00,2021-09-01 04:00:00,110.184,109.7980414,2021-09-03 04:00:00,109.7950414,stoploss,-1.007772854,13,11.69555454,-2.77490893,0.6,0.6,109.983,6,1.03119865,0.9107142857,109.703,0.1929793062,1,2021
466,CAD_CHF,2021-09-03 12:00:00,2021-09-03 16:00:00,0.730495,0.7265434669,2021-09-07 12:00:00,0.7264484669,stoploss,-1.024041302,12,4.796872397,-3.129165244,1.9,1.9,0.72933,5,0.5314393054,0.7753164557,0.72207,0.001975766544,6,2021
467,GBP_NZD,2021-09-07 04:00:00,2021-09-07 08:00:00,1.94226,1.932977583,2021-10-19 04:00:00,1.932737583,stoploss,-1.025855335,180,3.105872072,-4.838179492,4.8,4.8,1.94152,4,0.1077305609,0.8575803982,1.93265,0.004641208545,127,2021
468,EUR_AUD,2021-09-07 08:00:00,2021-09-07 12:00:00,1.60133,1.59372089,2021-10-04 00:00:00,1.59360089,stoploss,-1.015770569,112,2.889956738,-8.633072221,2.4,2.4,1.59797,6,0.8489822887,0.828125,1.58984,0.003804555222,61,2021
469,USD_CAD,2021-09-07 12:00:00,2021-09-07 16:00:00,1.259825,1.254290201,2021-10-07 16:00:00,1.254225201,stoploss,-1.011743877,133,5.375985529,-5.609056318,1.3,1.3,1.25591,6,1.387584233,0.9597315436,1.24934,0.002767399562,53,2021
470,USD_JPY,2021-09-07 12:00:00,2021-09-07 16:00:00,110.089,109.7681423,2021-09-09 16:00:00,109.7651423,stoploss,-1.00934994,13,14.36462462,-3.041847176,0.6,0.6,109.947,7,0.872661075,0.9100529101,109.586,0.1604288354,4,2021
471,GBP_AUD,2021-09-07 16:00:00,2021-09-07 20:00:00,1.86537,1.856098632,2021-10-11 12:00:00,1.855898632,stoploss,-1.02157179,143,3.312348353,-5.676616536,4,4,1.86404,9,0.2394468689,0.5011185682,1.85342,0.00463568392,50,2021
472,GBP_CAD,2021-09-07 16:00:00,2021-09-07 20:00:00,1.7423,1.735193672,2021-09-23 08:00:00,1.735053672,stoploss,-1.019700751,70,2.527324905,-7.719879973,2.8,2.8,1.73796,7,1.179230663,0.9569620253,1.73047,0.003553164051,52,2021
473,GBP_USD,2021-09-10 08:00:00,2021-09-10 12:00:00,1.387875,1.382187091,2021-09-13 08:00:00,1.382142091,stoploss,-1.007911519,6,0.6039126511,-8.211278127,0.9,0.9,1.38565,19,0.7665383286,0.8527472527,1.37263,0.002843954332,0,2021
474,CAD_CHF,2021-09-10 12:00:00,2021-09-10 16:00:00,0.728845,0.7244631729,2021-09-10 20:00:00,0.7243731729,stoploss,-1.020539377,2,4.702376279,-2.445326951,1.9,1.8,0.7266,5,0.9813257947,0.9342857143,0.72245,0.00219091357,0,2021
475,USD_JPY,2021-09-13 08:00:00,2021-09-13 12:00:00,110.12,109.8044639,2021-09-14 16:00:00,109.8014639,stoploss,-1.009507628,8,14.50863964,-3.191393647,0.6,0.6,109.991,6,0.7923022956,0.7912621359,109.62,0.1577680649,6,2021
476,EUR_NZD,2021-09-14 16:00:00,2021-09-14 20:00:00,1.66414,1.654706387,2021-09-16 08:00:00,1.654516387,stoploss,-1.020140745,10,2.884366746,-5.953180317,3.8,3.8,1.66264,9,0.2777302783,0.978960396,1.65309,0.004716806564,2,2021
