trade_id,pair,signal_time,entry_time,entry_price,initial_sl_price,exit_time,exit_price,exit_reason,bars_held,final_r,mfe_r,mae_r,time_to_peak_mfe,spread_pips_entry,spread_pips_exit,calendar_year
56,NZD_CAD,2021-05-21 18:00:00,2021-05-21 19:00:00,0.864905,0.8596695048,2021-05-28 19:00:00,0.87601,time_exit,120,2.121098323,3.847773591,-0.3409419637,68,3.5,3.4,2021
57,NZD_CAD,2021-05-28 20:00:00,2021-05-28 21:00:00,0.87655,0.8707426575,2021-06-02 21:00:00,0.8706176575,stoploss,73,-1.021524475,0.5062556563,-1.064170053,21,2.6,2.5,2021
58,EUR_NZD,2021-05-31 00:00:00,2021-05-31 01:00:00,1.680075,1.669871769,2021-06-07 01:00:00,1.686575,time_exit,120,0.6370530918,2.051800997,-0.2337494806,91,2.5,2.5,2021
59,CHF_JPY,2021-06-23 00:00:00,2021-06-23 01:00:00,120.4465,119.8361999,2021-06-29 17:00:00,119.8351999,stoploss,113,-1.001638538,0.883991314,-1.047845126,12,0.9,0.2,2021
60,EUR_JPY,2021-06-23 00:00:00,2021-06-23 01:00:00,132.092,131.4318584,2021-06-29 17:00:00,131.4308584,stoploss,113,-1.001514827,0.9088959063,-1.234583606,12,0.4,0.2,2021
61,GBP_JPY,2021-06-29 00:00:00,2021-06-29 01:00:00,153.5,152.7026383,2021-06-29 17:00:00,152.7021383,stoploss,17,-1.000627068,0.04640303104,-1.111164473,0,1.2,0.1,2021
62,CHF_JPY,2021-06-29 18:00:00,2021-06-29 19:00:00,120.141,119.5675143,2021-07-06 19:00:00,119.7,time_exit,120,-0.7689817292,1.206656137,-0.9974094084,77,0.2,0.2,2021
63,EUR_JPY,2021-06-29 18:00:00,2021-06-29 19:00:00,131.608,131.0583691,2021-07-06 14:00:00,131.0573691,stoploss,116,-1.001819403,1.495549147,-1.144404396,44,0.2,0.2,2021
64,GBP_JPY,2021-06-29 18:00:00,2021-06-29 19:00:00,153.0345,152.1905607,2021-07-06 19:00:00,152.6245,time_exit,120,-0.4858169055,1.230538674,-0.8063375712,110,0.1,0.1,2021
65,CAD_JPY,2021-07-07 00:00:00,2021-07-07 01:00:00,88.7955,88.10420654,2021-07-08 08:00:00,88.10370654,stoploss,32,-1.000723282,0.4838755435,-1.136275753,15,0.1,0.1,2021
66,CHF_JPY,2021-07-07 00:00:00,2021-07-07 01:00:00,119.5915,119.0345203,2021-07-08 10:00:00,119.0335203,stoploss,34,-1.001795398,0.7998496395,-1.07095468,12,0.7,0.2,2021
67,EUR_JPY,2021-07-07 00:00:00,2021-07-07 01:00:00,130.742,130.2295193,2021-07-08 04:00:00,130.2285193,stoploss,28,-1.001951293,0.57172886,-1.075162464,12,0.4,0.2,2021
68,GBP_JPY,2021-07-07 00:00:00,2021-07-07 01:00:00,152.5975,151.7349066,2021-07-08 09:00:00,151.7344066,stoploss,33,-1.000579647,0.6660148555,-1.094953927,13,0.1,0.1,2021
69,USD_CAD,2021-07-07 00:00:00,2021-07-07 01:00:00,1.24565,1.23703085,2021-07-14 01:00:00,1.25107,time_exit,120,0.6288323378,1.548876699,-0.3898296412,36,0.2,0.2,2021
70,CAD_JPY,2021-07-08 09:00:00,2021-07-08 10:00:00,87.8015,87.1273434,2021-07-08 15:00:00,87.1268434,stoploss,6,-1.000741667,0.05859172789,-1.034626081,0,0.1,0.1,2021
71,CAD_JPY,2021-07-08 16:00:00,2021-07-08 17:00:00,87.4695,86.58491491,2021-07-15 17:00:00,87.5745,time_exit,120,0.1186997168,1.408004736,-0.2605741403,60,0.1,0.1,2021
72,EUR_NZD,2021-07-12 00:00:00,2021-07-12 01:00:00,1.694965,1.684265277,2021-07-14 05:00:00,1.684230277,stoploss,53,-1.003271113,1.000493162,-1.623873768,12,1.1,0.7,2021
73,NZD_JPY,2021-07-12 00:00:00,2021-07-12 01:00:00,76.996,76.35398894,2021-07-16 00:00:00,76.32798894,stoploss,96,-1.040497744,1.028019665,-1.076305437,56,0.4,5.2,2021
74,EUR_NZD,2021-07-15 00:00:00,2021-07-15 01:00:00,1.68122,1.670159865,2021-07-22 01:00:00,1.691685,time_exit,120,0.946190942,2.575013667,-0.2983688589,84,1,1.9,2021
75,USD_CAD,2021-07-15 00:00:00,2021-07-15 01:00:00,1.25104,1.243273985,2021-07-22 01:00:00,1.25624,time_exit,120,0.6695840681,3.816629188,-0.1171772119,60,0.2,0.4,2021
76,CAD_JPY,2021-07-15 18:00:00,2021-07-15 19:00:00,87.4705,86.84907003,2021-07-19 10:00:00,86.84857003,stoploss,40,-1.000804596,0.407930117,-1.651835365,21,0.1,0.1,2021
77,EUR_CAD,2021-07-16 00:00:00,2021-07-16 01:00:00,1.48717,1.479200807,2021-07-21 18:00:00,1.479190807,stoploss,90,-1.001254832,2.861017321,-1.205893704,40,0.2,0.2,2021
78,NZD_JPY,2021-07-16 01:00:00,2021-07-16 02:00:00,76.9715,76.1633609,2021-07-19 14:00:00,76.1623609,stoploss,37,-1.001237411,0.5314679149,-1.115525786,14,0.3,0.2,2021
79,CAD_JPY,2021-07-19 11:00:00,2021-07-19 12:00:00,86.1805,85.51814109,2021-07-19 16:00:00,85.51764109,stoploss,5,-1.000754878,0.02038169903,-1.077210537,0,0.1,0.1,2021
80,NZD_JPY,2021-07-19 15:00:00,2021-07-19 16:00:00,75.999,75.19889001,2021-07-26 16:00:00,76.907,time_exit,120,1.134843976,1.611028508,-0.9186237031,95,0.2,0.2,2021
81,CAD_JPY,2021-07-19 17:00:00,2021-07-19 18:00:00,85.5875,84.65076286,2021-07-26 18:00:00,87.9685,time_exit,120,2.541801628,2.620265475,-0.05497806965,93,0.1,0.1,2021
82,GBP_JPY,2021-07-20 00:00:00,2021-07-20 01:00:00,149.698,148.5151957,2021-07-20 16:00:00,148.5146957,stoploss,16,-1.000422724,0.2333437601,-1.047510575,10,0.4,0.1,2021
83,GBP_JPY,2021-07-20 17:00:00,2021-07-20 18:00:00,149.6095,148.0390562,2021-07-27 18:00:00,152.4035,time_exit,120,1.779114942,1.908059386,-0.2047192032,97,0.1,0.1,2021
84,EUR_CAD,2021-07-21 19:00:00,2021-07-21 20:00:00,1.481055,1.469997338,2021-07-28 20:00:00,1.483715,time_exit,120,0.2405571717,0.784523859,-0.4481055586,96,0.3,0.5,2021
85,AUD_JPY,2021-07-22 00:00:00,2021-07-22 01:00:00,81.1465,80.55010661,2021-07-28 00:00:00,80.53610661,stoploss,96,-1.023474438,0.8543018828,-1.005208987,38,0.5,2.8,2021
86,CAD_CHF,2021-07-22 00:00:00,2021-07-22 01:00:00,0.73003,0.7251978911,2021-07-28 00:00:00,0.7249728911,stoploss,96,-1.04656352,0.6850011233,-1.146497348,37,2,4.5,2021
87,GBP_CAD,2021-07-22 00:00:00,2021-07-22 01:00:00,1.722295,1.70958514,2021-07-29 01:00:00,1.74109,time_exit,120,1.478773181,2.151479258,-0.01219525635,96,1.7,2.4,2021
88,EUR_NZD,2021-07-22 02:00:00,2021-07-22 03:00:00,1.694415,1.684525947,2021-07-23 00:00:00,1.684035947,stoploss,22,-1.049549738,0.4242064278,-1.052173512,13,1.5,9.8,2021
89,USD_CAD,2021-07-22 02:00:00,2021-07-22 03:00:00,1.25714,1.248831285,2021-07-29 03:00:00,1.25201,time_exit,120,-0.6174239574,0.4272621928,-0.6739910646,38,0.2,0.2,2021
90,EUR_JPY,2021-07-23 00:00:00,2021-07-23 01:00:00,129.621,128.9735015,2021-07-30 01:00:00,130.107,time_exit,120,0.7505809154,1.451740865,-0.1173747934,111,0.8,0.6,2021
91,NZD_CHF,2021-07-23 00:00:00,2021-07-23 01:00:00,0.640185,0.6350388978,2021-07-27 20:00:00,0.6350088978,stoploss,68,-1.005829655,0.6985869781,-1.034763744,14,1.1,0.6,2021
92,EUR_NZD,2021-07-23 01:00:00,2021-07-23 02:00:00,1.687715,1.675829568,2021-07-30 02:00:00,1.694515,time_exit,120,0.5721289736,1.645291482,-0.403435063,92,1.5,0.9,2021
93,AUD_NZD,2021-07-26 00:00:00,2021-07-26 01:00:00,1.055025,1.05087127,2021-08-02 00:00:00,1.05064127,stoploss,120,-1.055371921,1.344574682,-1.041232856,68,2.7,4.6,2021
94,EUR_AUD,2021-07-26 00:00:00,2021-07-26 01:00:00,1.597765,1.589410369,2021-08-02 01:00:00,1.61634,time_exit,120,2.223317817,2.366950731,-0.2040784322,117,2.3,2.8,2021
95,EUR_GBP,2021-07-26 00:00:00,2021-07-26 01:00:00,0.85552,0.8520402231,2021-07-27 17:00:00,0.8520302231,stoploss,41,-1.002873747,0.5287695335,-1.066160309,9,0.2,0.2,2021
96,NZD_JPY,2021-07-26 17:00:00,2021-07-26 18:00:00,77.271,76.59259403,2021-07-27 10:00:00,76.59159403,stoploss,17,-1.001474044,0.04127322199,-1.211663874,0,0.2,0.2,2021
97,CAD_JPY,2021-07-26 19:00:00,2021-07-26 20:00:00,87.9645,87.39235173,2021-07-27 10:00:00,87.39185173,stoploss,15,-1.000873899,0.09700282825,-1.088004695,3,0.1,0.1,2021
98,CAD_JPY,2021-07-27 11:00:00,2021-07-27 12:00:00,87.4445,86.88983983,2021-08-03 12:00:00,87.2095,time_exit,120,-0.4236828492,1.533371333,-0.7382899011,76,0.1,0.1,2021
99,NZD_JPY,2021-07-27 11:00:00,2021-07-27 12:00:00,76.529,75.90945173,2021-08-03 12:00:00,76.458,time_exit,120,-0.1145996262,0.5713840515,-0.8102677793,54,0.2,0.2,2021
100,EUR_GBP,2021-07-27 18:00:00,2021-07-27 19:00:00,0.85211,0.8480034606,2021-08-03 19:00:00,0.85281,time_exit,120,0.1704598264,0.8985667994,-0.528425462,92,0.2,0.2,2021
101,GBP_JPY,2021-07-27 19:00:00,2021-07-27 20:00:00,152.2105,151.1602847,2021-08-03 20:00:00,151.7845,time_exit,120,-0.4056311303,1.173568939,-0.993605832,45,0.1,0.1,2021
102,USD_JPY,2021-07-28 00:00:00,2021-07-28 01:00:00,109.7615,109.3731308,2021-07-30 03:00:00,109.3726308,stoploss,51,-1.001287435,1.350519171,-1.033810195,20,0.1,0.1,2021
103,AUD_JPY,2021-07-28 01:00:00,2021-07-28 02:00:00,80.8505,80.19323988,2021-08-03 16:00:00,80.19273988,stoploss,111,-1.000760734,0.767580422,-1.059702208,33,0.1,0.1,2021
104,EUR_CAD,2021-07-28 21:00:00,2021-07-28 22:00:00,1.48336,1.476445806,2021-07-30 16:00:00,1.476435806,stoploss,43,-1.0014463,0.2574414335,-1.042782436,0,0.2,0.2,2021
105,USD_CAD,2021-07-29 04:00:00,2021-07-29 05:00:00,1.25189,1.24521903,2021-07-29 11:00:00,1.24520903,stoploss,7,-1.001499032,0.08544485084,-1.011846918,0,0.2,0.2,2021
106,USD_CAD,2021-07-29 12:00:00,2021-07-29 13:00:00,1.24679,1.240471022,2021-08-05 13:00:00,1.25117,time_exit,120,0.6931501021,1.701224566,-0.7216357227,75,0.2,0.2,2021
107,NZD_CHF,2021-08-03 00:00:00,2021-08-03 01:00:00,0.630845,0.6256075574,2021-08-10 01:00:00,0.642335,time_exit,120,2.193818796,2.622463113,-0.02195728125,112,0.7,0.9,2021
108,CAD_JPY,2021-08-03 13:00:00,2021-08-03 14:00:00,87.2705,86.77455175,2021-08-03 16:00:00,86.77405175,stoploss,3,-1.00100817,0.1925604132,-1.400347717,0,0.1,0.1,2021
109,CAD_JPY,2021-08-03 17:00:00,2021-08-03 18:00:00,86.6525,85.98478087,2021-08-10 18:00:00,88.2655,time_exit,120,2.415686379,2.447885547,-0.01123226773,119,0.1,0.1,2021
110,GBP_JPY,2021-08-03 21:00:00,2021-08-03 22:00:00,151.825,150.9611354,2021-08-10 22:00:00,153.035,time_exit,120,1.400682422,1.720176924,-0.3611676988,115,0.2,0.4,2021
111,EUR_AUD,2021-08-04 00:00:00,2021-08-04 01:00:00,1.60412,1.595604438,2021-08-06 15:00:00,1.595524438,stoploss,63,-1.009394565,0.2066804378,-1.045145396,17,2.4,1.6,2021
