cluster_label,size,size_fraction,centroid_monotonicity_ratio_in_profit,centroid_local_peaks_count,centroid_pullback_magnitude_median,centroid_time_to_peak_mfe_relative
0,209,0.1089108911,0.5584058338,27.8277512,0.3231936716,0.868893408
1,189,0.09848879625,0.4935610821,7.862433862,0.8496918383,0.6840659753
2,356,0.1855132882,0.002996254682,0.4775280899,0.00692783198,0.1068279603
3,79,0.04116727462,0.8251691513,3.037974684,0.07457392958,0.4162033496
4,371,0.1933298593,0.5299001152,15.04851752,0.362361204,0.7680298588
5,440,0.2292860865,0.5052395908,8.086363636,0.3771186496,0.388563051
6,275,0.1433038041,0.4790046651,3.461818182,0.0679564733,0.1986968111
