n,sl_mult,reach_1R,reach_2R,reach_3R,ww_pp,mfe_p25,mfe_p50,mfe_p75,mfe_p90,mean_r,p25_r,p50_r,p75_r,sl_fire_rate,capturability_composite,cluster_id,modal_shape_tag,archetype,candidate
3418.0,1.5,0.604154476301931,0.29052077238150964,0.12551199531889995,0.39496781743709775,0.6619803573125612,1.2910282915074407,2.20362582731964,3.2418284654504905,-0.9973756628252726,-1.0,-1.0,-1.0,0.9985371562317145,0.5697432163130961,0.0,Mixed,Choppy,False
1628.0,4.0,0.0,0.0,0.0,0.029484029484029485,0.02864135756091052,0.06823582759545951,0.13534267066340083,0.21806135464380552,-0.5143269353608141,-0.5000000000000034,-0.5000000000000001,-0.4999999999999971,0.029484029484029485,0.3927554433794188,1.0,Monotonic down,Monotonic down,False
1566.0,1.5,1.0,0.9974457215836526,0.9706257982120051,0.0,5.484785886279082,7.550286960532341,10.757824093228354,14.91893215375216,2.621320834866809,-1.0,-1.0,5.586123896232461,0.5715197956577267,1.0,2.0,Bimodal,Bimodal,True
