fold_id,pair,val_start,val_end,n_val,n_clean_move,clean_rate
5,AUD_JPY,2023-08-25,2024-05-21,1140,241,0.21140350877192982
5,AUD_NZD,2023-08-25,2024-05-21,1142,260,0.2276707530647986
5,AUD_USD,2023-08-25,2024-05-21,1140,196,0.17192982456140352
5,CAD_CHF,2023-08-25,2024-05-21,1140,295,0.25877192982456143
5,CAD_JPY,2023-08-25,2024-05-21,1140,336,0.29473684210526313
5,CHF_JPY,2023-08-25,2024-05-21,1139,354,0.3107989464442493
5,EUR_AUD,2023-08-25,2024-05-21,1140,128,0.11228070175438597
5,EUR_CAD,2023-08-25,2024-05-21,1140,278,0.24385964912280703
5,EUR_CHF,2023-08-25,2024-05-21,1140,462,0.4052631578947368
5,EUR_GBP,2023-08-25,2024-05-21,1142,221,0.19352014010507881
5,EUR_JPY,2023-08-25,2024-05-21,1140,357,0.3131578947368421
5,EUR_NZD,2023-08-25,2024-05-21,1141,138,0.12094653812445223
5,EUR_USD,2023-08-25,2024-05-21,1140,146,0.1280701754385965
5,GBP_AUD,2023-08-25,2024-05-21,1139,160,0.14047410008779632
5,GBP_CAD,2023-08-25,2024-05-21,1139,191,0.16769095697980685
5,GBP_CHF,2023-08-25,2024-05-21,1140,217,0.19035087719298247
5,GBP_JPY,2023-08-25,2024-05-21,1140,357,0.3131578947368421
5,GBP_NZD,2023-08-25,2024-05-21,1139,214,0.18788410886742757
5,GBP_USD,2023-08-25,2024-05-21,1140,193,0.1692982456140351
5,NZD_CAD,2023-08-25,2024-05-21,1142,180,0.15761821366024517
5,NZD_CHF,2023-08-25,2024-05-21,1141,369,0.32340052585451357
5,NZD_JPY,2023-08-25,2024-05-21,1142,313,0.27408056042031526
5,NZD_USD,2023-08-25,2024-05-21,1142,221,0.19352014010507881
5,USD_CAD,2023-08-25,2024-05-21,1140,100,0.08771929824561403
5,USD_CHF,2023-08-25,2024-05-21,1140,329,0.2885964912280702
5,USD_JPY,2023-08-25,2024-05-21,1140,350,0.30701754385964913
6,AUD_CAD,2024-05-21,2025-02-12,1140,193,0.1692982456140351
6,AUD_CHF,2024-05-21,2025-02-12,1140,189,0.16578947368421051
6,AUD_JPY,2024-05-21,2025-02-12,1139,223,0.1957857769973661
6,AUD_NZD,2024-05-21,2025-02-12,1139,175,0.15364354697102722
6,AUD_USD,2024-05-21,2025-02-12,1140,180,0.15789473684210525
6,CAD_CHF,2024-05-21,2025-02-12,1140,170,0.14912280701754385
6,CAD_JPY,2024-05-21,2025-02-12,1140,187,0.16403508771929826
6,CHF_JPY,2024-05-21,2025-02-12,1140,343,0.30087719298245613
6,EUR_AUD,2024-05-21,2025-02-12,1140,272,0.23859649122807017
6,EUR_CAD,2024-05-21,2025-02-12,1140,266,0.23333333333333334
6,EUR_CHF,2024-05-21,2025-02-12,1140,128,0.11228070175438597
6,EUR_GBP,2024-05-21,2025-02-12,1140,151,0.1324561403508772
6,EUR_JPY,2024-05-21,2025-02-12,1140,228,0.2
6,EUR_NZD,2024-05-21,2025-02-12,1135,277,0.24405286343612334
6,EUR_USD,2024-05-21,2025-02-12,1140,149,0.1307017543859649
6,GBP_AUD,2024-05-21,2025-02-12,1140,368,0.32280701754385965
6,GBP_CAD,2024-05-21,2025-02-12,1140,256,0.22456140350877193
6,GBP_CHF,2024-05-21,2025-02-12,1140,273,0.2394736842105263
6,GBP_JPY,2024-05-21,2025-02-12,1140,202,0.17719298245614035
6,GBP_NZD,2024-05-21,2025-02-12,1139,428,0.37576821773485514
6,GBP_USD,2024-05-21,2025-02-12,1140,180,0.15789473684210525
6,NZD_CAD,2024-05-21,2025-02-12,1140,100,0.08771929824561403
6,NZD_CHF,2024-05-21,2025-02-12,1140,171,0.15
6,NZD_JPY,2024-05-21,2025-02-12,1140,198,0.1736842105263158
6,NZD_USD,2024-05-21,2025-02-12,1140,75,0.06578947368421052
6,USD_CAD,2024-05-21,2025-02-12,1140,278,0.24385964912280703
6,USD_CHF,2024-05-21,2025-02-12,1140,137,0.12017543859649123
6,USD_JPY,2024-05-21,2025-02-12,1140,150,0.13157894736842105
7,AUD_CAD,2025-02-12,2025-11-04,1140,95,0.08333333333333333
7,AUD_CHF,2025-02-12,2025-11-04,1140,137,0.12017543859649123
7,AUD_JPY,2025-02-12,2025-11-04,1140,183,0.16052631578947368
7,AUD_NZD,2025-02-12,2025-11-04,1140,193,0.1692982456140351
7,AUD_USD,2025-02-12,2025-11-04,1140,72,0.06315789473684211
7,CAD_CHF,2025-02-12,2025-11-04,1140,119,0.10438596491228071
7,CAD_JPY,2025-02-12,2025-11-04,1140,99,0.0868421052631579
7,CHF_JPY,2025-02-12,2025-11-04,1140,336,0.29473684210526313
7,EUR_AUD,2025-02-12,2025-11-04,1140,203,0.1780701754385965
7,EUR_CAD,2025-02-12,2025-11-04,1140,170,0.14912280701754385
7,EUR_CHF,2025-02-12,2025-11-04,1140,167,0.14649122807017545
7,EUR_GBP,2025-02-12,2025-11-04,1140,293,0.25701754385964914
7,EUR_JPY,2025-02-12,2025-11-04,1140,339,0.29736842105263156
7,EUR_NZD,2025-02-12,2025-11-04,1140,147,0.12894736842105264
7,EUR_USD,2025-02-12,2025-11-04,1140,144,0.12631578947368421
7,GBP_AUD,2025-02-12,2025-11-04,1140,228,0.2
7,GBP_CAD,2025-02-12,2025-11-04,1140,249,0.21842105263157896
7,GBP_CHF,2025-02-12,2025-11-04,1140,159,0.1394736842105263
7,GBP_JPY,2025-02-12,2025-11-04,1140,105,0.09210526315789473
7,GBP_NZD,2025-02-12,2025-11-04,1140,166,0.1456140350877193
7,GBP_USD,2025-02-12,2025-11-04,1140,142,0.12456140350877193
7,NZD_CAD,2025-02-12,2025-11-04,1140,149,0.1307017543859649
7,NZD_CHF,2025-02-12,2025-11-04,1140,140,0.12280701754385964
7,NZD_JPY,2025-02-12,2025-11-04,1140,94,0.0824561403508772
7,NZD_USD,2025-02-12,2025-11-04,1140,65,0.05701754385964912
7,USD_CAD,2025-02-12,2025-11-04,1140,237,0.20789473684210527
7,USD_CHF,2025-02-12,2025-11-04,1140,190,0.16666666666666666
7,USD_JPY,2025-02-12,2025-11-04,1140,225,0.19736842105263158
