archetype_id,selected_sl_atr,n,size_fraction,centroid_monotonicity_v2,centroid_local_peaks_v2,centroid_pullback,centroid_time_to_peak_rel,monotonicity_pre_peak_centroid,local_peaks_centroid,fwd_mfe_h240_p25,fwd_mfe_h240_p50,fwd_mfe_h240_p75,fwd_mfe_h240_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,frac_wrong_way_all_time,frac_peak_at_bar_0,frac_peak_after_bar_120,final_r_mean,final_r_t_stat,final_r_p25,final_r_p50,final_r_p75,shape_tag,shape_tag_v2_classifier,hartigan_dip_stat,hartigan_dip_p,mode_separation_r,min_mode_mass,kde_mode_1,kde_mode_2,pass_dip,pass_mode_mass,pass_separation,floor_monotonicity_pre_peak,floor_local_peaks,floor_fwd_mfe_p50,floor_frac_reach_1R,floor_frac_wrong_way_pre_peak,floor_shape_tag,floor_size_fraction,all_floors_pass,composite,peak_mfe_atr_median
aggregate_stepwise_climber_2+4,0.5,707,0.275312,0.559411,16.7256,0.464951,0.802682,0.512168,7.11174,0.650257,1.52456,5.86411,33.1175,0.636492,0.442716,0.377652,0.859972,0.466761,0.117397,2.04565,5.96714,-1,-1,-1,heavy_right_tail,heavy_right_tail,0.0089353,0.990199,19.3682,0.121641,1.33574,20.704,False,False,True,False,True,True,False,False,True,True,False,,0.762282
aggregate_stepwise_climber_2+4,1,707,0.275312,0.559411,16.7256,0.464951,0.802682,0.541725,13.6818,0.713584,2.32891,9.84524,19.4989,0.687412,0.528996,0.107496,0.70297,0.21075,0.257426,2.4029,9.99881,-1,-1,4.06512,scattered,scattered,0.0106921,0.904863,8.43185,0.230552,1.16877,9.60062,False,True,True,False,True,True,False,True,False,True,False,,2.32891
aggregate_stepwise_climber_2+4,1.5,707,0.275312,0.559411,16.7256,0.464951,0.802682,0.580568,18.0608,1.04959,3.79678,7.88274,14.388,0.758133,0.615276,0.0325318,0.585573,0.0806223,0.356436,2.1736,12.2995,-1,-1,4.87064,scattered,scattered,0.0182577,0.11217,5.17599,0.304102,1.11312,6.2891,False,True,True,True,True,True,True,True,False,True,False,,5.69516
aggregate_stepwise_climber_2+4,2,707,0.275312,0.559411,16.7256,0.464951,0.802682,0.598276,21.761,1.46928,4.13897,6.38696,10.9493,0.835926,0.698727,0.0169731,0.472419,0,0.445545,2.10592,14.9182,-1,0.845609,4.57174,bimodal_separated,bimodal,0.0228665,0.0124435,3.46377,0.35785,1.28166,4.74543,True,True,True,True,True,True,True,True,True,True,True,0.467229,8.27794
aggregate_stepwise_climber_2+4,3,707,0.275312,0.559411,16.7256,0.464951,0.802682,0.586701,22.8444,1.29355,3.00011,4.36479,7.51503,0.786421,0.652051,0.00282885,0.417256,0,0.497878,1.42163,14.3941,-1,1.11531,3.14446,bimodal_separated,bimodal,0.0274836,0.000784442,2.18922,0.352192,0.974398,3.16362,True,True,True,True,True,True,True,True,True,True,True,0.420293,9.00033
aggregate_stepwise_climber_2+4,4,707,0.275312,0.559411,16.7256,0.464951,0.802682,0.581316,23.3182,1.10737,2.30771,3.35215,5.63628,0.769448,0.572843,0.00141443,0.360679,0,0.524752,1.06327,13.8588,-1,0.953478,2.45998,bimodal_separated,unclassified,0.0281263,0.000487567,1.59693,0.333805,0.775782,2.37272,True,True,True,True,True,True,True,True,True,True,True,0.39935,9.23084
