fold_id,pair,val_start,val_end,n_val,n_clean_move,clean_rate
5,AUD_CHF,2023-09-13,2024-06-11,4610,564,0.12234273318872017
5,AUD_JPY,2023-09-13,2024-06-11,4611,629,0.13641292561266535
5,AUD_NZD,2023-09-13,2024-06-11,4618,244,0.05283672585534863
5,AUD_USD,2023-09-13,2024-06-11,4612,574,0.12445793581960105
5,CAD_CHF,2023-09-13,2024-06-11,4612,732,0.15871639202081528
5,CAD_JPY,2023-09-13,2024-06-11,4612,774,0.16782307025151777
5,CHF_JPY,2023-09-13,2024-06-11,4609,777,0.16858320676936428
5,EUR_AUD,2023-09-13,2024-06-11,4612,688,0.1491760624457936
5,EUR_CAD,2023-09-13,2024-06-11,4612,311,0.06743278404163053
5,EUR_CHF,2023-09-13,2024-06-11,4612,528,0.11448395490026018
5,EUR_GBP,2023-09-13,2024-06-11,4619,390,0.08443386014288808
5,EUR_JPY,2023-09-13,2024-06-11,4612,825,0.17888117953165655
5,EUR_NZD,2023-09-13,2024-06-11,4614,458,0.09926311226701344
5,EUR_USD,2023-09-13,2024-06-11,4611,523,0.11342441986553893
5,GBP_AUD,2023-09-13,2024-06-11,4609,465,0.10088956389672381
5,GBP_CAD,2023-09-13,2024-06-11,4609,300,0.06509004122369277
5,GBP_CHF,2023-09-13,2024-06-11,4610,345,0.07483731019522777
5,GBP_JPY,2023-09-13,2024-06-11,4610,700,0.15184381778741865
5,GBP_NZD,2023-09-13,2024-06-11,4609,508,0.11021913647211977
5,GBP_USD,2023-09-13,2024-06-11,4612,290,0.06287944492627927
5,NZD_CAD,2023-09-13,2024-06-11,4617,441,0.09551656920077972
5,NZD_CHF,2023-09-13,2024-06-11,4617,706,0.15291314706519385
5,NZD_JPY,2023-09-13,2024-06-11,4616,738,0.1598786828422877
5,NZD_USD,2023-09-13,2024-06-11,4619,436,0.09439272569820308
5,USD_CAD,2023-09-13,2024-06-11,4612,589,0.1277103209019948
5,USD_CHF,2023-09-13,2024-06-11,4612,603,0.13074588031222897
5,USD_JPY,2023-09-13,2024-06-11,4612,538,0.11665221162185603
6,AUD_CAD,2024-06-11,2025-03-07,4615,381,0.08255687973997833
6,AUD_CHF,2024-06-11,2025-03-07,4614,408,0.08842652795838751
6,AUD_JPY,2024-06-11,2025-03-07,4614,702,0.15214564369310793
6,AUD_NZD,2024-06-11,2025-03-07,4608,192,0.041666666666666664
6,AUD_USD,2024-06-11,2025-03-07,4614,364,0.0788903337667967
6,CAD_CHF,2024-06-11,2025-03-07,4613,529,0.11467591588987644
6,CAD_JPY,2024-06-11,2025-03-07,4615,491,0.10639219934994583
6,CHF_JPY,2024-06-11,2025-03-07,4615,555,0.12026002166847237
6,EUR_AUD,2024-06-11,2025-03-07,4614,971,0.21044646727351538
6,EUR_CAD,2024-06-11,2025-03-07,4615,651,0.14106175514626218
6,EUR_CHF,2024-06-11,2025-03-07,4615,555,0.12026002166847237
