percentile,fwd_mfe_h240_R,final_r
1,0.479172021150589,0.06528557270765305
5,0.849058985710144,0.14667077958583832
10,1.1916840314865111,0.20520450472831728
20,1.8219710350036622,0.2929894387722015
30,2.4390650272369383,0.3625641703605652
40,3.059274959564209,0.43707778453826907
50,3.7444350719451904,0.5151563882827759
60,4.542050170898437,0.5998131632804871
70,5.503280067443847,0.6992010951042175
80,6.701759910583497,0.8343215584754944
90,8.653490066528322,1.0549577951431284
95,10.36279983520507,1.2838831901550283
99,14.921062164306642,1.8992011547088645
