percentile,fwd_mfe_h240_R,final_r
1,0.21804159820079805,-0.6971332931518555
5,0.4966349452733994,-0.3394207030534744
10,0.7992470026016235,-0.2057582080364227
20,1.4246569633483888,-0.08412761390209196
30,2.022547912597656,-0.005680696759372954
40,2.660562896728516,0.053889692574739495
50,3.3673250675201416,0.11052639782428741
60,4.140258121490478,0.17401042878627776
70,5.017810058593749,0.24706884324550624
80,6.257709980010986,0.3431532740592958
90,8.236760330200196,0.49251469969749456
95,10.000020313262937,0.650345706939697
99,14.460199165344237,1.0434498214721668
