archetype_id,monotonicity_centroid,local_peaks_centroid,pullback_magnitude_centroid,time_to_peak_relative_centroid
0,0.07166602574486272,0.0001619170983792051,5.025277069470313e-17,4.9566458723560025e-06
1,0.47947093518658185,1.0179909329513737,7.133372421344059e-05,0.9989341970714694
2,0.5489087988223349,4.999999999999998,0.49811013468674253,0.6428571503077234
