percentile,fwd_mfe_h240_R,final_r
1,1.252079405784607,-0.7118861114978791
5,1.3762570142745971,-0.5200721800327301
10,1.5314790248870849,-0.2803047657012939
20,1.8419230461120606,0.1992300629615784
30,2.2114510536193848,0.5784538030624389
40,2.6400630474090576,0.8573664546012879
50,3.0686750411987305,1.1362791061401367
60,3.4797550201416017,1.1378226280212402
70,3.8908349990844724,1.1393661499023438
80,4.491730022430421,1.176091241836548
90,5.282440090179444,1.2479979038238525
95,5.677795124053954,1.2839512348175048
99,5.9940791511535645,1.3127138996124268
