percentile,fwd_mfe_h240_R,final_r
1,0.21804119825363158,-0.6971340763568878
5,0.4965997710824013,-0.33893474489450454
10,0.7992439985275268,-0.20553665310144426
20,1.4245689630508422,-0.08396963626146318
30,2.023100996017456,-0.005662202276289461
40,2.6611799240112304,0.053948054462671265
50,3.367500066757202,0.11061245575547218
60,4.140356159210205,0.17402898371219636
70,5.0180100440979,0.2470827579498291
80,6.257719993591309,0.34318674802780147
90,8.23697032928467,0.49253702163696306
95,10.00016531944275,0.65036438703537
99,14.460215663909912,1.0434713888168328
