percentile,fwd_mfe_h240_R,final_r
1,0.289851336479187,-0.5598430681228638
5,0.652614974975586,-0.2141636535525322
10,0.9918850064277649,-0.09191065579652784
20,1.6091680049896242,0.040636115521192555
30,2.234015941619873,0.1334770083427429
40,2.8616689682006835,0.21862509548664094
50,3.5428900718688965,0.30482369661331177
60,4.324724960327148,0.39360674023628234
70,5.268960094451904,0.5002890825271606
80,6.4873798370361335,0.6375320434570314
90,8.441929817199707,0.8575092673301706
95,10.227110290527342,1.0757438778877257
99,14.709124927520746,1.6365197968482925
