fold,trade_id,entry_time,pair,p_admit,admitted,final_r_at_selected_sl,selected_sl_atr_mult,mode
3,565,2024-08-06 08:00:00,USD_CAD,0.17381019587204402,0,-1.0,3.0,D1
3,566,2024-08-14 08:00:00,EUR_NZD,0.3254043303459317,0,-1.0,3.0,D1
3,567,2024-08-26 08:00:00,CAD_JPY,0.3694377143317568,0,-1.0,3.0,D1
3,568,2024-08-26 12:00:00,AUD_NZD,0.2805826227814832,0,-1.0,3.0,D1
3,569,2024-08-26 20:00:00,EUR_JPY,0.3305845939262838,0,-1.0,3.0,D1
3,570,2024-08-29 00:00:00,EUR_CAD,0.3533160152389466,0,-1.0,3.0,D1
3,571,2024-08-29 04:00:00,CAD_CHF,0.330918313111977,0,-1.0,3.0,D1
3,572,2024-08-29 04:00:00,GBP_CHF,0.3268151379659525,0,-1.0,3.0,D1
3,573,2024-09-02 20:00:00,AUD_NZD,0.20390438702511485,0,-1.0,3.0,D1
3,574,2024-09-03 08:00:00,GBP_NZD,0.36310369518207075,0,-1.0,3.0,D1
3,575,2024-09-04 04:00:00,EUR_CAD,0.16016946744342817,0,-1.0,3.0,D1
3,576,2024-09-04 16:00:00,AUD_CHF,0.1359878480663837,0,-1.0,3.0,D1
3,577,2024-09-04 16:00:00,AUD_JPY,0.2863568453876946,0,-1.0,3.0,D1
3,578,2024-09-05 04:00:00,CHF_JPY,0.427202881285369,0,-1.0,3.0,D1
3,579,2024-09-05 04:00:00,USD_JPY,0.14130437252213388,0,-1.0,3.0,D1
3,580,2024-09-06 00:00:00,NZD_JPY,0.3015589791644445,0,-1.0,3.0,D1
3,581,2024-09-06 16:00:00,EUR_CHF,0.3302990771946751,0,-1.0,3.0,D1
3,582,2024-09-09 20:00:00,GBP_USD,0.11439539542136234,0,-1.0,3.0,D1
3,583,2024-09-09 20:00:00,NZD_CHF,0.18495684512327135,0,-1.0,3.0,D1
3,584,2024-09-10 08:00:00,EUR_USD,0.31550561944774097,0,-1.0,3.0,D1
3,585,2024-09-13 20:00:00,NZD_CHF,0.23827263459461012,0,-1.0,3.0,D1
3,586,2024-09-25 08:00:00,AUD_NZD,0.2524568544399899,0,2.5711818306666663,3.0,D1
3,587,2024-09-25 20:00:00,USD_CAD,0.16994777096762723,0,5.981933082666666,3.0,D1
3,588,2024-10-02 12:00:00,EUR_CAD,0.21192523151862974,0,-1.0,3.0,D1
3,589,2024-10-03 04:00:00,GBP_NZD,0.35560189296115935,0,-1.0,3.0,D1
3,590,2024-10-08 00:00:00,AUD_CAD,0.40385351630541705,0,-1.0,3.0,D1
3,591,2024-10-16 08:00:00,NZD_JPY,0.3789711135593298,0,-1.0,3.0,D1
3,592,2024-10-18 08:00:00,GBP_USD,0.21493554078746027,0,-1.0,3.0,D1
3,593,2024-10-18 20:00:00,EUR_AUD,0.35983109807349173,0,-1.0,3.0,D1
3,594,2024-10-23 04:00:00,EUR_CHF,0.2808505021878076,0,-1.0,3.0,D1
3,595,2024-10-23 04:00:00,EUR_NZD,0.2795037985956467,0,-1.0,3.0,D1
3,596,2024-10-24 04:00:00,AUD_CHF,0.119228233590086,0,-1.0,3.0,D1
3,597,2024-10-24 12:00:00,NZD_CAD,0.19996120271308826,0,-1.0,3.0,D1
3,598,2024-10-29 04:00:00,CAD_CHF,0.2201010768959949,0,-1.0,3.0,D1
3,599,2024-10-30 12:00:00,NZD_CAD,0.32102645113001876,0,-1.0,3.0,D1
3,600,2024-10-30 16:00:00,AUD_CAD,0.24347854062588017,0,-1.0,3.0,D1
3,601,2024-11-01 12:00:00,CAD_CHF,0.08681531175950691,0,0.36669727713333333,3.0,D1
3,602,2024-11-01 12:00:00,GBP_CHF,0.2546638190843523,0,1.1373062813333332,3.0,D1
4,603,2024-11-05 04:00:00,AUD_CAD,0.1812325022833222,0,-1.0,3.0,D1
4,604,2024-11-05 12:00:00,NZD_CAD,0.24830027381702385,0,-1.0,3.0,D1
4,605,2024-11-07 16:00:00,EUR_USD,0.26121738270558187,0,-1.0,3.0,D1
4,606,2024-11-08 04:00:00,GBP_NZD,0.2991669019570918,0,2.7127253246666663,3.0,D1
4,607,2024-11-12 20:00:00,EUR_GBP,0.16268058549177694,0,-1.0,3.0,D1
4,608,2024-11-18 00:00:00,AUD_JPY,0.5114170429859616,0,-1.0,3.0,D1
