unit_id,type,constituent_clusters,n,size_fraction,tentative_label,final_archetype_label,selected_SL_atr_mult,selected_R_atr,composite_at_selected_sl,mono_pre_peak,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,fwd_mfe_h240_p50,shape_tag,bimodal_separated_pass,pct_peak_and_collapse,gate_status,kill_criteria
c0,cluster,c0,385,0.2989130435,tentative_Early-peak hold OR Peak-and-collapse,Early-peak hold OR Peak-and-collapse (Step 4 disambiguation),,,,0.6188079769,0.4805194805,0.1714285714,0.01038961039,0.9739363973,unclassified,0,0.4675324675,FAIL,fwd_mfe_p50 0.9739R < 1.5R;frac_reach_1R 0.4805 < 0.7
c2,cluster,c2,353,0.274068323,tentative_Early-peak hold OR Peak-and-collapse,Early-peak hold,,,,0.0193578848,0.03399433428,0.00283286119,0.1104815864,0.2027036099,unclassified,0,0.03399433428,FAIL,mono_pre_peak 0.0194 < 0.55;fwd_mfe_p50 0.2027R < 1.5R;frac_reach_1R 0.0340 < 0.7
agg_c0_c2,aggregate,c0+c2,738,0.5729813665,tentative_Early-peak hold OR Peak-and-collapse,Early-peak hold,,,,0.3320791388,0.2669376694,0.09078590786,0.05826558266,0.455364656,unclassified,0,0.2601626016,FAIL,mono_pre_peak 0.3321 < 0.55;fwd_mfe_p50 0.4554R < 1.5R;frac_reach_1R 0.2669 < 0.7
c1,cluster,c1,185,0.1436335404,tentative_V-shape recovery,V-shape recovery (forward-geometry weak),4,4,0.6174014344,0.5674014344,1,0.9405405405,0,3.449560118,unclassified,0,0.2918918919,PASS,
c3,cluster,c3,365,0.2833850932,tentative_V-shape recovery,V-shape recovery,2,2,0.4126342611,0.559894535,0.8082191781,0.5287671233,0.005479452055,2.123826887,unclassified,0,0.7150684932,PASS,
agg_c1_c3,aggregate,c1+c3,550,0.4270186335,tentative_V-shape recovery,V-shape recovery,4,4,0.3783806941,0.5574716032,0.7709090909,0.4945454545,0,1.976092728,unclassified,0,0.3890909091,PASS,
