sl_atr_mult,R_atr,size_fraction,mono_pre_peak,fwd_mfe_p5,fwd_mfe_p25,fwd_mfe_p50,fwd_mfe_p75,fwd_mfe_p95,frac_reach_1R,frac_reach_2R,frac_wrong_way_pre_peak,shape_tag,bimodal_separated,hartigan_dip_stat,hartigan_dip_pvalue,pct_peak_and_collapse,peak_mfe_p50_atr_units,gate_size,gate_mono,gate_mfe_p50,gate_reach_1R,gate_wrong_way,gate_shape,gate_local_peaks,gate_pass,composite,selected
0.5,0.5,0.2833850932,0.2635682929,0.1281120851,0.6033945488,1.492123103,4.206652696,13.91110446,0.6356164384,0.4246575342,0.4301369863,heavy_right_tail,0,0.01320715121,0.9705805846,0.6082191781,0.7460615514,1,0,0,0,0,1,1,0,-0.4809522551,0
1,1,0.2833850932,0.4011459397,0.1055465351,0.6138871874,1.96732914,4.649851646,9.852343272,0.6575342466,0.4904109589,0.09863013699,scattered,0,0.01045449839,0.995007828,0.602739726,1.96732914,1,0,1,0,1,0,1,0,0.01005004931,0
1.5,1.5,0.2833850932,0.4883832173,0.1706779442,1.009929048,2.16902364,3.639144061,6.865008075,0.7534246575,0.5287671233,0.02191780822,unclassified,0,0.01225687089,0.9902367123,0.6821917808,3.25353546,1,0,1,1,1,1,1,0,0.2698900666,0
2,2,0.2833850932,0.559894535,0.5292951032,1.319970591,2.123826887,3.298719933,5.53484145,0.8082191781,0.5287671233,0.005479452055,unclassified,0,0.01667092972,0.744218943,0.7150684932,4.247653774,1,1,1,1,1,1,1,1,0.4126342611,1
3,3,0.2833850932,0.5553124211,0.3846651101,0.98441184,1.584717893,2.431910841,4.426118315,0.7424657534,0.3643835616,0,unclassified,0,0.01537777785,0.8548642191,0.5945205479,4.754153678,1,1,1,1,1,1,1,1,0.3477781746,0
4,4,0.2833850932,0.552438675,0.3164779274,0.8491630895,1.339920071,2.093667177,3.76555364,0.6547945205,0.2684931507,0,unclassified,0,0.01377042057,0.9526645354,0.4383561644,5.359680284,1,1,0,0,1,1,1,0,0.2572331956,0
