X,capture_ratio,mean_realised_R,mean_peak_R
0.5,-0.0005617022668043626,-0.0022114689846948828,3.9370839595794678
1.0,-0.001899812985605533,-0.007479723231828323,3.9370839595794678
1.5,-0.0018272163271787689,-0.00719390409241724,3.9370839595794678
2.0,-0.0025810998802070716,-0.010162006936435748,3.9370839595794678
3.0,-0.004129027860647753,-0.016256329358812993,3.9370839595794678
5.0,-0.0044758292972327625,-0.01762171573195095,3.9370839595794678
