feature,auc,ks_stat,ks_pvalue,cohen_d,mean_pos,mean_neg,n
atr_200,0.55941435729937,0.09871441982004964,2.1811773341726152e-77,0.1785878137647643,0.3308271987856027,0.245018134369734,42022
atr_50,0.558962762353221,0.10154360789659017,7.152258163614166e-82,0.16931222184804307,0.3439854787725576,0.2574347044586297,42022
atr_14,0.5572040682997264,0.09780840667218521,5.593727111496374e-76,0.160280561976425,0.3446989253658762,0.26057317766075266,42022
adx_14,0.5256879535859513,0.04092482379651374,1.2303070077214781e-13,-0.08334732734676159,23.182070801774614,23.97458024247955,42022
di_minus_14,0.5253707414066168,0.04585211319773924,5.216211647311882e-17,0.08193901432693476,19.326804960315133,18.792302820848068,42022
ema_50_above_200,0.5143405337973905,0.02868106759478095,6.473546623464247e-07,0.057570478485155153,0.5601449822547762,0.5314639146599951,42022
atr_ratio_14_50,0.5130410149738102,0.027345515528919728,2.5188992264624996e-06,-0.04173990587951551,0.9928576589481223,0.9980966921412892,42022
atr_percentile_200,0.511163357169613,0.02618870755130631,7.754807715688735e-06,-0.03785774674884054,0.46892962319716075,0.48136540533027555,42022
di_plus_14,0.5105878026748074,0.02157631347563732,0.00042358660347744395,0.02708645892809434,19.73462483330949,19.56032006573421,42022
dxy_proxy_ema_20_slope,0.5105211216289538,0.0314514369724056,3.143661704290115e-08,-0.027254282166606716,0.0001831819653116113,0.0009788363476446115,42022
range_compression_60,0.5097911119648398,0.016786634168686115,0.011915324122609582,-0.027943356796400965,1.0001937434434398,1.0136723935299217,42022
atr_ratio_14_200,0.5080320558209472,0.02236200765765045,0.00022630514507610155,-0.007856121018590926,1.0091057072416119,1.010993638583909,42022
position_in_range_20,0.506277124358979,0.016700873845089337,0.012553304964818459,-0.020631130762648223,0.5106296263654891,0.5167510762313148,42022
body_size_atr,0.5062395089390896,0.014675812450891335,0.0398067019891285,-0.02552070872670491,0.4705989872435881,0.48027031698093775,42022
ema_20_slope,0.5061714306965919,0.018828370088093238,0.003181120260352759,-0.035603477356444035,0.0004765132647027005,0.0010632248453371605,42022
ema_200_slope,0.49423171760385154,0.04329827125423341,3.260576690207229e-15,0.00317081664817051,0.006018985180217681,0.005877158571285138,42022
ema_20_above_50,0.5052768102770449,0.01055362055408976,0.26274095023596167,0.021160176996118198,0.5423997583629087,0.531846137808819,42022
body_ratio,0.5049718821070017,0.014972169149186199,0.0339501224665103,-0.0168185743818762,0.4443855098766149,0.44861301935032777,42020
close_in_bar,0.5045861280072061,0.014315168188338778,0.04815158975294431,-0.016196167760676,0.49139456438488444,0.49616501387681294,42020
recent_5_bar_size_pct_atr,0.5036087831344233,0.01636506386328726,0.015358233006069205,-0.010263314471309482,0.9910487617419486,0.9932462413110846,42022
atr_percentile_60,0.5030983380032368,0.010188541598454948,0.3011508415265347,-0.012323876374541645,0.45114022502454126,0.45522603287119073,42022
ema_spread_20_50_atr,0.5030467768553403,0.013079754710623503,0.08900222559912896,-0.022935942903998405,0.07242394917821744,0.09393257960770841,42022
prev_3_body_ratio_mean,0.5030438030641261,0.015070983158945395,0.03216816256050348,-0.006223056460535226,0.44650045716515974,0.44739708963412533,42016
realised_vol_20,0.5026008704018197,0.011563362105587338,0.175384639108507,0.01533143488630139,0.004846726208763743,0.004816048038988095,42022
prev_3_body_size_atr_mean,0.502394011830863,0.011122063121188241,0.21026982059669563,-0.012776547986936618,0.475119873146066,0.47798419610258863,42022
range_compression_20,0.5021547684719609,0.009203687202206379,0.42341870751027655,-0.010675042116558179,1.0036147770287462,1.0080412339170117,42022
atr_percentile_20,0.5017413570078111,0.00944302895523827,0.39125915500092223,-0.003039620085874381,0.45917088273049916,0.4602227318530873,42022
ema_50_slope,0.5012572919988042,0.025172513968732557,2.0005864111254948e-05,-0.037393949086051655,0.0016256830066910196,0.002535786884782945,42022
position_in_range_60,0.5010779090046731,0.011742457788859184,0.16259802165184267,-0.0031904890584076263,0.5210419481664735,0.5219672502379045,42022
day_of_week,0.5009382956059147,0.0038948988329529644,0.9990670602455909,-0.003316068083902721,1.9956958393113342,2.000382223148824,42022
session_marker,0.5,0.0,1.0,,0.0,0.0,42022
