pair,bar_time,h_ref,h_ref_bar_offset,break_magnitude_atr,close_position,trend_filter_swing_low,fired_signal
EUR_NZD,2023-03-21 12:00:00,1.72514,18,2.169725135,0.8105590062,1.69706,0
EUR_USD,2023-03-21 12:00:00,1.07309,6,1.293927407,0.7649484536,1.05162,0
EUR_CAD,2023-03-21 16:00:00,1.46811,7,2.155956483,0.7271468144,1.44911,0
EUR_GBP,2023-03-21 16:00:00,0.8783,14,1.516136,0.4944444444,0.87185,0
EUR_JPY,2023-03-21 16:00:00,141.413,6,1.222386397,0.8548387097,138.826,0
EUR_NZD,2023-03-21 16:00:00,1.72514,19,2.511360557,0.4091743119,1.69706,0
GBP_AUD,2023-03-21 16:00:00,1.82917,8,0.5967535633,0.4065180103,1.80782,0
EUR_JPY,2023-03-21 20:00:00,141.413,7,1.298706523,0.302238806,138.826,0
EUR_USD,2023-03-21 20:00:00,1.07309,8,1.12090929,0.6739130435,1.05162,0
GBP_JPY,2023-03-21 20:00:00,161.695,7,0.1620784888,0.7075,158.558,0
EUR_GBP,2023-03-22 00:00:00,0.8783,16,1.412550189,0.65625,0.87185,0
EUR_JPY,2023-03-22 00:00:00,141.413,8,1.589604711,0.6462585034,138.826,0
EUR_USD,2023-03-22 00:00:00,1.07309,9,1.305567171,0.6181818182,1.05162,0
GBP_JPY,2023-03-22 00:00:00,161.695,8,0.3333431489,0.625,158.558,0
GBP_NZD,2023-03-22 00:00:00,1.96586,19,1.15559342,0.3563636364,1.94045,0
EUR_JPY,2023-03-22 08:00:00,141.413,10,1.860288506,0.9833887043,138.826,0
GBP_CAD,2023-03-22 08:00:00,1.67924,8,0.6983091224,0.7995780591,1.65374,0
GBP_JPY,2023-03-22 08:00:00,162.263,5,0.5859826741,0.904097646,158.558,0
EUR_JPY,2023-03-22 12:00:00,141.413,11,2.040286476,0.3240740741,138.826,0
EUR_CAD,2023-03-22 16:00:00,1.47971,6,0.5594047284,0.7405498282,1.4518,0
EUR_USD,2023-03-22 16:00:00,1.07886,7,0.1608216477,0.7137096774,1.05162,1
GBP_CAD,2023-03-22 16:00:00,1.67924,10,0.3968372703,0.7375178317,1.65374,0
EUR_AUD,2023-03-22 20:00:00,1.61954,7,0.7456099909,0.8934240363,1.58569,0
EUR_CAD,2023-03-22 20:00:00,1.47971,7,2.32472912,0.8724137931,1.4518,0
EUR_GBP,2023-03-22 20:00:00,0.88396,7,0.4008482222,0.9170305677,0.87243,0
EUR_USD,2023-03-22 20:00:00,1.07886,8,1.92353124,0.5589198036,1.05513,0
GBP_CAD,2023-03-22 20:00:00,1.67924,11,0.8856150164,0.5693277311,1.65374,1
AUD_CAD,2023-03-23 00:00:00,0.91897,12,0.466701141,0.9066666667,0.91054,1
EUR_CAD,2023-03-23 00:00:00,1.47971,8,2.909950567,0.9275362319,1.4518,1
EUR_CHF,2023-03-23 00:00:00,0.99778,10,0.1592056853,0.9579831933,0.97995,0
EUR_GBP,2023-03-23 00:00:00,0.88396,8,0.7666816571,0.974789916,0.87243,0
EUR_USD,2023-03-23 00:00:00,1.07886,9,2.711480016,0.9358974359,1.05513,0
GBP_CAD,2023-03-23 00:00:00,1.67924,12,1.093728994,0.8010471204,1.65374,0
AUD_CAD,2023-03-23 04:00:00,0.91897,13,0.5504532501,0.4805825243,0.91054,0
AUD_USD,2023-03-23 04:00:00,0.67267,15,0.263672663,0.6961325967,0.66498,1
EUR_CHF,2023-03-23 04:00:00,0.99778,11,0.2573367261,0.8881987578,0.97995,0
EUR_USD,2023-03-23 04:00:00,1.07886,10,3.263231521,0.7671232877,1.05513,0
GBP_CAD,2023-03-23 04:00:00,1.67924,13,1.162515801,0.8585365854,1.65374,0
GBP_USD,2023-03-23 04:00:00,1.22851,14,0.8921144251,0.8208333333,1.20272,1
NZD_USD,2023-03-23 04:00:00,0.62685,15,0.3788928987,0.8140096618,0.61673,1
NZD_USD,2023-03-23 08:00:00,0.62685,16,0.4672556265,0.5220883534,0.61673,0
EUR_USD,2023-03-23 12:00:00,1.07886,12,2.741621204,0.7462686567,1.05513,0
EUR_CAD,2023-03-23 16:00:00,1.47971,12,1.756482835,0.6370510397,1.46015,0
GBP_CAD,2023-03-23 16:00:00,1.67924,16,0.8029818109,0.8150943396,1.66077,0
GBP_CAD,2023-03-23 20:00:00,1.67924,17,1.059243535,0.5012658228,1.66077,0
GBP_AUD,2023-03-24 00:00:00,1.83717,9,0.1291641858,0.1960784314,1.80782,0
GBP_AUD,2023-03-24 08:00:00,1.83717,11,0.1912729164,0.7904191617,1.80782,1
USD_CAD,2023-03-24 08:00:00,1.37444,10,0.7474072974,0.958271237,1.36306,1
GBP_AUD,2023-03-24 12:00:00,1.83717,12,0.2965321608,0.328042328,1.82431,0
USD_CAD,2023-03-24 12:00:00,1.37444,11,0.7608871541,0.3243243243,1.36306,0
GBP_AUD,2023-03-24 16:00:00,1.83717,13,0.535485139,0.4972375691,1.82431,0
GBP_AUD,2023-03-27 00:00:00,1.83717,15,0.7011586524,0.7308270677,1.82431,0
CHF_JPY,2023-03-27 08:00:00,142.601,4,0.6214396077,0.8365180467,140.243,1
GBP_AUD,2023-03-27 08:00:00,1.83717,17,1.271141679,0.9933065596,1.82431,0
AUD_NZD,2023-03-27 12:00:00,1.07303,7,0.1097867718,0.6653846154,1.06765,1
CHF_JPY,2023-03-27 12:00:00,142.601,5,1.275132725,0.7964169381,140.836,0
EUR_NZD,2023-03-27 12:00:00,1.73768,7,0.8238063129,0.9867374005,1.72721,1
GBP_AUD,2023-03-27 12:00:00,1.83717,18,1.413556805,0.4330543933,1.82431,0
CHF_JPY,2023-03-27 16:00:00,142.601,6,1.444565312,0.8504672897,140.836,0
GBP_AUD,2023-03-27 16:00:00,1.83717,19,2.07111866,0.9239864865,1.82431,0
AUD_NZD,2023-03-28 00:00:00,1.07303,10,0.4333769746,0.95,1.06765,0
AUD_USD,2023-03-28 00:00:00,0.66659,4,0.2467859935,0.8,0.66251,0
AUD_USD,2023-03-28 04:00:00,0.66659,5,0.8364668214,0.7393162393,0.66251,0
CHF_JPY,2023-03-28 08:00:00,142.601,10,0.4167313775,0.3714689266,140.836,0
EUR_CHF,2023-03-28 08:00:00,0.9909,8,0.2926406589,0.7953586498,0.98487,1
GBP_CHF,2023-03-28 08:00:00,1.1258,8,0.5864612391,0.3333333333,1.12058,0
AUD_CHF,2023-03-28 12:00:00,0.61198,7,0.4564264807,0.7277227723,0.60801,1
AUD_USD,2023-03-28 12:00:00,0.66659,7,0.4368201279,0.4860335196,0.66251,0
CAD_CHF,2023-03-28 12:00:00,0.67136,18,0.3747243979,0.9047619048,0.66514,1
EUR_CHF,2023-03-28 12:00:00,0.9909,9,1.497246576,0.9757412399,0.98487,0
GBP_CHF,2023-03-28 12:00:00,1.1258,9,1.361245546,0.7626774848,1.12058,1
AUD_CHF,2023-03-28 16:00:00,0.61198,8,1.901279366,0.8628318584,0.60801,0
AUD_USD,2023-03-28 16:00:00,0.66659,8,1.605512504,0.9751381215,0.66251,1
CAD_CHF,2023-03-28 16:00:00,0.67136,19,1.794280401,0.8248847926,0.66514,0
EUR_CHF,2023-03-28 16:00:00,0.9909,10,1.996977748,0.5407608696,0.98487,0
GBP_CHF,2023-03-28 16:00:00,1.1258,10,2.452343361,0.8277027027,1.12058,0
NZD_JPY,2023-03-28 16:00:00,81.548,8,0.6661167393,0.8461538462,80.435,1
CAD_CHF,2023-03-28 20:00:00,0.67136,20,1.910378913,0.5527950311,0.66514,0
EUR_CHF,2023-03-28 20:00:00,0.9909,11,2.249545147,0.6544117647,0.98487,0
CAD_JPY,2023-03-29 00:00:00,96.489,7,0.2358253055,0.9459459459,94.072,1
EUR_CHF,2023-03-29 00:00:00,0.9909,12,2.372315015,0.8608058608,0.98487,0
EUR_JPY,2023-03-29 00:00:00,142.221,7,0.2902539105,0.9579067122,139.072,1
GBP_JPY,2023-03-29 00:00:00,161.842,7,0.1884244506,0.9165467626,158.265,1
NZD_JPY,2023-03-29 00:00:00,81.548,10,1.432361014,0.9031007752,80.435,0
AUD_CHF,2023-03-29 04:00:00,0.61198,11,2.103535331,0.8843537415,0.60801,0
AUD_USD,2023-03-29 04:00:00,0.66659,11,1.441010614,0.8608695652,0.66251,0
CAD_JPY,2023-03-29 04:00:00,96.489,8,0.6893099902,0.798013245,94.072,0
EUR_CHF,2023-03-29 04:00:00,0.9909,13,2.535054368,0.4433962264,0.98487,0
EUR_JPY,2023-03-29 04:00:00,142.221,8,0.7309293345,0.8,139.072,0
GBP_CHF,2023-03-29 04:00:00,1.1258,13,2.79323362,0.7152777778,1.12058,0
GBP_JPY,2023-03-29 04:00:00,161.842,8,0.7205097081,0.9225512528,158.265,0
NZD_JPY,2023-03-29 04:00:00,81.548,11,2.105134622,0.6704035874,80.435,0
CAD_JPY,2023-03-29 08:00:00,96.489,9,1.051117546,0.7065868263,94.072,0
EUR_JPY,2023-03-29 08:00:00,142.221,9,1.101245535,0.734741784,139.072,0
GBP_JPY,2023-03-29 08:00:00,161.842,9,1.142896625,0.8253968254,158.265,0
USD_JPY,2023-03-29 08:00:00,131.758,9,0.3847033442,0.7511520737,129.64,1
AUD_CHF,2023-03-29 12:00:00,0.61198,13,0.6356230878,0.7173144876,0.60801,0
AUD_USD,2023-03-29 12:00:00,0.66659,13,0.3920104957,0.5729166667,0.66251,0
CAD_JPY,2023-03-29 12:00:00,96.489,10,2.043464098,0.9265822785,94.072,0
CHF_JPY,2023-03-29 12:00:00,143.739,10,0.6746901159,0.8931383577,140.836,0
EUR_JPY,2023-03-29 12:00:00,142.221,10,2.223541257,0.9299578059,139.072,0
GBP_JPY,2023-03-29 12:00:00,161.842,10,2.068122743,0.9481417459,158.265,0
NZD_JPY,2023-03-29 12:00:00,81.548,13,2.324036545,0.9108695652,80.435,0
USD_JPY,2023-03-29 12:00:00,131.758,10,1.225140077,0.9304435484,129.64,0
CAD_JPY,2023-03-29 16:00:00,96.489,11,2.445224087,0.87,94.072,0
NZD_JPY,2023-03-29 16:00:00,81.548,14,2.408498494,0.76953125,80.435,0
USD_JPY,2023-03-29 16:00:00,131.758,11,1.444280222,0.8679245283,129.64,0
CAD_JPY,2023-03-29 20:00:00,96.489,12,2.982749003,0.8445747801,94.072,0
CHF_JPY,2023-03-29 20:00:00,143.739,12,1.274310661,0.8022690438,140.836,0
EUR_JPY,2023-03-29 20:00:00,142.221,12,2.561006123,0.8340163934,139.072,0
GBP_JPY,2023-03-29 20:00:00,161.842,12,2.297587503,0.668699187,158.265,0
USD_JPY,2023-03-29 20:00:00,131.758,12,1.754827908,0.7306590258,129.64,0
AUD_NZD,2023-03-30 04:00:00,1.07459,15,0.3323404412,0.9047619048,1.06765,0
AUD_USD,2023-03-30 08:00:00,0.6704,4,0.2704693907,0.7699386503,0.66251,0
CAD_JPY,2023-03-30 08:00:00,96.489,15,3.126837519,0.8849104859,94.072,0
CHF_JPY,2023-03-30 08:00:00,143.739,15,1.495309179,0.8888888889,140.836,0
EUR_JPY,2023-03-30 08:00:00,142.221,15,2.742767992,0.9530332681,139.072,0
GBP_JPY,2023-03-30 08:00:00,161.842,15,2.697130312,0.8453608247,158.265,0
NZD_JPY,2023-03-30 08:00:00,82.6,7,0.4002861172,0.8786407767,80.435,0
CHF_JPY,2023-03-30 12:00:00,143.739,16,2.657492201,0.9933065596,140.836,0
EUR_AUD,2023-03-30 12:00:00,1.62771,6,0.2219410444,0.9685807151,1.61385,1
EUR_GBP,2023-03-30 12:00:00,0.88115,5,0.1291764279,0.6560283688,0.87709,1
EUR_JPY,2023-03-30 12:00:00,142.221,16,3.751622225,0.979498861,139.072,0
EUR_NZD,2023-03-30 12:00:00,1.74547,17,0.5113480961,0.9797468354,1.72721,0
EUR_USD,2023-03-30 12:00:00,1.08713,6,1.301896463,0.9826589595,1.07133,1
GBP_JPY,2023-03-30 12:00:00,161.842,16,3.397042123,0.999088423,158.265,0
GBP_NZD,2023-03-30 12:00:00,1.98185,6,0.3316869274,0.9701230228,1.96578,1
GBP_USD,2023-03-30 12:00:00,1.2362,6,0.4622999519,0.962890625,1.21902,1
NZD_JPY,2023-03-30 12:00:00,82.6,8,0.647977452,0.845,80.435,0
GBP_USD,2023-03-30 16:00:00,1.2362,7,0.7020119393,0.9895470383,1.21902,0
AUD_USD,2023-03-30 20:00:00,0.6704,7,0.2571986491,0.8242424242,0.66251,0
CAD_JPY,2023-03-30 20:00:00,98.009,6,0.2266458528,0.8769574944,94.072,0
CHF_JPY,2023-03-30 20:00:00,143.739,18,2.455520547,0.9377289377,140.836,1
EUR_JPY,2023-03-30 20:00:00,142.221,18,3.532779386,0.8827586207,139.072,0
GBP_JPY,2023-03-30 20:00:00,161.842,18,3.412609503,0.7766116942,158.265,0
NZD_JPY,2023-03-30 20:00:00,82.6,10,1.284378091,0.9150943396,80.435,0
CAD_JPY,2023-03-31 00:00:00,98.009,7,1.156860678,0.7476882431,94.072,0
CHF_JPY,2023-03-31 00:00:00,143.739,19,3.225413277,0.7921714818,140.836,0
EUR_JPY,2023-03-31 00:00:00,142.221,19,4.401078976,0.8006843456,139.072,0
EUR_USD,2023-03-31 00:00:00,1.08713,9,1.584869878,0.9013157895,1.07133,0
GBP_JPY,2023-03-31 00:00:00,161.842,19,4.406227261,0.799245283,158.265,0
GBP_USD,2023-03-31 00:00:00,1.2362,9,1.153969537,0.9863013699,1.21902,0
NZD_JPY,2023-03-31 00:00:00,82.6,11,2.458053393,0.8189300412,80.435,0
NZD_USD,2023-03-31 00:00:00,0.62709,11,0.1547862077,0.7096774194,0.61809,1
USD_JPY,2023-03-31 00:00:00,132.901,7,0.5946618562,0.7226804124,129.64,0
NZD_CHF,2023-03-31 04:00:00,0.57312,5,0.4820802573,0.6511627907,0.56642,1
NZD_USD,2023-03-31 04:00:00,0.62709,12,0.5405679631,0.4146341463,0.61809,0
CAD_JPY,2023-03-31 08:00:00,98.009,9,0.946125661,0.8238993711,94.072,0
NZD_JPY,2023-03-31 08:00:00,82.6,13,2.281658433,0.8585858586,80.435,0
USD_JPY,2023-03-31 08:00:00,132.901,9,0.9927904601,0.8769230769,129.64,0
GBP_CAD,2023-03-31 12:00:00,1.67669,6,0.4787485924,0.8325892857,1.66828,1
GBP_USD,2023-03-31 12:00:00,1.2362,12,0.868074794,0.8583333333,1.21902,0
CAD_CHF,2023-04-03 00:00:00,0.6785,14,0.1808600147,0.7527173913,0.67344,1
CAD_CHF,2023-04-03 04:00:00,0.6785,15,0.2934264546,0.8674698795,0.67344,0
CAD_CHF,2023-04-03 08:00:00,0.6785,16,0.7752054374,0.7210300429,0.67344,0
CAD_JPY,2023-04-03 08:00:00,98.746,8,0.3479383167,0.7340206186,95.5,1
AUD_CHF,2023-04-03 12:00:00,0.6149,8,1.566903659,0.8869047619,0.60801,1
AUD_JPY,2023-04-03 12:00:00,89.683,8,0.6579263447,0.9510703364,87.152,1
AUD_USD,2023-04-03 12:00:00,0.67379,8,0.7992146464,0.9352941176,0.66339,1
AUD_CHF,2023-04-03 16:00:00,0.6149,9,1.812724443,0.968,0.60965,0
AUD_NZD,2023-04-03 16:00:00,1.07633,14,1.137171283,0.9929577465,1.06662,1
AUD_USD,2023-04-03 16:00:00,0.67379,9,1.553421264,0.8774193548,0.66511,0
CAD_CHF,2023-04-03 16:00:00,0.6785,18,0.8850647975,0.9649122807,0.67344,0
AUD_CAD,2023-04-03 20:00:00,0.91015,10,0.4161967854,0.8099173554,0.89875,1
AUD_CHF,2023-04-04 00:00:00,0.6149,11,1.811971467,0.7277777778,0.60965,0
AUD_JPY,2023-04-04 00:00:00,89.683,11,0.5884940525,0.8757961783,87.152,0
AUD_USD,2023-04-04 00:00:00,0.67379,11,1.645527956,0.7088607595,0.66511,0
CAD_CHF,2023-04-04 00:00:00,0.6785,20,0.5555177567,0.9277108434,0.67344,0
NZD_USD,2023-04-04 00:00:00,0.62976,11,0.1206017427,0.5431472081,0.62033,0
NZD_USD,2023-04-04 04:00:00,0.62976,12,0.1786224575,0.6794871795,0.62033,0
EUR_JPY,2023-04-04 08:00:00,144.94,5,0.2331297779,0.9346733668,141.047,1
GBP_CAD,2023-04-04 08:00:00,1.66926,5,1.134005381,0.96,1.65807,0
GBP_CHF,2023-04-04 08:00:00,1.13432,5,0.9883630977,0.9682539683,1.12568,1
GBP_JPY,2023-04-04 08:00:00,165.472,14,0.4486045356,0.9957337884,160.732,1
GBP_NZD,2023-04-04 08:00:00,1.97814,6,0.7391860226,0.946527351,1.96578,0
GBP_USD,2023-04-04 08:00:00,1.24232,13,1.307127768,0.9301513388,1.22744,0
GBP_AUD,2023-04-04 12:00:00,1.85369,13,0.1564112536,0.9298780488,1.8249,1
GBP_CAD,2023-04-04 12:00:00,1.66926,6,1.699986652,0.6195219124,1.65807,0
GBP_CHF,2023-04-04 12:00:00,1.13432,6,1.489177177,0.4502369668,1.12568,0
GBP_NZD,2023-04-04 12:00:00,1.97814,7,1.308331077,0.7889546351,1.96578,0
EUR_CAD,2023-04-04 16:00:00,1.46572,6,1.57769726,0.7854640981,1.45796,1
EUR_USD,2023-04-04 16:00:00,1.09166,6,0.7879636007,0.681227863,1.07882,0
GBP_CAD,2023-04-04 16:00:00,1.66926,7,2.381687269,0.7971631206,1.65807,0
GBP_USD,2023-04-04 16:00:00,1.24232,15,1.693064663,0.4314442413,1.22744,0
NZD_CAD,2023-04-04 16:00:00,0.84762,7,0.1532876489,0.9008097166,0.83969,1
NZD_USD,2023-04-04 16:00:00,0.62976,15,0.1943918086,0.7012345679,0.62033,0
EUR_USD,2023-04-04 20:00:00,1.09166,7,0.8602623646,0.275862069,1.07882,0
GBP_USD,2023-04-04 20:00:00,1.24232,16,1.787990403,0.4045801527,1.22744,0
NZD_CAD,2023-04-04 20:00:00,0.84762,8,0.1856952947,0.6652542373,0.83969,0
NZD_USD,2023-04-04 20:00:00,0.62976,16,0.4464826454,0.7860962567,0.62033,0
EUR_CAD,2023-04-05 00:00:00,1.46572,8,1.647071619,0.772,1.45796,0
EUR_USD,2023-04-05 00:00:00,1.09166,8,1.255996868,0.6147186147,1.07882,1
EUR_CAD,2023-04-05 04:00:00,1.46572,9,1.798122378,0.8,1.45796,0
GBP_CAD,2023-04-05 04:00:00,1.66926,10,2.110844098,0.5915492958,1.65807,0
NZD_CAD,2023-04-05 04:00:00,0.84762,10,1.839022437,0.7445175439,0.83969,0
NZD_USD,2023-04-05 04:00:00,0.62976,18,1.765215996,0.6216216216,0.62033,0
EUR_AUD,2023-04-05 08:00:00,1.62735,4,1.205951631,1,1.60358,1
GBP_AUD,2023-04-05 08:00:00,1.85631,4,1.151347429,0.9936797753,1.8249,0
USD_CAD,2023-04-05 08:00:00,1.34676,4,0.1402168463,0.8566978193,1.34073,1
NZD_USD,2023-04-05 12:00:00,0.62976,20,0.7986346963,0.9639175258,0.62033,1
USD_CAD,2023-04-05 16:00:00,1.34676,6,0.229218374,0.8952042629,1.34073,0
USD_CAD,2023-04-06 04:00:00,1.3483,4,0.1202223184,0.8902953586,1.34073,0
GBP_NZD,2023-04-06 08:00:00,1.98207,5,0.2822080485,0.7725060827,1.95817,1
EUR_NZD,2023-04-06 12:00:00,1.74015,6,0.1733998467,0.9380315917,1.71729,1
GBP_NZD,2023-04-06 12:00:00,1.98207,6,0.7579296478,0.7484848485,1.95817,0
EUR_NZD,2023-04-06 16:00:00,1.74015,7,1.116415338,0.7878440367,1.71729,0
GBP_NZD,2023-04-06 16:00:00,1.98207,7,1.434750045,0.874015748,1.95817,0
CHF_JPY,2023-04-06 20:00:00,145.51,8,0.1838381941,0.4885844749,144.264,0
USD_CAD,2023-04-06 20:00:00,1.3483,8,0.1477821247,0.7961538462,1.34073,0
USD_CAD,2023-04-07 00:00:00,1.3483,9,0.3220957081,0.8127090301,1.34073,0
CHF_JPY,2023-04-07 08:00:00,145.51,11,0.5397828248,0.6,144.264,1
USD_CAD,2023-04-07 08:00:00,1.35059,4,0.133886059,0.8612099644,1.34073,0
CHF_JPY,2023-04-07 16:00:00,145.51,13,0.8268309535,0.5047801147,144.264,0
USD_CAD,2023-04-07 16:00:00,1.35059,6,0.1467584619,0.5911330049,1.34073,0
CAD_JPY,2023-04-10 00:00:00,97.872,8,0.7076576541,0.907523511,97.097,1
CHF_JPY,2023-04-10 00:00:00,145.51,15,1.699140881,0.8528610354,144.264,0
GBP_JPY,2023-04-10 00:00:00,164.112,9,0.8685320729,0.8997912317,162.775,1
CAD_JPY,2023-04-10 04:00:00,97.872,9,0.7670471299,0.4292682927,97.097,0
CAD_CHF,2023-04-10 12:00:00,0.67152,5,0.2461704377,0.6483516484,0.67054,1
CAD_JPY,2023-04-10 12:00:00,97.872,11,1.40253118,0.8915834522,97.097,0
CHF_JPY,2023-04-10 12:00:00,145.51,18,1.801834557,0.8662053057,144.264,0
GBP_JPY,2023-04-10 12:00:00,164.112,12,0.9249249743,0.6162280702,162.775,0
USD_CAD,2023-04-10 12:00:00,1.35306,6,0.4605138177,0.9578606159,1.34073,0
USD_CHF,2023-04-10 12:00:00,0.90818,6,0.7729743247,0.9713701431,0.9004,1
CAD_CHF,2023-04-10 16:00:00,0.67152,6,0.7562515364,0.7317073171,0.66714,0
CAD_JPY,2023-04-10 16:00:00,97.872,12,2.349784129,0.8584729981,97.097,0
CHF_JPY,2023-04-10 16:00:00,145.51,19,2.529530418,0.8694736842,144.264,0
GBP_JPY,2023-04-10 16:00:00,164.112,13,2.098980661,0.9516853933,162.775,0
NZD_JPY,2023-04-10 16:00:00,82.841,4,0.4180393983,0.9847328244,82.12,1
USD_CHF,2023-04-10 16:00:00,0.90818,7,0.8393223543,0.2928870293,0.9004,0
CAD_JPY,2023-04-10 20:00:00,97.872,13,2.521372759,0.5913978495,97.097,0
NZD_JPY,2023-04-10 20:00:00,82.841,5,0.5353165755,0.5833333333,82.12,0
NZD_JPY,2023-04-11 00:00:00,82.841,6,0.7085581057,0.6783216783,82.12,0
AUD_CHF,2023-04-11 04:00:00,0.60513,4,0.1532862894,0.78125,0.60092,1
AUD_NZD,2023-04-11 04:00:00,1.06917,5,0.658574989,0.898245614,1.0588,1
CAD_JPY,2023-04-11 04:00:00,97.872,15,2.622653373,0.329787234,97.097,0
GBP_JPY,2023-04-11 04:00:00,164.112,16,2.393993303,0.2690909091,162.775,0
AUD_NZD,2023-04-11 08:00:00,1.06917,6,0.9710431994,0.5614973262,1.0588,0
EUR_NZD,2023-04-11 08:00:00,1.75142,4,0.2769672913,0.8573551263,1.71729,0
GBP_JPY,2023-04-11 08:00:00,164.112,17,2.514018955,0.4265873016,162.775,0
GBP_NZD,2023-04-11 08:00:00,1.99614,11,0.4340147461,0.9066834805,1.95817,0
AUD_NZD,2023-04-11 12:00:00,1.06917,7,1.294270867,0.963190184,1.0588,0
EUR_AUD,2023-04-11 12:00:00,1.63872,5,0.1025382964,0.6713532513,1.61653,1
EUR_NZD,2023-04-11 12:00:00,1.75142,5,1.229145206,0.8857142857,1.71729,0
GBP_AUD,2023-04-11 12:00:00,1.86686,5,0.1271675909,0.5345132743,1.84288,1
GBP_NZD,2023-04-11 12:00:00,1.99614,12,1.225016749,0.8147512864,1.95817,0
AUD_NZD,2023-04-11 16:00:00,1.06917,8,1.983620137,0.9677419355,1.0588,0
CAD_JPY,2023-04-11 16:00:00,97.872,18,3.317496435,0.9591240876,97.097,0
EUR_AUD,2023-04-11 16:00:00,1.63872,6,0.2133189494,0.6,1.61653,0
EUR_NZD,2023-04-11 16:00:00,1.75142,6,1.864508784,0.8959276018,1.71729,0
GBP_JPY,2023-04-11 16:00:00,164.112,19,3.308739814,0.755862069,162.775,0
GBP_NZD,2023-04-11 16:00:00,1.99614,13,1.713069834,0.8747099768,1.95817,1
CAD_JPY,2023-04-11 20:00:00,97.872,19,3.59809245,0.5023041475,97.097,0
GBP_JPY,2023-04-11 20:00:00,164.112,20,3.607408653,0.5821325648,162.775,0
AUD_NZD,2023-04-12 00:00:00,1.06917,10,2.06182131,0.5187969925,1.0588,0
CAD_JPY,2023-04-12 00:00:00,97.872,20,3.918159321,0.6904761905,97.097,0
EUR_AUD,2023-04-12 00:00:00,1.63872,8,0.5643071082,0.7574750831,1.61653,0
EUR_NZD,2023-04-12 00:00:00,1.75142,8,2.255423981,0.7244897959,1.71729,1
EUR_USD,2023-04-12 00:00:00,1.09173,10,0.2993905208,0.8899082569,1.08313,1
AUD_JPY,2023-04-12 04:00:00,89.128,5,0.4247507721,0.887434555,87.593,1
AUD_NZD,2023-04-12 04:00:00,1.06917,11,2.707625531,0.7929515419,1.0588,0
EUR_USD,2023-04-12 04:00:00,1.09173,11,0.3230717844,0.7398373984,1.08313,0
EUR_AUD,2023-04-12 08:00:00,1.63872,10,0.3815825599,0.6159052453,1.62013,0
EUR_GBP,2023-04-12 08:00:00,0.87917,11,0.3181392166,0.6631578947,0.87394,1
EUR_NZD,2023-04-12 08:00:00,1.75142,10,2.597992953,0.6994434137,1.72399,0
GBP_NZD,2023-04-12 08:00:00,1.99614,17,1.938481662,0.3369330454,1.98139,0
AUD_CAD,2023-04-12 12:00:00,0.90095,7,0.4308182686,0.8418862691,0.89438,1
AUD_JPY,2023-04-12 12:00:00,89.128,7,0.2434954448,0.6627218935,87.593,0
AUD_NZD,2023-04-12 12:00:00,1.06917,13,3.219720264,0.610619469,1.06148,0
AUD_USD,2023-04-12 12:00:00,0.66798,7,0.9806117778,0.7514450867,0.66194,1
EUR_GBP,2023-04-12 12:00:00,0.87917,12,1.107843746,0.578125,0.87394,0
EUR_USD,2023-04-12 12:00:00,1.09173,13,1.634074109,0.6296296296,1.08313,0
AUD_NZD,2023-04-12 16:00:00,1.06917,14,3.446997724,0.9378881988,1.06148,0
EUR_AUD,2023-04-12 16:00:00,1.63872,12,0.5658108871,0.7737226277,1.62013,0
EUR_CAD,2023-04-12 16:00:00,1.47534,7,0.5462125799,0.6131868132,1.46566,1
EUR_NZD,2023-04-12 16:00:00,1.75142,12,3.032981698,0.8811881188,1.72399,0
EUR_USD,2023-04-12 16:00:00,1.09173,14,2.673764578,0.9110576923,1.08313,0
GBP_NZD,2023-04-12 16:00:00,1.99614,19,1.960871979,0.9663865546,1.98139,0
GBP_USD,2023-04-12 16:00:00,1.24563,7,0.7848435329,0.9913978495,1.23443,1
EUR_AUD,2023-04-12 20:00:00,1.63872,13,0.6574582156,0.6604651163,1.62013,0
AUD_NZD,2023-04-13 00:00:00,1.06917,16,3.428434522,0.7289377289,1.06148,0
EUR_AUD,2023-04-13 00:00:00,1.63872,14,1.096931166,0.9362934363,1.62013,0
EUR_CAD,2023-04-13 00:00:00,1.47534,9,0.9722659048,0.908839779,1.46566,0
EUR_GBP,2023-04-13 00:00:00,0.87917,15,1.035296545,0.8442622951,0.87394,0
EUR_NZD,2023-04-13 00:00:00,1.75142,14,3.591938891,0.8876560333,1.72399,0
EUR_USD,2023-04-13 00:00:00,1.09173,16,3.071377361,0.8352272727,1.08313,0
GBP_NZD,2023-04-13 00:00:00,2.00964,5,0.2982205093,0.8153409091,1.98139,0
GBP_USD,2023-04-13 00:00:00,1.24563,9,1.093172862,0.8629441624,1.23443,0
AUD_JPY,2023-04-13 04:00:00,89.128,11,0.8621845213,0.8745247148,87.593,0
AUD_NZD,2023-04-13 04:00:00,1.06917,17,4.081323839,0.584725537,1.06148,0
AUD_JPY,2023-04-13 08:00:00,89.128,12,1.128360857,0.7760736196,87.593,0
CHF_JPY,2023-04-13 08:00:00,148.979,4,0.7280714598,0.947255113,145.354,1
EUR_USD,2023-04-13 08:00:00,1.09173,18,3.411650188,0.7842323651,1.08313,0
GBP_USD,2023-04-13 08:00:00,1.24563,11,1.978294678,1,1.23443,0
