pair,bar_time,h_ref,h_ref_bar_offset,break_magnitude_atr,close_position,trend_filter_swing_low,fired_signal
CAD_JPY,2020-10-05 08:00:00,79.559,9,0.1395722785,0.6519607843,78.748,1
CHF_JPY,2020-10-05 08:00:00,115.165,11,0.2936057765,0.9480968858,114.041,1
EUR_NZD,2020-10-05 12:00:00,1.76995,7,0.2014881535,0.967032967,1.76323,1
GBP_USD,2020-10-05 12:00:00,1.29539,7,0.1960091254,0.8891966759,1.2836,1
CAD_JPY,2020-10-05 16:00:00,79.559,11,0.7992480517,0.9105691057,78.748,0
CHF_JPY,2020-10-05 16:00:00,115.165,13,1.102385504,0.876056338,114.041,0
EUR_JPY,2020-10-05 16:00:00,124.203,13,1.4142736,0.8774319066,123.019,1
EUR_NZD,2020-10-05 16:00:00,1.76995,8,1.16738917,0.7481203008,1.76159,0
EUR_USD,2020-10-05 16:00:00,1.17694,13,0.6041992671,0.6646706587,1.16957,1
GBP_JPY,2020-10-05 16:00:00,137.008,13,0.4024711609,0.8159645233,135.044,1
GBP_USD,2020-10-05 16:00:00,1.29539,8,0.4525964557,0.5729927007,1.2836,0
USD_JPY,2020-10-05 16:00:00,105.727,12,0.1465433937,0.8549019608,104.941,1
CHF_JPY,2020-10-05 20:00:00,115.165,14,1.141649698,0.5714285714,114.041,0
CAD_JPY,2020-10-06 00:00:00,79.559,13,0.8651951371,0.6744186047,78.748,0
CHF_JPY,2020-10-06 00:00:00,115.165,15,1.250424605,0.6608187135,114.041,0
EUR_JPY,2020-10-06 00:00:00,124.203,15,1.37115307,0.6161616162,123.019,0
EUR_USD,2020-10-06 00:00:00,1.17694,15,0.8165369734,0.8493150685,1.16957,0
GBP_JPY,2020-10-06 00:00:00,137.008,15,0.5076062357,0.6211180124,135.044,0
GBP_USD,2020-10-06 00:00:00,1.29539,10,0.7419618171,0.8566037736,1.2836,0
EUR_NZD,2020-10-06 04:00:00,1.76995,11,0.805065637,0.5588235294,1.76159,0
EUR_AUD,2020-10-06 08:00:00,1.6422,12,0.5487290193,0.5681581686,1.63068,1
EUR_NZD,2020-10-06 08:00:00,1.76995,12,0.8122306454,0.08120300752,1.76159,0
GBP_AUD,2020-10-06 08:00:00,1.81133,11,0.4013495943,0.7384196185,1.78462,1
GBP_NZD,2020-10-06 08:00:00,1.95403,10,0.2193821614,0.3770491803,1.93212,0
GBP_USD,2020-10-06 08:00:00,1.29539,12,0.7621231826,0.6775510204,1.2836,0
CAD_JPY,2020-10-06 12:00:00,79.559,16,0.5140841687,0.6141304348,78.748,0
CHF_JPY,2020-10-06 12:00:00,115.165,18,1.322357597,0.6447368421,114.041,0
EUR_AUD,2020-10-06 12:00:00,1.6422,13,0.8805862369,0.4717391304,1.63068,0
EUR_GBP,2020-10-06 12:00:00,0.90901,5,0.9235866898,0.9653379549,0.90438,1
EUR_USD,2020-10-06 12:00:00,1.17694,18,0.8204481153,0.5244956772,1.16957,0
EUR_AUD,2020-10-06 16:00:00,1.6422,14,1.042384024,0.7115902965,1.63068,0
EUR_NZD,2020-10-06 16:00:00,1.76995,14,1.349103652,0.8781431335,1.76159,0
EUR_AUD,2020-10-06 20:00:00,1.6422,15,2.164925266,0.9348198971,1.63068,0
EUR_GBP,2020-10-06 20:00:00,0.90901,7,0.7426207129,0.7684210526,0.90438,0
EUR_NZD,2020-10-06 20:00:00,1.76995,15,2.291004642,0.60125,1.76159,0
GBP_AUD,2020-10-06 20:00:00,1.81133,14,0.1193723934,0.6275992439,1.78462,0
EUR_NZD,2020-10-07 00:00:00,1.76995,16,2.812137568,0.9001692047,1.76159,0
EUR_AUD,2020-10-07 08:00:00,1.6422,18,1.149406486,0.5220588235,1.63068,0
EUR_NZD,2020-10-07 08:00:00,1.76995,18,2.631110063,0.7443946188,1.76159,0
USD_JPY,2020-10-07 08:00:00,105.792,10,1.119533912,0.9893617021,104.941,0
EUR_AUD,2020-10-07 12:00:00,1.6422,19,1.413940971,0.2661122661,1.63068,0
EUR_GBP,2020-10-07 12:00:00,0.91257,5,0.2075303511,0.5,0.90438,0
EUR_NZD,2020-10-07 12:00:00,1.76995,19,3.124248668,0.4746716698,1.76159,0
AUD_NZD,2020-10-07 16:00:00,1.08291,9,0.5681132092,1,1.07586,1
EUR_NZD,2020-10-07 16:00:00,1.76995,20,3.604787567,0.8475991649,1.76159,0
USD_JPY,2020-10-07 16:00:00,105.792,12,0.9362616467,0.5752688172,104.941,0
AUD_NZD,2020-10-07 20:00:00,1.08291,10,0.714966215,0.2165898618,1.07586,0
CAD_CHF,2020-10-07 20:00:00,0.69054,10,0.9432340452,0.9827586207,0.68797,1
CAD_JPY,2020-10-07 20:00:00,79.799,11,0.7125170315,0.9594594595,78.748,0
GBP_NZD,2020-10-07 20:00:00,1.96015,9,0.3469763552,0.544973545,1.93212,1
USD_JPY,2020-10-07 20:00:00,105.792,13,1.039436828,0.2191780822,104.941,0
AUD_NZD,2020-10-08 00:00:00,1.08291,11,2.266541798,0.9955752212,1.07586,0
CAD_JPY,2020-10-08 00:00:00,79.799,12,0.8865494808,0.7272727273,78.748,0
GBP_NZD,2020-10-08 00:00:00,1.96015,10,1.447434221,0.949044586,1.93212,0
USD_JPY,2020-10-08 00:00:00,105.792,14,1.42513034,0.6384180791,104.941,0
AUD_CHF,2020-10-08 08:00:00,0.65524,4,1.086230634,0.9460431655,0.65062,1
AUD_JPY,2020-10-08 08:00:00,75.747,4,0.6760809202,0.8285714286,74.928,1
AUD_NZD,2020-10-08 08:00:00,1.08291,13,1.67031645,0.5113122172,1.07586,0
AUD_USD,2020-10-08 08:00:00,0.71514,4,0.5487243095,0.816091954,0.7095,1
CAD_CHF,2020-10-08 08:00:00,0.69054,13,1.76715972,0.9438202247,0.68797,0
CAD_JPY,2020-10-08 08:00:00,79.799,14,1.273182063,0.8571428571,78.748,0
GBP_CHF,2020-10-08 08:00:00,1.18552,6,0.7764516214,0.8065843621,1.17694,1
USD_JPY,2020-10-08 08:00:00,105.792,16,1.107310925,0.4907407407,104.941,0
AUD_NZD,2020-10-08 12:00:00,1.08291,14,2.04617399,0.8382352941,1.07586,0
CAD_CHF,2020-10-08 12:00:00,0.69054,14,1.981041058,0.6752136752,0.68797,0
CAD_JPY,2020-10-08 12:00:00,79.799,15,1.353398542,0.4744525547,78.748,0
USD_JPY,2020-10-08 12:00:00,105.792,17,1.198795866,0.4390243902,104.941,0
AUD_JPY,2020-10-08 16:00:00,75.747,6,0.6507131782,0.9482758621,74.928,0
AUD_NZD,2020-10-08 16:00:00,1.08291,15,2.188390811,0.2515337423,1.07586,0
CAD_CHF,2020-10-08 16:00:00,0.69054,15,2.886680691,0.8203592814,0.68797,0
CAD_JPY,2020-10-08 16:00:00,79.799,16,2.287531052,0.9594594595,78.748,1
GBP_CHF,2020-10-08 16:00:00,1.18552,8,0.4240060592,0.6221079692,1.17694,0
GBP_NZD,2020-10-08 16:00:00,1.96015,14,0.7536236688,0.6657789614,1.94218,0
AUD_JPY,2020-10-08 20:00:00,75.747,7,0.9400468214,0.7981651376,74.928,0
AUD_NZD,2020-10-08 20:00:00,1.08291,16,2.542634812,1,1.07586,0
AUD_USD,2020-10-08 20:00:00,0.71514,7,0.6886143304,0.8681318681,0.7095,0
CAD_JPY,2020-10-08 20:00:00,79.799,17,2.781519297,0.8421052632,78.748,0
AUD_CHF,2020-10-09 00:00:00,0.65524,8,1.12887306,0.7071823204,0.65062,0
AUD_JPY,2020-10-09 00:00:00,75.747,8,0.9681730449,0.5024630542,74.928,0
AUD_USD,2020-10-09 00:00:00,0.71698,4,0.1260382793,0.8260869565,0.7095,0
CAD_CHF,2020-10-09 00:00:00,0.69054,17,3.214736226,0.7816091954,0.68797,0
AUD_JPY,2020-10-09 04:00:00,75.747,9,1.006703137,0.35,74.928,0
AUD_USD,2020-10-09 04:00:00,0.71698,5,0.3736394408,0.4013605442,0.7095,0
NZD_USD,2020-10-09 04:00:00,0.65964,4,0.3760438869,0.5754189944,0.65467,1
AUD_JPY,2020-10-09 08:00:00,75.747,10,1.573533167,0.6910994764,74.928,0
AUD_USD,2020-10-09 08:00:00,0.71698,6,0.9255510028,0.845410628,0.7095,0
CAD_JPY,2020-10-09 08:00:00,79.799,20,3.405559522,0.8172043011,78.748,0
CHF_JPY,2020-10-09 08:00:00,115.736,6,0.9146162342,0.8789346247,114.041,1
EUR_JPY,2020-10-09 08:00:00,124.871,6,0.2318115489,0.9116719243,123.019,1
EUR_USD,2020-10-09 08:00:00,1.17816,6,0.8701511678,0.9435483871,1.16957,1
NZD_JPY,2020-10-09 08:00:00,69.922,5,0.5536330535,0.7572815534,69.405,1
NZD_USD,2020-10-09 08:00:00,0.65964,5,0.9984442499,0.9479166667,0.65467,0
AUD_JPY,2020-10-09 12:00:00,75.747,11,2.464695737,0.8709677419,74.929,0
AUD_USD,2020-10-09 12:00:00,0.71698,7,1.865382546,0.9194630872,0.7095,0
CAD_CHF,2020-10-09 12:00:00,0.69054,20,2.524539784,0.8857142857,0.68797,0
CHF_JPY,2020-10-09 12:00:00,115.736,7,1.244052895,0.8476190476,114.041,0
EUR_JPY,2020-10-09 12:00:00,124.871,7,0.496368257,0.7578947368,123.843,0
EUR_USD,2020-10-09 12:00:00,1.17816,7,1.202535545,0.9465240642,1.17248,0
NZD_JPY,2020-10-09 12:00:00,69.922,6,1.449382543,0.888252149,69.405,0
NZD_USD,2020-10-09 12:00:00,0.65964,6,1.915290501,0.9186046512,0.65467,0
AUD_CAD,2020-10-09 16:00:00,0.9492,7,0.1190277376,0.7564102564,0.94448,1
AUD_JPY,2020-10-09 16:00:00,75.747,12,2.932709016,0.7004048583,74.929,0
AUD_USD,2020-10-09 16:00:00,0.71698,8,2.774243136,0.7543252595,0.7095,0
CHF_JPY,2020-10-09 16:00:00,115.736,8,1.578743421,0.9644808743,115.218,0
EUR_USD,2020-10-09 16:00:00,1.17816,8,1.793275436,0.8185185185,1.17248,0
GBP_JPY,2020-10-09 16:00:00,137.399,8,0.4441266578,0.8723747981,135.864,1
GBP_USD,2020-10-09 16:00:00,1.29699,8,1.106293864,0.8550135501,1.28442,1
NZD_CHF,2020-10-09 16:00:00,0.60542,7,0.4173618613,0.5825688073,0.60036,1
NZD_JPY,2020-10-09 16:00:00,69.922,7,2.103806972,0.7427652733,69.405,0
NZD_USD,2020-10-09 16:00:00,0.65964,7,2.963907551,0.7742857143,0.65467,0
AUD_JPY,2020-10-09 20:00:00,75.747,13,3.186751053,0.8938053097,74.929,0
AUD_USD,2020-10-09 20:00:00,0.71698,9,3.210394972,0.8357142857,0.7095,0
EUR_USD,2020-10-09 20:00:00,1.17816,9,2.136814947,0.9112903226,1.17248,0
GBP_JPY,2020-10-09 20:00:00,137.399,9,0.9512743237,1,135.864,0
GBP_USD,2020-10-09 20:00:00,1.29699,9,1.800637645,1,1.28442,0
NZD_CHF,2020-10-09 20:00:00,0.60542,8,0.5654624568,0.5046728972,0.60036,0
NZD_JPY,2020-10-09 20:00:00,69.922,8,2.335841804,0.9423076923,69.405,0
NZD_USD,2020-10-09 20:00:00,0.65964,8,3.37552243,0.8129496403,0.65467,0
GBP_USD,2020-10-12 00:00:00,1.29699,10,1.373864633,0.389261745,1.28442,0
NZD_CHF,2020-10-12 00:00:00,0.60542,9,0.4055174231,0.5965665236,0.60036,0
NZD_USD,2020-10-12 00:00:00,0.65964,9,2.768068086,0.3536585366,0.65467,0
AUD_JPY,2020-10-12 04:00:00,75.747,15,2.155533728,0.3529411765,74.929,0
AUD_USD,2020-10-12 04:00:00,0.71698,11,2.627770693,0.7638190955,0.7095,0
EUR_USD,2020-10-12 04:00:00,1.17816,11,1.709826114,0.7424242424,1.17248,0
GBP_USD,2020-10-12 04:00:00,1.29699,11,1.701476937,0.9473684211,1.28442,0
NZD_CHF,2020-10-12 04:00:00,0.60542,10,0.7140112364,0.8431372549,0.60036,0
NZD_USD,2020-10-12 04:00:00,0.65964,10,3.184654682,0.8235294118,0.65467,0
CHF_JPY,2020-10-12 08:00:00,115.736,12,0.7909817412,1,115.218,0
GBP_USD,2020-10-12 12:00:00,1.29699,13,1.741351055,0.919395466,1.28442,0
GBP_USD,2020-10-12 16:00:00,1.29699,14,2.200335669,0.6134615385,1.28442,0
EUR_AUD,2020-10-13 00:00:00,1.64212,9,0.2170967558,0.7840755735,1.6326,1
GBP_AUD,2020-10-13 00:00:00,1.81281,17,0.6934453822,0.8165137615,1.79573,1
GBP_USD,2020-10-13 04:00:00,1.29699,17,2.120003274,0.6906077348,1.28442,0
CAD_CHF,2020-10-13 16:00:00,0.69466,8,1.432811116,0.9484848485,0.68797,1
NZD_CHF,2020-10-13 16:00:00,0.60743,8,0.228976642,0.8593272171,0.60036,0
USD_CHF,2020-10-13 16:00:00,0.91235,8,1.382962506,0.9363817097,0.90867,1
NZD_CHF,2020-10-14 00:00:00,0.60743,10,1.005387429,0.8992805755,0.60036,0
USD_CHF,2020-10-14 00:00:00,0.91235,10,1.447579077,0.7338129496,0.90867,0
EUR_GBP,2020-10-14 04:00:00,0.90781,10,0.3705726857,0.75,0.90187,1
EUR_GBP,2020-10-14 08:00:00,0.90781,11,0.7706531526,0.3370165746,0.90187,0
NZD_CHF,2020-10-14 08:00:00,0.60743,12,0.9755971287,0.862745098,0.60036,0
NZD_CHF,2020-10-14 20:00:00,0.60743,15,0.2504907022,0.7454545455,0.60036,0
USD_CHF,2020-10-14 20:00:00,0.91235,15,0.758156032,1,0.90867,0
GBP_AUD,2020-10-15 00:00:00,1.81972,11,0.7124572943,0.9432943294,1.79573,0
EUR_AUD,2020-10-15 04:00:00,1.64586,12,0.2629943535,0.6291866029,1.6326,0
GBP_AUD,2020-10-15 04:00:00,1.81972,12,0.798229609,0.6083550914,1.79573,0
EUR_AUD,2020-10-15 08:00:00,1.64586,13,2.123658534,0.9956568947,1.6326,0
GBP_AUD,2020-10-15 08:00:00,1.81972,13,1.798572662,0.9063719116,1.79573,0
GBP_NZD,2020-10-15 08:00:00,1.961,4,0.2017670624,0.8875,1.93434,1
USD_CAD,2020-10-15 08:00:00,1.31631,4,1.187768861,0.9935897436,1.30991,1
GBP_NZD,2020-10-15 12:00:00,1.961,5,0.2307873719,0.7542579075,1.93434,0
USD_CAD,2020-10-15 12:00:00,1.31631,5,2.25271057,0.8264705882,1.30991,0
EUR_CAD,2020-10-15 16:00:00,1.54671,6,0.2438902878,0.2361445783,1.53889,0
USD_CAD,2020-10-15 16:00:00,1.31631,6,2.522117347,0.2395833333,1.30991,0
EUR_AUD,2020-10-16 00:00:00,1.64586,17,1.778489396,0.9505928854,1.6326,0
EUR_CAD,2020-10-16 00:00:00,1.54671,8,0.622317195,0.7049808429,1.53889,1
GBP_AUD,2020-10-16 00:00:00,1.81972,17,0.4181380954,0.9333333333,1.79573,0
USD_CAD,2020-10-16 00:00:00,1.31631,8,2.307768496,0.3897435897,1.30991,0
EUR_AUD,2020-10-16 04:00:00,1.64586,18,2.060359523,0.9705882353,1.6326,0
EUR_CAD,2020-10-16 04:00:00,1.54671,9,0.8196266299,0.8039215686,1.53889,0
USD_CAD,2020-10-16 04:00:00,1.31631,9,2.911024679,0.9656862745,1.30991,0
AUD_CHF,2020-10-19 00:00:00,0.64904,4,0.3536891979,0.94,0.64535,1
AUD_USD,2020-10-19 00:00:00,0.70972,6,0.2539341714,0.8823529412,0.7056,1
AUD_USD,2020-10-19 08:00:00,0.70972,8,0.1337066476,0.9421965318,0.7056,0
GBP_AUD,2020-10-19 08:00:00,1.829,5,0.1556442813,0.7573449402,1.79642,1
GBP_CAD,2020-10-19 08:00:00,1.71161,5,0.1585163851,0.8385786802,1.69049,1
GBP_CHF,2020-10-19 08:00:00,1.18491,4,0.4129952561,0.7011494253,1.17524,1
GBP_USD,2020-10-19 08:00:00,1.29621,5,0.6599951645,0.8858173077,1.28562,1
NZD_CAD,2020-10-19 08:00:00,0.87354,5,0.1826074755,0.9339207048,0.86981,1
AUD_USD,2020-10-19 12:00:00,0.70972,9,0.2408388439,0.1736111111,0.7056,0
CHF_JPY,2020-10-19 12:00:00,115.45,6,1.195363582,0.9441860465,114.859,1
EUR_CAD,2020-10-19 12:00:00,1.55094,6,0.1813715726,0.7896494157,1.53889,0
EUR_JPY,2020-10-19 12:00:00,123.71,6,1.220656157,0.8221343874,123.015,1
EUR_USD,2020-10-19 12:00:00,1.1746,6,1.234820447,0.7782101167,1.16882,1
NZD_CAD,2020-10-19 12:00:00,0.87354,6,0.5212910856,0.5660377358,0.86981,0
CAD_JPY,2020-10-19 16:00:00,80.07,4,0.2207489102,0.6652892562,79.443,1
CHF_JPY,2020-10-19 16:00:00,115.45,7,1.758287559,0.662835249,114.859,0
EUR_AUD,2020-10-19 16:00:00,1.65832,6,0.8318516997,0.8448275862,1.6336,1
EUR_JPY,2020-10-19 16:00:00,123.71,7,1.709113153,0.5053003534,123.015,0
EUR_USD,2020-10-19 16:00:00,1.1746,7,1.42269278,0.4230769231,1.16882,0
GBP_AUD,2020-10-19 16:00:00,1.829,7,0.3739651049,0.5600475624,1.79642,0
EUR_AUD,2020-10-19 20:00:00,1.65832,7,1.376497555,0.5887850467,1.6336,0
EUR_CAD,2020-10-19 20:00:00,1.55094,8,0.4256786672,0.9022801303,1.53889,0
EUR_NZD,2020-10-19 20:00:00,1.77715,7,0.8448428208,0.7920168067,1.75825,1
CHF_JPY,2020-10-20 00:00:00,115.45,9,2.15934518,0.8779761905,114.859,0
EUR_AUD,2020-10-20 00:00:00,1.65832,8,2.16366454,0.848,1.6336,0
EUR_JPY,2020-10-20 00:00:00,123.71,9,2.038529815,0.8551532033,123.015,0
EUR_NZD,2020-10-20 00:00:00,1.77715,8,1.830470919,0.9157733538,1.75825,0
EUR_USD,2020-10-20 00:00:00,1.1746,9,1.209129628,0.8991596639,1.16882,0
GBP_AUD,2020-10-20 00:00:00,1.829,9,0.9338581018,0.7924528302,1.79642,0
GBP_NZD,2020-10-20 00:00:00,1.96165,9,0.3381937675,0.8189081225,1.93434,0
USD_JPY,2020-10-20 00:00:00,105.502,6,0.349560693,0.7749077491,105.035,1
EUR_AUD,2020-10-20 04:00:00,1.65832,9,2.840330748,0.9481707317,1.6336,0
EUR_CAD,2020-10-20 04:00:00,1.55094,10,0.8048649284,0.9312169312,1.53889,0
EUR_NZD,2020-10-20 04:00:00,1.77715,9,2.404805197,0.6338912134,1.75825,0
EUR_USD,2020-10-20 04:00:00,1.1746,10,1.341807872,0.9347826087,1.16882,0
GBP_AUD,2020-10-20 04:00:00,1.829,10,1.298777996,0.6947040498,1.79642,0
GBP_NZD,2020-10-20 04:00:00,1.96165,10,0.5951917042,0.390625,1.93434,0
CHF_JPY,2020-10-20 08:00:00,115.45,11,2.395777336,0.7174603175,114.859,0
EUR_AUD,2020-10-20 08:00:00,1.65832,10,3.295242539,0.9388753056,1.6336,0
EUR_CAD,2020-10-20 08:00:00,1.55094,11,0.922884967,0.7750759878,1.53889,0
EUR_JPY,2020-10-20 08:00:00,123.71,11,2.260833342,0.7491749175,123.015,0
EUR_NZD,2020-10-20 08:00:00,1.77715,10,3.582366002,0.9538216561,1.75825,0
GBP_AUD,2020-10-20 08:00:00,1.829,11,1.944938825,0.9575070822,1.79642,0
GBP_NZD,2020-10-20 08:00:00,1.96165,11,1.863095665,0.9512987013,1.93434,0
USD_JPY,2020-10-20 08:00:00,105.502,8,0.1820286673,0.5119047619,105.035,0
CHF_JPY,2020-10-20 12:00:00,115.45,12,3.671123501,0.8513513514,114.859,0
EUR_AUD,2020-10-20 12:00:00,1.65832,11,4.350407321,0.7860759494,1.6336,0
EUR_CAD,2020-10-20 12:00:00,1.55094,12,1.984655551,0.7954070981,1.53889,0
EUR_GBP,2020-10-20 12:00:00,0.91093,11,0.8539492126,0.8176470588,0.90067,1
EUR_JPY,2020-10-20 12:00:00,123.71,12,3.748085684,0.8568935428,123.015,0
EUR_NZD,2020-10-20 12:00:00,1.77715,11,4.476435425,0.7896103896,1.75825,0
EUR_USD,2020-10-20 12:00:00,1.17936,5,0.6093932807,0.7513513514,1.16882,0
USD_JPY,2020-10-20 12:00:00,105.502,9,1.366764045,0.8395061728,105.035,0
CAD_JPY,2020-10-20 16:00:00,80.193,6,1.416443395,0.9020618557,79.443,0
EUR_GBP,2020-10-20 16:00:00,0.91093,12,0.9798475878,0.8265306122,0.90067,0
EUR_JPY,2020-10-20 16:00:00,123.71,13,3.878762631,0.3018018018,123.015,0
EUR_USD,2020-10-20 16:00:00,1.17936,6,1.288040271,0.5675675676,1.16882,0
EUR_AUD,2020-10-20 20:00:00,1.65832,13,3.652265669,0.8214971209,1.6336,0
EUR_CAD,2020-10-20 20:00:00,1.55094,14,0.2568535193,0.5919282511,1.53889,0
GBP_AUD,2020-10-20 20:00:00,1.829,14,1.116438164,0.8964646465,1.79642,0
GBP_NZD,2020-10-20 20:00:00,1.96165,14,0.7930924327,0.875,1.93434,1
EUR_CAD,2020-10-21 00:00:00,1.55094,15,0.2840177676,0.488372093,1.53889,0
EUR_GBP,2020-10-21 00:00:00,0.91093,14,0.7464051556,0.4523809524,0.90067,0
EUR_USD,2020-10-21 00:00:00,1.17936,8,1.658484429,0.9,1.16882,0
CAD_JPY,2020-10-21 04:00:00,80.193,9,1.255121125,0.7575757576,79.443,0
EUR_CHF,2020-10-21 04:00:00,1.07296,14,0.1817656465,0.5882352941,1.06883,1
EUR_JPY,2020-10-21 04:00:00,123.71,16,3.803569257,0.4971098266,123.015,0
EUR_USD,2020-10-21 04:00:00,1.17936,9,2.270921164,0.883248731,1.16882,0
EUR_USD,2020-10-21 08:00:00,1.17936,10,2.375210871,0.2810218978,1.16882,0
GBP_USD,2020-10-21 08:00:00,1.29793,5,1.253649159,0.7318376068,1.28562,0
EUR_USD,2020-10-21 12:00:00,1.17936,11,2.864748472,0.8467741935,1.16882,0
GBP_CAD,2020-10-21 12:00:00,1.7112,6,0.8976640155,0.924403183,1.69596,0
GBP_CHF,2020-10-21 12:00:00,1.17979,6,0.852478769,0.9591397849,1.17214,0
GBP_USD,2020-10-21 12:00:00,1.29793,6,2.349778221,0.9640522876,1.28562,0
AUD_USD,2020-10-21 16:00:00,0.71147,13,0.5451343079,0.8412698413,0.70206,0
EUR_CHF,2020-10-21 16:00:00,1.07296,17,0.4962423498,0.869955157,1.06883,0
EUR_USD,2020-10-21 16:00:00,1.17936,12,3.198886168,0.8005464481,1.16882,0
GBP_CAD,2020-10-21 16:00:00,1.7112,7,2.422296302,0.8548644338,1.69596,0
GBP_CHF,2020-10-21 16:00:00,1.17979,7,2.307919089,0.843937575,1.17214,0
GBP_JPY,2020-10-21 16:00:00,137.033,6,0.9624602636,0.803084223,135.337,1
GBP_USD,2020-10-21 16:00:00,1.29793,7,3.365610757,0.802359882,1.28562,0
NZD_CAD,2020-10-21 16:00:00,0.87527,13,0.1174778688,0.9577464789,0.86249,0
NZD_USD,2020-10-21 16:00:00,0.6646,12,1.080717366,0.8644067797,0.65527,1
EUR_CAD,2020-10-21 20:00:00,1.55839,8,0.2579172017,0.9956521739,1.54256,1
EUR_CHF,2020-10-21 20:00:00,1.07296,18,0.5872396966,0.7941176471,1.06883,0
GBP_AUD,2020-10-21 20:00:00,1.84507,7,0.1839333684,0.4893617021,1.81314,0
GBP_CAD,2020-10-21 20:00:00,1.7112,8,2.680088336,0.6136363636,1.69596,0
GBP_CHF,2020-10-21 20:00:00,1.17979,8,2.4845308,0.4255319149,1.17214,0
EUR_CAD,2020-10-22 00:00:00,1.55839,9,0.1680223214,0.6572580645,1.54256,0
EUR_CHF,2020-10-22 00:00:00,1.07296,19,0.602193714,0.8382352941,1.06883,0
GBP_AUD,2020-10-22 00:00:00,1.84507,8,0.5837331464,0.6967632027,1.81314,0
GBP_CAD,2020-10-22 00:00:00,1.7112,9,2.971594628,0.8575063613,1.69596,0
GBP_CHF,2020-10-22 00:00:00,1.17979,9,2.742974959,0.9392097264,1.17214,0
EUR_CAD,2020-10-22 04:00:00,1.55839,10,0.4013298499,0.5285714286,1.54256,0
GBP_AUD,2020-10-22 04:00:00,1.84507,9,0.9544195281,0.6954545455,1.81314,0
GBP_JPY,2020-10-22 04:00:00,137.033,9,1.071330921,0.5,135.337,0
GBP_CAD,2020-10-22 12:00:00,1.7112,12,2.10926919,0.640969163,1.69596,0
NZD_CAD,2020-10-22 12:00:00,0.87527,18,0.6296838734,0.7563636364,0.86249,0
AUD_CHF,2020-10-22 16:00:00,0.64516,6,0.1855223489,0.9764150943,0.63708,1
GBP_CHF,2020-10-22 16:00:00,1.17979,13,2.265585638,0.71875,1.17214,1
NZD_CAD,2020-10-22 16:00:00,0.87527,19,0.982180055,0.9541284404,0.86249,1
NZD_JPY,2020-10-22 16:00:00,69.758,6,1.19416178,0.975,69.208,1
NZD_USD,2020-10-22 16:00:00,0.66776,6,0.147940832,0.9402390438,0.65527,0
AUD_JPY,2020-10-22 20:00:00,74.611,12,0.1068498054,0.7142857143,74.185,1
AUD_CHF,2020-10-23 00:00:00,0.64516,8,0.7096493762,0.6996466431,0.63708,0
AUD_CAD,2020-10-23 08:00:00,0.9365,9,0.4797225205,0.9423076923,0.92473,1
AUD_CHF,2020-10-23 08:00:00,0.64516,10,0.5423732719,0.6837944664,0.63708,0
AUD_JPY,2020-10-23 08:00:00,74.611,15,0.5119467343,0.9395465995,74.185,0
AUD_USD,2020-10-23 08:00:00,0.71366,10,0.2815656071,0.9154013015,0.70206,1
NZD_JPY,2020-10-23 08:00:00,69.758,10,1.110117939,0.8851540616,69.248,0
NZD_USD,2020-10-23 08:00:00,0.66776,10,0.6524815414,0.9709762533,0.65527,0
AUD_JPY,2020-10-23 12:00:00,74.611,16,0.6753320082,0.3043478261,74.185,0
EUR_GBP,2020-10-23 12:00:00,0.90457,6,0.3326278636,0.4930362117,0.90108,0
EUR_GBP,2020-10-23 16:00:00,0.90457,7,1.665026609,0.915601023,0.90108,0
AUD_JPY,2020-10-23 20:00:00,74.611,18,0.4664096328,0.7130434783,74.185,0
EUR_GBP,2020-10-23 20:00:00,0.90457,8,1.806244945,0.1450777202,0.90108,0
EUR_JPY,2020-10-23 20:00:00,124.082,7,0.3586341586,0.7722222222,123.362,1
NZD_USD,2020-10-23 20:00:00,0.66776,13,0.4577170133,0.7798742138,0.65527,0
EUR_GBP,2020-10-26 00:00:00,0.90457,9,1.459444828,0.8943661972,0.90108,1
EUR_JPY,2020-10-26 00:00:00,124.082,8,0.242340245,0.8225108225,123.362,0
EUR_GBP,2020-10-26 04:00:00,0.90457,10,1.602985448,0.4025974026,0.90108,0
AUD_CAD,2020-10-26 08:00:00,0.93893,5,0.7060037234,0.9653846154,0.92473,0
NZD_CHF,2020-10-26 08:00:00,0.60653,9,0.3519995882,0.9,0.5949,1
NZD_JPY,2020-10-26 08:00:00,70.15,5,0.2731777242,0.9473684211,69.248,0
USD_CAD,2020-10-26 08:00:00,1.31777,13,0.1549368738,0.9322033898,1.30807,1
NZD_JPY,2020-10-26 12:00:00,70.15,6,0.41180703,0.78,69.248,0
USD_CAD,2020-10-26 12:00:00,1.31777,14,0.1619998851,0.486013986,1.30807,0
USD_JPY,2020-10-26 12:00:00,104.936,9,0.1206010417,0.5752212389,104.34,1
AUD_CAD,2020-10-26 16:00:00,0.93893,7,0.7239823512,0.7630662021,0.92473,0
EUR_CAD,2020-10-26 16:00:00,1.56036,14,0.2274009922,0.6611418048,1.54995,0
USD_CAD,2020-10-26 16:00:00,1.31777,15,1.133186562,0.7231759657,1.30807,0
AUD_CAD,2020-10-27 00:00:00,0.93893,9,0.468330678,0.4336734694,0.92473,0
CAD_CHF,2020-10-27 08:00:00,0.68859,5,0.2944435846,0.9358974359,0.68596,1
